provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
Broward Health Coral Springs,3000 CORAL HILLS DRIVE,Hospital Rx Dept,Coral Springs,Broward,FL,33065,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,120,,,POINT (-80.254158 26.268235),
"Centers for Health Promotions, LLC",1890 University Drive,Suite 306,Coral Springs,Broward,FL,33067,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,192,,,,1447483474.0
IV Infusion Treatment Center,815 Coral Ridge Drive,,Coral Springs,Broward,FL,33071,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-80.278563 26.240794),1467477398.0
Emerald Multispecialty,1241 stirling rd,suite 107,Dania Beach,Broward,FL,33004,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,72,,,POINT (-80.153901 26.048276),1598257503.0
Partner RX; LLC,6555 Nova Drive,Suite 304,Davie,Broward,FL,33317,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,18,,,POINT (-80.232579 26.086691),1629349741.0
Broward Health North Pharmacy,201 E SAMPLE RD,,Deerfield Beach,Broward,FL,33064,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,120,,,POINT (-80.120719 26.275137),
Broward Health Medical Center,1600 S ANDREWS AVENUE,Hospital Rx Dept.,Fort Lauderdale,Broward,FL,33316,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,120,,,POINT (-80.142279 26.101826),
Holy Cross Hospital,4725 N. FEDERAL HIGHWAY,PHARMACY,Fort Lauderdale,Broward,FL,33308,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,12,,,POINT (-80.117714 26.185294),
SEMINOLE CLINIC - HOLLYWOOD,6401 Sheridan Street,,Hollywood,Broward,FL,33024,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-02T00:00:00.000,36,,,POINT (-80.216558 26.032023),
South Florida Preventive Care Group,6750 Taft St,,Hollywood,Broward,FL,33024,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.223128 26.024494),
iCare Mobile Medicine,2525 EMBASSY DR,SUITE 5,Hollywood,Broward,FL,33026,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-80.288048 26.031708),1376215111.0
Your Health Pharmacy,12 NORTH FEDERAL HIGHWAY Suite  #A,,Pompano Beach,Broward,FL,33062,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,66,,,POINT (-80.102754 26.231918),
CCF Weston Hospital,2950 CLEVELAND CLINIC BLVD,INPATIENT PHARMACY,Weston,Broward,FL,33331,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,18,,,POINT (-80.36461 26.08096),
Naples Community Hospital Inc.,350 7TH ST North,,Naples,Collier,FL,34102,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,,,POINT (-81.799488 26.150806),1720085137.0
Lake City Medical Center,340 NW COMMERCE DRIVE,,Lake City,Columbia,FL,32055,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,,,POINT (-82.68627 30.18398),
Baptist Medical Center Jacksonville,800 Prudential Drive,,Jacksonville,Duval,FL,32207,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-81.663609 30.316284),
CRUCIAL CARE,11048 baymeadows rd,,Jacksonville,Duval,FL,32256,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,144,,,POINT (-81.515921 30.215821),1851310692.0
Baptist Hospital-Pensacola,1000 W MORENO ST.,,Pensacola,Escambia,FL,32501,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-02-22T00:00:00.000,744,,,POINT (-87.231938 30.428669),1700979465.0
Marie K. Young Community -Escambia,6405 Wagner Rd,,Pensacola,Escambia,FL,32505,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,264,,,POINT (-87.270913 30.493277),1215609870.0
West Florida Hospital,West Florida Hospital Pharmacy,8383 N Davis Hwy,Pensacola,Escambia,FL,32514,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,198,,,,
Adventhhealth Palm Coast FH-Flagler,60 Memorial Medical Parkway,,Palm Coast,Flagler,FL,32164,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,12,,,POINT (-81.189504 29.476961),
Ascension Sacred Heart Gulf,3801 EAST HIGHWAY 98,Pharmacy,Port St. Joe,Gulf,FL,32456,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,36,,,POINT (-85.287465 29.776561),1083941678.0
PINE BROOK PHARMACY,14111 CORTEZ BLVD,,Brooksville,Hernando,FL,34613,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,24,,,POINT (-82.496235 28.533851),1558596932.0
AdventHealth Sebring,4200 SUN N LAKE BLVD,2ND FLOOR- PHARMACY,Sebring,Highlands,FL,33872,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,30,,,,
COLUMBIA SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,,Sun City Center,Hillsborough,FL,33573,0173-0901-86,Sotrovimab,2022-02-18T00:00:00.000,2022-02-23T00:00:00.000,12,,,POINT (-82.365296 27.712391),
DELIVRXD LLC  DELIVERXD PHARMACY,4104 W LINEBAUGH AVE,,Tampa,Hillsborough,FL,33624,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,24,,,POINT (-82.511481 28.040079),1558807495.0
Memorial Hospital of Tampa,2901 W SWANN AVE,,Tampa,Hillsborough,FL,33609,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-02-22T00:00:00.000,144,,,POINT (-82.489715 27.937444),
Tampa General Hospital,1 Tampa General Circle,Department of Pharmacy,Tampa,Hillsborough,FL,33606,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,192,,,POINT (-82.459297 27.937291),
Prosper Infusion Inc,12637 Race Track Road,,Westchase,Hillsborough,FL,33626,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,90,,,POINT (-82.635409 28.067112),1528654506.0
Doctors Memorial Hospital -Bonifay,2600 Hospital Drive,,Bonifay,Holmes,FL,32425,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-85.682474 30.76059),1366431702.0
Jackson Hospital,4250 HOSPITAL DR,,Marianna,Jackson,FL,32446,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-02-22T00:00:00.000,72,,,POINT (-85.240932 30.78748),
Mount Dora Pharmacy,17435 US HIGHWAY 441,SUITE 102,Eustis,Lake,FL,32726,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-81.667493 28.821449),1063773679.0
Leesburg Regional Medical Center,600 E DIXIE AVE,,Leesburg,Lake,FL,34748,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,996,,,POINT (-81.867967 28.80664),
AdventHealth Waterman,1000 WATERMAN WAY,ATTN: PHARMACY,Tavares,Lake,FL,32778,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-81.71021 28.822351),
The Villages Regional Hospital,1451 EL CAMINO REAL,,The Villages,Lake,FL,32159,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,66,,,POINT (-81.958149 28.949441),1740276518.0
Old Bonita Spring Library,26876 Pine Ave,,Bonita Springs,Lee,FL,34135,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,264,,,POINT (-81.783178 26.347336),
Gulf Coast Med Cntr Inpatient Pharm,13681 Doctors Way,,Fort Myers,Lee,FL,33912,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,18,,,POINT (-81.848569 26.543729),
HealthPark Medical Center,9981 S. HealthPark Drive,4th Floor Adult Inpatient,Fort Myers,Lee,FL,33908,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-02-22T00:00:00.000,36,,,POINT (-81.912364 26.505149),
Lee Pharmacy LMH,2776 Cleveland Ave,2776 Cleveland Ave,Fort Myers,Lee,FL,33901,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-81.872295 26.626924),1558302570.0
CDR Health Tallahassee Clinic,1981 CAPITAL CIRCLE NE,,Tallahassee,Leon,FL,32308,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,264,,,POINT (-84.236099 30.476793),
Blake Medical Center,2020 59TH ST. WEST,,Bradenton,Manatee,FL,34209,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,12,,,POINT (-82.620465 27.482448),
Ocala Regional Medical Center,1431 SW 1st Ave,,Ocala,Marion,FL,34471,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,96,,,POINT (-82.137838 29.174636),
Mobile Medical Associates,4189 SW High Meadows Avenue,,Palm City,Martin,FL,34997,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,48,,,POINT (-80.296502 27.153108),
MLIBMANMDPA,"1050 SE Monterey Rd., Suite 101",,Stuart,Martin,FL,34994,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,24,,,POINT (-80.238347 27.176686),
Doctors Hospital,5000 University Dr.,Pharmacy Dept,Coral Gables,Miami Dade,FL,33146,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,72,,,POINT (-80.273181 25.724611),
Baptist Health Hospital at Doral,9500 NW 58th St,ATTN: Pharmacy Department,Doral,Miami Dade,FL,33178,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.351264 25.82618),
Gutleber Medical Group,139 NE 15th STREET,,Homestead,Miami Dade,FL,33030,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-80.47414 25.484484),1013334333.0
Homestead Hospital,975 BAPTIST WAY,,Homestead,Miami Dade,FL,33033,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,24,,,POINT (-80.430454 25.479519),
Baptist Hospital of Miami,8900 NORTH KENDALL DRIVE,,Miami,Miami Dade,FL,33176,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,48,,,POINT (-80.339257 25.687775),
"CH Medical Group, Corp","711 NW 23rd Ave, Ste 301",,Miami,Miami Dade,FL,33125,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,162,,,POINT (-80.233279 25.779964),1992969745.0
"Campillo Medical Wellness, Corp",6583 SW 39 Ter,,Miami,Miami Dade,FL,33155,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.302583 25.734171),
Care On Wheels,2161 SW 16th st,,Miami,Miami Dade,FL,33145,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,6,,,POINT (-80.229709 25.758138),1881286201.0
"Coastal Health Group, INC","7001 SW 97th Ave , Ste 206",,Miami,Miami Dade,FL,33173,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.350183 25.702644),1942747126.0
"Cots Medical Group, Corp",5520 W Flagler St,,Miami,Miami Dade,FL,33134,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.28497 25.770919),1427513308.0
"Doctors Medical Group, Inc",12548 SW 8th St,,Miami,Miami Dade,FL,33184,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.399665 25.760889),1710385232.0
"ES Rehab Professional Center, Inc","5600 SW 135 AVE, STE 216",,Miami,Miami Dade,FL,33183,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,162,,,POINT (-80.412766 25.714023),1386948222.0
Flagler Rehab and Therapy Center,"8370 W Flagler St , Ste118",,Miami,Miami Dade,FL,33144,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.331687 25.769604),1487290276.0
"Healthy Lives Mental Health, Corp","600 NW 35th Ave, Ste 203",,Miami,Miami Dade,FL,33125,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,96,,,POINT (-80.252628 25.77853),1013504646.0
"JYJ APRN Services, Corp",8756 SW 8th St,,Miami,Miami Dade,FL,33174,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.33762 25.761822),
Jackson South Community Hospital,9333 SW 152ND ST,,Miami,Miami Dade,FL,33157,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.344172 25.62893),
Juan Alberto Prieto MD PA,6741 SW 24 Street. Suite 50 and 51,,Miami,Miami Dade,FL,33155,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,6,,,POINT (-80.304916 25.748051),
Kendall South Medical Center,14740 SW 26th Street,Suite 107,Miami,Miami Dade,FL,33185,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,120,,,POINT (-80.433912 25.742886),1043242456.0
"Keter Medical Center and Spa, LLC","8000 NW 7th St, Ste 102",,Miami,Miami Dade,FL,33126,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,120,,,POINT (-80.326825 25.776808),1356578041.0
L and C Professional Medical Center,5975 SW 8th St,,Miami,Miami Dade,FL,33144,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.292673 25.763422),1063745719.0
LSL Medical Center; Inc,4640 WEST FLAGLER ST,,Miami,Miami Dade,FL,33134,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.270943 25.771432),1861738197.0
"Nirvana Clinic Center, LLC","8765 SW 165th Ave, Ste 105",,Miami,Miami Dade,FL,33193,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,96,,,POINT (-80.45996 25.684935),1811357122.0
Primary Care and Educational Center,"13205 SW 137th Ave, Suite 232",,Miami,Miami Dade,FL,33186,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-80.415086 25.644548),1174995609.0
S and L Healthy Corp,"14255 SW 42nd St, Ste 13B",,Miami,Miami Dade,FL,33175,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,60,,,POINT (-80.424862 25.728906),1104408624.0
"San Lazaro Medical Group, Inc","3271 NW 7th St, Ste 211",,Miami,Miami Dade,FL,33125,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,150,,,POINT (-80.24943 25.779141),1790231728.0
South Miami Hospital,"6200 SW 73 St., ATTN: PHARMACY",,Miami,Miami Dade,FL,33143,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,48,,,POINT (-80.290553 25.703305),
West Kendall Baptist Hospital,9555 SW 162nd Ave,,Miami,Miami Dade,FL,33196,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,48,,,POINT (-80.456967 25.679344),
Mt. Sinai Med Center Main Campus,4300 Alton Road,,Miami Beach,Miami Dade,FL,33140,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,396,,,POINT (-80.137939 25.815045),
Tristar Wellness,400 WEST 41ST STREET SUITE 402,,Miami Beach,Miami Dade,FL,33140,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,18,,,POINT (-80.12761 25.813777),1235641770.0
Jetmapp Healthcare Solutions; LLC,20451 NW 2ND AVENUE,SUITE 101,Miami Gardens,Miami Dade,FL,33169,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,,,POINT (-80.205799 25.963889),1699217075.0
Fishermen’s Community Hospital,3301 OVERSEAS HIGHWAY,,Marathon,Monroe,FL,33050,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-81.094704 24.711134),
Mariners Hospital,91500 OVERSEAS HIGHWAY,,Tavernier,Monroe,FL,33070,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-23T00:00:00.000,12,,,POINT (-80.521239 25.005467),
North Okaloosa Medical Center,151 Redstone Ave SE,,Crestview,Okaloosa,FL,32539,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-86.561685 30.736948),
Emerald Coast Infec. Diseases Med,917 MAR WALT DRIVE,Suite A,Fort Walton Beach,Okaloosa,FL,32547,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,144,,,POINT (-86.632127 30.451695),1720017882.0
GEMD 33,9580 WEST COLONIAL DRIVE,,Ocoee,Orange,FL,34761,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,102,,,POINT (-81.517731 28.551676),
Adventhealth Orlando,601 E Rollins Street,,Orlando,Orange,FL,32803,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,54,,,POINT (-81.370328 28.573457),
Emerald Multispecialty - Orlando,7347 w sand lake rd,,Orlando,Orange,FL,32819,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,96,,,POINT (-81.482674 28.450025),1003077322.0
FL State Logistics Response Center,2702 Directors Row,,Orlando,Orange,FL,32809,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,,,POINT (-81.421132 28.458987),
GEMD 32,1706 N SEMORAN BLVD,suite 100,Orlando,Orange,FL,32807,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-81.311014 28.568451),
GUARDIAN PHARMACY OF ORLANDO,2815 Directors Row Suite 700,,Orlando,Orange,FL,32809,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-81.423686 28.46105),1285166363.0
UCF Lake Nona Medical Center,6700 LAKE NONA BLVD,,Orlando,Orange,FL,32827,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-81.28481 28.369141),
Windermere Medical Center,11600 LAKESIDE VILLAGE LANE,,Windermere,Orange,FL,34786,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,120,,,,1750626495.0
GEMD 34,2465 N. ORANGE BLOSSOM TRAIL,,Kissimmee,Osceola,FL,34744,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,24,,,POINT (-81.403703 28.317842),
Physician Surgical Network,1020 West Oak Street,,Kissimmee,Osceola,FL,34741,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,6,,,POINT (-81.414185 28.300881),1982686135.0
"HCTB, INC.",2013 live oak blvd,suite b,St Cloud,Osceola,FL,34771,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-07T00:00:00.000,72,,,POINT (-81.241884 28.243701),
Boca Raton Regional Hospital,800 MEADOWS RD,,Boca Raton,Palm Beach,FL,33486,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,72,,,POINT (-80.10239 26.359555),1902826779.0
"Fernando Lopez-Ivern MD, PA",9980 Central Park Blvd N,Suite 116A,Boca Raton,Palm Beach,FL,33428,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,48,,,POINT (-80.20157 26.357166),
SIA-Specialty Infusion LLC,2200 Glades Road  Suite 304,,Boca Raton,Palm Beach,FL,33431,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,18,,,POINT (-80.126247 26.368107),1821699034.0
Bethesda Hospital East,2815 South Seacrest Boulevard,ATTN: Pharmacy Department,Boynton Beach,Palm Beach,FL,33435,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.068643 26.504091),
Bethesda Hospital West,9655 West Boynton Beach Boulevard,,Boynton Beach,Palm Beach,FL,33472,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-80.199802 26.527849),
Delray Medical Center,5352 LINTON BLVD.,,Delray Beach,Palm Beach,FL,33484,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,96,,,POINT (-80.127675 26.439247),
Arroyo Health Labs Center LLC,1535 Cypress  drive,Suite 1,Jupiter,Palm Beach,FL,33469,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,144,,,POINT (-80.087967 26.953745),1225708647.0
CDR Health; West Gate Park and Recr,3691 Oswego Ave,,West Palm Beach,Palm Beach,FL,33409,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,528,,,POINT (-80.097667 26.699317),
Triple O Medical,2580 METROCENTRE BLVD,SUITE 3,West Palm Beach,Palm Beach,FL,33407,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,114,,,POINT (-80.098937 26.758655),1821108259.0
Richey Medical Pharmacy,5346 GRAND BLVD,,New Port Richey,Pasco,FL,34652,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,24,,,POINT (-82.721401 28.237229),1245877406.0
GEMD 39,1603 MISSOURI AVE N,,Largo,Pinellas,FL,33770,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-82.787628 27.93174),
GEMD 38,2375 CURLEW RD,,Palm Harbor,Pinellas,FL,34684,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,54,,,POINT (-82.740527 28.048794),
Morning Star Health Solutions; Inc,6413 JENNY DRIVE,,Lake Wales,Polk,FL,33898,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-81.534717 27.992232),1497321947.0
Lakeland Regional Medical Center,1324 Lakeland Hills Blvd,Attn: Pharmacy,Lakeland,Polk,FL,33805,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,132,,,POINT (-81.953345 28.060173),
Putnam Community Medical Center,611 ZEAGLER DRIVE,,Palatka,Putnam,FL,32177,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-81.693518 29.642384),
Flagler Hospital Inc.,400 HEALTH PARK BLVD,,Saint Augustine,Saint Johns,FL,32086,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,18,,,POINT (-81.31748 29.862615),
Midway Specialty Care Center,356 E Midway Road,,Fort Pierce,Saint Lucie,FL,34982,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,60,,,POINT (-80.320662 27.374168),
Ronald Samess MD,573 nw lake whitney pl,Suite 105,Port Saint Lucie,Saint Lucie,FL,34986,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,12,,,POINT (-80.403824 27.318013),1831190941.0
HCA MED CTR OF PT ST LUCIE,1800 SE TIFFANY AVE.,,Port St. Lucie,Saint Lucie,FL,34952,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-80.295262 27.289552),
Gulfbreeze Hospital,1110 Gulf Breeze Parkway,,Gulf Breeze,Santa Rosa,FL,32561,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,72,,,POINT (-87.156854 30.358636),
Jay Hospital,14114 ALABAMA STREET,,Jay,Santa Rosa,FL,32565,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-01T00:00:00.000,72,,,POINT (-87.151673 30.950024),
ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,,Englewood,Sarasota,FL,34223,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-82.326634 26.948985),
Tringali Park R - Charlotte County,"3460 N Access Rd, Englewood",,Englewood,Sarasota,FL,34224,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,264,,,POINT (-82.292401 26.934578),1215609870.0
Sarasota Memorial Hospital Venice,2600 Laurel Road,,Nokomis,Sarasota,FL,34275,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-82.412394 27.137427),
True Health Pharmacy,4930 E Lake Mary Blvd.,,Sanford,Seminole,FL,32771,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,102,,,,
Barnstorm Theatre - Sumter County,2720 Brownwood Blvd,,The Villages,Sumter,FL,32163,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,264,,,POINT (-82.021889 28.844215),1215609870.0
AdventHealth Daytona Beach,301 MEMORIAL MEDICAL PARKWAY,ATTN PHARMACY,Daytona Beach,Volusia,FL,32117,0173-0901-86,Sotrovimab,2022-02-25T00:00:00.000,2022-03-02T00:00:00.000,18,,,POINT (-81.1093 29.24275),
Holly Hill Pharmacy,1702 RIDGEWOOD AVE,SUITE C-G,Holly Hill,Volusia,FL,32117,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,48,,,POINT (-81.048614 29.258763),1932109667.0
Primary Care South,5551 Hwy 98,,Santa Rosa Beach,Walton,FL,32459,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,120,,,,
NW FL Community Hospital,1360 Brickyard Road,,Chipley,Washington,FL,32428,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-04T00:00:00.000,6,,,POINT (-85.542758 30.764574),
FSM DEPARTMENT OF HEALTH AND SOCIAL,"CAPITOL ROAD, PALIKIR, POHNPEI","Capitol Suites Offices, Rm 103 PS07",Pohnpei,Federated States Of Micronesia,FM,96941,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,,96,,,,
