State Date       Time   Providers Details
CT    2022-03-18 11-17  +30       ['CT,Bridgeport,06605,Sw Comm Hlth Ctr', 'CT,Bridgeport,06606,Cvs Store #02143', 'CT,Bridgeport,06606,Walgreens Store #07522', 'CT,Bridgeport,06610,Cvs Store #01153', 'CT,Bristol,06010,Bristol Hospital', 'CT,Bristol,06010,Physicianone Urgcare/Bristol', 'CT,Brookfield,06804,Physicianone Urgcare/Brookfield', 'CT,Danbury,06811,Cvs Store #02545', 'CT,Danbury,06811,Cvs Store #07093', 'CT,East Hartford,06118,Cvs Store #00085', 'CT,Glastonbury,06033,Physicianone Urgcare/Glastonbury', 'CT,Groton,06340,Physicianone Urgcare/Groton', 'CT,Hamden,06514,Physicianone Urgcare/Hamden', 'CT,Hartford,06103,Cvs Store #01183', 'CT,Hartford,06114,Cvs Store #01948', 'CT,Meriden,06450,Walgreens Store #09820', 'CT,Middletown,06457,Middlesex Hospital', 'CT,New Britain,06051,Walgreens Store #07585', 'CT,New Britain,06053,Cvs Store #00760', 'CT,New Haven,06515,Walgreens Store #03579', 'CT,Norwalk,06851,Cvs Store #00854', 'CT,Norwalk,06851,Physicianone Urgcare/Norwalk', 'CT,Norwalk,06854,Cvs Store #07856', 'CT,Norwich,06360,Physicianone Urgcare/Norwich', 'CT,Putnam,06260,Day Kimball Hospital', 'CT,Southbury,06488,Physicianone Urgcare/Southbury', 'CT,Stamford,06902,Cvs Store #01987', 'CT,Stratford,06614,Physicianone Urgcare/Stratford', 'CT,Waterbury,06704,Cvs Store #02388', 'CT,West Haven,06516,Cvs Store #03549']
CT    2022-03-18 11-17  -7        ['CT,Bridgeport,,Sw Comm Hlth Ctr', 'CT,Bristol,,Bristol Hospital', 'CT,Manchester,06040,Manchester Memorial Hospital', 'CT,Middletown,,Middlesex Hospital', 'CT,New Haven,06511,Cornell Scott-Hill Health Center', 'CT,New Haven,06513,Fair Haven Community Health Center', 'CT,Putnam,,Day Kimball Hospital']
CT    2022-03-19 11-58  +1        ['CT,New Haven,06511,Cornell Scott-Hill Health Center']
DE    2022-01-28 17-11  +3        ['DE,Lewes,19958,Cape Pharmacy', 'DE,Newark,19718,Christiana Care Pharmacy Newark', 'DE,Wilmington,19805,Trinity Health Employee Health']
DE    2022-02-10 21-04  +16       ['DE,Bridgeville,19933,Walgreens Store #13003', 'DE,Camden,19934,Rite Aid 11190', 'DE,Clarksville,19970,Walgreens Store #11044', 'DE,Hockessin,19707,Walgreens Store #11052', 'DE,Lewes,19958,Walgreens Store #12752', 'DE,Middletown,19709,Walgreens Store #11067', 'DE,Millsboro,19966,Rite Aid 04916', 'DE,Newark,19711,Rite Aid 11179', 'DE,Newark,19711,Walgreens Store #11133', 'DE,Rehoboth Beach,19971,Rite Aid 11193', 'DE,Rehoboth Beach,19971,Walgreens Store #11021', 'DE,Seaford,19973,Seaford Pharmacy', 'DE,Selbyville,19975,Rite Aid 04910', 'DE,Wilmington,19803,Walgreens Store #11002', 'DE,Wilmington,19805,Walgreens Store #11011', 'DE,Wilmington,19805,Walgreens Store #13823']
DE    2022-02-10 21-04  -4        ['DE,Lewes,19958,Cape Pharmacy', 'DE,Newark,19718,Christiana Care Pharmacy Newark', 'DE,Wilmington,19805,Trinity Health Employee Health', 'DE,Wilmington,19805,V04 460 Wilmington, De']
DE    2022-02-14 09-23  +3        ['DE,Delmar,19940,Walgreens Store #11079', 'DE,Seaford,19973,Walgreens Store #11621', 'DE,Smyrna,19977,Walgreens Store #11134']
DE    2022-02-16 08-11  +2        ['DE,Georgetown,19947,Walgreens Store #11047', 'DE,Wilmington,19805,Ivira Pharmacy Wilmington']
DE    2022-02-16 18-37  +4        ['DE,Lewes,19958,Cape Pharmacy', 'DE,Newark,19718,Christiana Care Pharmacy Newark', 'DE,Wilmington,19805,Trinity Health Employee Health', 'DE,Wilmington,19805,V04 460 Wilmington, De']
DE    2022-02-16 18-37  -21       ['DE,Bridgeville,19933,Walgreens Store #13003', 'DE,Camden,19934,Rite Aid 11190', 'DE,Clarksville,19970,Walgreens Store #11044', 'DE,Delmar,19940,Walgreens Store #11079', 'DE,Georgetown,19947,Walgreens Store #11047', 'DE,Hockessin,19707,Walgreens Store #11052', 'DE,Lewes,19958,Walgreens Store #12752', 'DE,Middletown,19709,Walgreens Store #11067', 'DE,Millsboro,19966,Rite Aid 04916', 'DE,Newark,19711,Rite Aid 11179', 'DE,Newark,19711,Walgreens Store #11133', 'DE,Rehoboth Beach,19971,Rite Aid 11193', 'DE,Rehoboth Beach,19971,Walgreens Store #11021', 'DE,Seaford,19973,Seaford Pharmacy', 'DE,Seaford,19973,Walgreens Store #11621', 'DE,Selbyville,19975,Rite Aid 04910', 'DE,Smyrna,19977,Walgreens Store #11134', 'DE,Wilmington,19803,Walgreens Store #11002', 'DE,Wilmington,19805,Ivira Pharmacy Wilmington', 'DE,Wilmington,19805,Walgreens Store #11011', 'DE,Wilmington,19805,Walgreens Store #13823']
DE    2022-02-22 09-09  -1        ['DE,Wilmington,19805,V04 460 Wilmington, De']
DE    2022-02-24 09-51  +8        ['DE,Bear,19701,Willey Pharmacy', 'DE,Dover,19901,Walgreens Pharmacy N Dupont Dover', 'DE,Georgetown,19947,Rite Aid Pharmacy 4918', 'DE,Middletown,19709,Rite Aid 04926', 'DE,New Castle,19720,Rite Aid 00172', 'DE,Newark,19711,Walgreens Main Newark', 'DE,Seaford,19973,Walgreens Seaford', 'DE,Wilmington,19810,Concord Pharmacy']
DE    2022-03-08 14-40  +1        ['DE,Dover,19902,436Th Medical Group']
DE    2022-03-16 18-51  +22       ['DE,Bridgeville,19933,Walgreens Store #13003', 'DE,Camden,19934,Rite Aid 11190', 'DE,Camden,19934,Walgreens Store #15632', 'DE,Clarksville,19970,Walgreens Store #11044', 'DE,Dover,19901,Walgreens Store #11036', 'DE,Georgetown,19947,Rite Aid 04918', 'DE,Georgetown,19947,Walgreens Store #11047', 'DE,Hockessin,19707,Walgreens Store #11052', 'DE,Middletown,19709,Walgreens Store #11067', 'DE,Millsboro,19966,Rite Aid 04916', 'DE,Millsboro,19966,Rite Aid 11192', 'DE,Newark,19711,Rite Aid 11179', 'DE,Newark,19711,Walgreens Store #11008', 'DE,Newark,19711,Walgreens Store #11133', 'DE,Rehoboth Beach,19971,Rite Aid 11193', 'DE,Seaford,19973,Walgreens Store #11621', 'DE,Selbyville,19975,Rite Aid 04910', 'DE,Smyrna,19977,Atlantic Apothecary Inc', 'DE,Smyrna,19977,Walgreens Store #11134', 'DE,Townsend,19734,Walgreens Store #11135', 'DE,Wilmington,19803,Walgreens Store #11002', 'DE,Wilmington,19805,Walgreens Store #13823']
DE    2022-03-16 18-51  -8        ['DE,Dover,19901,Walgreens Pharmacy N Dupont Dover', 'DE,Dover,19902,436Th Medical Group', 'DE,Georgetown,19947,Rite Aid Pharmacy 4918', 'DE,Lewes,19958,Cape Pharmacy', 'DE,Newark,19711,Walgreens Main Newark', 'DE,Seaford,19973,Walgreens Seaford', 'DE,Wilmington,19805,Trinity Health Employee Health', 'DE,Wilmington,19810,Concord Pharmacy']
DE    2022-03-18 09-58  +10       ['DE,Camden,,Rite Aid 11190', 'DE,Georgetown,,Rite Aid 04918', 'DE,Middletown,,Rite Aid 04926', 'DE,Millsboro,,Rite Aid 04916', 'DE,Millsboro,,Rite Aid 11192', 'DE,New Castle,,Rite Aid 00172', 'DE,Newark,,Rite Aid 11179', 'DE,Rehoboth Beach,,Rite Aid 11193', 'DE,Selbyville,,Rite Aid 04910', 'DE,Wilmington,19810,Concord Pharmacy']
DE    2022-03-18 09-58  -10       ['DE,Bear,19701,Willey Pharmacy', 'DE,Camden,19934,Rite Aid 11190', 'DE,Georgetown,19947,Rite Aid 04918', 'DE,Middletown,19709,Rite Aid 04926', 'DE,Millsboro,19966,Rite Aid 04916', 'DE,Millsboro,19966,Rite Aid 11192', 'DE,New Castle,19720,Rite Aid 00172', 'DE,Newark,19711,Rite Aid 11179', 'DE,Rehoboth Beach,19971,Rite Aid 11193', 'DE,Selbyville,19975,Rite Aid 04910']
DE    2022-03-18 11-17  +10       ['DE,Bear,19701,Willey Pharmacy', 'DE,Camden,19934,Rite Aid 11190', 'DE,Georgetown,19947,Rite Aid 04918', 'DE,Middletown,19709,Rite Aid 04926', 'DE,Millsboro,19966,Rite Aid 04916', 'DE,Millsboro,19966,Rite Aid 11192', 'DE,New Castle,19720,Rite Aid 00172', 'DE,Newark,19711,Rite Aid 11179', 'DE,Rehoboth Beach,19971,Rite Aid 11193', 'DE,Selbyville,19975,Rite Aid 04910']
DE    2022-03-18 11-17  -9        ['DE,Camden,,Rite Aid 11190', 'DE,Georgetown,,Rite Aid 04918', 'DE,Middletown,,Rite Aid 04926', 'DE,Millsboro,,Rite Aid 04916', 'DE,Millsboro,,Rite Aid 11192', 'DE,New Castle,,Rite Aid 00172', 'DE,Newark,,Rite Aid 11179', 'DE,Rehoboth Beach,,Rite Aid 11193', 'DE,Selbyville,,Rite Aid 04910']
DC    2022-01-12 08-07  +1        ['DC,Washington,20011,Fort Totten Dc']
DC    2022-01-14 15-37  +1        ['DC,Washington,20019,Parkside Health Center']
DC    2022-01-19 08-05  +2        ['DC,Washington,20012,Safeway Pharmacy', 'DC,Washington,20020,Safeway Pharmacy']
DC    2022-01-24 09-15  +5        ['DC,Washington,20001,Safeway Pharmacy', 'DC,Washington,20009,Safeway Pharmacy', 'DC,Washington,20011,Safeway Pharmacy', 'DC,Washington,20015,Safeway Pharmacy', 'DC,Washington,20024,Safeway Pharmacy']
DC    2022-01-25 09-23  +1        ['DC,Washington,20001,Bread For The Citys Nw Ctr']
DC    2022-01-28 17-11  +1        ['DC,Washington,20003,Safeway Pharmacy']
DC    2022-02-02 09-09  -4        ['DC,Washington,20007,Safeway Pharmacy', 'DC,Washington,20015,Safeway Pharmacy', 'DC,Washington,20020,Safeway Pharmacy', 'DC,Washington,20024,Safeway Pharmacy']
DC    2022-02-04 09-14  +5        ['DC,Washington,20007,Safeway Pharmacy', 'DC,Washington,20010,Giant Food Store # 378', 'DC,Washington,20015,Safeway Pharmacy', 'DC,Washington,20020,Safeway Pharmacy', 'DC,Washington,20032,Giant Food Store # 384']
DC    2022-02-09 09-41  -2        ['DC,Washington,20001,Safeway Pharmacy', 'DC,Washington,20020,Safeway Pharmacy']
DC    2022-02-10 21-04  +1        ['DC,Washington,20002,Tx_P1_Antiviral']
DC    2022-02-10 21-04  -2        ['DC,Washington,20001,Bread For The Citys Nw Ctr', 'DC,Washington,20009,Safeway Pharmacy']
DC    2022-02-14 09-23  +2        ['DC,Washington,20001,Bread For The Citys Nw Ctr', 'DC,Washington,20001,Safeway Pharmacy']
DC    2022-02-16 18-37  +2        ['DC,Washington,20009,Safeway Pharmacy', 'DC,Washington,20020,Safeway Pharmacy']
DC    2022-02-16 18-37  -1        ['DC,Washington,20002,Tx_P1_Antiviral']
DC    2022-02-18 16-04  +1        ['DC,Washington,20024,Safeway Pharmacy']
DC    2022-02-22 09-09  -2        ['DC,Washington,20001,Safeway Pharmacy', 'DC,Washington,20024,Safeway Pharmacy']
DC    2022-03-03 09-56  +1        ['DC,Washington,20007,Cvs Store #01337']
DC    2022-03-16 18-51  +1        ['DC,Washington,20001,Safeway Pharmacy']
DC    2022-03-16 18-51  -2        ['DC,Washington,20001,Bread For The Citys Nw Ctr', 'DC,Washington,20019,Parkside Health Center']
DC    2022-03-18 09-58  +1        ['DC,Washington,20019,Parkside Health Center']
DC    2022-03-18 11-17  +1        ['DC,Washington,20024,Safeway Pharmacy']
DC    2022-03-18 11-17  -2        ['DC,Washington,20011,Fort Totten Dc', 'DC,Washington,20019,Parkside Health Center']
FL    2022-01-04 16-56  +6        ['FL,Fort Myers,33912,Walmart Pharmacy #987', 'FL,Orlando,32827,V08 675 Orlando, Fl', 'FL,Pensacola,32506,Walmart Pharmacy #1605', 'FL,Tallahassee,32303,Test - Doh Lrc', 'FL,Tampa,33634,Walmart Pharmacy #1482', 'FL,West Palm Beach,33410,V08 548 West Palm Beach, Fl']
FL    2022-01-05 18-07  +1        ['FL,Tallahassee,32303,Fl Doh Lrc']
FL    2022-01-05 18-07  -1        ['FL,Tallahassee,32303,Test - Doh Lrc']
FL    2022-01-11 08-35  +5        ['FL,Brandon,33511,Brandon Community Health Center', 'FL,Clearwater,33760,Chc Of Pinellas - Highpoint', 'FL,Kissimmee,34744,Osceola - Stadium Place', 'FL,Miami,33181,Mbchc North Suite 103 And 104', 'FL,Pensacola,32512,Nh Pensacola Fl']
FL    2022-01-11 08-35  -1        ['FL,Tallahassee,32303,Fl Doh Lrc']
FL    2022-01-12 08-07  +1        ['FL,Zephyrhills,33541,Zephyrhills Family Hlth Ctr']
FL    2022-01-13 10-07  +2        ['FL,Gainesville,32608,V08 573 Gainesville, Fl', 'FL,Jacksonville,32214,Nh Jacksonville Fl']
FL    2022-01-14 15-37  +9        ['FL,Fort Lauderdale,33316,Publix Pharmacy 1097', 'FL,Immokalee,34142,Marion E Fether Medical Center', 'FL,Macdill Afb,33621,6Th Mdg Macdill Afb', 'FL,Miami,33125,Publix Pharmacy 1561', 'FL,Miami,33142,Jessie Trice  - Main', 'FL,Punta Gorda,33980,Publix Pharmacy 0755', 'FL,Sebring,33870,Publix Pharmacy 1347', 'FL,Vero Beach,32967,Tcch Vero 787 Site', 'FL,West Palm Beach,33409,Publix Pharmacy 0371']
FL    2022-01-25 09-23  +2        ['FL,Fort Pierce,34950,Florida Community Hc - Fort Pierce', 'FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-01-26 07-35  +3        ['FL,Doral,33172,Southcom Army Helath Clinic', 'FL,Hurlburt Field,32544,1St Special Ops', 'FL,Tyndall Afb,32403,325 Medical Group']
FL    2022-01-27 14-49  +1        ['FL,Eglin Afb,32542,96Th Medical Support Sq/Sgsm']
FL    2022-01-28 17-11  +2        ['FL,Panama City,32405,Pancare Hlth Panama City', 'FL,West Palm Beach,33407,Cl Brumback Prmry Care W Palm Beach']
FL    2022-02-02 09-09  +4        ['FL,Arcadia,34266,Walmart Pharmacy #811', 'FL,Jacksonville,32218,Walmart Pharmacy #1219', 'FL,Tampa,33624,Deliverxd', 'FL,Wauchula,33873,Walmart Pharmacy #759']
FL    2022-02-02 09-09  -9        ['FL,Fort Myers,33912,Walmart Pharmacy #987', 'FL,Fort Walton Beach,32547,Cvs Store #05194', 'FL,New Port Richey,34653,Walgreens Store #06886', 'FL,Ocala,34471,Cvs Store #03661', 'FL,Orlando,32822,Cvs Store #03351', 'FL,Port Orange,32127,Walgreens Store #03894', 'FL,Tallahassee,32312,Cvs Store #04024', 'FL,Tampa,33634,Walmart Pharmacy #1482', 'FL,West Palm Beach,33409,Publix Pharmacy 0371']
FL    2022-02-04 09-14  +5        ['FL,Ft. Lauderdale,33309,Polaris Pharmacy Services  Prx1', 'FL,Mayo,32066,North Florida Pharmacy Of Mayo', 'FL,Patrick Afb,32925,45Th Medical Support Group', 'FL,Tampa,33610,Polaris Pharmacy Services Prx2', 'FL,West Palm Beach,33409,Publix Pharmacy 0371']
FL    2022-02-07 09-54  +3        ['FL,Fort Myers,33912,Walmart Pharmacy #987', 'FL,Tallahassee,32312,Cvs Store #04024', 'FL,Tampa,33634,Walmart Pharmacy #1482']
FL    2022-02-09 09-41  +14       ['FL,Clewiston,33440,Walgreens Store #09956', 'FL,Crawfordville,32327,Cvs Store #05069', 'FL,Fort Walton Beach,32547,Cvs Store #05194', 'FL,Jasper,32052,Cvs Store #05169', 'FL,Macclenny,32063,Cvs Store #07980', 'FL,Miramar Beach,32550,Cvs Store #03684', 'FL,Monticello,32344,Cvs Store #04099', 'FL,New Port Richey,34653,Walgreens Store #06886', 'FL,Ocala,34471,Cvs Store #03661', 'FL,Orlando,32822,Cvs Store #03351', 'FL,Perry,32347,Cvs Store #04472', 'FL,Port Orange,32127,Walgreens Store #03894', 'FL,Port Saint Joe,32456,Cvs Store #05246', 'FL,Saint Petersburg,33702,Cvs Store #00574']
FL    2022-02-09 09-41  -1        ['FL,Chipley,32428,King Discount Drug']
FL    2022-02-10 21-04  +3        ['FL,Bradenton,34208,Bradenton Family Medical Center', 'FL,Pensacola,32505,Escambia Comm Clinics Corp Offices', 'FL,Tallahassee,32301,Bond Comm Health Center - Main Site']
FL    2022-02-10 21-04  -17       ['FL,Doral,33172,Southcom Army Helath Clinic', 'FL,Eglin Afb,32542,96Th Medical Support Sq/Sgsm', 'FL,Fort Pierce,34950,Florida Community Hc - Fort Pierce', 'FL,Gainesville,32608,V08 573 Gainesville, Fl', 'FL,Hurlburt Field,32544,1St Special Ops', 'FL,Jacksonville,32214,Nh Jacksonville Fl', 'FL,Macdill Afb,33621,6Th Mdg Macdill Afb', 'FL,Mayo,32066,North Florida Pharmacy Of Mayo', 'FL,Orlando,32827,V08 675 Orlando, Fl', 'FL,Panama City,32405,Pancare Hlth Panama City', 'FL,Patrick Afb,32925,45Th Medical Support Group', 'FL,Pensacola,32512,Nh Pensacola Fl', 'FL,Punta Gorda,33980,Publix Pharmacy 0755', 'FL,Tampa,33624,Deliverxd', 'FL,Tyndall Afb,32403,325 Medical Group', 'FL,Wauchula,33873,Walmart Pharmacy #759', 'FL,West Palm Beach,33410,V08 548 West Palm Beach, Fl']
FL    2022-02-14 09-23  +6        ['FL,Deerfield Beach,33442,Careone Pharmacy Services Llc', 'FL,Lutz,33559,Crestmark Pharmacy Services Llc', 'FL,Panama City,32401,Coastalmed Of Florida', 'FL,Punta Gorda,33980,Publix Pharmacy 0755', 'FL,Tallahassee,32399,Your Facility Name', 'FL,Wauchula,33873,Walmart Pharmacy #759']
FL    2022-02-14 09-23  -2        ['FL,Ft. Lauderdale,33309,Polaris Pharmacy Services  Prx1', 'FL,Tampa,33610,Polaris Pharmacy Services Prx2']
FL    2022-02-16 08-11  +9        ['FL,Chiefland,32626,Walgreens Store #09787', 'FL,Fort Pierce,34950,Florida Community Hc - Fort Pierce', 'FL,Hallandale,33009,S Broward Hosp Mem Hallandale Pharm', 'FL,Hollywood,33021,S Broward Hosp Mem Reg Out Pharmacy', 'FL,Jacksonville,32256,Crucial Care', 'FL,Miramar,33025,S Broward Hosp Specialty Pharmacy', 'FL,Miramar,33029,S Broward Hosp Mem Miramar Pharmacy', 'FL,Pembroke Pines,33021,S Broward Hosp Primary Care Center', 'FL,Pembroke Pines,33028,S Broward Hosp Mem West Outpatient']
FL    2022-02-16 08-23  +5        ['FL,Crestview,32536,Genoa Healthcare Llc', 'FL,Fort Lauderdale,33304,Genoa Healthcare Llc', 'FL,Ft. Lauderdale,33309,Polaris Pharmacy Services  Prx1', 'FL,Riverview,33578,Synchrony Tampa Pharmacy', 'FL,Tamarac,33309,Genoa Healthcare Llc']
FL    2022-02-16 08-23  -1        ['FL,Punta Gorda,33980,Publix Pharmacy 0755']
FL    2022-02-16 18-37  +41       ['FL,Boca Raton,33487,Guardian Pharmacy Services', 'FL,Bradenton,34205,Genoa Healthcare Llc', 'FL,Clearwater,33764,Genoa Healthcare Llc', 'FL,Doral,33172,Southcom Army Helath Clinic', 'FL,Eglin Afb,32542,96Th Medical Support Sq/Sgsm', 'FL,Fort Lauderdale,33312,Genoa Healthcare Llc', 'FL,Fort Myers,33905,Genoa Healthcare Llc', 'FL,Fort Walton Beach,32548,Genoa Healthcare Llc', 'FL,Gainesville,32608,Genoa Healthcare Llc', 'FL,Gainesville,32608,V08 573 Gainesville, Fl', 'FL,Hurlburt Field,32544,1St Special Ops', 'FL,Jacksonville,32214,Nh Jacksonville Fl', 'FL,Kissimmee,34741,Genoa Healthcare Llc', 'FL,Lake City,32025,Genoa Healthcare Llc', 'FL,Lakeland,33805,Genoa Healthcare Llc', 'FL,Leesburg,34748,Genoa Healthcare Llc', 'FL,Macdill Afb,33621,6Th Mdg Macdill Afb', 'FL,Mayo,32066,North Florida Pharmacy Of Mayo', 'FL,Miami,33143,Genoa Healthcare Llc', 'FL,Middleburg,32068,Genoa Healthcare Llc', 'FL,Naples,34116,Genoa Healthcare Llc', 'FL,New Port Richey,34653,Genoa Healthcare Llc', 'FL,Ocala,34474,Genoa Healthcare Llc', 'FL,Orlando,32827,V08 675 Orlando, Fl', 'FL,Panama City,32405,Genoa Healthcare Llc', 'FL,Panama City,32405,Pancare Hlth Panama City', 'FL,Patrick Afb,32925,45Th Medical Support Group', 'FL,Pensacola,32512,Nh Pensacola Fl', 'FL,Punta Gorda,33950,Genoa Healthcare Llc', 'FL,Saint Petersburg,33711,Genoa Healthcare Llc', 'FL,St. Petersburg,33716,Guardian Pharmacy Services', 'FL,Sunrise,33326,Specialty Rx Inc', 'FL,Sunrise,33327,Pharmscript Holdcoandsubsidiaries', 'FL,Tallahassee,32308,Genoa Healthcare Llc', 'FL,Tampa,33610,Genoa Healthcare Llc', 'FL,Tampa,33610,Polaris Pharmacy Services Prx2', 'FL,Tampa,33612,Genoa Healthcare Llc', 'FL,Tampa,33624,Deliverxd', 'FL,Tyndall Afb,32403,325 Medical Group', 'FL,West Palm Beach,33410,V08 548 West Palm Beach, Fl', 'FL,Winter Haven,33880,Genoa Healthcare Llc']
FL    2022-02-16 18-37  -10       ['FL,Bradenton,34208,Bradenton Family Medical Center', 'FL,Hallandale,33009,S Broward Hosp Mem Hallandale Pharm', 'FL,Hollywood,33021,S Broward Hosp Mem Reg Out Pharmacy', 'FL,Jacksonville,32256,Crucial Care', 'FL,Miramar,33029,S Broward Hosp Mem Miramar Pharmacy', 'FL,Pembroke Pines,33021,S Broward Hosp Primary Care Center', 'FL,Pembroke Pines,33028,S Broward Hosp Mem West Outpatient', 'FL,Pensacola,32505,Escambia Comm Clinics Corp Offices', 'FL,Tallahassee,32301,Bond Comm Health Center - Main Site', 'FL,Tallahassee,32399,Your Facility Name']
FL    2022-02-18 16-04  +4        ['FL,Chipley,32428,King Discount Drug', 'FL,Punta Gorda,33980,Publix Pharmacy 0755', 'FL,Starke,32091,Walgreens Store #09231', 'FL,Tampa,33619,Pharmscript Holdcoandsubsidiaries']
FL    2022-02-22 09-09  +7        ['FL,Coral Springs,33065,Broward Health Coral Springs', 'FL,Deerfield Beach,33064,Broward Health North', 'FL,Fort Lauderdale,33308,Broward Health Imperial Point', 'FL,Fort Lauderdale,33316,Broward Health Medical Center', 'FL,New Port Richey,34652,Richey Medical Pharmacy', 'FL,North Port,34287,North Port Pharmacy', 'FL,Saint Cloud,34769,Prescriptions Unlimited']
FL    2022-02-22 09-09  -5        ['FL,Gainesville,32608,V08 573 Gainesville, Fl', 'FL,Orlando,32827,V08 675 Orlando, Fl', 'FL,Perry,32347,Cvs Store #04472', 'FL,Punta Gorda,33980,Publix Pharmacy 0755', 'FL,West Palm Beach,33410,V08 548 West Palm Beach, Fl']
FL    2022-02-24 09-51  +22       ['FL,Apalachicola,32320,Buy-Rite Drugs #8', 'FL,Bonifay,32425,Johnson’S Pharmacy', 'FL,Bristol,32321,Buy-Rite Drugs #9', 'FL,Hallandale,33009,S Broward Hosp Mem Hallandale Pharm', 'FL,Havana,32333,Buy-Rite Drugs #6', 'FL,Hollywood,33021,S Broward Hosp Mem Reg Out Pharmacy', 'FL,Lake Mary,32746,Orlando Health Scripts Ph Lake Mary', 'FL,Malone,32445,Pancare Rx Malone', 'FL,Miramar,33029,S Broward Hosp Mem Miramar Pharmacy', 'FL,Ocoee,34761,Orlando Health Scripts Ph Atrium', 'FL,Okeechobee,34972,Okeechobee Discount Drugs', 'FL,Orlando,32806,Orlando Health Scripts Phar. Ohci', 'FL,Orlando,32806,Orlando Health Scripts Pharmacy Aph', 'FL,Orlando,32819,Orlando Health Scripts Pharmacy Dph', 'FL,Panama City,32401,Coopers Drugs', 'FL,Pembroke Pines,33021,S Broward Hosp Primary Care Center', 'FL,Pembroke Pines,33028,S Broward Hosp Mem West Outpatient', 'FL,Port St Joe,32456,Buy-Rite Drugs #4', 'FL,South Daytona,32119,Daytona Discount Pharmacy', 'FL,St. Petersburg,33701,Orlando Health Scripts Ph Bayfront', 'FL,The Villages,32159,Uf Health The Villages Hospital', 'FL,Wewahitchka,32465,Buy-Rite Drugs #11']
FL    2022-02-24 09-51  -1        ['FL,Saint Petersburg,33702,Cvs Store #00574']
