provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,npi,last_report_date,provider_status,provider_note
STANFORD HEALTH CARE - 300P,"300 Pasteur Dr, Room HO301",,Stanford,Santa Clara,CA,94305,00310-7442-02,Evusheld,707.0,POINT (-122.175495 37.43542),,2022-02-16T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
DOMINICAN HOSPITAL,1555 Soquel Dr.,,Santa Cruz,Santa Cruz,CA,95065,00310-7442-02,Evusheld,17.0,POINT (-121.98358 36.99012),1427181007.0,2022-05-21T00:00:00.000,ACTIVE,
PAMF Hematology/Oncology Infusion,2850 Commercial Crossing,,Santa Cruz,Santa Cruz,CA,95065,00310-7442-02,Evusheld,33.0,POINT (-121.98227 36.98816),1760629158.0,2022-05-24T00:00:00.000,ACTIVE,
SANTA CRUZ COUNTY HEALTH SERVICES A,1080 Emeline Avenue,Building D (Clinics),Santa Cruz,Santa Cruz,CA,95060,00310-7442-02,Evusheld,336.0,POINT (-122.01749 36.992),1578680310.0,2022-02-16T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
SANTA CRUZ MEDICAL GROUP PULMONARY,1595 Soquel Drive Suite 230,,Santa Cruz,Santa Cruz,CA,95065,00310-7442-02,Evusheld,7.0,POINT (-121.982666 36.98938),1083085039.0,2022-05-20T00:00:00.000,ACTIVE,
MERCY MED CENTER REDDING,2175 ROSALINE AVE,ATTN PHARMACY,Redding,Shasta,CA,96001,00310-7442-02,Evusheld,161.0,POINT (-122.39543 40.57222),1477671535.0,2022-05-20T00:00:00.000,ACTIVE,
NORTHBAY MEDICAL CENTER,1200 B GALE WILSON BLVD DEPARTMENT,OF PHARMACY,Fairfield,Solano,CA,94533,00310-7442-02,Evusheld,167.0,POINT (-122.04663 38.26174),,2022-05-24T00:00:00.000,ACTIVE,
KPNC SANTA ROSA DISCHARGE PHARM#588,401 BICENTENNIAL WAY HOSP BLDG Fl-1,Discharge Pharmacy,Santa Rosa,Sonoma,CA,95403,00310-7442-02,Evusheld,27.0,POINT (-122.726 38.47162),,2022-05-24T00:00:00.000,ACTIVE,
SANTA ROSA MEMORIAL HOSPITAL-PHARM,1165 MONTGOMERY DRIVE,,Santa Rosa,Sonoma,CA,95405,00310-7442-02,Evusheld,4.0,POINT (-122.70138 38.443745),,2022-04-08T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
ELITE URGENT CARE,1524 MCHENRY AVE STE 130,,Modesto,Stanislaus,CA,95350,00310-7442-02,Evusheld,47.0,POINT (-120.99376 37.66491),1952709305.0,2022-01-12T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
KAISER NC - MODESTO Inpt 1ST FLOOR,4601 DALE RD ATTN PHARMACY 1ST,FLOOR,Modesto,Stanislaus,CA,95356,00310-7442-02,Evusheld,341.0,POINT (-121.05287 37.70595),,2022-05-25T00:00:00.000,ACTIVE,
St Johns RMC,1600 N Rose Ave,(Pharmacy 2nd Floor),Oxnard,Ventura,CA,93030,00310-7442-02,Evusheld,120.0,POINT (-119.15619 34.2166),,2022-02-12T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Kaiser Permanente Market Street Pha,4949 Market St,,Ventura,Ventura,CA,93003,00310-7442-02,Evusheld,60.0,POINT (-119.224 34.25814),,2022-05-25T00:00:00.000,ACTIVE,
WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD ST,Attention: Pharmacy,Woodland,Yolo,CA,95695,00310-7442-02,Evusheld,83.0,POINT (-121.79213 38.66404),,2022-05-19T00:00:00.000,ACTIVE,
CHILDRENS HOSPITAL COLORADO,13123 E 16th Ave,In Patient Pharmacy,Aurora,Adams,CO,80045,00310-7442-02,Evusheld,36.0,POINT (-104.8355 39.742305),,2022-05-23T00:00:00.000,ACTIVE,
UCHEALTH UNIVERSITY OF COLO HOSP,12605 E 16TH AVE,In Patient Pharmacy,Aurora,Adams,CO,80045,00310-7442-02,Evusheld,213.0,POINT (-104.841685 39.742485),,2022-05-24T00:00:00.000,ACTIVE,
PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,ATTN PHARMACY - ERIC STIRM,Brighton,Adams,CO,80601,00310-7442-02,Evusheld,14.0,POINT (-104.7714 39.96305),1720145121.0,2022-05-23T00:00:00.000,ACTIVE,
CCAO NORTHGLENN,11990 Grant St,STE 108,Northglenn,Adams,CO,80233,00310-7442-02,Evusheld,7.0,POINT (-104.98408 39.91346),,2022-05-24T00:00:00.000,ACTIVE,
SAN LUIS VALLEY RMC,106 BLANCA AVE,,Alamosa,Alamosa,CO,81101,00310-7442-02,Evusheld,20.0,POINT (-105.889194 37.474035),,2022-05-24T00:00:00.000,ACTIVE,
Rely Primary Care,13791 E Rice Pl Suite 144,,Aurora,Arapahoe,CO,80015,00310-7442-02,Evusheld,33.0,POINT (-104.827262 39.635595),1912575572.0,2022-05-24T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Aurora,1700 S Potomac St,,Aurora,Arapahoe,CO,80012,00310-7442-02,Evusheld,52.0,POINT (-104.830366 39.685745),,2022-05-23T00:00:00.000,ACTIVE,
ROCKY MOUNTAIN CANCER CTR CENTENNIA,14000 E ARAPAHOE RD UNIT 160,,Centennial,Arapahoe,CO,80112,00310-7442-02,Evusheld,12.0,POINT (-104.825485 39.5939),,2022-05-24T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Littleton,22 W Dry Creek Cir,,Littleton,Arapahoe,CO,80120,00310-7442-02,Evusheld,22.0,POINT (-104.992335 39.581345),,2022-05-24T00:00:00.000,ACTIVE,
PAGOSA MEDICAL CENTER UPPER SJHSD,95 S PAGOSA BLVD,,Pagosa Springs,Archuleta,CO,81147,00310-7442-02,Evusheld,3.0,POINT (-107.07888 37.25217),,2022-05-23T00:00:00.000,ACTIVE,
SOUTHEAST CO HOSPITAL DISTRICT,373 EAST 10TH AVENUE,,Springfield,Baca,CO,81073,00310-7442-02,Evusheld,48.0,POINT (-102.612077 37.404159),,2022-05-20T00:00:00.000,ACTIVE,
Boulder Community Health,4747 ARAPAHOE AVE,ATTN: CASEY DIEKMANN PHARMACY,Boulder,Boulder,CO,80303,00310-7442-02,Evusheld,96.0,POINT (-105.23637 40.01602),,2022-05-19T00:00:00.000,ACTIVE,
CCAO BOULDER,1840 Folsom St,#105,Boulder,Boulder,CO,80302,00310-7442-02,Evusheld,31.0,POINT (-105.262287 40.018645),,2022-05-24T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Boulder,4715 ARAPAHOE AVE,,Boulder,Boulder,CO,80303,00310-7442-02,Evusheld,22.0,POINT (-105.236884 40.015125),,2022-05-24T00:00:00.000,ACTIVE,
CCAO BROOMFIELD,2095 W 6th Ave,#106,Broomfield,Boulder,CO,80020,00310-7442-02,Evusheld,45.0,POINT (-105.094267 39.927115),,2022-05-24T00:00:00.000,ACTIVE,
SCL GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIR,GARDEN LEVEL PHARMACY,Lafayette,Boulder,CO,80026,00310-7442-02,Evusheld,67.0,POINT (-105.08738 39.97076),,2022-05-24T00:00:00.000,ACTIVE,
CCAO LONGMONT,1715 Iron Horse Dr,STE 100,Longmont,Boulder,CO,80501,00310-7442-02,Evusheld,12.0,POINT (-105.06083 40.15871),,2022-05-24T00:00:00.000,ACTIVE,
HEART OF THE ROCKIES REG MED CTR,1000 RUSH DRIVE,,Salida,Chaffee,CO,81201,00310-7442-02,Evusheld,54.0,POINT (-106.01151 38.54313),,2022-05-18T00:00:00.000,ACTIVE,
DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD ST,ATTN pharmacy,Delta,Delta,CO,81416,00310-7442-02,Evusheld,12.0,POINT (-108.04767 38.745),,2022-05-23T00:00:00.000,ACTIVE,
Advanced Pharm Services Denver,4605 Quebec St,,Denver,Denver,CO,80216,00310-7442-02,Evusheld,24.0,POINT (-104.90467 39.78152),,2022-05-18T00:00:00.000,ACTIVE,
CDPHE MAIN CAMPUS,4300 CHERRY CREEK DRIVE SOUTH,,Denver,Denver,CO,80246,00310-7442-02,Evusheld,184.0,POINT (-104.93811 39.70562),,2022-05-18T00:00:00.000,ACTIVE,
CMHI FORT LOGAN PHARMACY,3520 W Oxford Ave,ATTN PHARMACY,Denver,Denver,CO,80236,00310-7442-02,Evusheld,21.0,POINT (-105.033965 39.6419),,2022-05-24T00:00:00.000,ACTIVE,
Centura HLTH PORTER ADVENTIST HOSP,2525 S Downing St,Porter Pharmacy,Denver,Denver,CO,80210,00310-7442-02,Evusheld,413.0,POINT (-104.97359 39.67037),1982651469.0,2022-05-25T00:00:00.000,ACTIVE,
Clear Spring Pharmacy Cherry Creek,"201 University Blvd., #105",,Denver,Denver,CO,80206,00310-7442-02,Evusheld,3.0,POINT (-104.95846 39.71965),,2022-05-21T00:00:00.000,ACTIVE,
"Colorado MS Center, Inc.",1873 S Bellaire St Suite 620,,Denver,Denver,CO,80222,00310-7442-02,Evusheld,,POINT (-104.937715 39.683),1326517103.0,2022-05-13T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
DENVER ARTHRITIS CLINIC,200 Spruce St,Suite 100,Denver,Denver,CO,80230,00310-7442-02,Evusheld,32.0,POINT (-104.89574 39.72388),,2022-05-24T00:00:00.000,ACTIVE,
DENVER HEALTH MEDICAL CENTER,777 DELAWARE ST,"Inpatient Pharmacy, Pav C Basement",Denver,Denver,CO,80204,00310-7442-02,Evusheld,36.0,POINT (-104.993175 39.728735),,2022-05-24T00:00:00.000,ACTIVE,
DRIPHYDRATION COLORADO,3222 E 1ST AVE UNIT 603,,Denver,Denver,CO,80206,00310-7442-02,Evusheld,10.0,POINT (-104.949262 39.717436),1073856845.0,2022-05-14T00:00:00.000,ACTIVE,
Kaiser Permanente Skyline Pharmacy,1375 E 20th Ave.,,Denver,Denver,CO,80205,00310-7442-02,Evusheld,237.0,POINT (-104.971015 39.747695),,2022-05-24T00:00:00.000,ACTIVE,
Mobile Care,6825 East Tennessee Ave,STE 420,Denver,Denver,CO,80224,00310-7442-02,Evusheld,0.0,POINT (-104.908862 39.698925),1083002372.0,2022-03-16T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Mountain Rheumatology,4500 E 9th Ave Ste 500S,,Denver,Denver,CO,80220,00310-7442-02,Evusheld,10.0,POINT (-104.934628 39.730815),1790703239.0,2022-05-19T00:00:00.000,ACTIVE,
NATIONAL JEWISH HEALTH,1400 JACKSON ST,,Denver,Denver,CO,80206,00310-7442-02,Evusheld,26.0,POINT (-104.942364 39.738935),,2022-05-17T00:00:00.000,ACTIVE,
PRESBYTERIAN ST LUKES MED CENTER,1719 E 19TH AVE,PHARMACY,Denver,Denver,CO,80218,00310-7442-02,Evusheld,55.0,POINT (-104.96658 39.74616),,2022-05-24T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Midtown,1800 N Williams St,Ste 200,Denver,Denver,CO,80218,00310-7442-02,Evusheld,36.0,POINT (-104.965575 39.74523),,2022-05-23T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Rose,4700 E Hale Pkwy,Ste 400,Denver,Denver,CO,80220,00310-7442-02,Evusheld,54.0,POINT (-104.932675 39.73458),,2022-05-23T00:00:00.000,ACTIVE,
SCL HEALTH ST JOSEPH HOSPITAL,1375 E 19th Ave,Suite 1665,Denver,Denver,CO,80218,00310-7442-02,Evusheld,67.0,POINT (-104.971465 39.74613),1326589417.0,2022-05-23T00:00:00.000,ACTIVE,
Colorado Arthritis Center Englewood,701 E Hampden Ave Ste 410,,Engelwood,Denver,CO,80113,00310-7442-02,Evusheld,153.0,POINT (-104.979353 39.653425),1538199849.0,2022-05-19T00:00:00.000,ACTIVE,
COLORADO BLOOD AND CANCER CARE,3601 S Clarkson St,sTE 520,Englewood,Denver,CO,80113,00310-7442-02,Evusheld,10.0,POINT (-104.97865 39.650455),1376597260.0,2022-05-24T00:00:00.000,ACTIVE,
MK Healthcare PLLC,3485 S Gaylord Ct. Unit C225,,Englewood,Denver,CO,80113,00310-7442-02,Evusheld,48.0,POINT (-104.961353 39.65492),,2022-05-24T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Swedish,"499 E Hampden Ave, Ste 450",,Englewood,Denver,CO,80113,00310-7442-02,Evusheld,6.0,POINT (-104.98169 39.65323),,2022-05-23T00:00:00.000,ACTIVE,
SWEDISH MEDICAL CENTER,501 EAST HAMPDEN AVENUE,,Englewood,Denver,CO,80113,00310-7442-02,Evusheld,24.0,POINT (-104.98008 39.65419),,2022-05-23T00:00:00.000,ACTIVE,
"Allergy, Asthma Care and Prevention",10099 Ridgegate Pkwy # 400,,Lone Tree,Douglas,CO,80124,00310-7442-02,Evusheld,10.0,POINT (-104.872 39.52866),1194861641.0,2022-05-24T00:00:00.000,ACTIVE,
VAIL HEALTH HOSPITAL,181 W MEADOW DR,STE 1055,Vail,Eagle,CO,81657,00310-7442-02,Evusheld,112.0,POINT (-106.381446 39.642812),,2022-05-24T00:00:00.000,ACTIVE,
UCHEALTH MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,PHARMACY,Colorado Springs,El Paso,CO,80909,00310-7442-02,Evusheld,216.0,POINT (-104.79886 38.84039),,2022-05-18T00:00:00.000,ACTIVE,
VALLEY VIEW HOSPITAL,1906 Blake Ave,,Glenwood Springs,Garfield,CO,81601,00310-7442-02,Evusheld,57.0,POINT (-107.32165 39.532415),,2022-05-24T00:00:00.000,ACTIVE,
GRAND RIVER HOSPITAL,501 Airport Road,PHARMACY - HOSPITAL,Rifle,Garfield,CO,81650,00310-7442-02,Evusheld,41.0,POINT (-107.77061 39.52074),1649218991.0,2022-05-24T00:00:00.000,ACTIVE,
GUNNISON VALLEY HOSPITAL,711 N TAYLOR ST,,Gunnison,Gunnison,CO,81230,00310-7442-02,Evusheld,10.0,POINT (-106.92494 38.55159),,2022-05-22T00:00:00.000,ACTIVE,
LAKE CITY AREA MEDICAL CENTER,700 N HENSON ST,,Lake City,Hinsdale,CO,81235,00310-7442-02,Evusheld,20.0,POINT (-107.31251 38.0332),1790767192.0,2022-05-23T00:00:00.000,ACTIVE,
Alpine Pharmacy,393 S. Harlan St.,Suite 100,Lakewood,Jefferson,CO,80226,00310-7442-02,Evusheld,24.0,POINT (-105.064325 39.709845),,2022-05-18T00:00:00.000,ACTIVE,
MPP Infusion Centers - Denver,198 Union Blvd,Ste 100,Lakewood,Jefferson,CO,80228,00310-7442-02,Evusheld,14.0,POINT (-105.131615 39.717695),,2022-05-24T00:00:00.000,ACTIVE,
CCAO WHEAT RIDGE,3455 N Lutheran Pkwy,BLDG 8 STE 100,Wheat Ridge,Jefferson,CO,80033,00310-7442-02,Evusheld,2.0,POINT (-105.089455 39.765945),,2022-05-24T00:00:00.000,ACTIVE,
LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,,Wheat Ridge,Jefferson,CO,80033,00310-7442-02,Evusheld,38.0,POINT (-105.089264 39.767935),,2022-05-23T00:00:00.000,ACTIVE,
The IV Den,8258 Cherokee St,,Wheat Ridge,Jefferson,CO,80033,00310-7442-02,Evusheld,48.0,POINT (-105.11 39.78),,2022-05-18T00:00:00.000,ACTIVE,
KIOWA COUNTY HOSPITAL DISTRICT,1208 LUTHER ST,,Eads,Kiowa,CO,81036,00310-7442-02,Evusheld,23.0,POINT (-102.784466 38.480005),,2022-05-23T00:00:00.000,ACTIVE,
BANNER FT COLLINS MEDICAL CENTER HO,4700 LADY MOON DR,,Fort Collins,Larimer,CO,80528,00310-7442-02,Evusheld,24.0,POINT (-105.01018 40.52152),,2022-05-24T00:00:00.000,ACTIVE,
INTEGRATIVE CENTER FOR HEALTH,"315 CANYON AVENUE, SUITE #3",,Fort Collins,Larimer,CO,80521,00310-7442-02,Evusheld,22.0,POINT (-105.083506 40.583925),1245256320.0,2022-05-19T00:00:00.000,ACTIVE,
POUDRE INFUSION THERAPY LLC,915 Centre Ave,Ste 3,Fort Collins,Larimer,CO,80526,00310-7442-02,Evusheld,35.0,POINT (-105.094066 40.555205),1912909987.0,2022-05-23T00:00:00.000,ACTIVE,
UCHEALTH POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,,Fort Collins,Larimer,CO,80524,00310-7442-02,Evusheld,1.0,POINT (-105.056807 40.57166),,2022-05-19T00:00:00.000,ACTIVE,
UCHEALTH MEDICAL CENTER OF THE ROCK,2500 ROCKY MOUNTAIN AVE,,Loveland,Larimer,CO,80538,00310-7442-02,Evusheld,28.0,POINT (-105.00111 40.41555),,2022-05-24T00:00:00.000,ACTIVE,
Banner-Sterling Regional Med Center,"615 Fairhurst St,",,Sterling,Logan,CO,80751,00310-7442-02,Evusheld,5.0,POINT (-103.22062 40.61192),,2022-05-19T00:00:00.000,ACTIVE,
NORTHEAST COLORADO FAMILY MEDICINE,1405 S. 8TH AVE.,SUITE 103,Sterling,Logan,CO,80751,00310-7442-02,Evusheld,24.0,POINT (-103.221805 40.61238),,2022-05-24T00:00:00.000,ACTIVE,
COLORADO CANYONS HOSPITAL,300 W Ottley Ave,,Fruita,Mesa,CO,81521,00310-7442-02,Evusheld,26.0,POINT (-108.7373 39.1628),,2022-05-24T00:00:00.000,ACTIVE,
Advanced Pharmacy Services Grand J,237 S. 7th St.,,Grand Junction,Mesa,CO,81501,00310-7442-02,Evusheld,10.0,POINT (-108.561437 39.06555),1982699971.0,2022-05-20T00:00:00.000,ACTIVE,
SCL HEALTH ST. MARYS HOSPITAL,2635 N 7TH ST,PHARMACY,Grand Junction,Mesa,CO,81501,00310-7442-02,Evusheld,13.0,POINT (-108.56167 39.09088),,2022-05-23T00:00:00.000,ACTIVE,
SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,,Cortez,Montezuma,CO,81321,00310-7442-02,Evusheld,15.0,POINT (-108.574072 37.36214),1386917862.0,2022-05-23T00:00:00.000,ACTIVE,
MONTROSE REGIONAL HEALTH,800 S 3RD ST,PHARMACY,Montrose,Montrose,CO,81401,00310-7442-02,Evusheld,14.0,POINT (-107.868769 38.480205),,2022-05-23T00:00:00.000,ACTIVE,
BASIN CLINIC,421 ADAMS ST,,Naturita,Montrose,CO,81422,00310-7442-02,Evusheld,24.0,POINT (-108.57504 38.21862),,2022-05-18T00:00:00.000,ACTIVE,
BANNER EAST MORGAN COUNTY HOSPITAL,2400 Edison St,,Brush,Morgan,CO,80723,00310-7442-02,Evusheld,12.0,POINT (-103.64916 40.2558),,2022-05-21T00:00:00.000,ACTIVE,
ASPEN VALLEY HOSPITAL,0401 CASTLE CREEK RD,,Aspen,Pitkin,CO,81611,00310-7442-02,Evusheld,21.0,POINT (-106.83781 39.190169),,2022-05-18T00:00:00.000,ACTIVE,
PROWERS MEDICAL CENTER,401 KENDALL DR.,,Lamar,Prowers,CO,81052,00310-7442-02,Evusheld,24.0,POINT (-102.6109 38.06994),,2022-05-23T00:00:00.000,ACTIVE,
CO DEPT OF CORRECTIONS PHARMACY,1600 W. 24th st. Building 16,,Pueblo,Pueblo,CO,81003,00310-7442-02,Evusheld,4.0,POINT (-104.630895 38.288845),,2022-05-24T00:00:00.000,ACTIVE,
Rocky Mtn Cancer Centers Pueblo,3676 Parker Blvd,Ste 350,Pueblo,Pueblo,CO,81008,00310-7442-02,Evusheld,32.0,POINT (-104.659089 38.30983),,2022-05-19T00:00:00.000,ACTIVE,
RANGELY DISTRICT HOSP- RANGELY RX,225 EAGLE CREST STREET,,Rangely,Rio Blanco,CO,81648,00310-7442-02,Evusheld,24.0,POINT (-108.806621 40.079185),1124359765.0,2022-05-24T00:00:00.000,ACTIVE,
UCHEALTH YAMPA VALLEY MEDICAL CENTE,1024 CENTRAL PARK DR,,Steamboat Springs,Routt,CO,80487,00310-7442-02,Evusheld,29.0,POINT (-106.81424 40.46379),,2022-05-24T00:00:00.000,ACTIVE,
NORTH COLORADO MEDICAL CENTER,1801 16TH ST.,,Greeley,Weld,CO,80631,00310-7442-02,Evusheld,24.0,POINT (-104.70892 40.41482),,2022-05-18T00:00:00.000,ACTIVE,
YUMA DISTRICT HOSPITAL,1000 W 8TH AVE,,Yuma,Yuma,CO,80759,00310-7442-02,Evusheld,24.0,POINT (-102.73697 40.12062),,2022-05-19T00:00:00.000,ACTIVE,
STAMFORD HOSPITAL,1 HOSPITAL PLAZA,GROUND FLOOR,Stamford,Fairfield,CT,06902,00310-7442-02,Evusheld,120.0,POINT (-73.55232 41.05515),,2022-05-24T00:00:00.000,ACTIVE,
BRISTOL HOSPITAL,41 BREWSTER RD,,Bristol,Hartford,CT,06010-5161,00310-7442-02,Evusheld,14.0,POINT (-72.93576 41.67596),,2022-05-24T00:00:00.000,ACTIVE,
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,Farmington,Hartford,CT,06032,00310-7442-02,Evusheld,138.0,POINT (-72.79379 41.73418),,2022-05-24T00:00:00.000,ACTIVE,
CHARLOTTE HUNGERFORD HOSP/MAIN HOSP,75 Jefferson St,,Hartford,Hartford,CT,06115,00310-7442-02,Evusheld,18.0,POINT (-72.68053 41.75533),,2022-05-24T00:00:00.000,ACTIVE,
HARTFORD HOSPITAL/MAIN HOSPITAL,75 Jefferson St,,Hartford,Hartford,CT,06115,00310-7442-02,Evusheld,251.0,POINT (-72.68053 41.75533),,2022-05-24T00:00:00.000,ACTIVE,
ST FRANCIS HOSPITAL/MAIN HOSP,114 Woodland St,,Hartford,Hartford,CT,06105,00310-7442-02,Evusheld,76.0,POINT (-72.69782 41.77496),,2022-05-25T00:00:00.000,ACTIVE,
ST VINCENTS MED CNTR  MAIN HOSPITAL,75 Jefferson St,,Hartford,Hartford,CT,06115,00310-7442-02,Evusheld,50.0,POINT (-72.68053 41.75533),,2022-05-24T00:00:00.000,ACTIVE,
The Hosp of Central CT  MAIN HOSP,75 Jefferson St,,Hartford,Hartford,CT,06115,00310-7442-02,Evusheld,57.0,POINT (-72.68053 41.75533),,2022-05-24T00:00:00.000,ACTIVE,
WILLIAM W. BACKUS HOSP/MAIN HOSP,75 Jefferson St,,Hartford,Hartford,CT,06115,00310-7442-02,Evusheld,45.0,POINT (-72.68053 41.75533),,2022-05-24T00:00:00.000,ACTIVE,
WINDHAM COMMUNITY HOSP/MAIN HOSP,75 Jefferson St,,Hartford,Hartford,CT,06115,00310-7442-02,Evusheld,43.0,POINT (-72.68053 41.75533),,2022-05-24T00:00:00.000,ACTIVE,
MANCHESTER MEMORIAL HOSPITAL,71 Haynes,BSMT,Manchester,Hartford,CT,06040,00310-7442-02,Evusheld,134.0,POINT (-72.52783 41.78156),,2022-05-24T00:00:00.000,ACTIVE,
MIDDLESEX HOSPITAL,28 CRESCENT ST,,Middletown,Middlesex,CT,06457-3654,00310-7442-02,Evusheld,19.0,POINT (-72.64726 41.554185),,2022-05-24T00:00:00.000,ACTIVE,
GRIFFIN HOSPITAL,130 DIVISION ST,,Derby,New Haven,CT,06418,00310-7442-02,Evusheld,11.0,POINT (-73.08068 41.32942),,2022-05-06T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
YNHH/MAIN HOSPITAL,55 Park Street,,New Haven,New Haven,CT,06511,00310-7442-02,Evusheld,1529.0,POINT (-72.935205 41.305735),,2022-05-24T00:00:00.000,ACTIVE,
DAY KIMBALL HOSPITAL,320 POMFRET ST,,Putnam,Windham,CT,06260-1836,00310-7442-02,Evusheld,12.0,POINT (-71.91446 41.90775),,2022-05-24T00:00:00.000,ACTIVE,
KAISER - CAPITOL HILL,700 SECOND STREET NE,,Washington,District Of Columbia,DC,20002,00310-7442-02,Evusheld,40.0,POINT (-77.00394 38.89949),,2022-05-24T00:00:00.000,ACTIVE,
MEDICAL FACULTY ASSOCIATES,2150 Pennsylvania Ave NW,Ste 6A-403,Washington,District Of Columbia,DC,20037,00310-7442-02,Evusheld,57.0,POINT (-77.048535 38.90146),,2022-03-24T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
MEDSTAR GEORGETOWN UNIVER HOSPITAL,"3800 RESERVOIR RD NW,",Bles Bldg Rm BG 010,Washington,District Of Columbia,DC,20007,00310-7442-02,Evusheld,35.0,POINT (-77.075897 38.906525),,2022-05-20T00:00:00.000,ACTIVE,
MEDSTAR WASHINGTON HOSPITAL CENTER,110 Irving Street N.W. Room,B135,Washington,District Of Columbia,DC,20010,00310-7442-02,Evusheld,81.0,POINT (-77.01634 38.92955),,2022-05-23T00:00:00.000,ACTIVE,
SIBLEY MEMORIAL HOSPITAL,"5255 Loughboro Rd, NW",,Washington,District Of Columbia,DC,20016,00310-7442-02,Evusheld,33.0,POINT (-77.10919 38.93662),,2022-05-24T00:00:00.000,ACTIVE,
BAYHEALTH MED CENTER KENT CAMPUS,640 S State Street,,Dover,Kent,DE,19901,00310-7442-02,Evusheld,23.0,POINT (-75.52356 39.15139),,2022-05-16T00:00:00.000,ACTIVE,
Biotek Remedys,2 Penns Way,Ste. 404,New Castle,New Castle,DE,19720,00310-7442-02,Evusheld,13.0,POINT (-75.60971 39.68576),,2022-05-24T00:00:00.000,ACTIVE,
CHRISTIANA CARE PHARMACY NEWARK,4755 STANTON OGLETOWN RD,,Newark,New Castle,DE,19718,00310-7442-02,Evusheld,43.0,POINT (-75.650667 39.701105),,2022-05-23T00:00:00.000,ACTIVE,
ASPIRA HEALTH,18068 COASTAL HWY,,Lewes,Sussex,DE,19958,00310-7442-02,Evusheld,15.0,POINT (-75.15537 38.74563),,2022-05-23T00:00:00.000,ACTIVE,
TIDAL HEALTH EMPLOYEE HEALTH,801 MIDDLEFORD RD,,Seaford,Sussex,DE,19973,00310-7442-02,Evusheld,23.0,POINT (-75.60453 38.6417),,2022-05-24T00:00:00.000,ACTIVE,
UF HEALTH PHARMACY GNV,1600 SW ARCHER RD,RM DG-16 PHARMACY STORES,Gainesville,Alachua,FL,32610,00310-7442-02,Evusheld,703.0,POINT (-82.34324 29.64162),1699874248.0,2022-05-24T00:00:00.000,ACTIVE,
UF Health Pharmacy – Shands Hosp,1600 SW Archer Rd #1190,,Gainesville,Alachua,FL,32610,00310-7442-02,Evusheld,72.0,POINT (-82.34324 29.64162),,2022-04-27T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
"Centers for Health Promotions, LLC",1890 University Drive,Suite 306,Coral Springs,Broward,FL,33067,00310-7442-02,Evusheld,0.0,POINT (-80.25347 26.25531),1447483474.0,2022-02-11T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
IV Infusion Treatment Center,815 Coral Ridge Drive,,Coral Springs,Broward,FL,33071,00310-7442-02,Evusheld,311.0,POINT (-80.27925 26.239763),1467477398.0,2022-03-30T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Ultimate Preventive Care Group INC,5632 nw 99th way,,Coral Springs,Broward,FL,33076,00310-7442-02,Evusheld,68.0,POINT (-80.256765 26.30037),,2022-05-18T00:00:00.000,ACTIVE,
Emerald Multispecialty,1241 stirling rd,suite 107,Dania Beach,Broward,FL,33004,00310-7442-02,Evusheld,24.0,POINT (-80.153353 26.04831),1598257503.0,2022-05-24T00:00:00.000,ACTIVE,
