provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,npi,last_report_date,provider_status,provider_note
PIEDMONT EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,,Snellville,Gwinnett,GA,30078,00173-0901-86,Sotrovimab,5,POINT (-84.020945 33.87749),,2022-03-30T00:00:00.000,ACTIVE,
HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,,Demorest,Habersham,GA,30535,00173-0901-86,Sotrovimab,47,POINT (-83.53706 34.58103),,2022-03-30T00:00:00.000,ACTIVE,
"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,,Gainesville,Hall,GA,30501,00173-0901-86,Sotrovimab,141,POINT (-83.81796 34.30336),,2022-03-30T00:00:00.000,ACTIVE,
HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,,Bremen,Haralson,GA,30110,00173-0901-86,Sotrovimab,22,POINT (-85.14526 33.71657),,2022-03-30T00:00:00.000,ACTIVE,
PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,,Stockbridge,Henry,GA,30281,00173-0901-86,Sotrovimab,115,POINT (-84.227065 33.511495),,2022-03-30T00:00:00.000,ACTIVE,
HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,,Warner Robins,Houston,GA,31093,00173-0901-86,Sotrovimab,50,POINT (-83.63122 32.616305),,2022-03-30T00:00:00.000,ACTIVE,
IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,,Ocilla,Irwin,GA,31774,00173-0901-86,Sotrovimab,5,POINT (-83.25132 31.60334),,2022-03-30T00:00:00.000,ACTIVE,
University Cancer and Blood Center,3320 Old Jefferson Rd,,Athens,Jackson,GA,30607,00173-0901-86,Sotrovimab,16,POINT (-83.41488 33.98601),,2022-03-30T00:00:00.000,ACTIVE,
JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,,Monticello,Jasper,GA,31064,00173-0901-86,Sotrovimab,12,POINT (-83.68634 33.31431),,2022-03-30T00:00:00.000,ACTIVE,
JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,,Hazlehurst,Jeff Davis,GA,31539,00173-0901-86,Sotrovimab,39,POINT (-82.607392 31.857898),,2022-03-30T00:00:00.000,ACTIVE,
JEFFERSON HOSPITAL,1067 PEACHTREE ST,,Louisville,Jefferson,GA,30434,00173-0901-86,Sotrovimab,8,POINT (-82.405615 33.01038),,2022-03-30T00:00:00.000,ACTIVE,
JENKINS COUNTY MEDICAL CENTER,931 EAST WINTHROPE AVENUE,,Millen,Jenkins,GA,30442,00173-0901-86,Sotrovimab,13,POINT (-81.9344 32.80428),,2022-03-30T00:00:00.000,ACTIVE,
FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,,Dublin,Laurens,GA,31021,00173-0901-86,Sotrovimab,32,POINT (-82.95061 32.53125),,2022-03-30T00:00:00.000,ACTIVE,
LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,,Hinesville,Liberty,GA,31310,00173-0901-86,Sotrovimab,11,POINT (-81.60108 31.83968),,2022-03-30T00:00:00.000,ACTIVE,
SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",,Valdosta,Lowndes,GA,31602,00173-0901-86,Sotrovimab,53,POINT (-83.286455 30.862295),,2022-03-30T00:00:00.000,ACTIVE,
MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,,Colquitt,Miller,GA,39837,00173-0901-86,Sotrovimab,27,POINT (-84.735265 31.1754),,2022-03-30T00:00:00.000,ACTIVE,
MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,,Camilla,Mitchell,GA,31730,00173-0901-86,Sotrovimab,125,POINT (-84.209533 31.229228),,2022-03-30T00:00:00.000,ACTIVE,
MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,,Forsyth,Monroe,GA,31029,00173-0901-86,Sotrovimab,29,POINT (-83.94548 33.03125),,2022-03-30T00:00:00.000,ACTIVE,
PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER STREET,,Columbus,Muscogee,GA,31901,00173-0901-86,Sotrovimab,134,POINT (-84.98169 32.48051),,2022-03-30T00:00:00.000,ACTIVE,
PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,,Columbus,Muscogee,GA,31909,00173-0901-86,Sotrovimab,2,POINT (-84.95066 32.53464),,2022-03-30T00:00:00.000,ACTIVE,
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,2122 MANCHESTER EXPRESSWAY,,Columbus,Muscogee,GA,31995,00173-0901-86,Sotrovimab,2,POINT (-84.96091 32.50625),,2022-03-30T00:00:00.000,ACTIVE,
PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,,Covington,Newton,GA,30014,00173-0901-86,Sotrovimab,6,POINT (-83.84794 33.60147),,2022-03-30T00:00:00.000,ACTIVE,
Kingdom Healthcare Services,215 Palisades Drive,,Dallas,Paulding,GA,30157,00173-0901-86,Sotrovimab,48,POINT (-84.79141 33.89416),,2022-03-30T00:00:00.000,ACTIVE,
WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,,Hiram,Paulding,GA,30141,00173-0901-86,Sotrovimab,70,POINT (-84.7809 33.90078),,2022-03-30T00:00:00.000,ACTIVE,
ATRIUM HEALTH NAVICENT PEACH,1960 HIGHWAY 247 CONNECTOR,,Byron,Peach,GA,31008,00173-0901-86,Sotrovimab,6,POINT (-83.75968 32.60496),,2022-03-30T00:00:00.000,ACTIVE,
MAINSTREET FAMILY CARE JASPER,1245 NOAH DR,,Jasper,Pickens,GA,30143,00173-0901-86,Sotrovimab,48,POINT (-84.463697 34.475986),,2022-03-30T00:00:00.000,ACTIVE,
PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,,Jasper,Pickens,GA,30143,00173-0901-86,Sotrovimab,23,POINT (-84.46254 34.45482),,2022-03-30T00:00:00.000,ACTIVE,
POLK MEDICAL CENTER,2360 ROCKMART HIGHWAY,,Cedartown,Polk,GA,30125,00173-0901-86,Sotrovimab,40,POINT (-85.19564 34.01308),,2022-03-30T00:00:00.000,ACTIVE,
TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,,Hawkinsville,Pulaski,GA,31036,00173-0901-86,Sotrovimab,18,POINT (-83.48425 32.29869),,2022-03-30T00:00:00.000,ACTIVE,
PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,,Eatonton,Putnam,GA,31024,00173-0901-86,Sotrovimab,10,POINT (-83.26535 33.44027),,2022-03-30T00:00:00.000,ACTIVE,
MOUNTAIN LAKES MEDICAL CENTER,162 LEGACY POINT,,Clayton,Rabun,GA,30525,00173-0901-86,Sotrovimab,39,POINT (-83.39184 34.8733),,2022-03-30T00:00:00.000,ACTIVE,
AU MEDICAL CENTER,1120 15TH STREET,,Augusta,Richmond,GA,30912,00173-0901-86,Sotrovimab,85,POINT (-81.99065 33.47077),,2022-03-30T00:00:00.000,ACTIVE,
PIEDMONT AUGUSTA HOSPITAL,1350 WALTON WAY,,Augusta,Richmond,GA,30901,00173-0901-86,Sotrovimab,41,POINT (-81.98229 33.47112),,2022-03-30T00:00:00.000,ACTIVE,
OMNICARE OF ATLANTA,594 Sigman Rd Ste 200,,Conyers,Rockdale,GA,30013,00173-0901-86,Sotrovimab,18,POINT (-83.974005 33.650565),,2022-03-30T00:00:00.000,ACTIVE,
DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,,Donalsonville,Seminole,GA,39845,00173-0901-86,Sotrovimab,14,POINT (-84.881645 31.05094),,2022-03-30T00:00:00.000,ACTIVE,
WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,,Griffin,Spalding,GA,30223,00173-0901-86,Sotrovimab,8,POINT (-84.267265 33.238985),,2022-03-30T00:00:00.000,ACTIVE,
PRUITTHEALTH PHCY SERVICES INC,377 N Pond St,,Toccoa,Stephens,GA,30577,00173-0901-86,Sotrovimab,16,POINT (-83.3294 34.58351),,2022-03-30T00:00:00.000,ACTIVE,
STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,,Toccoa,Stephens,GA,30577,00173-0901-86,Sotrovimab,6,POINT (-83.348945 34.593725),,2022-03-30T00:00:00.000,ACTIVE,
PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,,Americus,Sumter,GA,31719,00173-0901-86,Sotrovimab,65,POINT (-84.2563 32.06697),,2022-03-30T00:00:00.000,ACTIVE,
JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,,Thomasville,Thomas,GA,31792,00173-0901-86,Sotrovimab,116,POINT (-83.97277 30.82343),,2022-03-23T00:00:00.000,ACTIVE,
TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,,Tifton,Tift,GA,31793,00173-0901-86,Sotrovimab,72,POINT (-83.490635 31.471375),,2022-03-30T00:00:00.000,ACTIVE,
MEMORIAL HEALTH MEADOWS HOSPITAL,ONE MEADOWS PARKWAY,,Vidalia,Toombs,GA,30474,00173-0901-86,Sotrovimab,23,POINT (-82.375 32.20866),,2022-03-30T00:00:00.000,ACTIVE,
CHATUGE REGIONAL HOSPITAL,110 S MAIN STREET,,Hiawassee,Towns,GA,30546,00173-0901-86,Sotrovimab,12,POINT (-83.75272 34.94706),,2022-03-30T00:00:00.000,ACTIVE,
UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,,Thomaston,Upson,GA,30286,00173-0901-86,Sotrovimab,100,POINT (-84.33618 32.88629),,2022-03-30T00:00:00.000,ACTIVE,
"PIEDMONT WALTON HOSPITAL, INC",2151 W SPRING STREET,,Monroe,Walton,GA,30655,00173-0901-86,Sotrovimab,6,POINT (-83.750105 33.79835),,2022-03-30T00:00:00.000,ACTIVE,
MEMORIAL SATILLA HEALTH,1900 TEBEAU STREET,,Waycross,Ware,GA,31501,00173-0901-86,Sotrovimab,76,POINT (-82.348085 31.22509),,2022-03-30T00:00:00.000,ACTIVE,
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,,Sandersville,Washington,GA,31082,00173-0901-86,Sotrovimab,49,POINT (-82.8038 32.995305),,2022-03-30T00:00:00.000,ACTIVE,
WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,,Jesup,Wayne,GA,31545,00173-0901-86,Sotrovimab,75,POINT (-81.889235 31.603704),,2022-03-30T00:00:00.000,ACTIVE,
HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,,Dalton,Whitfield,GA,30720,00173-0901-86,Sotrovimab,185,POINT (-84.9847 34.78894),,2022-03-30T00:00:00.000,ACTIVE,
PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,,Sylvester,Worth,GA,31791,00173-0901-86,Sotrovimab,39,POINT (-83.83979 31.51155),,2022-03-30T00:00:00.000,ACTIVE,
ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,,Greenfield,Adair,IA,50849,00173-0901-86,Sotrovimab,16,POINT (-94.45177 41.30348),,2022-03-30T00:00:00.000,ACTIVE,
CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,,Corning,Adams,IA,50841,00173-0901-86,Sotrovimab,14,POINT (-94.74981 40.98888),,2022-03-30T00:00:00.000,ACTIVE,
VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,,Waukon,Allamakee,IA,52172,00173-0901-86,Sotrovimab,11,POINT (-91.473104 43.270313),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,,Centerville,Appanoose,IA,52544,00173-0901-86,Sotrovimab,17,POINT (-92.85783 40.75236),,2022-03-30T00:00:00.000,ACTIVE,
AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,,Audubon,Audubon,IA,50025,00173-0901-86,Sotrovimab,12,POINT (-94.93746 41.7154),,2022-03-30T00:00:00.000,ACTIVE,
VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,,Vinton,Benton,IA,52349,00173-0901-86,Sotrovimab,10,POINT (-91.97531 42.105),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE CEDAR FALLS MEDICAL CENTER,515 COLLEGE STREET,,Cedar Falls,Black Hawk,IA,50613,00173-0901-86,Sotrovimab,6,POINT (-92.458 42.533355),,2022-03-30T00:00:00.000,ACTIVE,
ALLEN HOSPITAL,1825 LOGAN AVENUE,,Waterloo,Black Hawk,IA,50703,00173-0901-86,Sotrovimab,34,POINT (-92.33961 42.52665),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,,Waterloo,Black Hawk,IA,50702,00173-0901-86,Sotrovimab,19,POINT (-92.3453 42.46402),,2022-03-30T00:00:00.000,ACTIVE,
NUCARA INFUSION CENTER,209 E SAN MARNAN DR STE 200,,Waterloo,Black Hawk,IA,50702,00173-0901-86,Sotrovimab,7,POINT (-92.35235 42.45808),,2022-03-02T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
BOONE COUNTY HOSPITAL,1015 UNION STREET,,Boone,Boone,IA,50036,00173-0901-86,Sotrovimab,18,POINT (-93.87734 42.05599),,2022-03-30T00:00:00.000,ACTIVE,
COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,,Sumner,Bremer,IA,50674,00173-0901-86,Sotrovimab,18,POINT (-92.10934 42.84606),,2022-03-30T00:00:00.000,ACTIVE,
WAVERLY HEALTH CENTER,312  9TH STREET SW,,Waverly,Bremer,IA,50677,00173-0901-86,Sotrovimab,11,POINT (-92.48249 42.72292),,2022-03-30T00:00:00.000,ACTIVE,
BUCHANAN COUNTY HEALTH CENTER,1600 FIRST ST EAST,,Independence,Buchanan,IA,50644,00173-0901-86,Sotrovimab,34,POINT (-91.87502 42.4689),,2022-03-30T00:00:00.000,ACTIVE,
BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,,Storm Lake,Buena Vista,IA,50588,00173-0901-86,Sotrovimab,19,POINT (-95.22339 42.64478),,2022-03-30T00:00:00.000,ACTIVE,
STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,,Lake City,Calhoun,IA,51449,00173-0901-86,Sotrovimab,27,POINT (-94.75117 42.26558),,2022-03-30T00:00:00.000,ACTIVE,
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,,Carroll,Carroll,IA,51401,00173-0901-86,Sotrovimab,11,POINT (-94.86772 42.05686),,2022-03-30T00:00:00.000,ACTIVE,
MANNING REGIONAL HEALTHCARE CENTER,1550 SIXTH STREET,,Manning,Carroll,IA,51455,00173-0901-86,Sotrovimab,15,POINT (-95.07574 41.90471),,2022-03-30T00:00:00.000,ACTIVE,
CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,,Atlantic,Cass,IA,50022,00173-0901-86,Sotrovimab,16,POINT (-94.99151 41.40141),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,,Mason City,Cerro Gordo,IA,50401,00173-0901-86,Sotrovimab,34,POINT (-93.21599 43.148585),,2022-03-30T00:00:00.000,ACTIVE,
CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,,Cherokee,Cherokee,IA,51012,00173-0901-86,Sotrovimab,14,POINT (-95.54953 42.75873),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE NEW HAMPTON MEDICAL CENTER,308 NORTH MAPLE AVENUE,,New Hampton,Chickasaw,IA,50659,00173-0901-86,Sotrovimab,12,POINT (-92.32263 43.06263),,2022-03-30T00:00:00.000,ACTIVE,
CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,,Osceola,Clarke,IA,50213,00173-0901-86,Sotrovimab,18,POINT (-93.768365 41.026005),,2022-03-30T00:00:00.000,ACTIVE,
SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,,Spencer,Clay,IA,51301,00173-0901-86,Sotrovimab,47,POINT (-95.143424 43.1499),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,,Elkader,Clayton,IA,52043,00173-0901-86,Sotrovimab,26,POINT (-91.41705 42.860555),,2022-03-30T00:00:00.000,ACTIVE,
GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,,Guttenberg,Clayton,IA,52052,00173-0901-86,Sotrovimab,11,POINT (-91.09924 42.78574),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,,Clinton,Clinton,IA,52732,00173-0901-86,Sotrovimab,37,POINT (-90.18925 41.86131),,2022-03-30T00:00:00.000,ACTIVE,
GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,,Dewitt,Clinton,IA,52742,00173-0901-86,Sotrovimab,12,POINT (-90.54497 41.82641),,2022-03-30T00:00:00.000,ACTIVE,
CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,,Denison,Crawford,IA,51442,00173-0901-86,Sotrovimab,11,POINT (-95.3805 42.02413),,2022-03-30T00:00:00.000,ACTIVE,
DALLAS COUNTY HOSPITAL,610 TENTH STREET,,Perry,Dallas,IA,50220,00173-0901-86,Sotrovimab,12,POINT (-94.094258 41.833905),,2022-03-30T00:00:00.000,ACTIVE,
DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,,Bloomfield,Davis,IA,52537,00173-0901-86,Sotrovimab,31,POINT (-92.415018 40.758646),,2022-03-30T00:00:00.000,ACTIVE,
DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,,Leon,Decatur,IA,50144,00173-0901-86,Sotrovimab,26,POINT (-93.74768 40.75114),,2022-03-30T00:00:00.000,ACTIVE,
REGIONAL MEDICAL CENTER,709 W MAIN STREET,,Manchester,Delaware,IA,52057,00173-0901-86,Sotrovimab,12,POINT (-91.46676 42.484905),,2022-03-30T00:00:00.000,ACTIVE,
SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,,West Burlington,Des Moines,IA,52655,00173-0901-86,Sotrovimab,48,POINT (-91.17746 40.80979),,2022-03-30T00:00:00.000,ACTIVE,
LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,,Spirit Lake,Dickinson,IA,51360,00173-0901-86,Sotrovimab,13,POINT (-95.12621 43.41724),,2022-03-30T00:00:00.000,ACTIVE,
FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,,Dubuque,Dubuque,IA,52001,00173-0901-86,Sotrovimab,28,POINT (-90.68721 42.49545),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE DUBUQUE MEDICAL CENTER,250 MERCY DRIVE,,Dubuque,Dubuque,IA,52001,00173-0901-86,Sotrovimab,40,POINT (-90.674433 42.492685),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,,Dyersville,Dubuque,IA,52040,00173-0901-86,Sotrovimab,19,POINT (-91.130645 42.476055),,2022-03-30T00:00:00.000,ACTIVE,
AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,,Estherville,Emmet,IA,51334,00173-0901-86,Sotrovimab,21,POINT (-94.83386 43.409555),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,,Oelwein,Fayette,IA,50662,00173-0901-86,Sotrovimab,5,POINT (-91.902104 42.67526),,2022-03-30T00:00:00.000,ACTIVE,
GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,,West Union,Fayette,IA,52175,00173-0901-86,Sotrovimab,23,POINT (-91.80988 42.96803),,2022-03-30T00:00:00.000,ACTIVE,
FLOYD COUNTY MEDICAL CENTER,800 11TH ST,,Charles City,Floyd,IA,50616,00173-0901-86,Sotrovimab,9,POINT (-92.68275 43.05256),,2022-03-30T00:00:00.000,ACTIVE,
FRANKLIN GENERAL HOSPITAL,1720 CENTRAL AVENUE EAST,,Hampton,Franklin,IA,50441,00173-0901-86,Sotrovimab,4,POINT (-93.18834 42.74368),,2022-03-30T00:00:00.000,ACTIVE,
GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,,Hamburg,Fremont,IA,51640,00173-0901-86,Sotrovimab,16,POINT (-95.65056 40.620495),,2022-03-30T00:00:00.000,ACTIVE,
GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,,Jefferson,Greene,IA,50129,00173-0901-86,Sotrovimab,12,POINT (-94.3897 42.01528),,2022-03-30T00:00:00.000,ACTIVE,
GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,,Grundy Center,Grundy,IA,50638,00173-0901-86,Sotrovimab,19,POINT (-92.761947 42.358825),,2022-03-30T00:00:00.000,ACTIVE,
GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,,Guthrie Center,Guthrie,IA,50115,00173-0901-86,Sotrovimab,8,POINT (-94.49431 41.68367),,2022-03-30T00:00:00.000,ACTIVE,
VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,,Webster City,Hamilton,IA,50595,00173-0901-86,Sotrovimab,14,POINT (-93.812225 42.45288),,2022-03-30T00:00:00.000,ACTIVE,
HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,,Britt,Hancock,IA,50423,00173-0901-86,Sotrovimab,24,POINT (-93.80835 43.09803),,2022-03-30T00:00:00.000,ACTIVE,
HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,,Iowa Falls,Hardin,IA,50126,00173-0901-86,Sotrovimab,13,POINT (-93.26086 42.50095),,2022-03-30T00:00:00.000,ACTIVE,
HENRY COUNTY HEALTH CENTER,407 S WHITE ST,,Mount Pleasant,Henry,IA,52641,00173-0901-86,Sotrovimab,7,POINT (-91.55932 40.96256),,2022-03-30T00:00:00.000,ACTIVE,
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,,Cresco,Howard,IA,52136,00173-0901-86,Sotrovimab,3,POINT (-92.11787 43.38109),,2022-03-30T00:00:00.000,ACTIVE,
HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,,Humboldt,Humboldt,IA,50548,00173-0901-86,Sotrovimab,15,POINT (-94.232455 42.73263),,2022-03-30T00:00:00.000,ACTIVE,
HORN MEMORIAL HOSPITAL,701 E 2ND ST,,Ida Grove,Ida,IA,51445,00173-0901-86,Sotrovimab,35,POINT (-95.45995 42.33869),,2022-03-30T00:00:00.000,ACTIVE,
COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,,Marengo,Iowa,IA,52301,00173-0901-86,Sotrovimab,7,POINT (-92.07349 41.80202),,2022-03-30T00:00:00.000,ACTIVE,
JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,,Maquoketa,Jackson,IA,52060,00173-0901-86,Sotrovimab,15,POINT (-90.67326 42.072445),,2022-03-30T00:00:00.000,ACTIVE,
MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,,Newton,Jasper,IA,50208,00173-0901-86,Sotrovimab,24,POINT (-93.050596 41.7037),,2022-03-30T00:00:00.000,ACTIVE,
JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,,Fairfield,Jefferson,IA,52556,00173-0901-86,Sotrovimab,10,POINT (-91.96578 40.98657),,2022-03-23T00:00:00.000,ACTIVE,
MERCY HOSPITAL,500 E MARKET STREET,,Iowa City,Johnson,IA,52245,00173-0901-86,Sotrovimab,13,POINT (-91.528415 41.664115),,2022-03-30T00:00:00.000,ACTIVE,
NUCARA LTC PHARMACY #3,3526 Dolphin Drive,,Iowa City,Johnson,IA,52240,00173-0901-86,Sotrovimab,3,POINT (-91.45699 41.674265),,2022-03-30T00:00:00.000,ACTIVE,
UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,,Iowa City,Johnson,IA,52242,00173-0901-86,Sotrovimab,142,POINT (-91.548095 41.659925),,2022-03-30T00:00:00.000,ACTIVE,
KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,,Sigourney,Keokuk,IA,52591,00173-0901-86,Sotrovimab,10,POINT (-92.20687 41.32271),,2022-03-30T00:00:00.000,ACTIVE,
KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,,Algona,Kossuth,IA,50511,00173-0901-86,Sotrovimab,20,POINT (-94.22575 43.056595),,2022-03-30T00:00:00.000,ACTIVE,
KEOKUK AREA HOSPITAL,1600 MORGAN STREET,,Keokuk,Lee,IA,52632,00173-0901-86,Sotrovimab,8,POINT (-91.38839 40.40699),,2022-03-30T00:00:00.000,ACTIVE,
MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,,Cedar Rapids,Linn,IA,52403,00173-0901-86,Sotrovimab,61,POINT (-91.65613 41.978525),,2022-03-30T00:00:00.000,ACTIVE,
ST LUKES HOSPITAL,1026 A AVE NE,,Cedar Rapids,Linn,IA,52402,00173-0901-86,Sotrovimab,58,POINT (-91.66094 41.98571),,2022-03-30T00:00:00.000,ACTIVE,
LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,,Chariton,Lucas,IA,50049,00173-0901-86,Sotrovimab,14,POINT (-93.30186 41.02799),,2022-03-30T00:00:00.000,ACTIVE,
AVERA MERRILL PIONEER HOSPITAL,1100 S 10TH AVE,,Rock Rapids,Lyon,IA,51246,00173-0901-86,Sotrovimab,14,POINT (-96.17144 43.4166),,2022-03-30T00:00:00.000,ACTIVE,
SANFORD HELATH ROCK RAPIDS CLINIC,104 BUNCOMBE DR,,Rock Rapids,Lyon,IA,51246,00173-0901-86,Sotrovimab,15,POINT (-96.18232 43.43262),,2022-03-30T00:00:00.000,ACTIVE,
MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,,Winterset,Madison,IA,50273,00173-0901-86,Sotrovimab,8,POINT (-94.016955 41.32815),,2022-03-30T00:00:00.000,ACTIVE,
MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,,Oskaloosa,Mahaska,IA,52577,00173-0901-86,Sotrovimab,15,POINT (-92.63065 41.29878),,2022-03-30T00:00:00.000,ACTIVE,
KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,,Knoxville,Marion,IA,50138,00173-0901-86,Sotrovimab,88,POINT (-93.11217 41.3117),,2022-03-30T00:00:00.000,ACTIVE,
PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,,Pella,Marion,IA,50219,00173-0901-86,Sotrovimab,30,POINT (-92.91216 41.41241),,2022-03-30T00:00:00.000,ACTIVE,
UNITYPOINT HEALTH - MARSHALLTOWN,3 S 4TH AVE,,Marshalltown,Marshall,IA,50158,00173-0901-86,Sotrovimab,23,POINT (-92.90672 42.04862),,2022-03-30T00:00:00.000,ACTIVE,
MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,,Osage,Mitchell,IA,50461,00173-0901-86,Sotrovimab,11,POINT (-92.79939 43.28489),,2022-03-30T00:00:00.000,ACTIVE,
BURGESS HEALTH CENTER,1600 DIAMOND STREET,,Onawa,Monona,IA,51040,00173-0901-86,Sotrovimab,6,POINT (-96.10624 42.02537),,2022-03-30T00:00:00.000,ACTIVE,
