2022-03-08T14-40-56,77581,KROGER PHARMACY 03400343,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-05-02T06-02-50,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,77581,Walgreens Store #07534,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,77581,Walgreens Store #03660,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,77581,Walgreens Store #07459,NLP,NLP,NLP,37,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,77581,CVS Store #05877,NLP,NLP,NLP,43,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,77581,Walmart Pharmacy #872,NLP,NLP,NLP,20,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,77581,Pharmcare,NLP,NLP,NLP,20,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,77581,Walgreens Store #03660,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,77581,Walgreens Store #07459,NLP,NLP,NLP,37,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,77581,Walgreens Store #07534,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,77581,CVS Store #05877,NLP,NLP,NLP,43,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,77581,Pharmcare,NLP,NLP,NLP,20,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,19,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,77581,Walgreens Store #03660,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,77581,CVS Store #05877,NLP,NLP,NLP,40,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,77581,Walgreens Store #07459,NLP,NLP,NLP,37,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,77581,Walgreens Store #07534,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,19,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,77581,PHARMCARE,NLP,NLP,NLP,20,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-06T06-12-41,77581,Walgreens Store #03660,NLP,NLP,NLP,17,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,CVS Store #05877,NLP,NLP,NLP,38,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,Walgreens Store #07459,NLP,NLP,NLP,36,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,Walgreens Store #07534,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,PHARMCARE,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-07T05-45-31,77581,CVS Store #05877,NLP,NLP,NLP,37,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,77581,Walgreens Store #03660,NLP,NLP,NLP,17,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,77581,Walgreens Store #07459,NLP,NLP,NLP,36,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,77581,Walgreens Store #07534,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,77581,PHARMCARE,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-08T10-02-59,77581,PHARMCARE,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,77581,Walgreens Store #07459,NLP,NLP,NLP,36,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,77581,Walgreens Store #03660,NLP,NLP,NLP,17,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,77581,CVS Store #05877,NLP,NLP,NLP,37,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,77581,Walgreens Store #07534,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-08T10-02-59,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,Walgreens Store #07459,NLP,NLP,NLP,36,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,77581,Walgreens Store #03660,NLP,NLP,NLP,17,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,77581,CVS Store #05877,NLP,NLP,NLP,37,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,38,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,Walgreens Store #07534,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,PHARMCARE,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-10T06-06-54,77581,Walgreens Store #03660,NLP,NLP,NLP,17,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,77581,CVS Store #05877,NLP,NLP,NLP,35,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,77581,Walgreens Store #07459,NLP,NLP,NLP,36,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,77581,Walgreens Store #07534,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,77581,PHARMCARE,NLP,NLP,NLP,19,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-10T06-06-54,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,36,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,77581,CVS Store #05877,NLP,NLP,NLP,34,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,Walgreens Store #03660,NLP,NLP,NLP,34,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,Walgreens Store #07459,NLP,NLP,NLP,36,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,17,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,Walgreens Store #07534,NLP,NLP,NLP,20,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,PHARMCARE,NLP,NLP,NLP,19,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,36,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-12T07-16-49,77581,Walgreens Store #07459,NLP,NLP,NLP,35,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,CVS Store #05877,NLP,NLP,NLP,33,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,Walgreens Store #03660,NLP,NLP,NLP,34,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,Walgreens Store #07534,NLP,NLP,NLP,19,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,16,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,PHARMCARE,NLP,NLP,NLP,19,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-12T07-16-49,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,36,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,77581,Walgreens Store #03660,NLP,NLP,NLP,33,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,Walgreens Store #07459,NLP,NLP,NLP,34,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,CVS Store #05877,NLP,NLP,NLP,31,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,PHARMCARE,NLP,NLP,NLP,19,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,Walgreens Store #07534,NLP,NLP,NLP,19,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,16,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-13T06-07-31,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,77581,Walgreens Store #03660,NLP,NLP,NLP,33,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,Walgreens Store #07459,NLP,NLP,NLP,34,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,CVS Store #05877,NLP,NLP,NLP,30,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,16,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,Walgreens Store #07534,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,PHARMCARE,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-14T08-49-14,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,Walgreens Store #03660,NLP,NLP,NLP,33,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,Walgreens Store #07459,NLP,NLP,NLP,34,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,CVS Store #05877,NLP,NLP,NLP,30,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,PHARMCARE,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,16,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,Walgreens Store #07534,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-16T05-54-24,77581,Walgreens Store #07459,NLP,NLP,NLP,34,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,Walgreens Store #03660,NLP,NLP,NLP,33,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,CVS Store #05877,NLP,NLP,NLP,30,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,16,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,PHARMCARE,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,Walgreens Store #07534,NLP,NLP,NLP,19,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-16T05-54-24,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,77581,CVS Store #05877,NLP,NLP,NLP,30,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,77581,Walgreens Store #03660,NLP,NLP,NLP,11,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,Walgreens Store #07459,NLP,NLP,NLP,32,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,Pharmcare,NLP,NLP,NLP,19,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,15,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,Walgreens Store #07534,NLP,NLP,NLP,18,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-18T05-40-23,77581,WALGREENS STORE #03660,NLP,NLP,NLP,9,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,WALGREENS STORE #07459,NLP,NLP,NLP,31,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,CVS Store #05877,NLP,NLP,NLP,26,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,Pharmcare,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,15,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-18T05-40-23,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,77581,CVS Store #05877,NLP,NLP,NLP,24,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,15,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,PHARMCARE,NLP,NLP,NLP,19,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-19T05-25-31,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,Walmart Pharmacy #872,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,77581,CVS Store #05877,NLP,NLP,NLP,24,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,15,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,PHARMCARE,NLP,NLP,NLP,19,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,77581,HEB Pharmacy 675,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-20T05-59-40,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/17/2022 12:00:00 AM
2022-05-21T05-54-21,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
