2022-03-08T14-40-56,33144,PDL Pharmacy,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,PDL PHARMACY,NLP,NLP,NLP,76,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,CANO PHARMACY,NLP,NLP,NLP,25,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,WALGREENS STORE #02184,NLP,NLP,NLP,12,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,WALGREENS STORE #02184,NLP,NLP,NLP,12,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,WALGREENS STORE #02743,NLP,NLP,NLP,17,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,WALGREENS STORE #02184,NLP,NLP,NLP,12,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/25/2022 12:00:00 AM
2022-05-27T05-48-57,33144,WALGREENS STORE #02743,NLP,NLP,NLP,16,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33144,WALGREENS STORE #02184,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33144,WALGREENS STORE #02184,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33144,WALGREENS STORE #02743,NLP,NLP,NLP,16,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,33144,WALGREENS STORE #02184,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,33144,WALGREENS STORE #02743,NLP,NLP,NLP,16,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,33144,WALGREENS STORE #02743,NLP,NLP,NLP,16,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,33144,WALGREENS STORE #02184,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,33144,WALGREENS STORE #02743,NLP,NLP,NLP,16,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,33144,WALGREENS STORE #02184,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,33144,WALGREENS STORE #02184,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,33144,WALGREENS STORE #02743,NLP,NLP,NLP,16,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,33144,CANO PHARMACY,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,33144,PDL PHARMACY,NLP,NLP,NLP,75,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,33,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,33144,WALGREENS STORE #02184,NLP,NLP,NLP,27,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33144,WALGREENS STORE #02743,NLP,NLP,NLP,13,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33144,PDL PHARMACY,NLP,NLP,NLP,75,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33144,CANO PHARMACY,NLP,NLP,NLP,24,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,33,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33144,WALGREENS STORE #02184,NLP,NLP,NLP,27,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33144,WALGREENS STORE #02743,NLP,NLP,NLP,13,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33144,PDL PHARMACY,NLP,NLP,NLP,75,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33144,CANO PHARMACY,NLP,NLP,NLP,24,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,33,06/01/2022 12:00:00 AM
2022-06-04T19-11-08,33144,CANO PHARMACY,NLP,NLP,NLP,23,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33144,WALGREENS STORE #02184,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,16,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33144,PDL PHARMACY,NLP,NLP,NLP,75,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33144,WALGREENS STORE #02743,NLP,NLP,NLP,13,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,33,06/02/2022 12:00:00 AM
2022-06-05T08-48-25,33144,WALGREENS STORE #02184,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33144,CANO PHARMACY,NLP,NLP,NLP,23,06/03/2022 12:00:00 AM
