2022-03-08T14-40-56,33606,Davis Islands Pharmacy,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,40,39,03/08/2022 12:00:00 AM
2022-05-07T05-45-31,33606,Walgreens Store #05451,NLP,NLP,NLP,9,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,19,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,19,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,33606,Walgreens Store #05451,NLP,NLP,NLP,9,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,138,05/07/2022 12:00:00 AM
2022-05-08T10-02-59,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,64,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,33606,CVS Store #03930,NLP,NLP,NLP,40,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,138,05/07/2022 12:00:00 AM
2022-05-09T05-08-14,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,19,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,33606,CVS Store #03930,NLP,NLP,NLP,40,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,33606,Walgreens Store #05451,NLP,NLP,NLP,9,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,64,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,135,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,19,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,33606,Walgreens Store #05451,NLP,NLP,NLP,9,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,33606,CVS Store #03930,NLP,NLP,NLP,91,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,64,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,135,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,33606,CVS Store #03930,NLP,NLP,NLP,128,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,18,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,60,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,135,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,60,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,18,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,33606,Walgreens Store #05451,NLP,NLP,NLP,54,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,33606,CVS Store #03930,NLP,NLP,NLP,122,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,18,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,33606,Walgreens Store #05451,NLP,NLP,NLP,51,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,60,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,33606,CVS Store #03930,NLP,NLP,NLP,132,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,132,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,33606,Walgreens Store #05451,NLP,NLP,NLP,51,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,17,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,33606,CVS Store #03930,NLP,NLP,NLP,129,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,59,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,131,05/14/2022 12:00:00 AM
2022-05-15T05-54-13,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,59,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,17,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,33606,CVS Store #03930,NLP,NLP,NLP,129,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,33606,Walgreens Store #05451,NLP,NLP,NLP,51,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,131,05/14/2022 12:00:00 AM
2022-05-16T05-54-24,33606,CVS Store #03930,NLP,NLP,NLP,129,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,59,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,17,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,33606,Walgreens Store #05451,NLP,NLP,NLP,51,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,33606,Davis Islands Pharmacy,NLP,NLP,NLP,58,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,131,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,33606,Walgreens Store #05451,NLP,NLP,NLP,47,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,33606,CVS Store #03930,NLP,NLP,NLP,129,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,17,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,126,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,33606,CVS Store #03930,NLP,NLP,NLP,116,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,33606,Davis Islands Pharmacy,NLP,NLP,NLP,58,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,33606,WALGREENS STORE #05451,NLP,NLP,NLP,45,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,124,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,57,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,33606,CVS Store #03930,NLP,NLP,NLP,108,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,124,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,57,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,33606,CVS Store #03930,NLP,NLP,NLP,108,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,141,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,134,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #21226,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,WALGREENS STORE #05451,NLP,NLP,NLP,36,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33606,CVS Store #03930,NLP,NLP,NLP,101,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,CVS Store #03930,NLP,NLP,NLP,92,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,DAVIS ISLANDS PHARMACY,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,TAMPA GENERAL HOSPITAL OUTPATIENT,NLP,NLP,NLP,130,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,WALGREENS STORE #21226,NLP,NLP,NLP,57,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33606,Walmart Pharmacy #5760,NLP,NLP,NLP,15,05/23/2022 12:00:00 AM
