2022-03-08T14-40-56,80134,SAFEWAY PHARMACY,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-05-17T05-27-38,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,7,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,17,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,4,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,6,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80134,CVS Store #10785,NLP,NLP,NLP,12,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,80134,CVS Store #17296,NLP,NLP,NLP,27,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,17,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80134,CVS Store #10785,NLP,NLP,NLP,7,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,20,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80134,CVS Store #17296,NLP,NLP,NLP,24,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,6,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,17,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,CVS Store #10785,NLP,NLP,NLP,7,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,20,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,CVS Store #17296,NLP,NLP,NLP,24,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,6,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,15,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #10785,NLP,NLP,NLP,41,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,WALGREENS STORE #07138,NLP,NLP,NLP,14,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,3,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,80134,CVS Store #17296,NLP,NLP,NLP,22,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
