2022-03-08T14-40-56,98498,DSHS BHA - WASHINGTON STATE HOSPITA,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/04/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-25T05-39-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/20/2022 12:00:00 AM
2022-05-26T07-59-29,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,WALGREENS STORE #04064,NLP,NLP,NLP,34,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/25/2022 12:00:00 AM
2022-05-27T05-48-57,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,16,05/25/2022 12:00:00 AM
2022-05-28T05-34-18,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,15,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,15,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,05/29/2022 12:00:00 AM
2022-05-30T05-32-42,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,15,05/29/2022 12:00:00 AM
2022-05-31T08-56-01,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,05/30/2022 12:00:00 AM
2022-05-31T08-56-01,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,15,05/29/2022 12:00:00 AM
2022-06-01T05-37-50,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,05/30/2022 12:00:00 AM
2022-06-01T05-37-50,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,15,05/29/2022 12:00:00 AM
2022-06-02T07-54-10,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,06/02/2022 12:00:00 AM
2022-06-02T07-54-10,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,7,06/02/2022 12:00:00 AM
2022-06-03T08-50-11,98498,WALGREENS STORE #04064,NLP,NLP,NLP,31,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,98498,SAV-ON PHARMACY,NLP,NLP,NLP,8,06/02/2022 12:00:00 AM
2022-06-03T08-50-11,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,7,06/02/2022 12:00:00 AM
2022-06-04T19-11-08,98498,WALGREENS STORE #04064,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-04T19-11-08,98498,SAV-ON PHARMACY,NLP,NLP,NLP,7,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,98498,WALGREENS STORE #04064,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-05T08-48-25,98498,SAV-ON PHARMACY,NLP,NLP,NLP,7,06/04/2022 12:00:00 AM
2022-06-06T06-32-51,98498,WALGREENS STORE #04064,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,98498,SAV-ON PHARMACY,NLP,NLP,NLP,7,06/05/2022 12:00:00 AM
2022-06-06T06-32-51,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-07T05-36-41,98498,SAV-ON PHARMACY,NLP,NLP,NLP,7,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,98498,WALGREENS STORE #04064,NLP,NLP,NLP,24,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-08T05-42-02,98498,WALGREENS STORE #04064,NLP,NLP,NLP,24,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,98498,SAV-ON PHARMACY,NLP,NLP,NLP,6,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-09T04-15-20,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-09T04-15-20,98498,WALGREENS STORE #04064,NLP,NLP,NLP,24,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,98498,SAV-ON PHARMACY,NLP,NLP,NLP,6,06/08/2022 12:00:00 AM
2022-06-10T04-15-36,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,06/04/2022 12:00:00 AM
2022-06-10T04-15-36,98498,SAV-ON PHARMACY,NLP,NLP,NLP,25,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,98498,SAV-ON PHARMACY,NLP,NLP,NLP,25,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/12/2022 12:00:00 AM
2022-06-12T04-15-15,98498,SAV-ON PHARMACY,NLP,NLP,NLP,25,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/12/2022 12:00:00 AM
2022-06-13T04-15-40,98498,SAV-ON PHARMACY,NLP,NLP,NLP,23,06/12/2022 12:00:00 AM
2022-06-14T04-15-16,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/12/2022 12:00:00 AM
2022-06-14T04-15-16,98498,SAV-ON PHARMACY,NLP,NLP,NLP,22,06/14/2022 12:00:00 AM
2022-06-14T04-15-16,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,21,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,98498,SAV-ON PHARMACY,NLP,NLP,NLP,19,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,98498,WALGREENS STORE #04064,NLP,NLP,NLP,22,06/13/2022 12:00:00 AM
2022-06-16T04-15-45,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/17/2022 12:00:00 AM
2022-06-17T04-15-27,98498,SAV-ON PHARMACY,NLP,NLP,NLP,19,06/16/2022 12:00:00 AM
2022-06-18T04-15-18,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/18/2022 12:00:00 AM
2022-06-18T04-15-18,98498,SAV-ON PHARMACY,NLP,NLP,NLP,19,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/18/2022 12:00:00 AM
2022-06-19T04-15-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,19,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/18/2022 12:00:00 AM
2022-06-20T04-15-58,98498,SAV-ON PHARMACY,NLP,NLP,NLP,19,06/17/2022 12:00:00 AM
2022-06-21T04-15-35,98498,SAV-ON PHARMACY,NLP,NLP,NLP,19,06/17/2022 12:00:00 AM
2022-06-21T04-15-35,98498,WALGREENS STORE #04064,NLP,NLP,NLP,13,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/18/2022 12:00:00 AM
2022-06-22T04-15-20,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/18/2022 12:00:00 AM
2022-06-22T04-15-20,98498,SAV-ON PHARMACY,NLP,NLP,NLP,16,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,98498,WALGREENS STORE #04064,NLP,NLP,NLP,13,06/20/2022 12:00:00 AM
2022-06-23T04-15-16,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,06/23/2022 12:00:00 AM
2022-06-23T04-15-16,98498,WALGREENS STORE #04064,NLP,NLP,NLP,13,06/20/2022 12:00:00 AM
2022-06-23T04-15-16,98498,SAV-ON PHARMACY,NLP,NLP,NLP,15,06/22/2022 12:00:00 AM
2022-06-24T04-15-26,98498,SAV-ON PHARMACY,NLP,NLP,NLP,14,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,98498,WALGREENS STORE #04064,NLP,NLP,NLP,9,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,40,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,98498,SAV-ON PHARMACY,NLP,NLP,NLP,13,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,40,06/25/2022 12:00:00 AM
2022-06-25T04-15-18,98498,WALGREENS STORE #04064,NLP,NLP,NLP,9,06/23/2022 12:00:00 AM
2022-06-26T04-15-17,98498,SAV-ON PHARMACY,NLP,NLP,NLP,13,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,40,06/25/2022 12:00:00 AM
2022-06-26T04-15-17,98498,WALGREENS STORE #04064,NLP,NLP,NLP,9,06/23/2022 12:00:00 AM
2022-06-27T04-15-31,98498,SAV-ON PHARMACY,NLP,NLP,NLP,13,06/27/2022 12:00:00 AM
2022-06-27T04-15-31,98498,WALGREENS STORE #04064,NLP,NLP,NLP,9,06/23/2022 12:00:00 AM
2022-06-27T04-15-31,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,40,06/25/2022 12:00:00 AM
2022-06-28T04-15-44,98498,SAV-ON PHARMACY,NLP,NLP,NLP,13,06/27/2022 12:00:00 AM
2022-06-28T04-15-44,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,40,06/25/2022 12:00:00 AM
2022-06-28T04-15-44,98498,WALGREENS STORE #04064,NLP,NLP,NLP,24,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,49,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,98498,SAV-ON PHARMACY,NLP,NLP,NLP,13,06/28/2022 12:00:00 AM
2022-06-29T04-15-40,98498,WALGREENS STORE #04064,NLP,NLP,NLP,24,06/27/2022 12:00:00 AM
2022-06-30T04-15-32,98498,SAV-ON PHARMACY,NLP,NLP,NLP,13,06/29/2022 12:00:00 AM
