2022-03-08T14-40-56,11021,NORTH SHORE UNIV HOSP,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-23T07-42-39,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,498,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,CVS Store #01934,NLP,NLP,NLP,188,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-24T05-46-03,11021,CVS Store #01934,NLP,NLP,NLP,177,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,492,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,11021,Rite Aid 04861,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-25T05-39-27,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,446,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-26T07-59-29,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,405,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-26T07-59-29,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,405,05/25/2022 12:00:00 AM
