2022-03-08T14-40-56,12180,SAMARITAN HOSP PURCHASING,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,,
2022-05-05T09-49-47,12180,Rite Aid 10687,NLP,NLP,NLP,16,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,12180,CVS Store #00344,NLP,NLP,NLP,6,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,8,05/03/2022 12:00:00 AM
2022-05-06T06-12-41,12180,Rite Aid 01561,NLP,NLP,NLP,3,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,12180,CVS Store #05032,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,12180,Rite Aid 10687,NLP,NLP,NLP,15,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,12180,Walgreens Store #10548,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,4,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,12180,CVS Store #00344,NLP,NLP,NLP,5,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,12180,Rite Aid 01561,NLP,NLP,NLP,23,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,12180,CVS Store #05032,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,12180,Rite Aid 10687,NLP,NLP,NLP,12,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,12180,Walgreens Store #10548,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,12180,CVS Store #00344,NLP,NLP,NLP,25,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,4,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,12180,CVS Store #05032,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,12180,Rite Aid 01561,NLP,NLP,NLP,22,05/07/2022 12:00:00 AM
2022-05-08T10-02-59,12180,Walgreens Store #10548,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-08T10-02-59,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/07/2022 12:00:00 AM
2022-05-08T10-02-59,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,4,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,12180,CVS Store #00344,NLP,NLP,NLP,25,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/08/2022 12:00:00 AM
2022-05-09T05-08-14,12180,CVS Store #05032,NLP,NLP,NLP,15,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,12180,Walgreens Store #10548,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/08/2022 12:00:00 AM
2022-05-09T05-08-14,12180,CVS Store #00344,NLP,NLP,NLP,25,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,4,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,12180,CVS Store #05032,NLP,NLP,NLP,14,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,12180,Walgreens Store #10548,NLP,NLP,NLP,14,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,4,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,12180,CVS Store #00344,NLP,NLP,NLP,44,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,12180,CVS Store #05032,NLP,NLP,NLP,12,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,12180,Rite Aid 10687,NLP,NLP,NLP,8,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,12180,Walgreens Store #10548,NLP,NLP,NLP,5,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,12180,CVS Store #00344,NLP,NLP,NLP,61,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,2,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,12180,CVS Store #05032,NLP,NLP,NLP,12,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,12180,Rite Aid 01561,NLP,NLP,NLP,17,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,12180,Rite Aid 10687,NLP,NLP,NLP,8,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,12180,Walgreens Store #10548,NLP,NLP,NLP,4,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,2,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,12180,CVS Store #00344,NLP,NLP,NLP,78,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,12180,Rite Aid 01561,NLP,NLP,NLP,15,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,12180,CVS Store #05032,NLP,NLP,NLP,11,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,12180,Rite Aid 10687,NLP,NLP,NLP,5,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,12180,CVS Store #00344,NLP,NLP,NLP,77,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,12180,CVS Store #05032,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,12180,Rite Aid 01561,NLP,NLP,NLP,15,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,12180,Rite Aid 10687,NLP,NLP,NLP,4,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,39,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,12180,CVS Store #00344,NLP,NLP,NLP,77,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,12180,CVS Store #05032,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,12180,Rite Aid 01561,NLP,NLP,NLP,13,05/15/2022 12:00:00 AM
2022-05-15T05-54-13,12180,Rite Aid 10687,NLP,NLP,NLP,4,05/15/2022 12:00:00 AM
2022-05-15T05-54-13,12180,CVS Store #00344,NLP,NLP,NLP,77,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,39,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,12180,Rite Aid 01561,NLP,NLP,NLP,12,05/15/2022 12:00:00 AM
2022-05-16T05-54-24,12180,CVS Store #05032,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,12180,Rite Aid 10687,NLP,NLP,NLP,4,05/15/2022 12:00:00 AM
2022-05-16T05-54-24,12180,CVS Store #00344,NLP,NLP,NLP,77,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,39,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,12180,Rite Aid 01561,NLP,NLP,NLP,12,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,12180,CVS Store #05032,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,12180,Rite Aid 10687,NLP,NLP,NLP,4,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,12180,CVS Store #00344,NLP,NLP,NLP,77,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,39,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,12180,CVS Store #05032,NLP,NLP,NLP,28,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,12180,Rite Aid 01561,NLP,NLP,NLP,8,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,12180,Rite Aid 10687,NLP,NLP,NLP,1,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,12180,CVS Store #00344,NLP,NLP,NLP,75,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,34,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,12180,CVS Store #05032,NLP,NLP,NLP,28,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,12180,Rite Aid 01561,NLP,NLP,NLP,6,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,12180,Rite Aid 10687,NLP,NLP,NLP,1,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,12180,CVS Store #00344,NLP,NLP,NLP,74,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,34,05/17/2022 12:00:00 AM
2022-05-20T05-59-40,12180,CVS Store #05032,NLP,NLP,NLP,28,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,12180,Rite Aid 01561,NLP,NLP,NLP,6,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,12180,Rite Aid 10687,NLP,NLP,NLP,1,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,12180,CVS Store #00344,NLP,NLP,NLP,74,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,34,05/17/2022 12:00:00 AM
2022-05-21T05-54-21,12180,Rite Aid 01561,NLP,NLP,NLP,2,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,12180,Rite Aid 10687,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,12180,Rite Aid 01561,NLP,NLP,NLP,1,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,12180,Rite Aid 10687,NLP,NLP,NLP,14,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #05032,NLP,NLP,NLP,24,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,WALGREENS STORE #10548,NLP,NLP,NLP,16,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,12180,CVS Store #00344,NLP,NLP,NLP,74,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
