2022-03-08T14-40-56,33408,Winships Prescription Center,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-05-23T07-42-39,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,73,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05109,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #03866,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05080,NLP,NLP,NLP,10,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,73,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05109,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #03866,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05080,NLP,NLP,NLP,10,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,73,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05109,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #03866,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05080,NLP,NLP,NLP,10,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,73,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05109,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #03866,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05080,NLP,NLP,NLP,10,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,73,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05109,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #03866,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05080,NLP,NLP,NLP,10,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,73,05/22/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05109,NLP,NLP,NLP,12,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #03866,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33408,CVS Store #05080,NLP,NLP,NLP,10,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,68,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05109,NLP,NLP,NLP,8,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #03866,NLP,NLP,NLP,49,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33408,CVS Store #05080,NLP,NLP,NLP,27,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
