State Date       Time   Providers Details
GA    2022-04-28 09-22  +2        ['GA,Brunswick,31520,Sghs, Brunswick', 'GA,Elberton,30635,Elbert Mem Hsp Phcy']
GA    2022-04-30 05-15  +1        ['GA,Sylvester,31791,Phoebe Worth Medical Center']
GA    2022-05-03 06-05  +1        ['GA,Jesup,31545,Wayne Memorial Hospital']
GA    2022-05-05 09-49  +1        ['GA,Douglas,31533,Coffee Regional Medical Center']
GA    2022-05-09 05-08  -2        ['GA,Albany,31705,Ik Medical Diagnostic Services', 'GA,Villa Rica,30180,Tanner Medical Center Villa Rica']
GA    2022-05-11 06-51  +1        ['GA,Monticello,31064,Jasper Memorial Hospital']
GA    2022-05-13 06-07  +1        ['GA,Americus,31719,Phoebe Sumter Medical Center']
GA    2022-05-17 05-27  -1        ['GA,Jesup,31545,Wayne Memorial Hospital']
GA    2022-05-24 05-46  +1        ['GA,Jesup,31545,Wayne Memorial Hospital']
GA    2022-05-27 05-48  -1        ['GA,Americus,31719,Phoebe Sumter Medical Center']
GA    2022-06-02 07-54  +1        ['GA,Cochran,31014,Bleckley Memorial Hospital']
GA    2022-06-04 19-11  +2        ['GA,Eastman,31023,Dodge County Hospital', 'GA,Lagrange,30240,West Georgia Medical Center']
GA    2022-06-09 04-15  +1        ['GA,Americus,31719,Phoebe Sumter Medical Center']
GA    2022-06-10 04-15  +1        ['GA,Palmetto,30268,Yourtown Hlth']
GA    2022-06-11 04-15  +1        ['GA,Atlanta,30342,Northside Hospital Atlanta']
GA    2022-06-15 04-15  +2        ['GA,Bainbridge,39819,Memorial Hospital And Manor', 'GA,Statesboro,30458,East Georgia Regional Med Center']
GA    2022-06-16 04-15  +1        ['GA,Tifton,31794,Tift Regional Medical Center']
GA    2022-06-17 04-15  +1        ['GA,Hazlehurst,31539,Jeff Davis Hospital']
GA    2022-06-18 04-15  -1        ['GA,Lagrange,30240,West Georgia Medical Center']
GA    2022-06-20 04-15  -2        ['GA,Douglas,31533,Coffee Regional Medical Center', 'GA,Jesup,31545,Wayne Memorial Hospital Pharmacy Rx']
GA    2022-06-22 04-15  +1        ['GA,Hawkinsville,31036,Georgia Pharmacy Ventures Llc']
GA    2022-06-23 04-15  -1        ['GA,Americus,31719,Phoebe Sumter Medical Center']
GA    2022-06-24 04-15  +2        ['GA,Albany,31705,Ik Medical Diagnostic Services', 'GA,Lagrange,30240,West Georgia Medical Center']
GA    2022-06-24 04-15  -1        ['GA,Palmetto,30268,Yourtown Hlth']
GA    2022-06-25 04-15  +1        ['GA,Marietta,30060,Wellstar Kennestone Hospital']
GA    2022-06-29 04-15  +1        ['GA,Conyers,30013,Omnicare Of Atlanta Pharmacy']
GA    2022-06-30 04-15  +1        ['GA,Villa Rica,30180,Tanner Medical Center Villa Rica']
GA    2022-06-30 04-15  -1        ['GA,Acworth,30101,Eldercare Pharmacy']
GA    2022-07-07 04-15  +1        ['GA,Donalsonville,39845,Donalsonville Hospital']
GA    2022-07-08 04-15  -1        ['GA,Lagrange,30240,West Georgia Medical Center']
GA    2022-07-09 04-15  +1        ['GA,Jasper,30143,Piedmont Mountainside Empl Health']
GA    2022-07-13 04-15  +1        ['GA,Conyers,30013,Omnicare Of Atlanta #48233']
GA    2022-07-14 04-15  +1        ['GA,Carrollton,30117,Tanner Medical Center-Carrollton']
GU    2022-02-22 09-09  -1        ['GU,Tamuning,96913,Guam Memorial Hospital Authority']
GU    2022-03-16 18-51  -1        ['GU,Tamuning,96913,Guam Memorial Hospital Authority']
HI    2022-03-08 14-40  +3        ['HI,Honolulu,96813,Queens Medical Center - Punchbowl', 'HI,Honolulu,96859,Tripler Army Medical Center', 'HI,Kamuela,96743,Queens North Hawaii Covid']
HI    2022-03-08 14-40  -1        ['HI,Honolulu,96819,Pharmerica - Honolulu']
HI    2022-03-16 18-51  +1        ['HI,Honolulu,96819,Pharmerica - Honolulu']
HI    2022-03-16 18-51  -3        ['HI,Honolulu,96813,Queens Medical Center - Punchbowl', 'HI,Honolulu,96859,Tripler Army Medical Center', 'HI,Kamuela,96743,Queens North Hawaii Covid']
HI    2022-03-18 09-58  -1        ['HI,Kailua,96734,Adventist Health Castle']
HI    2022-03-18 11-17  +1        ['HI,Kailua,96734,Adventist Health Castle']
HI    2022-03-24 13-46  -1        ['HI,Kailua,96734,Adventist Health Castle']
HI    2022-03-28 06-21  +1        ['HI,Kailua,96734,Adventist Health Castle']
HI    2022-04-01 06-54  +1        ['HI,Honolulu,,96819,Kaiser Foundation Hospital']
HI    2022-04-02 06-05  +2        ['HI,Aiea,96701,Pali Momi Medical Center', 'HI,Honolulu,96819,Pharmacare Ltc']
HI    2022-04-02 06-05  -1        ['HI,Honolulu,96813,Straub Medical Center']
HI    2022-04-05 05-48  +1        ['HI,Ewa Beach,96706,Queens Medical Center - West Oahu']
HI    2022-04-06 05-45  +2        ['HI,Kaneohe,96744,Kaiser Koolau Pharmacy', 'HI,Kealakekua,96750,Kona Community Hospital']
HI    2022-04-13 09-20  +1        ['HI,Kaunakakai,96748,Molokai General Hospital']
HI    2022-04-14 09-18  +1        ['HI,Wahiawa,96786,Wahiawa General Hospital']
HI    2022-04-29 05-13  +1        ['HI,Honolulu,96859,Tripler Army Medical Center']
HI    2022-05-02 06-02  -1        ['HI,Honolulu,96819,Pharmerica - Honolulu']
HI    2022-05-04 05-12  -1        ['HI,Honolulu,96819,Pharmacare Ltc']
HI    2022-05-06 06-12  +1        ['HI,Honolulu,96819,Pharmacare Iv Infusion']
HI    2022-05-07 05-45  +2        ['HI,Honolulu,96819,Pharmacare Ltc', 'HI,Honolulu,96819,Pharmerica - Honolulu']
HI    2022-05-12 07-16  +1        ['HI,Honolulu,96819,Kaiser Koolau Pharmacy']
HI    2022-05-12 07-16  -2        ['HI,Honolulu,96819,Pharmacare Iv Infusion', 'HI,Kaneohe,96744,Kaiser Koolau Pharmacy']
HI    2022-05-13 06-07  +1        ['HI,Honolulu,96819,Pharmacare Iv Infusion']
HI    2022-05-13 06-07  -1        ['HI,Honolulu,96859,Tripler Army Medical Center']
HI    2022-05-17 05-27  +1        ['HI,Waimanalo,96795,Waimanalo Health Center']
HI    2022-05-19 05-25  +2        ['HI,Honolulu,96813,Queens Medical Center - Punchbowl', 'HI,Honolulu,96859,Tripler Army Medical Center']
HI    2022-05-26 07-59  +1        ['HI,Kamuela,96743,Queens North Hawaii Covid']
HI    2022-06-14 04-15  -1        ['HI,Honolulu,96819,Pharmerica - Honolulu']
HI    2022-06-17 04-15  +1        ['HI,Honolulu,96819,Pharmerica - Honolulu']
HI    2022-07-06 04-15  -1        ['HI,Honolulu,96819,Pharmacare Iv Infusion']
ID    2022-02-22 09-09  -16       ['ID,Arco,83213,Lost River Hospital', 'ID,Blackfoot,83221,Bingham Memorial Hospital', 'ID,Boise,83712,St Lukes Pharmacy Central Boise', 'ID,Coeur D Alene,83814,Kootenai Health', 'ID,Cottonwood,83522,St Marys Hospital', 'ID,Driggs,83422,Teton Valley Hlth Care Inc', 'ID,Idaho Falls,83404,Blair Family Medicine', 'ID,Idaho Falls,83404,Mountain View Hospital', 'ID,Meridian,83642,Red Rock Pharmacy', 'ID,Moscow,83843,Gritman Medical Center', 'ID,Orofino,83544,Clearwater Valley Hospital', 'ID,Pocatello,83201,Portneuf Medical Center', 'ID,Pocatello,83201,Primary Care Specialists', 'ID,Preston,83263,Franklin County Medical Center', 'ID,Rexburg,83440,Madison Memorial Hospital', 'ID,Rexburg,83440,Teton Medical Group']
ID    2022-03-16 18-51  -15       ['ID,Arco,83213,Lost River Hospital', 'ID,Boise,83706,Saint Alphonsus Reg Med Center', 'ID,Bonners Ferry,83805,Bonners Ferry Family Medicine', 'ID,Coeur D Alene,83814,Kootenai Health', 'ID,Cottonwood,83522,St Marys Hospital', 'ID,Idaho Falls,83404,Blair Family Medicine', 'ID,Idaho Falls,83404,Mountain View Hospital', 'ID,Lewiston,83501,St. Joseph Regional Medical Center', 'ID,Malad City,83252,Nell J Redfield Memorial Hospital', 'ID,Meridian,83642,Red Rock Pharmacy', 'ID,Nampa,83687,Saint Alphonsus Med Cntr Nampa', 'ID,Orofino,83544,Clearwater Valley Hospital', 'ID,Pocatello,83201,Primary Care Specialists', 'ID,Rupert,83350,Minidoka Memorial Hospital', 'ID,Salmon,83467,Steele Memorial Medical Center']
ID    2022-03-18 09-58  -1        ['ID,Pocatello,83201,Portneuf Medical Center']
ID    2022-03-18 11-17  +1        ['ID,Idaho Falls,83404,Mountain View Hospital']
ID    2022-03-18 11-17  -1        ['ID,Rexburg,83440,Teton Medical Group']
ID    2022-03-21 16-35  +1        ['ID,Pocatello,83201,Portneuf Medical Center']
ID    2022-03-22 09-16  +2        ['ID,Cottonwood,83522,St Marys Hospital', 'ID,Orofino,83544,Clearwater Valley Hospital']
ID    2022-03-23 08-41  -3        ['ID,Boise,83712,St Lukes Pharmacy Central Boise', 'ID,Driggs,83422,Teton Valley Hlth Care Inc', 'ID,Moscow,83843,Gritman Medical Center']
ID    2022-03-24 13-46  +1        ['ID,Boise,83712,St Lukes Pharmacy Central Boise']
ID    2022-03-25 08-10  -1        ['ID,Idaho Falls,83404,Mountain View Hospital']
ID    2022-03-26 06-57  +2        ['ID,Driggs,83422,Teton Valley Hlth Care Inc', 'ID,Moscow,83843,Gritman Medical Center']
ID    2022-03-28 06-21  +1        ['ID,Idaho Falls,83404,Mountain View Hospital']
ID    2022-03-29 08-50  +2        ['ID,Lewiston,83501,St. Joseph Regional Medical Center', 'ID,Pocatello,83201,Primary Care Specialists']
ID    2022-03-31 08-53  +1        ['ID,Meridian,83642,Red Rock Pharmacy']
ID    2022-04-05 05-48  +2        ['ID,American Falls,83210,Power County Hospital', 'ID,Burley,83318,Cassia Regional Medical Center']
ID    2022-04-06 05-45  +1        ['ID,Boise,83712,St Lukes Pharmacy Procurement']
ID    2022-04-06 05-45  -1        ['ID,Boise,83712,St Lukes Pharmacy Central Boise']
ID    2022-04-08 05-48  +1        ['ID,Arco,83213,Lost River Hospital']
ID    2022-04-19 05-39  +1        ['ID,Idaho Falls,83404,Ridgeline Medical']
ID    2022-04-19 05-39  -1        ['ID,Pocatello,83201,Primary Care Specialists']
ID    2022-04-20 05-27  -1        ['ID,Lewiston,83501,St. Joseph Regional Medical Center']
ID    2022-04-27 05-23  -1        ['ID,American Falls,83210,Power County Hospital']
ID    2022-05-03 06-05  +1        ['ID,Sandpoint,83864,Bonner General Hospital']
ID    2022-05-04 05-12  +1        ['ID,Saint Maires,83861,Benewah Community Hospital']
ID    2022-05-11 06-51  +1        ['ID,Rupert,83350,Minidoka Memorial Hospital']
ID    2022-05-14 08-49  +1        ['ID,Bonners Ferry,83805,Boundary Community Hospital']
ID    2022-05-18 05-40  -1        ['ID,Meridian,83642,Red Rock Pharmacy']
ID    2022-05-24 05-46  +1        ['ID,Boise,83706,Saint Alphonsus Reg Med Center']
ID    2022-05-25 05-39  -1        ['ID,Rupert,83350,Minidoka Memorial Hospital']
ID    2022-05-26 07-59  +1        ['ID,Kellogg,83837,Shoshone Medical Center']
ID    2022-05-30 05-32  -1        ['ID,Burley,83318,Cassia Regional Medical Center']
ID    2022-06-02 07-54  +1        ['ID,Meridian,83642,Red Rock Pharmacy']
ID    2022-06-04 19-11  +2        ['ID,Bonners Ferry,83805,Bonners Ferry Family Medicine', 'ID,Nampa,83687,Saint Alphonsus Med Cntr Nampa']
ID    2022-06-06 06-32  -2        ['ID,Arco,83213,Lost River Hospital', 'ID,Saint Maires,83861,Benewah Community Hospital']
ID    2022-06-17 04-15  +2        ['ID,Grangeville,83530,Syringa Hospitals And Clinics', 'ID,Pocatello,83201,Primary Care Specialists']
ID    2022-06-17 04-15  -1        ['ID,Meridian,83642,Red Rock Pharmacy']
ID    2022-06-22 04-15  +1        ['ID,Burley,83318,Cassia Regional Medical Center']
ID    2022-06-29 04-15  +1        ['ID,Salmon,83467,Steele Memorial Medical Center']
ID    2022-06-30 04-15  +1        ['ID,Emmett,83617,Valor Health']
ID    2022-06-30 04-15  -1        ['ID,Pocatello,83201,Primary Care Specialists']
ID    2022-07-01 04-15  +1        ['ID,Malad City,83252,Nell J Redfield Memorial Hospital']
ID    2022-07-01 04-15  -1        ['ID,Emmett,83617,Valor Health']
ID    2022-07-06 04-15  +2        ['ID,Emmett,83617,Valor Health', 'ID,Idaho Falls,83404,Eastern Idaho Regional Medical']
ID    2022-07-08 04-15  -1        ['ID,Burley,83318,Cassia Regional Medical Center']
ID    2022-07-13 04-15  -1        ['ID,Salmon,83467,Steele Memorial Medical Center']
ID    2022-07-14 04-15  +1        ['ID,Rexburg,83440,Teton Medical Group']
IL    2022-02-22 09-09  -22       ['IL,Bloomington,61701,Osf St Joseph Medical Center', 'IL,Carthage,62321,Memorial Hospital Carthage', 'IL,Chicago,60623,Saint Anthony Hospital', 'IL,Chicago,60637,University Of Chicago Hospital', 'IL,Chicago,60644,Loretto Hospital', 'IL,Clinton,61727,Rural Health Center', 'IL,Danville,61832,Osf Sacred Heart Medical Danville', 'IL,Eldorado,62930,Ferrell Hospital', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm', 'IL,Lockport,60441,Duly Health And Care', 'IL,Lockport,60441,Lockport Express Medical', 'IL,Maryville,62062,Anderson Hospital', 'IL,Metropolis,62960,Massac Memorial Hospital', 'IL,Monticello,61856,Kirby Medical Center', 'IL,Peoria,61614,Osf St Francis Medical Center', 'IL,Quincy,62301,Blessing Hospital', 'IL,Rockford,61103,Javonbea Hospital - Rockton', 'IL,Rockford,61104,Swedish American Hospital Pharmacy', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Staunton,62088,Community Memorial Hospital', 'IL,Sterling,61081,Cgh Medical Center', 'IL,Urbana,61801,Carle Cancer Center']
IL    2022-03-03 10-04  -2        ['IL,Danville,61832,Osf Sacred Heart Medical Danville', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm']
IL    2022-03-08 14-40  +5        ['IL,Burr Ridge,60527,Metro Infectious Disease Consult', 'IL,Chicago,60611,Northwestern Memorial Hospital', 'IL,Danville,61832,Osf Sacred Heart Medical Danville', 'IL,Joliet,60435,Basingers Pharmacy', 'IL,Pittsfield,62363,Illini Community Hospital Pharmacy']
IL    2022-03-16 18-51  +2        ['IL,Alton,62002,Alton Memorial Hospital', 'IL,Quincy,62301,Illinois Veterans Home Quincy']
IL    2022-03-16 18-51  -5        ['IL,Chicago,60611,Northwestern Memorial Hospital', 'IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Eldorado,62930,Ferrell Hospital', 'IL,Joliet,60435,Basingers Pharmacy', 'IL,Rockford,61103,Javonbea Hospital - Rockton']
IL    2022-03-18 09-58  +8        ['IL,Alton,,Alton Memorial Hospital', 'IL,Burr Ridge,,Metro Infectious Disease Consult', 'IL,Chicago,,University Of Illinois Hospital', 'IL,Eldorado,62930,Ferrell Hospital', 'IL,Lockport,,Lockport Express Medical', 'IL,Quincy,,Quincy Medical Group', 'IL,Rockford,,Osf Healthcare - St. Anthony Medica', 'IL,Staunton,,Community Memorial Hospital']
IL    2022-03-18 09-58  -7        ['IL,Alton,62002,Alton Memorial Hospital', 'IL,Burr Ridge,60527,Metro Infectious Disease Consult', 'IL,Chicago,60612,University Of Illinois Hospital', 'IL,Lockport,60441,Lockport Express Medical', 'IL,Quincy,62301,Quincy Medical Group', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Staunton,62088,Community Memorial Hospital']
IL    2022-03-18 11-17  +9        ['IL,Alton,62002,Alton Memorial Hospital', 'IL,Burr Ridge,60527,Metro Infectious Disease Consult', 'IL,Chicago,60611,Northwestern Memorial Hospital', 'IL,Chicago,60612,University Of Illinois Hospital', 'IL,Lockport,60441,Lockport Express Medical', 'IL,Quincy,62301,Quincy Medical Group', 'IL,Rockford,61108,Osf Healthcare - St. Anthony Medica', 'IL,Springfield,62781,Memorial Medical Center', 'IL,Staunton,62088,Community Memorial Hospital']
IL    2022-03-18 11-17  -9        ['IL,Alton,,Alton Memorial Hospital', 'IL,Burr Ridge,,Metro Infectious Disease Consult', 'IL,Chicago,,University Of Illinois Hospital', 'IL,Lockport,,Lockport Express Medical', 'IL,Quincy,,Quincy Medical Group', 'IL,Rockford,,Osf Healthcare - St. Anthony Medica', 'IL,Staunton,,Community Memorial Hospital', 'IL,Sterling,61081,Cgh Medical Center', 'IL,Urbana,61801,Carle Cancer Center']
IL    2022-03-19 11-58  -1        ['IL,Burr Ridge,60527,Metro Infectious Disease Consult']
IL    2022-03-21 16-35  +1        ['IL,Chicago,60612,Stroger Hospital']
IL    2022-03-22 09-16  +1        ['IL,Urbana,61801,Carle Cancer Center']
IL    2022-03-23 08-41  +2        ['IL,Chicago,60614,Innovative Express Care - Diversey', 'IL,Sterling,61081,Cgh Medical Center']
IL    2022-03-24 13-46  +2        ['IL,Huntley,60142,Nw Medicine Huntley Hospital', 'IL,Mchenry,60050,Nw Medicine Mchenry Hospital']
IL    2022-03-25 08-10  +2        ['IL,Palos Heights,60463,Palos Community Hospital Pharmacy', 'IL,Westmont,60559,Nourish House Calls']
IL    2022-03-25 08-10  -1        ['IL,Quincy,62301,Illinois Veterans Home Quincy']
IL    2022-03-26 06-57  +1        ['IL,Winfield,60190,Nw Medicine Central Dupage Hospital']
IL    2022-03-28 06-21  +1        ['IL,Quincy,62301,Illinois Veterans Home Quincy']
IL    2022-03-29 08-50  +3        ['IL,Burr Ridge,60527,Metro Infectious Disease Consult', 'IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Rockford,61103,Javonbea Hospital - Rockton']
IL    2022-03-30 09-27  +3        ['IL,Dekalb,60115,Nw Medicine Kishwaukee Hospital', 'IL,Sandwich,60548,Nw Medicine Valley West Hospital', 'IL,Urbana,61801,Carle Foundation Hospital']
IL    2022-03-31 08-53  +2        ['IL,Chicago,60612,Rush University Medical Center', 'IL,Murphysboro,62966,Sih - Mem Hosp Of Carbondale']
IL    2022-04-01 06-54  +1        ['IL,Naperville,60540,Edward Hospital']
IL    2022-04-05 05-48  +3        ['IL,Chicago,60608,Baal Perazim Wellness Inc', 'IL,Chicago,60657,Aayu Clinics Lakeview Immediate Car', 'IL,Geneva,60134,Nw Medicine Delnor Hospital']
IL    2022-04-06 05-45  +6        ['IL,Bensenville,60106,Pharmerica Drug Systems', 'IL,Chicago,60631,Amita Health Resurrection Medical C', 'IL,Elgin,60124,Provena St. Joseph Hospital', 'IL,Lake Forest,60045,Lake Forest Acute Care', 'IL,Oak Park,60302,Cimpar Oak Park', 'IL,Rockford,61107,Mobile Medical Us Corp']
IL    2022-04-07 05-34  +9        ['IL,Bolingbrook,60440,Adventist Bolingbrook Hospital', 'IL,Decatur,62526,Decatur Memorial Hospital', 'IL,Elk Grove Village,60007,Alexian Brothers Hospital - Ip Phar', 'IL,Elmhurst,60126,Elmhurst Memorial Healthcare Hosp', 'IL,Hoffman Estates,60169,Saint Alexius Medical Center', 'IL,Joliet,60435,Amita St. Joseph Medical Center', 'IL,Lagrange,60525,Amita Adventist Medical Center Lagr', 'IL,Lincolnwood,60712,Refuah 311 - The Chicago Center', 'IL,Silvis,61282,Genesis Medical Center/ Illini Camp']
IL    2022-04-08 05-48  +6        ['IL,Belleville,62226,Protestant Memorial Medical Center', 'IL,Carbondale,62901,Sih - Mem Hosp Of Carbondale', 'IL,Chicago,60622,Amita Saints Mary And Elizabeth Med', 'IL,Joliet,60435,E Mediate Cure Quick Care', 'IL,Mount Vernon,62864,Good Samaritan Health Center', 'IL,Murphysboro,62966,Region 5 - Rhcc']
IL    2022-04-08 05-48  -1        ['IL,Murphysboro,62966,Sih - Mem Hosp Of Carbondale']
IL    2022-04-09 05-41  +2        ['IL,Kankakee,60901,Amita Health St Mary Hospital Kanka', 'IL,Peoria,61636,Methodist Medical Center Of Il']
IL    2022-04-10 09-31  +1        ['IL,Olympia Fields,60461,Franciscan Health Olympia Fields']
IL    2022-04-12 07-06  +2        ['IL,Chicago,60657,Amita St. Joseph Hospital', 'IL,Evergreen Park,60805,Osf Little Company Of Mary Pharm']
IL    2022-04-14 09-18  +1        ['IL,Hinsdale,60521,Adventist Hinsdale Hospital']
IL    2022-04-15 06-03  +7        ['IL,Aurora,60504,Rush Copley Medical Center', 'IL,Chicago,60617,South Shore Hospital', 'IL,Chicago,60622,Humboldt Park Health', 'IL,Freeport,61032,Manor Court Of Freeport', 'IL,Lagrange,60525,Adventist La Grange Mem Hosp', 'IL,Macomb,61455,Mcdonough District Hospital', 'IL,Normal,61761,Carle Bromenn Medical Center']
IL    2022-04-15 06-03  -2        ['IL,Lagrange,60525,Amita Adventist Medical Center Lagr', 'IL,Springfield,62781,Memorial Medical Center']
IL    2022-04-16 05-33  +5        ['IL,Carlinville,62626,Carlinville Area Hospital', 'IL,Chicago,60640,Louis A Weiss Memorial Hospital', 'IL,Evanston,60202,Amita Saint Francis Hospital', 'IL,Peru,61354,St Margarets Health-Peru', 'IL,Springfield,62781,Memorial Medical Center']
IL    2022-04-19 05-39  +2        ['IL,Arlington Heights,60005,Northwest Community Hospital', 'IL,Chicago,60625,Swedish Covenant Hospital']
IL    2022-04-19 05-39  -1        ['IL,Eldorado,62930,Ferrell Hospital']
IL    2022-04-20 05-27  +2        ['IL,Glenview,60026,Glenbrook Hospital', 'IL,Maywood,60153,Loyola University Medical Center']
IL    2022-04-21 05-29  +2        ['IL,Hoffman Estates,60169,St Alexius Medical Center Inpatient', 'IL,Paris,61944,Horizon Health']
IL    2022-04-21 05-29  -1        ['IL,Hoffman Estates,60169,Saint Alexius Medical Center']
IL    2022-04-22 05-26  +1        ['IL,Rochelle,61068,Rochelle Community Hospital']
IL    2022-04-22 05-26  -1        ['IL,Murphysboro,62966,Region 5 - Rhcc']
IL    2022-04-23 05-25  +5        ['IL,Manteno,60950,Il Veterans Home Of Manteno', 'IL,Murphysboro,62966,St Joseph Memorial Hospital', 'IL,Oak Park,60304,Rush Oak Park Hospital', 'IL,Woodridge,60517,Medwiz Pharmacy', 'IL,Woodridge,60517,Medwiz Pharmacy Of Illinois']
IL    2022-04-23 05-25  -2        ['IL,Chicago,60614,Innovative Express Care - Diversey', 'IL,Des Plaines,60018,Omnicare Of Northern Illinois']
IL    2022-04-27 05-23  +3        ['IL,Chicago,60608,Mt Sinai Hospital Medical Center', 'IL,Freeport,61032,Fhn Memorial Hospital', 'IL,Herrin,62948,Herrin Hospital']
IL    2022-04-30 05-15  +2        ['IL,Flora,62839,Clay County Hospital', 'IL,Murphysboro,62966,Region 5 - Rhcc']
IL    2022-04-30 05-15  -1        ['IL,Joliet,60435,E Mediate Cure Quick Care']
IL    2022-05-03 06-05  +1        ['IL,Jacksonville,62650,Jacksonville Memorial Hospital']
IL    2022-05-04 05-12  +2        ['IL,Elk Grove Village,60007,Alexian Brothers Hospital - Op Phar', 'IL,Glendale Heights,60139,Glen Oaks Hospital']
IL    2022-05-05 09-49  +1        ['IL,Grayslake,60030,Grayslake Apothecary']
IL    2022-05-06 06-12  +5        ['IL,Jerseyville,62052,Jersey Community Hospital', 'IL,Melrose Park,60160,Gottlieb Memorial Hospital', 'IL,Minonk,61760,Green Tree Pharmacy', 'IL,Wheaton,60187,Cns Home Infusion And Pharmacy', 'IL,Zion,60099,Midwestern Regional Med Ctr']
IL    2022-05-06 06-12  -1        ['IL,Quincy,62301,Illinois Veterans Home Quincy']
IL    2022-05-12 07-16  +3        ['IL,Chicago,60611,Ann Robert H. Lurie Childrens Hosp', 'IL,Lake In The Hills,60156,Urbancare Llc', 'IL,Quincy,62301,Illinois Veterans Home Quincy']
IL    2022-05-12 07-16  -1        ['IL,Rockford,61107,Mobile Medical Us Corp']
IL    2022-05-13 06-07  +2        ['IL,Gibson City,60936,Gibson Area Hospital', 'IL,Olney,62450,Richland Memorial Hospital']
IL    2022-05-14 08-49  +3        ['IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Fairfield,62837,Fairfield Memorial Hospital', 'IL,Joliet,60435,E Mediate Cure Quick Care']
IL    2022-05-14 08-49  -1        ['IL,Chicago,60657,Aayu Clinics Lakeview Immediate Car']
IL    2022-05-15 05-54  +1        ['IL,Chicago,60614,Innovative Express Care - Diversey']
IL    2022-05-17 05-27  +1        ['IL,Eldorado,62930,Ferrell Hospital']
IL    2022-05-18 05-40  +2        ['IL,Justice,60458,Iyengar Geriatrics Hospitalist Sc', 'IL,Morton Grove,60053,Rxperts Pharmacy - Chicago']
IL    2022-05-19 05-25  +3        ['IL,Downers Grove,60515,Remedi Seniorcare Of Chicago', 'IL,Rockford,61107,Mobile Medical Us Corp', 'IL,Springfield,62702,Springfield Clinic Oncology Dept']
IL    2022-05-21 05-54  -3        ['IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Elk Grove Village,60007,Alexian Brothers Hospital - Op Phar', 'IL,Glenview,60026,Glenbrook Hospital']
IL    2022-05-24 05-46  +3        ['IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Harrisburg,62946,Harrisburg Medical Center', 'IL,Oak Lawn,60453,Advocate Christ Medical Center']
IL    2022-05-25 05-39  +1        ['IL,Glenview,60026,Glenbrook Hospital']
IL    2022-05-26 07-59  +1        ['IL,Burr Ridge,60527,Pharmscript Holdcoandsubsidiaries']
IL    2022-05-27 05-48  +2        ['IL,Evanston,60201,Northshore University Health System', 'IL,Peoria,61615,Osf Healthcare']
IL    2022-05-28 05-34  -1        ['IL,Evanston,60202,Amita Saint Francis Hospital']
IL    2022-05-31 08-56  +1        ['IL,Watseka,60970,Iroquois Memorial Hospital']
IL    2022-05-31 08-56  -2        ['IL,Eldorado,62930,Ferrell Hospital', 'IL,Rockford,61107,Mobile Medical Us Corp']
IL    2022-06-02 07-54  +1        ['IL,Dixon,61021,Katherine Shaw Bethea Hospital']
IL    2022-06-02 07-54  -1        ['IL,Des Plaines,60018,Omnicare Of Northern Illinois']
IL    2022-06-04 19-11  +2        ['IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Schaumburg,60194,Prism Health Lab - Schaumburg']
IL    2022-06-04 19-11  -1        ['IL,Monticello,61856,Kirby Medical Center']
IL    2022-06-07 05-36  +2        ['IL,Des Plaines,60018,Omnicare Of N Illinois #48241', 'IL,Monticello,61856,Kirby Medical Center']
IL    2022-06-07 05-36  -7        ['IL,Chicago,60622,Amita Saints Mary And Elizabeth Med', 'IL,Chicago,60631,Amita Health Resurrection Medical C', 'IL,Chicago,60657,Amita St. Joseph Hospital', 'IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Hoffman Estates,60169,St Alexius Medical Center Inpatient', 'IL,Peru,61354,St Margarets Health-Peru', 'IL,Rochelle,61068,Rochelle Community Hospital']
IL    2022-06-08 05-42  +2        ['IL,Des Plaines,60018,Omnicare Of Northern Illinois', 'IL,Rockford,61107,Mobile Medical Us Corp']
IL    2022-06-09 04-15  +2        ['IL,Chicago,60631,Amita Health Resurrection Medical C', 'IL,Peru,61354,Liberty Village Of Peru']
IL    2022-06-11 04-15  -1        ['IL,Oak Park,60304,Rush Oak Park Hospital']
IL    2022-06-12 04-15  -1        ['IL,Carbondale,62901,Sih - Mem Hosp Of Carbondale']
IL    2022-06-14 04-15  +1        ['IL,Hoffman Estates,60169,St Alexius Medical Center Inpatient']
IL    2022-06-15 04-15  +1        ['IL,Evanston,60202,Amita Saint Francis Hospital']
IL    2022-06-16 04-15  +1        ['IL,Salem,62881,Salem Township Hospital']
IL    2022-06-16 04-15  -2        ['IL,Peoria,61614,Osf St Francis Medical Center', 'IL,Peru,61354,Liberty Village Of Peru']
IL    2022-06-17 04-15  +1        ['IL,Peru,61354,Liberty Village Of Peru']
