provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,npi,last_report_date,provider_status,provider_note
Kaiser Koolau Pharmacy,3288 MOANALUA RD,,Honolulu,Honolulu,HI,96819,00002-7589-01,Bebtelovimab,39,POINT (-157.899585 21.36324),1669514386,2022-07-02T00:00:00.000,ACTIVE,
PHARMERICA - HONOLULU,3375 Koapaka St. Ste H-435,,Honolulu,Honolulu,HI,96819,00002-7589-01,Bebtelovimab,59,POINT (-157.91688 21.33453),1477586048,2022-06-30T00:00:00.000,ACTIVE,
Pharmacare IV Infusion,3375 Koapaka St. F251,,Honolulu,Honolulu,HI,96819,00002-7589-01,Bebtelovimab,10,POINT (-157.91687 21.33453),1265418891,2022-06-21T00:00:00.000,ACTIVE,
Pharmacare LTC,3375 Koapaka St. F251,,Honolulu,Honolulu,HI,96819,00002-7589-01,Bebtelovimab,19,POINT (-157.91688 21.33453),1780660191,2022-07-01T00:00:00.000,ACTIVE,
Queens Medical Center - Punchbowl,1301 Punchbowl Street,Inpatient Pharmacy,Honolulu,Honolulu,HI,96813,00002-7589-01,Bebtelovimab,65,POINT (-157.85393 21.30787),1225384654,2022-07-03T00:00:00.000,ACTIVE,
Tripler Army Medical Center,1 Jarrett White Road,,Honolulu,Honolulu,HI,96859,00002-7589-01,Bebtelovimab,10,POINT (-157.88999 21.36011),,2022-04-28T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Kaiser Foundation Hospital,3288 MOANALUA RD,,"Honolulu,",Honolulu,HI,96819,00002-7589-01,Bebtelovimab,105,POINT (-157.899595 21.363245),1023415593,2022-07-04T00:00:00.000,ACTIVE,
Adventist Health Castle,640 ULUKAHIKI STREET,INPATIENT PHARMACY,Kailua,Honolulu,HI,96734,00002-7589-01,Bebtelovimab,12,POINT (-157.75614 21.38166),1316937691,2022-06-30T00:00:00.000,ACTIVE,
Wahiawa General Hospital,"128 Lehua St., wahiawa general hosp",128 Lehua st,Wahiawa,Honolulu,HI,96786,00002-7589-01,Bebtelovimab,13,POINT (-158.02717 21.49879),1689643553,2022-07-02T00:00:00.000,ACTIVE,
WAIMANALO HEALTH CENTER,41-1295 Kalanianaole Highway,,Waimanalo,Honolulu,HI,96795,00002-7589-01,Bebtelovimab,10,POINT (-157.71434 21.34699),1134773344,2022-07-02T00:00:00.000,ACTIVE,
Wilcox Memorial Hospital,3-3420 KUHIO HIGHWAY,,Lihue,Kauai,HI,96766,00002-7589-01,Bebtelovimab,21,POINT (-159.36638 21.98549),1376957431,2022-06-30T00:00:00.000,ACTIVE,
Molokai General Hospital,280 Home Olu Place,,Kaunakakai,Maui,HI,96748,00002-7589-01,Bebtelovimab,11,POINT (-157.01803 21.09386),,2022-06-28T00:00:00.000,ACTIVE,
Maui Memorial Medical Center,221 Mahalani Street,,Wailuku,Maui,HI,96793,00002-7589-01,Bebtelovimab,91,POINT (-156.48953 20.88484),1013379460,2022-07-01T00:00:00.000,ACTIVE,
Adair County Memorial Hospital,609 SE Kent St,,Greenfield,Adair,IA,50849,00002-7589-01,Bebtelovimab,3,POINT (-94.45177 41.30348),1780667519,2022-07-01T00:00:00.000,ACTIVE,
VETERANS MEMORIAL HOSPITAL,40 FIRST STREET SE,,Waukon,Allamakee,IA,52172,00002-7589-01,Bebtelovimab,8,POINT (-91.473104 43.270313),1164599643,2022-06-29T00:00:00.000,ACTIVE,
MERCYONE CENTERVILLE MEDICAL CENTER,1 St Joseph Drive,,Centerville,Appanoose,IA,52544,00002-7589-01,Bebtelovimab,14,POINT (-92.85811 40.75616),1356391635,2022-07-04T00:00:00.000,ACTIVE,
AUDUBON COUNTY MEMORIAL HOSPITAL,515 Pacific Ave,,Audubon,Audubon,IA,50025,00002-7589-01,Bebtelovimab,4,POINT (-94.93746 41.7154),1710951686,2022-07-01T00:00:00.000,ACTIVE,
VIRGINIA GAY HOSPITAL,502 NORTH NINTH AVENUE,,Vinton,Benton,IA,52349,00002-7589-01,Bebtelovimab,5,POINT (-91.97531 42.105),1881637031,2022-07-01T00:00:00.000,ACTIVE,
Allen Memorial Hospital,1825 Logan Ave,Pharmacy,Waterloo,Black Hawk,IA,50703,00002-7589-01,Bebtelovimab,31,POINT (-92.33961 42.52665),1336231091,2022-06-27T00:00:00.000,ACTIVE,
MERCYONE WATERLOO MEDICAL CENTER,3421 WEST 9TH STREET,ATTN:  6th Floor PHARMACY,Waterloo,Black Hawk,IA,50702,00002-7589-01,Bebtelovimab,8,POINT (-92.3453 42.46402),1700827896,2022-07-04T00:00:00.000,ACTIVE,
COMMUNITY MEMORIAL HOSPITAL MEDICAL,909 W. 1st Street,,Sumner,Bremer,IA,50674,00002-7589-01,Bebtelovimab,10,POINT (-92.10934 42.84606),1538120506,2022-07-01T00:00:00.000,ACTIVE,
Waverly Health Center,312 9th St. SW,Suite 1000,Waverly,Bremer,IA,50677,00002-7589-01,Bebtelovimab,33,POINT (-92.48249 42.72292),1447299953,2022-06-30T00:00:00.000,ACTIVE,
BUCHANAN CO HEALTH CTR-INDEPENDENCE,1600 1St Street East,,Independence,Buchanan,IA,50644,00002-7589-01,Bebtelovimab,41,POINT (-91.87502 42.4689),1265595144,2022-06-30T00:00:00.000,ACTIVE,
BUENA VISTA REGIONAL MEDICAL CENTER,1525 W. 5th St,,Storm Lake,Buena Vista,IA,50588,00002-7589-01,Bebtelovimab,31,POINT (-95.22339 42.64478),1134191653,2022-07-04T00:00:00.000,ACTIVE,
STEWART MEMORIAL COMMUNITY HOSPITAL,1301 W MAIN ST,,Lake City,Calhoun,IA,51449,00002-7589-01,Bebtelovimab,20,POINT (-94.75117 42.26558),1396887394,2022-06-30T00:00:00.000,ACTIVE,
ST. ANTHONY REGIONAL HOSPITAL,311 SOUTH CLARK STREET,Attn: Pharmacy,Carroll,Carroll,IA,51401,00002-7589-01,Bebtelovimab,24,POINT (-94.86772 42.05686),1720067127,2022-07-01T00:00:00.000,ACTIVE,
MANNING REGIONAL HEALTHCARE CENTER,1550 Sixth Street,,Manning,Carroll,IA,51455,00002-7589-01,Bebtelovimab,9,POINT (-95.07574 41.90471),1467509141,2022-07-01T00:00:00.000,ACTIVE,
CASS COUNTY HEALTH SYSTEM,1501 E. 10th Street,,Atlantic,Cass,IA,50022,00002-7589-01,Bebtelovimab,10,POINT (-94.99151 41.40141),1861597122,2022-07-03T00:00:00.000,ACTIVE,
HANCOCK COUNTY HEALTH SYSTEM,532 1st Street NW,,Britt,Cerro Gordo,IA,50401,00002-7589-01,Bebtelovimab,12,POINT (-93.192473 43.152254),1912938606,2022-07-04T00:00:00.000,ACTIVE,
MERCYONE NORTH IOWA MEDICAL CENTER,1000 4th St SW,,Mason City,Cerro Gordo,IA,50401,00002-7589-01,Bebtelovimab,5,POINT (-93.21599 43.148585),,2022-06-27T00:00:00.000,ACTIVE,
CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,ATTN: PHARMACY,Cherokee,Cherokee,IA,51012,00002-7589-01,Bebtelovimab,6,POINT (-95.54953 42.75873),1689640500,2022-06-30T00:00:00.000,ACTIVE,
CLARKE COUNTY HOSPITAL,800 S Fillmore St,Attn: Pharmacy,Osceola,Clarke,IA,50213,00002-7589-01,Bebtelovimab,9,POINT (-93.768365 41.026005),1114954997,2022-07-01T00:00:00.000,ACTIVE,
SPENCER HOSPITAL,1200 FIRST AVENUE EAST,ATTN: Pharmacy,Spencer,Clay,IA,51301,00002-7589-01,Bebtelovimab,17,POINT (-95.143424 43.1499),1255328621,2022-06-30T00:00:00.000,ACTIVE,
MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,,Elkader,Clayton,IA,52043,00002-7589-01,Bebtelovimab,12,POINT (-91.41705 42.860555),1184645434,2022-07-05T00:00:00.000,ACTIVE,
GUTTENBERG MUNICIPAL HOSPITAL,200 Main St,,Guttenberg,Clayton,IA,52052,00002-7589-01,Bebtelovimab,6,POINT (-91.09924 42.78574),1932139359,2022-07-05T00:00:00.000,ACTIVE,
MERCYONE CLINTON MEDICAL CENTER,1410 N 4th Street,,Clinton,Clinton,IA,52732,00002-7589-01,Bebtelovimab,25,POINT (-90.18925 41.86131),1427093962,2022-07-04T00:00:00.000,ACTIVE,
CRAWFORD COUNTY MEMORIAL HOSPITAL,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,Denison,Crawford,IA,51442,00002-7589-01,Bebtelovimab,5,POINT (-95.3805 42.02413),1578555116,2022-07-04T00:00:00.000,ACTIVE,
DALLAS COUNTY HOSPITAL,610 10th Street,,Perry,Dallas,IA,50220,00002-7589-01,Bebtelovimab,5,POINT (-94.094258 41.833905),1669477089,2022-06-29T00:00:00.000,ACTIVE,
DAVIS COUNTY HOSPITAL,509 N Madison Street,,Bloomfield,Davis,IA,52537,00002-7589-01,Bebtelovimab,19,POINT (-92.415018 40.758646),1942255666,2022-06-30T00:00:00.000,ACTIVE,
DECATUR COUNTY HOSPITAL,1405 NW CHURCH STREET,,Leon,Decatur,IA,50144,00002-7589-01,Bebtelovimab,12,POINT (-93.74768 40.75114),1144209255,2022-06-30T00:00:00.000,ACTIVE,
REGIONAL MEDICAL CENTER,709 West Main Street,,Manchester,Delaware,IA,52057,00002-7589-01,Bebtelovimab,13,POINT (-91.46676 42.484905),1881657948,2022-07-01T00:00:00.000,ACTIVE,
WB SOUTHEAST IOWA REGIONAL MED CTR,1221 S Gear AVE,,West Burlington,Des Moines,IA,52655,00002-7589-01,Bebtelovimab,8,POINT (-91.17746 40.80979),1134168263,2022-06-28T00:00:00.000,ACTIVE,
LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,,Spirit Lake,Dickinson,IA,51360,00002-7589-01,Bebtelovimab,22,POINT (-95.12621 43.41724),1508862012,2022-07-04T00:00:00.000,ACTIVE,
FINLEY HOSPITAL,350 N. Grandview Ave,Pharmacy,Dubuque,Dubuque,IA,52001,00002-7589-01,Bebtelovimab,10,POINT (-90.68721 42.49545),1942392600,2022-06-28T00:00:00.000,ACTIVE,
HARTIG DRUG-DUBUQUE #2,157 LOCUST STREET,,Dubuque,Dubuque,IA,52001,00002-7589-01,Bebtelovimab,6,POINT (-90.665774 42.49523),1356448914,2022-06-28T00:00:00.000,ACTIVE,
MERCYONE DUBUQUE MEDICAL CENTER,250 Mercy Drive,,Dubuque,Dubuque,IA,52001,00002-7589-01,Bebtelovimab,29,POINT (-90.674433 42.492685),1659348506,2022-07-01T00:00:00.000,ACTIVE,
MERCYONE DYERSVILLE MEDICAL CENTER,1111 THIRD STREET SW,,Dyersville,Dubuque,IA,52040,00002-7589-01,Bebtelovimab,16,POINT (-91.130645 42.476055),1205816725,2022-07-05T00:00:00.000,ACTIVE,
AVERA HOLY FAMILY HOSPITAL,826 N 8TH ST,AVERA HOLY FAMILY,Estherville,Emmet,IA,51334,00002-7589-01,Bebtelovimab,20,POINT (-94.83386 43.409555),1508810177,2022-06-29T00:00:00.000,ACTIVE,
GUNDERSEN PALMER LUTHERAN HOSPITAL,112 JEFFERSON STREET,,West Union,Fayette,IA,52175,00002-7589-01,Bebtelovimab,3,POINT (-91.80988 42.96803),1598765398,2022-06-30T00:00:00.000,ACTIVE,
FLOYD COUNTY MEDICAL CENTER,800 11th St,,Charles City,Floyd,IA,50616,00002-7589-01,Bebtelovimab,5,POINT (-92.68275 43.05256),1265402390,2022-07-01T00:00:00.000,ACTIVE,
FRANKLIN GENERAL HOSPITAL,1720 Central Avenue East,,Franklin,Franklin,IA,50441,00002-7589-01,Bebtelovimab,16,POINT (-93.18834 42.74368),1477637759,2022-07-01T00:00:00.000,ACTIVE,
GEORGE C. GRAPE COMMUNITY HOSPITAL,2959 US HWY 275,,Hamburg,Fremont,IA,51640,00002-7589-01,Bebtelovimab,9,POINT (-95.65056 40.620495),1932294071,2022-06-29T00:00:00.000,ACTIVE,
GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,,Jefferson,Greene,IA,50129,00002-7589-01,Bebtelovimab,7,POINT (-94.3897 42.01528),1083654883,2022-06-30T00:00:00.000,ACTIVE,
GRUNDY COUNTY MEMORIAL HOSPITAL,201 East J Ave,,Grundy Center,Grundy,IA,50638,00002-7589-01,Bebtelovimab,10,POINT (-92.761947 42.358825),1821055989,2022-06-30T00:00:00.000,ACTIVE,
GUTHRIE COUNTY HOSPITAL,710 N 12th St,,Guthrie Center,Guthrie,IA,50115,00002-7589-01,Bebtelovimab,16,POINT (-94.49431 41.68367),1366414534,2022-07-01T00:00:00.000,ACTIVE,
VAN DIEST MEDICAL CENTER,2350 Hospital Drive,,Webster City,Hamilton,IA,50595,00002-7589-01,Bebtelovimab,4,POINT (-93.812225 42.45288),1295702397,2022-06-30T00:00:00.000,ACTIVE,
HANSEN FAMILY HOSPITAL,920 S OAK ST,ATTENTION PHARMACY,Iowa Falls,Hardin,IA,50126,00002-7589-01,Bebtelovimab,17,POINT (-93.26086 42.50095),1831296052,2022-07-01T00:00:00.000,ACTIVE,
CHI HEALTH HOSPITAL-MISSOURI VALLEY,631 N 8th St,,Missouri Valley,Harrison,IA,51555,00002-7589-01,Bebtelovimab,16,POINT (-95.885685 41.562775),1508964123,2022-06-30T00:00:00.000,ACTIVE,
HENRY COUNTY HEALTH CENTER,407 S WHITE ST,ATTENTION PHARMACY,Mount Pleasant,Henry,IA,52641,00002-7589-01,Bebtelovimab,9,POINT (-91.55932 40.96256),1811571417,2022-06-30T00:00:00.000,ACTIVE,
REGIONAL HLTH SERVICES OF HOWARD CO,235 8TH AVE WEST,,Cresco,Howard,IA,52136,00002-7589-01,Bebtelovimab,12,POINT (-92.11787 43.38109),1417991316,2022-07-01T00:00:00.000,ACTIVE,
HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 15TH STREET NORTH,HUMBOLDT HOSPITAL PHARMACY,Humboldt,Humboldt,IA,50548,00002-7589-01,Bebtelovimab,11,POINT (-94.232455 42.73263),1760432637,2022-07-01T00:00:00.000,ACTIVE,
HORN MEMORIAL HOSPITAL,701 EAST SECOND STREET,,Ida Grove,Ida,IA,51445,00002-7589-01,Bebtelovimab,6,POINT (-95.45995 42.33869),1265461180,2022-07-04T00:00:00.000,ACTIVE,
Jackson County Regional Health CTR,601 Hospital Drive,,Maquoketa,Jackson,IA,52060,00002-7589-01,Bebtelovimab,9,POINT (-90.658 42.04589),1912960758,2022-07-01T00:00:00.000,ACTIVE,
MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVENUE E,,Newton,Jasper,IA,50208,00002-7589-01,Bebtelovimab,9,POINT (-93.050596 41.7037),1003296179,2022-06-30T00:00:00.000,ACTIVE,
JEFFERSON COUNTY HEALTH CENTER,2000 S. Main St,,Fairfield,Jefferson,IA,52556,00002-7589-01,Bebtelovimab,16,POINT (-91.96578 40.98657),1376648329,2022-06-30T00:00:00.000,ACTIVE,
MERCY HOSPITAL IOWA CITY,500 E Market St,,Iowa City,Johnson,IA,52245,00002-7589-01,Bebtelovimab,8,POINT (-91.528415 41.664115),1972720878,2022-07-05T00:00:00.000,ACTIVE,
UNIV OF IOWA HOSPITALS CLINICS,200 HAWKINS DRIVE,CC 101GH PHARMACY,Iowa City,Johnson,IA,52242,00002-7589-01,Bebtelovimab,99,POINT (-91.548095 41.659925),1376544320,2022-06-30T00:00:00.000,ACTIVE,
JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,,Anamosa,Jones,IA,52205,00002-7589-01,Bebtelovimab,13,POINT (-91.26206 42.10191),1164514741,2022-06-28T00:00:00.000,ACTIVE,
KOSSUTH REGIONAL HLTH CENTER-ALGONA,1515 SOUTH PHILLIPS STREET,,Algona,Kossuth,IA,50511,00002-7589-01,Bebtelovimab,5,POINT (-94.22575 43.056595),1841361276,2022-06-27T00:00:00.000,ACTIVE,
BLESSING HEALTH KEOKUK,1600 Morgan St,,Keokuk,Lee,IA,52632,00002-7589-01,Bebtelovimab,12,POINT (-91.38839 40.40699),1427032457,2022-07-01T00:00:00.000,ACTIVE,
MERCY MEDICAL CENTER-CEDAR RAPIDS,701 10TH ST SE,,Cedar Rapids,Linn,IA,52403,00002-7589-01,Bebtelovimab,26,POINT (-91.65613 41.978525),1720029333,2022-06-30T00:00:00.000,ACTIVE,
ST LUKES HOSP-WOMENS - CHILD. CTR,1026 A AVENUE NE,,Cedar Rapids,Linn,IA,52402,00002-7589-01,Bebtelovimab,8,POINT (-91.66094 41.98571),1083708226,2022-07-01T00:00:00.000,ACTIVE,
AVERA MERRILL PIONEER HOSPITAL,1100 S 10th Ave,,Rock Rapids,Lyon,IA,51246,00002-7589-01,Bebtelovimab,7,POINT (-96.17144 43.4166),1750854956,2022-07-04T00:00:00.000,ACTIVE,
SANFORD CLINIC-ROCK RAPIDS,104 BUNCOMBE DRIVE,,Rock Rapids,Lyon,IA,51246,00002-7589-01,Bebtelovimab,4,POINT (-96.18232 43.43262),1396218244,2022-07-01T00:00:00.000,ACTIVE,
MAHASKA HEALTH PARTNERSHIP-HOSP,1229 C AVENUE E,PHARMACY,Oskaloosa,Mahaska,IA,52577,00002-7589-01,Bebtelovimab,6,POINT (-92.63065 41.29878),1356320659,2022-06-28T00:00:00.000,ACTIVE,
KNOXVILLE HOSPITAL and CLINICS,1002 S. LINCOLN STREET,,Knoxville,Marion,IA,50138,00002-7589-01,Bebtelovimab,76,POINT (-93.11217 41.3117),1922087915,2022-07-02T00:00:00.000,ACTIVE,
PELLA REGIONAL HEALTH CENTER,404 Jefferson St,,Pella,Marion,IA,50219,00002-7589-01,Bebtelovimab,4,POINT (-92.91216 41.41241),1578520888,2022-06-30T00:00:00.000,ACTIVE,
UNITYPOINT HEALTH-MARSHALLTOWN,55 UnityPoint Way,,Marshalltown,Marshall,IA,50158,00002-7589-01,Bebtelovimab,8,POINT (-92.92985 42.01106),1629503057,2022-06-30T00:00:00.000,ACTIVE,
BURGESS HEALTH CENTER,Pharmacy Department,1600 Diamond Street,Onawa,Monona,IA,51040,00002-7589-01,Bebtelovimab,10,POINT (-96.10624 42.02537),1730253360,2022-06-30T00:00:00.000,ACTIVE,
MONROE COUNTY HOSPITAL,6580 165th St.,Attn: Pharmacy Department,Albia,Monroe,IA,52531,00002-7589-01,Bebtelovimab,14,POINT (-92.7971 41.04365),1205895299,2022-06-30T00:00:00.000,ACTIVE,
MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE,,Red Oak,Montgomery,IA,51566,00002-7589-01,Bebtelovimab,5,POINT (-95.21572 41.02854),1376539338,2022-06-22T00:00:00.000,ACTIVE,
UNITYPOINT-TRINITY MUSCATINE HOSP,1518 MULBERRY AVENUE,,Muscatine,Muscatine,IA,52761,00002-7589-01,Bebtelovimab,10,POINT (-91.054253 41.43328),1861444333,2022-06-29T00:00:00.000,ACTIVE,
MERCYONE PRIMGHAR MEDICAL CENTER,255 N WELCH AVENUE,,Primghar,Obrien,IA,51245,00002-7589-01,Bebtelovimab,10,POINT (-95.62404 43.08879),1851327563,2022-06-27T00:00:00.000,ACTIVE,
SANFORD SHELDON MEDICAL CENTER,118 N 7TH AVENUE,Pharmacy Dept,Sheldon,Obrien,IA,51201,00002-7589-01,Bebtelovimab,12,POINT (-95.84661 43.18683),1841200623,2022-06-28T00:00:00.000,ACTIVE,
OSCEOLA COMMUNITY HOSPITAL,600 9th Ave North,,Sibley,Osceola,IA,51249,00002-7589-01,Bebtelovimab,7,POINT (-95.74154 43.40241),1780751222,2022-06-27T00:00:00.000,ACTIVE,
CLARINDA REGIONAL HEALTH CENTER,220 Essie Davison Dr,,Clarinda,Page,IA,51632,00002-7589-01,Bebtelovimab,14,POINT (-95.04238 40.7236),1366486946,2022-06-29T00:00:00.000,ACTIVE,
SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,,Shenandoah,Page,IA,51601,00002-7589-01,Bebtelovimab,22,POINT (-95.36884 40.752755),1184621096,2022-07-01T00:00:00.000,ACTIVE,
Palo Alto Hospital,3201 1st Street N,,Emmetsburg,Palo Alto,IA,50536,00002-7589-01,Bebtelovimab,10,POINT (-94.69157 43.11924),1790793651,2022-07-01T00:00:00.000,ACTIVE,
FLOYD VALLEY HEALTHCARE,714 LINCOLN STREET NE,,Le Mars,Plymouth,IA,51031,00002-7589-01,Bebtelovimab,6,POINT (-96.15558 42.79629),1326109315,2022-07-04T00:00:00.000,ACTIVE,
POCAHONTAS COMMUNITY HOSPITAL,606 NW 7TH STREET,,Pocahontas,Pocahontas,IA,50574,00002-7589-01,Bebtelovimab,5,POINT (-94.67874 42.74044),,2022-07-04T00:00:00.000,ACTIVE,
BROADLAWNS MEDICAL CENTER,1801 Hickman Rd,Pharmacy,Des Moines,Polk,IA,50314,00002-7589-01,Bebtelovimab,5,POINT (-93.64167 41.616605),1467447508,2022-06-30T00:00:00.000,ACTIVE,
Hy-Vee Pharmacy Solutions Des Moine,215 10th St,Suite 110,Des Moines,Polk,IA,50309,00002-7589-01,Bebtelovimab,82,POINT (-93.62902 41.58448),1003315011,2022-06-30T00:00:00.000,ACTIVE,
IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,ILH Pharmacy Dept,Des Moines,Polk,IA,50316,00002-7589-01,Bebtelovimab,25,POINT (-93.62744 41.600385),1356433049,2022-06-30T00:00:00.000,ACTIVE,
IOWA METHODIST MEDICAL CENTER,1200 PLEASANT ST,ATTENTION PHARMACY,Des Moines,Polk,IA,50309,00002-7589-01,Bebtelovimab,57,POINT (-93.633645 41.588995),1396837951,2022-07-01T00:00:00.000,ACTIVE,
MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,ATTENTION INPATIENT PHARMACY,Des Moines,Polk,IA,50314,00002-7589-01,Bebtelovimab,10,POINT (-93.62383 41.5994),1508964883,2022-07-01T00:00:00.000,ACTIVE,
PHARMSCRIPT HOLDCOANDSUBSIDIARIES,2601 104th Street,STE 300,Urbandale,Polk,IA,50322,00002-7589-01,Bebtelovimab,5,POINT (-93.759343 41.61899),1992348882,2022-07-01T00:00:00.000,ACTIVE,
Pharmscript of IA LLC,2601 104th Street,Suite 300,Urbandale,Polk,IA,50322,00002-7589-01,Bebtelovimab,5,POINT (-93.759343 41.61899),1992348882,2022-07-01T00:00:00.000,ACTIVE,
MERCYONE WEST DES MOINES MED CENTER,1755 59TH PLACE,ATTN:  INPATIENT PHARMACY,West Des Moines,Polk,IA,50266,00002-7589-01,Bebtelovimab,2,POINT (-93.79092 41.59672),1538395975,2022-06-29T00:00:00.000,ACTIVE,
METHODIST WEST HOSPITAL,1660 60TH STREET,Pharmacy Department,West Des Moines,Polk,IA,50266,00002-7589-01,Bebtelovimab,20,POINT (-93.78985 41.54539),1598905762,2022-06-30T00:00:00.000,ACTIVE,
CHI HLTH HOSP-MERCY COUNCIL BLUFFS,800 MERCY DRIVE,,Council Bluffs,Pottawattamie,IA,51503,00002-7589-01,Bebtelovimab,10,POINT (-95.83884 41.26871),1265517759,2022-06-28T00:00:00.000,ACTIVE,
METHODIST JENNIE EDMUNDSON HOSP,933 East Pierce Street,c/o Pharmacy Dept,Council Bluffs,Pottawattamie,IA,51503,00002-7589-01,Bebtelovimab,14,POINT (-95.8349 41.268275),1457448755,2022-06-30T00:00:00.000,ACTIVE,
GRINNELL REGIONAL MEDICAL CENTER,210 fourth avenue,IN PATIENT PHARMACY,Grinnell,Poweshiek,IA,50112,00002-7589-01,Bebtelovimab,24,POINT (-92.73439 41.74319),1669420501,2022-07-01T00:00:00.000,ACTIVE,
RINGGOLD COUNTY HOSPITAL,504 N Cleveland St,,Mount Ayr,Ringgold,IA,50854,00002-7589-01,Bebtelovimab,2,POINT (-94.22339 40.71836),1811046568,2022-07-01T00:00:00.000,ACTIVE,
LORING HOSPITAL,211 HIGHLAND AVENUE,,Sac City,Sac,IA,50583,00002-7589-01,Bebtelovimab,2,POINT (-94.97954 42.41833),1467501791,2022-06-30T00:00:00.000,ACTIVE,
TRINITY MEDICAL CENTER BETTENDORF,4500 UTICA RIDGE ROAD,PHARMACY,Bettendorf,Scott,IA,52722,00002-7589-01,Bebtelovimab,10,POINT (-90.51968 41.56571),1124110820,2022-06-29T00:00:00.000,ACTIVE,
GENESIS MEDICAL CENTER-DAVENPORT,1401 W. Central Park,Attn. Pharmacy,Davenport,Scott,IA,52804,00002-7589-01,Bebtelovimab,25,POINT (-90.59379 41.54352),1710276183,2022-06-30T00:00:00.000,ACTIVE,
Omnicare of the Quad Cities,2660 E 53rd ST Suite 1,,Davenport,Scott,IA,52807,00002-7589-01,Bebtelovimab,10,POINT (-90.537657 41.57538),1922040393,2022-07-01T00:00:00.000,ACTIVE,
Omnicare of the Quad Cities #48235,2660 East 53rd Street Suite 1,,Davenport,Scott,IA,52807,00002-7589-01,Bebtelovimab,5,POINT (-90.537657 41.57538),1922040393,2022-07-01T00:00:00.000,ACTIVE,
MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,,Harlan,Shelby,IA,51537,00002-7589-01,Bebtelovimab,5,POINT (-95.327075 41.64693),1598871469,2022-06-30T00:00:00.000,ACTIVE,
HAWARDEN REGIONAL HEALTHCARE,1111 11th St,,Hawarden,Sioux,IA,51023,00002-7589-01,Bebtelovimab,25,POINT (-96.4799 42.99892),1841261104,2022-06-28T00:00:00.000,ACTIVE,
ORANGE CITY AREA HEALTH SYSTEM HOSP,1000 LINCOLN CIR SE,,Orange City,Sioux,IA,51041,00002-7589-01,Bebtelovimab,11,POINT (-96.04415 42.99421),1245757160,2022-07-04T00:00:00.000,ACTIVE,
HEGG MEMORIAL HEALTH CENTER,1200 21st Ave,,Rock Valley,Sioux,IA,51247,00002-7589-01,Bebtelovimab,6,POINT (-96.28499 43.20173),1703182569,2022-07-01T00:00:00.000,ACTIVE,
SIOUX CENTER HEALTH,1101 9th St SE,,Sioux Center,Sioux,IA,51250,00002-7589-01,Bebtelovimab,5,POINT (-96.15788 43.06802),1326056755,2022-06-30T00:00:00.000,ACTIVE,
MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,ATTENTION:  PHARMACY,Ames,Story,IA,50010,00002-7589-01,Bebtelovimab,19,POINT (-93.61227 42.032465),1477539492,2022-07-01T00:00:00.000,ACTIVE,
GREATER REGIONAL MEDICAL CENTER,1700 W. Townline St,,Creston,Union,IA,50801,00002-7589-01,Bebtelovimab,9,POINT (-94.383797 41.0701),1902805062,2022-07-04T00:00:00.000,ACTIVE,
VAN BUREN CO HOSP CLIN-KEOSAUQUA,304 FRANKLIN ST,,Keosauqua,Van Buren,IA,52565,00002-7589-01,Bebtelovimab,5,POINT (-91.95884 40.73558),1508810714,2022-06-28T00:00:00.000,ACTIVE,
WASHINGTON COUNTY HOSPITAL,400 E. POLK STREET,,Washington,Washington,IA,52353,00002-7589-01,Bebtelovimab,22,POINT (-91.68888 41.28967),1053305326,2022-06-30T00:00:00.000,ACTIVE,
WAYNE COUNTY HOSPITAL,417 S. East St.,,Corydon,Wayne,IA,50060,00002-7589-01,Bebtelovimab,12,POINT (-93.31186 40.75421),1174599468,2022-07-01T00:00:00.000,ACTIVE,
UNITYPOINT HLTH-TRINITY-FORT DODGE,802 KENYON RD,ATTENTION PHARMACY,Fort Dodge,Webster,IA,50501,00002-7589-01,Bebtelovimab,6,POINT (-94.191625 42.490335),1487759858,2022-07-04T00:00:00.000,ACTIVE,
WINNESHIEK MEDICAL CENTER,901 MONTGOMERY STREET,ATTENTION PHARMACY,Decorah,Winneshiek,IA,52101,00002-7589-01,Bebtelovimab,16,POINT (-91.77298 43.29477),1619922051,2022-07-04T00:00:00.000,ACTIVE,
