State Date       Time   Providers Details
FL    2022-03-31 08-52  +2        ['FL,Seminole,33772,Walgreens Store #03556', 'FL,St Petersburg,33712,Walgreens Store #02665']
FL    2022-04-02 15-49  -1        ['FL,Panama City,32405,Pancare Hlth Panama City']
FL    2022-04-04 05-38  -1        ['FL,Patrick Afb,32925,45Th Medical Support Group']
FL    2022-04-04 08-57  +1        ['FL,Patrick Afb,32925,45Th Medical Support Group']
FL    2022-04-04 12-09  -1        ['FL,Patrick Afb,32925,45Th Medical Support Group']
FL    2022-04-05 05-48  +3        ['FL,Jacksonville,32259,Walgreens Store #09026', 'FL,North Miami,33181,Walgreens Store #00748', 'FL,Orlando,32826,Walgreens Store #06030']
FL    2022-04-05 05-48  -1        ['FL,Zephyrhills,33541,Zephyrhills Family Hlth Ctr']
FL    2022-04-06 05-45  -4        ['FL,Jacksonville,32259,Walgreens Store #09026', 'FL,Orlando,32826,Walgreens Store #06030', 'FL,Seminole,33772,Walgreens Store #03556', 'FL,St Petersburg,33712,Walgreens Store #02665']
FL    2022-04-07 05-34  +1        ['FL,Plantation,33324,Cvs Store #05079']
FL    2022-04-09 05-41  -1        ['FL,Bradenton,34208,Bradenton Family Medical Center']
FL    2022-04-14 06-54  +7        ['FL,Jacksonville,32259,Walgreens Store #09026', 'FL,Ocala,34475,Walgreens Store #10671', 'FL,Orlando,32826,Walgreens Store #06030', 'FL,Seminole,33772,Walgreens Store #03556', 'FL,St Petersburg,33712,Walgreens Store #02665', 'FL,Sumterville,33585,Langley Hlth Services Sumterville', 'FL,Zephyrhills,33541,Walgreens Store #11790']
FL    2022-04-14 06-54  -1        ['FL,West Palm Beach,33407,Cl Brumback Prmry Care W Palm Beach']
FL    2022-04-15 06-04  +1        ['FL,Jacksonville,32207,Panama Pharmacy At Emed']
FL    2022-04-16 05-34  +1        ['FL,Bradenton,34208,Bradenton Family Medical Center']
FL    2022-04-19 05-39  -1        ['FL,Boca Raton,33433,Cvs Store #08372']
FL    2022-04-21 05-29  +1        ['FL,Tyndall Afb,32403,325 Medical Group']
FL    2022-04-22 11-14  -1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-04-26 05-21  +1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-04-27 05-23  +14       ['FL,Boca Raton,33433,Cvs Store #08372', 'FL,Boynton Beach,33426,Md Now- Boynton Beach', 'FL,Davie,33328,Md Now - Davie', 'FL,Hollywood,33021,Md Now - Hollywood', 'FL,Lake Worth,33463,Md Now - Lake Worth', 'FL,Margate,33063,Md Now - South Margate', 'FL,Miami,33155,Md Now- Bird Road', 'FL,Miami,33174,Md Now - West Flagler', 'FL,N Miami Beach,33179,Md Now - N Miami Beach', 'FL,North Palm Beach,33408,Urgent Care Of The Palm Beaches', 'FL,Plantation,33317,Md Now - Plantation', 'FL,Royal Palm Beach,33411,Md Now - Royal Palm Beach', 'FL,Tamarac,33319,Md Now - Tamarac', 'FL,West Palm Beach,33409,Md Now - West Palm Beach']
FL    2022-04-29 05-14  +2        ['FL,Jacksonville,32214,Nh Jacksonville Fl', 'FL,Macdill Afb,33621,6Th Mdg Macdill Afb']
FL    2022-04-30 05-16  +1        ['FL,Tampa,33602,Tgh Urgent Care -Downtown Heights']
FL    2022-05-07 05-45  -1        ['FL,Tampa,33602,Tgh Urgent Care -Downtown Heights']
FL    2022-05-10 06-07  -1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-05-11 06-51  +1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-05-13 06-07  +1        ['FL,Tampa,33602,Tgh Urgent Care -Downtown Heights']
FL    2022-05-13 06-07  -2        ['FL,Jacksonville,32214,Nh Jacksonville Fl', 'FL,Macdill Afb,33621,6Th Mdg Macdill Afb']
FL    2022-05-16 05-54  -3        ['FL,Hurlburt Field,32544,1St Special Ops', 'FL,Ocala,34471,Pathway Pharmacy', 'FL,Zephyrhills,33540,Medical Center Pharmacy Llc']
FL    2022-05-18 05-40  +6        ['FL,Casselberry,32707,Walgreens Store #05399', 'FL,Clermont,34711,Walgreens Store #06528', 'FL,Jacksonville,32277,Walgreens Store #03357', 'FL,Miami Shores,33138,Medi Station Urgent Care', 'FL,Riverview,33578,Walgreens Store #07105', 'FL,Sanford,32773,Walgreens Store #06970']
FL    2022-05-19 05-24  +1        ['FL,Rockledge,32955,Bha Barton Commons']
FL    2022-05-25 05-39  +14       ['FL,Apollo Beach,33572,Tgh Urgent Care - Apollo Beach', 'FL,Brandon,33511,Tgh Urgent Care - Brandon', 'FL,Lithia,33547,Tgh Urgent Care - Lithia', 'FL,Riverview,33578,Tgh Urgent Care - Riverview', 'FL,Seminole,33772,Tgh Urgent Care - Seminole', 'FL,St Petersburg,33710,Tgh Urgent Care - Tyrone', 'FL,Tampa,33602,Tgh Urgent Care - Tampa Water St', 'FL,Tampa,33611,Tgh Urgent Care -South Tampa', 'FL,Tampa,33624,Tgh Urgent Care -Carrollwood', 'FL,Tampa,33626,Tgh Urgent Care - Westchase', 'FL,Tarpon Springs,34689,Tgh Urgent Care -Tarpon Springs', 'FL,Wesley Chapel,33544,Tgh Urgent Care -Wesley Chapel', 'FL,Wimauma,33598,Tgh Urgent Care - Sun City Center', 'FL,Zephyrhills,33541,Zephyrhills Family Hlth Ctr']
FL    2022-05-25 05-39  -2        ['FL,Milton,32570,Nbhc Nas Whiting Field Milton Fl', 'FL,Panama City,32408,Nbhc Panama City Fl']
FL    2022-05-26 10-27  +2        ['FL,Fort Myers,33916,Total Healthcare Alliance Llc Dba S', 'FL,Jacksonville,32202,Im Sulzbacher Ctr For  Homeless']
FL    2022-05-29 05-31  -1        ['FL,Pensacola,32512,Nh Pensacola Fl']
FL    2022-05-31 08-55  -1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-06-01 05-37  +1        ['FL,Macdill Afb,33621,6Th Mdg Macdill Afb']
FL    2022-06-03 08-49  +1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-06-03 08-49  -2        ['FL,Boynton Beach,33426,Md Now- Boynton Beach', 'FL,Miami,33181,Mbchc North Suite 103 And 104']
FL    2022-06-04 19-10  +1        ['FL,Miami,33181,Mbchc North Suite 103 And 104']
FL    2022-06-04 19-10  -1        ['FL,Miami Shores,33138,Medi Station Urgent Care']
FL    2022-06-08 05-41  +1        ['FL,Boynton Beach,33426,Md Now- Boynton Beach']
FL    2022-06-08 05-41  -1        ['FL,Zephyrhills,33541,Zephyrhills Family Hlth Ctr']
FL    2022-06-09 04-15  +3        ['FL,Jacksonville,32214,Nh Jacksonville Fl', 'FL,Miami Shores,33138,Medi Station Urgent Care', 'FL,Zephyrhills,33541,Zephyrhills Family Hlth Ctr']
FL    2022-06-13 04-15  +1        ['FL,Ocala,34471,Pathway Pharmacy']
FL    2022-06-15 04-15  +8        ['FL,Brandon,33511,Md Now - Brandon', 'FL,Cutler Bay,33157,Md Now - Cutler Bay', 'FL,Fort Myers,33908,Md Now - Harlem Heights', 'FL,Fort Myers,33916,Sozo Wellness Pharmacy', 'FL,Hallandale Beach,33009,Md Now - Hallandale Beach', 'FL,Palm Beach Gardens,33418,Md Now - Donald Ross', 'FL,Sarasota,34240,Md Now - Fruitville', 'FL,Vero Beach,32960,Md Now - Vero Beach']
FL    2022-06-15 04-15  -1        ['FL,Fort Myers,33916,Total Healthcare Alliance Llc Dba S']
FL    2022-06-16 04-15  +1        ['FL,Eglin Afb,32542,96Th Medical Support Sq/Sgsm']
FL    2022-06-16 04-15  -1        ['FL,Pensacola,32505,Escambia Comm Clinics Corp Offices']
FL    2022-06-17 04-15  +1        ['FL,Hialeah,33012,Citrus Hlth Network Inc']
FL    2022-06-17 04-15  -50       ['FL,Altamonte Springs,32714,Walgreens Store #09016', 'FL,Boca Raton,33428,Walgreens Store #05519', 'FL,Brandon,33511,Walgreens Store #04962', 'FL,Casselberry,32707,Walgreens Store #05399', 'FL,Clermont,34711,Walgreens Store #06528', 'FL,Cooper City,33328,Walgreens Store #04803', 'FL,Coral Gables,33134,Walgreens Store #03317', 'FL,Davenport,33837,Walgreens Store #11104', 'FL,Hallandale Beach,33009,Walgreens Store #04402', 'FL,Hialeah,33012,Walgreens Store #05293', 'FL,Jacksonville,32259,Walgreens Store #09026', 'FL,Jacksonville,32277,Walgreens Store #03357', 'FL,Kissimmee,34744,Walgreens Store #07493', 'FL,Lakeland,33809,Walgreens Store #05855', 'FL,Land O Lakes,34639,Walgreens Store #06494', 'FL,Largo,33770,Walgreens Store #05326', 'FL,Leesburg,34748,Walgreens Store #06163', 'FL,Miami,33173,Walgreens Store #03318', 'FL,Miami,33175,Walgreens Store #02832', 'FL,Miami,33177,Walgreens Store #03721', 'FL,Minneola,34715,Walgreens Store #11484', 'FL,Navarre,32566,Walgreens Store #09535', 'FL,New Port Richey,34653,Walgreens Store #05857', 'FL,North Miami,33181,Walgreens Store #00748', 'FL,Oakland Park,33334,Walgreens Store #04810', 'FL,Ocala,34470,Walgreens Store #03389', 'FL,Ocala,34475,Walgreens Store #10671', 'FL,Orlando,32807,Walgreens Store #11684', 'FL,Orlando,32818,Walgreens Store #07165', 'FL,Orlando,32826,Walgreens Store #06030', 'FL,Orlando,32835,Walgreens Store #03554', 'FL,Palm Harbor,34684,Walgreens Store #04124', 'FL,Pensacola,32504,Walgreens Store #05581', 'FL,Pensacola,32534,Walgreens Store #10181', 'FL,Pinellas Park,33781,Walgreens Store #03795', 'FL,Saint Cloud,34769,Walgreens Store #07163', 'FL,Sanford,32773,Walgreens Store #06970', 'FL,Sarasota,34237,Walgreens Store #01077', 'FL,Seminole,33772,Walgreens Store #03556', 'FL,Spring Hill,34609,Walgreens Store #02192', 'FL,St Petersburg,33712,Walgreens Store #02665', 'FL,Tamarac,33321,Walgreens Store #04484', 'FL,Tampa,33615,Walgreens Store #06674', 'FL,Tampa,33618,Walgreens Store #02975', 'FL,Tampa,33647,Walgreens Store #05437', 'FL,Temple Terrace,33617,Walgreens Store #04573', 'FL,Venice,34285,Walgreens Store #04033', 'FL,Wesley Chapel,33543,Walgreens Store #06412', 'FL,Weston,33326,Walgreens Store #03905', 'FL,Zephyrhills,33541,Walgreens Store #11790']
FL    2022-06-18 04-15  +1        ['FL,West Palm Beach,33407,Cl Brumback Prmry Care W Palm Beach']
FL    2022-06-18 04-15  -3        ['FL,Clearwater,33760,Chc Of Pinellas - Highpoint', 'FL,Hialeah,33012,Citrus Hlth Network Inc', 'FL,Zephyrhills,33541,Zephyrhills Family Hlth Ctr']
FL    2022-06-20 04-15  -1        ['FL,Tyndall Afb,32403,325 Medical Group']
FL    2022-06-21 04-15  +50       ['FL,Altamonte Springs,32714,Walgreens Store #09016', 'FL,Boca Raton,33428,Walgreens Store #05519', 'FL,Brandon,33511,Walgreens Store #04962', 'FL,Casselberry,32707,Walgreens Store #05399', 'FL,Clermont,34711,Walgreens Store #06528', 'FL,Cooper City,33328,Walgreens Store #04803', 'FL,Coral Gables,33134,Walgreens Store #03317', 'FL,Davenport,33837,Walgreens Store #11104', 'FL,Hallandale Beach,33009,Walgreens Store #04402', 'FL,Hialeah,33012,Walgreens Store #05293', 'FL,Jacksonville,32259,Walgreens Store #09026', 'FL,Jacksonville,32277,Walgreens Store #03357', 'FL,Kissimmee,34744,Walgreens Store #07493', 'FL,Lakeland,33809,Walgreens Store #05855', 'FL,Land O Lakes,34639,Walgreens Store #06494', 'FL,Largo,33770,Walgreens Store #05326', 'FL,Leesburg,34748,Walgreens Store #06163', 'FL,Miami,33173,Walgreens Store #03318', 'FL,Miami,33175,Walgreens Store #02832', 'FL,Miami,33177,Walgreens Store #03721', 'FL,Minneola,34715,Walgreens Store #11484', 'FL,Navarre,32566,Walgreens Store #09535', 'FL,New Port Richey,34653,Walgreens Store #05857', 'FL,North Miami,33181,Walgreens Store #00748', 'FL,Oakland Park,33334,Walgreens Store #04810', 'FL,Ocala,34470,Walgreens Store #03389', 'FL,Ocala,34475,Walgreens Store #10671', 'FL,Orlando,32807,Walgreens Store #11684', 'FL,Orlando,32818,Walgreens Store #07165', 'FL,Orlando,32826,Walgreens Store #06030', 'FL,Orlando,32835,Walgreens Store #03554', 'FL,Palm Harbor,34684,Walgreens Store #04124', 'FL,Pensacola,32504,Walgreens Store #05581', 'FL,Pensacola,32534,Walgreens Store #10181', 'FL,Pinellas Park,33781,Walgreens Store #03795', 'FL,Saint Cloud,34769,Walgreens Store #07163', 'FL,Sanford,32773,Walgreens Store #06970', 'FL,Sarasota,34237,Walgreens Store #01077', 'FL,Seminole,33772,Walgreens Store #03556', 'FL,Spring Hill,34609,Walgreens Store #02192', 'FL,St Petersburg,33712,Walgreens Store #02665', 'FL,Tamarac,33321,Walgreens Store #04484', 'FL,Tampa,33615,Walgreens Store #06674', 'FL,Tampa,33618,Walgreens Store #02975', 'FL,Tampa,33647,Walgreens Store #05437', 'FL,Temple Terrace,33617,Walgreens Store #04573', 'FL,Venice,34285,Walgreens Store #04033', 'FL,Wesley Chapel,33543,Walgreens Store #06412', 'FL,Weston,33326,Walgreens Store #03905', 'FL,Zephyrhills,33541,Walgreens Store #11790']
FL    2022-06-21 04-15  -3        ['FL,Jacksonville,32207,Panama Pharmacy At Emed', 'FL,Jacksonville,32218,Agape Dunn Avenue', 'FL,Tampa,33625,Doctors Urgent Care - Citrus Park']
FL    2022-06-22 04-15  +1        ['FL,Jacksonville,32218,Agape Dunn Avenue']
FL    2022-06-23 04-15  +1        ['FL,Hialeah,33012,Citrus Hlth Network Inc']
FL    2022-06-30 04-15  +1        ['FL,Apopka,32703,Chc-Apopka Family Care']
FL    2022-07-01 04-15  +1        ['FL,Pensacola,32505,Escambia Comm Clinics Corp Offices']
FL    2022-07-01 04-15  -51       ['FL,Altamonte Springs,32714,Walgreens Store #09016', 'FL,Boca Raton,33428,Walgreens Store #05519', 'FL,Brandon,33511,Walgreens Store #04962', 'FL,Casselberry,32707,Walgreens Store #05399', 'FL,Clermont,34711,Walgreens Store #06528', 'FL,Cooper City,33328,Walgreens Store #04803', 'FL,Coral Gables,33134,Walgreens Store #03317', 'FL,Davenport,33837,Walgreens Store #11104', 'FL,Hallandale Beach,33009,Walgreens Store #04402', 'FL,Hialeah,33012,Walgreens Store #05293', 'FL,Jacksonville,32259,Walgreens Store #09026', 'FL,Jacksonville,32277,Walgreens Store #03357', 'FL,Kissimmee,34744,Walgreens Store #07493', 'FL,Lakeland,33809,Walgreens Store #05855', 'FL,Land O Lakes,34639,Walgreens Store #06494', 'FL,Largo,33770,Walgreens Store #05326', 'FL,Leesburg,34748,Walgreens Store #06163', 'FL,Miami,33173,Walgreens Store #03318', 'FL,Miami,33175,Walgreens Store #02832', 'FL,Miami,33177,Walgreens Store #03721', 'FL,Minneola,34715,Walgreens Store #11484', 'FL,Navarre,32566,Walgreens Store #09535', 'FL,New Port Richey,34653,Walgreens Store #05857', 'FL,North Miami,33181,Walgreens Store #00748', 'FL,Oakland Park,33334,Walgreens Store #04810', 'FL,Ocala,34470,Walgreens Store #03389', 'FL,Ocala,34475,Walgreens Store #10671', 'FL,Orlando,32807,Walgreens Store #11684', 'FL,Orlando,32818,Walgreens Store #07165', 'FL,Orlando,32826,Walgreens Store #06030', 'FL,Orlando,32835,Walgreens Store #03554', 'FL,Palm Harbor,34684,Walgreens Store #04124', 'FL,Pensacola,32504,Walgreens Store #05581', 'FL,Pensacola,32534,Walgreens Store #10181', 'FL,Pinellas Park,33781,Walgreens Store #03795', 'FL,Riverview,33578,Walgreens Store #07105', 'FL,Saint Cloud,34769,Walgreens Store #07163', 'FL,Sanford,32773,Walgreens Store #06970', 'FL,Sarasota,34237,Walgreens Store #01077', 'FL,Seminole,33772,Walgreens Store #03556', 'FL,Spring Hill,34609,Walgreens Store #02192', 'FL,St Petersburg,33712,Walgreens Store #02665', 'FL,Tamarac,33321,Walgreens Store #04484', 'FL,Tampa,33615,Walgreens Store #06674', 'FL,Tampa,33618,Walgreens Store #02975', 'FL,Tampa,33647,Walgreens Store #05437', 'FL,Temple Terrace,33617,Walgreens Store #04573', 'FL,Venice,34285,Walgreens Store #04033', 'FL,Wesley Chapel,33543,Walgreens Store #06412', 'FL,Weston,33326,Walgreens Store #03905', 'FL,Zephyrhills,33541,Walgreens Store #11790']
FL    2022-07-04 04-15  -1        ['FL,Ocala,34471,Pathway Pharmacy']
FL    2022-07-06 04-15  -2        ['FL,Seminole,33772,Tgh Urgent Care - Seminole', 'FL,Wimauma,33598,Tgh Urgent Care - Sun City Center']
FL    2022-07-07 04-15  +1        ['FL,Miami,33137,Care Resource Chc At Miami']
FL    2022-07-09 04-15  -2        ['FL,Stuart,34994,Prescription Shop Of Stuart', 'FL,Tampa,33611,Tgh Urgent Care -South Tampa']
FL    2022-07-12 04-15  +51       ['FL,Altamonte Springs,32714,Walgreens Store #09016', 'FL,Boca Raton,33428,Walgreens Store #05519', 'FL,Brandon,33511,Walgreens Store #04962', 'FL,Casselberry,32707,Walgreens Store #05399', 'FL,Clermont,34711,Walgreens Store #06528', 'FL,Cooper City,33328,Walgreens Store #04803', 'FL,Coral Gables,33134,Walgreens Store #03317', 'FL,Davenport,33837,Walgreens Store #11104', 'FL,Hallandale Beach,33009,Walgreens Store #04402', 'FL,Hialeah,33012,Walgreens Store #05293', 'FL,Jacksonville,32259,Walgreens Store #09026', 'FL,Jacksonville,32277,Walgreens Store #03357', 'FL,Kissimmee,34744,Walgreens Store #07493', 'FL,Lakeland,33809,Walgreens Store #05855', 'FL,Land O Lakes,34639,Walgreens Store #06494', 'FL,Largo,33770,Walgreens Store #05326', 'FL,Leesburg,34748,Walgreens Store #06163', 'FL,Miami,33173,Walgreens Store #03318', 'FL,Miami,33175,Walgreens Store #02832', 'FL,Miami,33177,Walgreens Store #03721', 'FL,Minneola,34715,Walgreens Store #11484', 'FL,Navarre,32566,Walgreens Store #09535', 'FL,New Port Richey,34653,Walgreens Store #05857', 'FL,North Miami,33181,Walgreens Store #00748', 'FL,Oakland Park,33334,Walgreens Store #04810', 'FL,Ocala,34470,Walgreens Store #03389', 'FL,Ocala,34475,Walgreens Store #10671', 'FL,Orlando,32807,Walgreens Store #11684', 'FL,Orlando,32818,Walgreens Store #07165', 'FL,Orlando,32826,Walgreens Store #06030', 'FL,Orlando,32835,Walgreens Store #03554', 'FL,Palm Harbor,34684,Walgreens Store #04124', 'FL,Pensacola,32504,Walgreens Store #05581', 'FL,Pensacola,32534,Walgreens Store #10181', 'FL,Pinellas Park,33781,Walgreens Store #03795', 'FL,Riverview,33578,Walgreens Store #07105', 'FL,Saint Cloud,34769,Walgreens Store #07163', 'FL,Sanford,32773,Walgreens Store #06970', 'FL,Sarasota,34237,Walgreens Store #01077', 'FL,Seminole,33772,Walgreens Store #03556', 'FL,Spring Hill,34609,Walgreens Store #02192', 'FL,St Petersburg,33712,Walgreens Store #02665', 'FL,Tamarac,33321,Walgreens Store #04484', 'FL,Tampa,33615,Walgreens Store #06674', 'FL,Tampa,33618,Walgreens Store #02975', 'FL,Tampa,33647,Walgreens Store #05437', 'FL,Temple Terrace,33617,Walgreens Store #04573', 'FL,Venice,34285,Walgreens Store #04033', 'FL,Wesley Chapel,33543,Walgreens Store #06412', 'FL,Weston,33326,Walgreens Store #03905', 'FL,Zephyrhills,33541,Walgreens Store #11790']
FL    2022-07-12 04-15  -2        ['FL,Boynton Beach,33426,Md Now- Boynton Beach', 'FL,Tampa,33624,Tgh Urgent Care -Carrollwood']
FL    2022-07-13 04-15  +4        ['FL,Seminole,33772,Tgh Urgent Care - Seminole', 'FL,Tampa,33611,Tgh Urgent Care -South Tampa', 'FL,Tampa,33624,Tgh Urgent Care -Carrollwood', 'FL,Wimauma,33598,Tgh Urgent Care - Sun City Center']
FL    2022-07-13 04-15  -1        ['FL,Miami Shores,33138,Medi Station Urgent Care']
GA    2022-03-30 09-48  -97       ['GA,Acworth,30101,Walgreens Store #06461', 'GA,Alpharetta,30022,Walgreens Store #05760', 'GA,Athens,30601,Kroger Pharmacy 01100618', 'GA,Atlanta,30306,Cvs Store #04604', 'GA,Atlanta,30310,The Fam Hlth Ctr At West End', 'GA,Atlanta,30311,Cvs Store #04717', 'GA,Atlanta,30316,Kroger Pharmacy 01100672', 'GA,Atlanta,30319,Cvs Store #02569', 'GA,Atlanta,30329,Cvs Store #07689', 'GA,Atlanta,30331,Walgreens Store #09620', 'GA,Atlanta,30339,Cvs Store #02089', 'GA,Augusta,30909,Cvs Store #04583', 'GA,Austell,30106,Cvs Store #04522', 'GA,Austell,30106,Walgreens Store #05811', 'GA,Bonaire,31005,Kroger Pharmacy 01100641', 'GA,Brookhaven,30319,Walgreens Store #07741', 'GA,Buford,30518,Cvs Store #05653', 'GA,Calhoun,30701,Walmart Pharmacy #1215', 'GA,Canton,30114,Cvs Store #02470', 'GA,Canton,30114,Walgreens Store #07340', 'GA,Canton,30115,Cvs Store #07888', 'GA,Carrollton,30117,Kroger Pharmacy 01100367', 'GA,Carrollton,30117,Walgreens Store #07820', 'GA,Cartersville,30120,Cvs Store #08976', 'GA,Chamblee,30341,Cvs Store #04505', 'GA,Conyers,30013,Walmart Pharmacy #2475', 'GA,Covington,30016,Cvs Store #08419', 'GA,Cumming,30040,Cvs Store #04682', 'GA,Cumming,30040,Kroger Pharmacy 01100627', 'GA,Dacula,30019,Cvs Store #03766', 'GA,Dallas,30132,Kroger Pharmacy 01100673', 'GA,Dallas,30157,Cvs Store #05622', 'GA,Dallas,30157,Walmart Pharmacy #3403', 'GA,Dawsonville,30534,Kroger Pharmacy 01100670', 'GA,Decatur,30033,Cvs Store #02175', 'GA,Douglasville,30134,Cvs Store #00154', 'GA,Evans,30809,Cvs Store #02407', 'GA,Fayetteville,30214,Cvs Store #04760', 'GA,Fayetteville,30214,Walmart Pharmacy #594', 'GA,Gainesville,30501,Cvs Store #04507', 'GA,Gainesville,30501,Kroger Pharmacy 01100682', 'GA,Grayson,30017,Walgreens Store #07546', 'GA,Hoschton,30548,Cvs Store #07637', 'GA,Kennesaw,30152,Cvs Store #02147', 'GA,Kennesaw,30152,Walgreens Store #05485', 'GA,Lawrenceville,30043,Cvs Store #02841', 'GA,Lawrenceville,30044,Walgreens Store #05446', 'GA,Lithonia,30038,Walgreens Store #06205', 'GA,Loganville,30052,Cvs Store #04138', 'GA,Loganville,30052,Walgreens Store #09629', 'GA,Loganville,30052,Walmart Pharmacy #5252', 'GA,Macon,31210,Cvs Store #10357', 'GA,Macon,31220,Cvs Store #04160', 'GA,Marietta,30060,Walmart Pharmacy #5390', 'GA,Marietta,30062,Walgreens Store #06330', 'GA,Marietta,30064,Cvs Store #03013', 'GA,Marietta,30064,Walgreens Store #06206', 'GA,Marietta,30066,Cvs Store #06106', 'GA,Marietta,30066,Walgreens Store #05337', 'GA,Marietta,30068,Cvs Store #07044', 'GA,Mcdonough,30252,Walgreens Store #09623', 'GA,Mcdonough,30253,Cvs Store #05682', 'GA,Mcdonough,30253,Walmart Pharmacy #3201', 'GA,Monroe,30655,Walmart Pharmacy #780', 'GA,Newnan,30265,Cvs Store #07214', 'GA,Newnan,30265,Kroger Pharmacy 01100647', 'GA,Newnan,30265,Walgreens Store #02454', 'GA,Newnan,30265,Walmart Pharmacy #494', 'GA,Norcross,30092,Cvs Store #02108', 'GA,Palmetto,30268,Yourtown Hlth', 'GA,Peachtree City,30269,Cvs Store #02544', 'GA,Peachtree City,30269,Kroger Pharmacy 01100388', 'GA,Peachtree City,30269,Walgreens Store #12554', 'GA,Powder Springs,30127,Walgreens Store #06325', 'GA,Richmond Hill,31324,Cvs Store #07783', 'GA,Roswell,30075,Cvs Store #02965', 'GA,Roswell,30075,Walgreens Store #05605', 'GA,Roswell,30076,Cvs Store #02227', 'GA,Sandy Springs,30350,Walgreens Store #06204', 'GA,Savannah,31405,Cvs Store #05520', 'GA,Savannah,31405,Cvs Store #06369', 'GA,Savannah,31410,Cvs Store #04230', 'GA,Smyrna,30080,Cvs Store #04740', 'GA,Smyrna,30080,Walgreens Store #05902', 'GA,Stockbridge,30281,Cvs Store #07064', 'GA,Stockbridge,30281,Walgreens Store #06209', 'GA,Stone Mountain,30087,Kroger Pharmacy 01100449', 'GA,Sugar Hill,30518,Kroger Pharmacy 01100687', 'GA,Suwanee,30024,Cvs Store #02279', 'GA,Suwanee,30024,Walmart Pharmacy #3462', 'GA,Swainsboro,30401,East Georgia Healthcare Center', 'GA,Thomson,30824,Cvs Store #04556', 'GA,Villa Rica,30180,Cvs Store #05637', 'GA,Warner Robins,31088,Cvs Store #01586', 'GA,Woodstock,30189,Cvs Store #02236', 'GA,Woodstock,30189,Walgreens Store #09749', 'GA,Woodstock,30189,Walmart Pharmacy #5275']
GA    2022-03-31 08-52  -1        ['GA,Savannah,31405,Cvs Store #06369']
GA    2022-04-06 05-45  +1        ['GA,Savannah,31405,Cvs Store #06369']
GA    2022-04-06 05-45  -2        ['GA,Atlanta,30312,Mercy Care Decatur Street', 'GA,Suwanee,30024,Kroger Pharmacy 01100426']
GA    2022-04-12 07-07  -1        ['GA,Smyrna,30080,Kroger Pharmacy 01100699']
GA    2022-04-20 11-16  -1        ['GA,Dacula,30019,Kroger Pharmacy 01100635']
GA    2022-04-21 05-29  -1        ['GA,Kennesaw,30152,Walgreens Store #05485']
GA    2022-04-23 05-25  +1        ['GA,Kennesaw,30152,Walgreens Store #05485']
GA    2022-04-27 05-23  +2        ['GA,Smyrna,30080,Kroger Pharmacy 01100699', 'GA,Suwanee,30024,Kroger Pharmacy 01100426']
GA    2022-04-29 05-14  +1        ['GA,Fort Stewart,31314,Winn Army Community Hospital']
GA    2022-05-03 06-05  +1        ['GA,Dacula,30019,Kroger Pharmacy 01100635']
GA    2022-05-06 06-12  -1        ['GA,Swainsboro,30401,East Georgia Healthcare Center']
GA    2022-05-07 05-45  +1        ['GA,Swainsboro,30401,East Georgia Healthcare Center']
GA    2022-05-11 06-51  +1        ['GA,Savannah,31401,Curtis V Cooper Primary Hlth Care']
GA    2022-05-11 06-51  -2        ['GA,Alpharetta,30022,Walgreens Store #05760', 'GA,Atlanta,30316,Kroger Pharmacy 01100672']
GA    2022-05-12 09-49  +1        ['GA,Alpharetta,30022,Walgreens Store #05760']
GA    2022-05-12 09-49  -1        ['GA,Cumming,30040,Kroger Pharmacy 01100627']
GA    2022-05-13 06-07  +1        ['GA,Savannah,31406,Jc Lewis Primary Hlth Care Ctr']
GA    2022-05-13 06-07  -1        ['GA,Fort Stewart,31314,Winn Army Community Hospital']
GA    2022-05-16 05-54  -2        ['GA,Robins Afb,31098,78Th Mdss', 'GA,Tifton,31794,Tifton Drug Company']
GA    2022-05-19 05-24  +4        ['GA,Atlanta,30316,Kroger Pharmacy 01100672', 'GA,Augusta,30906,Med Assoc Plus At Belle Terrace', 'GA,Cumming,30040,Kroger Pharmacy 01100627', 'GA,Macon,31201,First Choice Primary Care, Inc']
GA    2022-05-22 09-06  -1        ['GA,Palmetto,30268,Yourtown Hlth']
GA    2022-05-25 05-39  -1        ['GA,Savannah,31401,Curtis V Cooper Primary Hlth Care']
GA    2022-05-27 05-48  -1        ['GA,Swainsboro,30401,East Georgia Healthcare Center']
GA    2022-06-02 07-53  +1        ['GA,Colbert,30628,Medlink Colbert Pharmacy']
GA    2022-06-03 08-49  +1        ['GA,Fort Stewart,31314,Winn Army Community Hospital']
GA    2022-06-10 04-15  +1        ['GA,Palmetto,30268,Yourtown Hlth']
GA    2022-06-10 04-15  -1        ['GA,Stone Mountain,30087,Kroger Pharmacy 01100449']
GA    2022-06-11 04-15  +1        ['GA,Stone Mountain,30087,Kroger Pharmacy 01100449']
GA    2022-06-16 04-15  +1        ['GA,Swainsboro,30401,East Georgia Healthcare Center']
