2022-02-18T16-04-21,45429,KHN GRANDVIEW INFUSION CENTER,02/16/2022 12:00:00 AM,,50,,
2022-03-26T06-57-27,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/25/2022 12:00:00 AM
2022-03-26T06-57-27,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Huber,NLP,NLP,NLP,9,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/26/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Piqua,NLP,NLP,NLP,6,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,45429,Soin Medical Center,NLP,NLP,NLP,39,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Huber,NLP,NLP,NLP,9,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Soin Medical Center,NLP,NLP,NLP,39,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Piqua,NLP,NLP,NLP,6,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/26/2022 12:00:00 AM
2022-03-27T06-25-27,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/26/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Soin Medical Center,NLP,NLP,NLP,39,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Piqua,NLP,NLP,NLP,6,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/26/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Huber,NLP,NLP,NLP,8,03/27/2022 12:00:00 AM
2022-03-28T06-21-17,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/27/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Piqua,NLP,NLP,NLP,6,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Huber,NLP,NLP,NLP,8,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,45429,Soin Medical Center,NLP,NLP,NLP,39,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Huber,NLP,NLP,NLP,8,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Soin Medical Center,NLP,NLP,NLP,39,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Piqua,NLP,NLP,NLP,6,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/29/2022 12:00:00 AM
2022-03-30T09-27-07,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/28/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Huber,NLP,NLP,NLP,8,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Soin Medical Center,NLP,NLP,NLP,39,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Piqua,NLP,NLP,NLP,5,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-03-31T08-53-07,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Soin Medical Center,NLP,NLP,NLP,39,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Huber,NLP,NLP,NLP,8,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Piqua,NLP,NLP,NLP,5,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Main Campus,NLP,NLP,NLP,38,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Troy,NLP,NLP,NLP,23,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Huber,NLP,NLP,NLP,8,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Dayton,NLP,NLP,NLP,28,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Soin Medical Center,NLP,NLP,NLP,39,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Preble,NLP,NLP,NLP,10,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Franklin,NLP,NLP,NLP,10,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Piqua,NLP,NLP,NLP,5,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Middletown,NLP,NLP,NLP,8,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,03/31/2022 12:00:00 AM
2022-04-01T06-54-45,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Soin Medical Center,NLP,NLP,NLP,39,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,04/02/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Soin Medical Center,NLP,NLP,NLP,39,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/02/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Soin Medical Center,NLP,NLP,NLP,39,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,100,04/02/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/03/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Soin Medical Center,NLP,NLP,NLP,39,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,98,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Soin Medical Center,NLP,NLP,NLP,39,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,96,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,96,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Soin Medical Center,NLP,NLP,NLP,39,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Soin Medical Center,NLP,NLP,NLP,39,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,92,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,91,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Soin Medical Center,NLP,NLP,NLP,39,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Soin Medical Center,NLP,NLP,NLP,39,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,91,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,45429,Kettering Health Main Campus,NLP,NLP,NLP,37,04/09/2022 12:00:00 AM
