provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,npi,last_report_date,provider_status,provider_note
CVS Store #09818,572 FLETCHER PKWY,CVS Pharmacy,El Cajon,San Diego,CA,92020,00069-1101-20,Renal Paxlovid,5,POINT (-116.969 32.80842),1538103361,2022-06-17T00:00:00.000,ACTIVE,
Kaiser SC Bostonia Medical Offices,1630 E Main Street,,El Cajon,San Diego,CA,92021,00069-1101-20,Renal Paxlovid,9,POINT (-116.92319 32.80873),,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - El Cajon,200 S Magnolia Ave,ATTN: COVID Testing,El Cajon,San Diego,CA,92020,00069-1101-20,Renal Paxlovid,5,POINT (-116.96268 32.79366),,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #05844,215 N 2ND ST,,El Cajon,San Diego,CA,92021,00069-1101-20,Renal Paxlovid,5,POINT (-116.9351 32.7968),1376558650,2022-06-17T00:00:00.000,ACTIVE,
Rite Aid 06465,4455 MANCHESTER AVENUE,,Encinitas,San Diego,CA,92024,00069-1101-20,Renal Paxlovid,1,POINT (-117.2393 33.03698),7609439492,2022-06-19T00:00:00.000,ACTIVE,
CVS Store #09103,318 W EL NORTE PARKWAY,CVS Pharmacy,Escondido,San Diego,CA,92026,00069-1101-20,Renal Paxlovid,15,POINT (-117.09634 33.14353),1427093327,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09108,1655 S. CENTRE CITY PKWY.,CVS Pharmacy,Escondido,San Diego,CA,92025,00069-1101-20,Renal Paxlovid,4,POINT (-117.07617 33.104),1477597748,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - Escondido,649 W Mission Ave,ATTN: COVID Testing,Escondido,San Diego,CA,92025,00069-1101-20,Renal Paxlovid,2,POINT (-117.09507 33.12669),,2022-06-16T00:00:00.000,ACTIVE,
WALGREENS STORE #05455,111 W WASHINGTON AVE,,Escondido,San Diego,CA,92025,00069-1101-20,Renal Paxlovid,2,POINT (-117.08457 33.12639),1841205127,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09120,800 PALM AVE.,CVS Pharmacy,Imperial Beach,San Diego,CA,91932,00069-1101-20,Renal Paxlovid,5,POINT (-117.11554 32.58438),1013951375,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - Imperial Beach,425 Imperial Beach Blvd.,ATTN:COVID Testing,Imperial Beach,San Diego,CA,91932,00069-1101-20,Renal Paxlovid,5,POINT (-117.1237 32.57526),,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09195,8831 VILLA LA JOLLA DR.,CVS Pharmacy,La Jolla,San Diego,CA,92037,00069-1101-20,Renal Paxlovid,,POINT (-117.230503 32.869265),1194760199,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
UC SAN DIEGO HEALTH LA JOLLA - JACO,9300 CAMPUS POINT DR #L-208 ATTN,PHARMACY,La Jolla,San Diego,CA,92037,00069-1101-20,Renal Paxlovid,13,POINT (-117.22564 32.87801),,2022-06-18T00:00:00.000,ACTIVE,
Optum Serve - National CIty,1920 Sweetwater Rd,ATTN:COVID Testing Heart Revolution,National City,San Diego,CA,91950,00069-1101-20,Renal Paxlovid,5,POINT (-117.07807 32.659385),,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #07869,885 EUCLID AVE,,National City,San Diego,CA,91950,00069-1101-20,Renal Paxlovid,4,POINT (-117.08204 32.68218),1619982626,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09532,4615 FRAZEE ROAD,CVS Pharmacy,Oceanside,San Diego,CA,92057,00069-1101-20,Renal Paxlovid,4,POINT (-117.29832 33.23813),1114968021,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09585,3925 N. RIVER RD.,CVS Pharmacy,Oceanside,San Diego,CA,92058,00069-1101-20,Renal Paxlovid,5,POINT (-117.323225 33.24482),1467498527,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - Oceanside,3708 Ocean Ranch Blvd,,Oceanside,San Diego,CA,92056,00069-1101-20,Renal Paxlovid,5,POINT (-117.31127 33.21163),,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #07751,3507 CANNON RD,,Oceanside,San Diego,CA,92056,00069-1101-20,Renal Paxlovid,4,POINT (-117.25116 33.17153),1578764023,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09105,12358 POWAY ROAD,CVS Pharmacy,Poway,San Diego,CA,92064,00069-1101-20,Renal Paxlovid,,POINT (-117.06378 32.9519),1912942814,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #09111,16773 BERNARDO CENTER DR,CVS Pharmacy,Rancho Bernardo,San Diego,CA,92128,00069-1101-20,Renal Paxlovid,,POINT (-117.073347 33.01828),1649216706,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
AHF PHARMACY,3580 5th Ave. 2nd Floor,,San Diego,San Diego,CA,92103,00069-1101-20,Renal Paxlovid,1,POINT (-117.16058 32.74287),1568721355,2022-06-15T00:00:00.000,ACTIVE,
COSTCO PHARMACY # 483,650 GATEWAY CENTER DRIVE,,San Diego,San Diego,CA,92102,00069-1101-20,Renal Paxlovid,5,POINT (-117.116295 32.71277),,2022-06-16T00:00:00.000,ACTIVE,
CVS Store #07962,5685 BALBOA AVE,CVS Pharmacy,San Diego,San Diego,CA,92111,00069-1101-20,Renal Paxlovid,3,POINT (-117.17947 32.81998),1063454882,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #08833,3332 SANDROCK ROAD,CVS Pharmacy,San Diego,San Diego,CA,92123,00069-1101-20,Renal Paxlovid,5,POINT (-117.14003 32.80415),1154366953,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09165,3327 ROSECRANS ST.,CVS Pharmacy,San Diego,San Diego,CA,92110,00069-1101-20,Renal Paxlovid,,POINT (-117.20685 32.7487),1922043819,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #09175,4829 CLAIREMONT DR,CVS Pharmacy,San Diego,San Diego,CA,92117,00069-1101-20,Renal Paxlovid,,POINT (-117.204762 32.83134),1548205446,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #09177,8260 MIRA MESA BLVD.,CVS Pharmacy,San Diego,San Diego,CA,92126,00069-1101-20,Renal Paxlovid,,POINT (-117.146011 32.914155),1457396350,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #09524,3350 PALM AVE.,CVS Pharmacy,San Diego,San Diego,CA,92154,00069-1101-20,Renal Paxlovid,4,POINT (-117.060705 32.58468),1770527020,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09538,1792 GARNET AVE,CVS Pharmacy,San Diego,San Diego,CA,92109,00069-1101-20,Renal Paxlovid,,POINT (-117.237835 32.80093),1275576001,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #09963,"5644 MISSION CENTER RD., #201",CVS Pharmacy,San Diego,San Diego,CA,92108,00069-1101-20,Renal Paxlovid,25,POINT (-117.15708 32.7745),1457395287,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #10954,402 5TH AVENUE,CVS Pharmacy,San Diego,San Diego,CA,92101,00069-1101-20,Renal Paxlovid,7,POINT (-117.16057 32.71014),1770097693,2022-06-17T00:00:00.000,ACTIVE,
KAISER SC - SAN DIEGO MEDICAL CENTE,9455 CLAIREMONT MESA BLVD.,,San Diego,San Diego,CA,92123,00069-1101-20,Renal Paxlovid,13,POINT (-117.12587 32.83074),,2022-06-17T00:00:00.000,ACTIVE,
KAISER SC - SAN DIEGO ZION MEDICAL,4647 ZION AVE,,San Diego,San Diego,CA,92120,00069-1101-20,Renal Paxlovid,30,POINT (-117.09524 32.79157),,2022-06-17T00:00:00.000,ACTIVE,
Kaiser Permanente Otay Mesa Med Off,4650 Palm Ave,,San Diego,San Diego,CA,92154,00069-1101-20,Renal Paxlovid,15,POINT (-117.03399 32.58586),,2022-06-17T00:00:00.000,ACTIVE,
MIDCITY COMM CLINIC,4290 Polk Ave,,San Diego,San Diego,CA,92105,00069-1101-20,Renal Paxlovid,20,POINT (-117.102275 32.75165),,2022-06-06T00:00:00.000,ACTIVE,
NMC San Diego CA,34800 Bob Wilson Dr,Loading Dock 1,San Diego,San Diego,CA,92134,00069-1101-20,Renal Paxlovid,,POINT (-117.14575 32.72795),,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Omnicare of San Diego #48217,5601 Oberlin Drive Suite 124,,San Diego,San Diego,CA,92121,00069-1101-20,Renal Paxlovid,6,POINT (-117.19724 32.89112),1588734123,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - San Diego,5330 Linda Vista Rd.,ATTN: COVID Testing,San Diego,San Diego,CA,92110,00069-1101-20,Renal Paxlovid,8,POINT (-117.19563 32.76702),,2022-06-17T00:00:00.000,ACTIVE,
RADY CHILDRENS HOSPITAL,3020 Childrens Way,,San Diego,San Diego,CA,92123,00069-1101-20,Renal Paxlovid,10,POINT (-117.15125 32.79795),,2022-05-18T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 05651,6405 EL CAJON BOULEVARD,,San Diego,San Diego,CA,92115,00069-1101-20,Renal Paxlovid,2,POINT (-117.0602 32.76466),6192862063,2022-06-19T00:00:00.000,ACTIVE,
Rite Aid 05662,11845 CARMEL MOUNTAIN RD.,,San Diego,San Diego,CA,92128,00069-1101-20,Renal Paxlovid,5,POINT (-117.076296 32.980005),8584515620,2022-06-19T00:00:00.000,ACTIVE,
SCRIPPS CENTRAL PHARMACY,10130 SORRENTO VALLEY RD STE B,,San Diego,San Diego,CA,92121,00069-1101-20,Renal Paxlovid,40,POINT (-117.20813 32.8883),,2022-06-16T00:00:00.000,ACTIVE,
Sharp Metro Pharmacy,8010 Frost St,Suite 102,San Diego,San Diego,CA,92123,00069-1101-20,Renal Paxlovid,5,POINT (-117.151927 32.801535),1316616402,2022-06-10T00:00:00.000,ACTIVE,
Sharp Rees Stealy Pharmacy #3,16899 West Bernardo Dr,,San Diego,San Diego,CA,92127,00069-1101-20,Renal Paxlovid,3,POINT (-117.080545 33.021795),,2022-06-14T00:00:00.000,ACTIVE,
UC SAN DIEGO HEALTH - HILLCREST,200 West Arbor Dr,Dept. of Pharmacy,San Diego,San Diego,CA,92103,00069-1101-20,Renal Paxlovid,9,POINT (-117.16682 32.75411),,2022-06-18T00:00:00.000,ACTIVE,
WALGREENS STORE #06094,3005 MIDWAY DR,,San Diego,San Diego,CA,92110,00069-1101-20,Renal Paxlovid,3,POINT (-117.20686 32.7496),1154336485,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #06656,3222 UNIVERSITY AVE,,San Diego,San Diego,CA,92104,00069-1101-20,Renal Paxlovid,5,POINT (-117.124685 32.748655),1649356650,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #07176,8766 NAVAJO RD,,San Diego,San Diego,CA,92119,00069-1101-20,Renal Paxlovid,3,POINT (-117.00889 32.80349),1790790707,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #07127,1302 WEST MISSION RD.,CVS Pharmacy,San Marcos,San Diego,CA,92069,00069-1101-20,Renal Paxlovid,5,POINT (-117.18924 33.14912),1215269022,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09558,320 S TWIN OAKS VALLEY RD,CVS Pharmacy,San Marcos,San Diego,CA,92078,00069-1101-20,Renal Paxlovid,8,POINT (-117.16403 33.13519),1629010442,2022-06-17T00:00:00.000,ACTIVE,
KAISER SC - SAN MARCOS MEDICAL OFFI,400 CRAVEN RD,,San Marcos,San Diego,CA,92078,00069-1101-20,Renal Paxlovid,10,POINT (-117.17012 33.12882),1154479947,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09145,9730 MISSION GORGE RD.,CVS Pharmacy,Santee,San Diego,CA,92071,00069-1101-20,Renal Paxlovid,,POINT (-116.98484 32.83937),1285679183,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
SHARP REES STEALY PHARMACY #8,8701 CUYAMACA STREET,,Santee,San Diego,CA,92071,00069-1101-20,Renal Paxlovid,7,POINT (-116.98321 32.83473),,2022-06-13T00:00:00.000,ACTIVE,
CVS Store #09187,683 LOMAS SANTA FE DR.,CVS Pharmacy,Solana Beach,San Diego,CA,92075,00069-1101-20,Renal Paxlovid,,POINT (-117.26263 32.99603),1285675199,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #10919,9665 CAMPO RD.,CVS Pharmacy,Spring Valley,San Diego,CA,91977,00069-1101-20,Renal Paxlovid,5,POINT (-116.98796 32.74719),1962957514,2022-06-17T00:00:00.000,ACTIVE,
VCC VALE TERRACE,1000 vale terrace drive,,Visa,San Diego,CA,92084,00069-1101-20,Renal Paxlovid,,POINT (-117.228725 33.209675),,2022-06-17T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
WALGREENS STORE #05456,1510 N SANTA FE AVE,,Vista,San Diego,CA,92083,00069-1101-20,Renal Paxlovid,5,POINT (-117.24572 33.22225),1639184914,2022-06-17T00:00:00.000,ACTIVE,
CARBON HEALTH - HILLS PLAZA,345 SPEAR ST STE 120,,San Francisco,San Francisco,CA,94105,00069-1101-20,Renal Paxlovid,2,POINT (-122.38976 37.7898),,2022-06-16T00:00:00.000,ACTIVE,
CARBON HEALTH - SF STONESTOWN,3251 20TH AVE,#320,San Francisco,San Francisco,CA,94132,00069-1101-20,Renal Paxlovid,,POINT (-122.476775 37.728545),,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CARBONHEALTH - CASTRO,1998 MARKET ST,,San Francisco,San Francisco,CA,94102,00069-1101-20,Renal Paxlovid,,POINT (-122.42634 37.76988),,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CHINESE HOSPITAL,845 JACKSON ST,,San Francisco,San Francisco,CA,94133,00069-1101-20,Renal Paxlovid,24,POINT (-122.40898 37.79547),,2022-06-14T00:00:00.000,ACTIVE,
CVS Store #05131,1900 19TH AVENUE,CVS Pharmacy,San Francisco,San Francisco,CA,94116,00069-1101-20,Renal Paxlovid,,POINT (-122.47587 37.75212),1386167625,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CarbonHealth - CA Irving St,2131 Irving Street,,San Francisco,San Francisco,CA,94122,00069-1101-20,Renal Paxlovid,,POINT (-122.48092 37.76315),,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
KP SF Medical Center,2238 Geary Blvd,1st Floor Pharmacy,San Francisco,San Francisco,CA,94115,00069-1101-20,Renal Paxlovid,31,POINT (-122.44063 37.78351),,2022-06-17T00:00:00.000,ACTIVE,
LAGUNA HONDA HOSPITAL AND REHABILIT,375 LAGUNA HONDA BLVD,Pharmacy Dept P2321,San Francisco,San Francisco,CA,94116,00069-1101-20,Renal Paxlovid,9,POINT (-122.45697 37.74773),,2022-06-13T00:00:00.000,ACTIVE,
NORTH EAST MEDICAL SERVICES,1019 Clement Street,Attn: Pharmacy,San Francisco,San Francisco,CA,94118,00069-1101-20,Renal Paxlovid,45,POINT (-122.47029 37.782465),,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - SF N Montgomery,101 New Montgomery 3rd Floor,ATTN COVID TESTING 101 Grove St,San Francisco,San Francisco,CA,94105,00069-1101-20,Renal Paxlovid,3,POINT (-122.40018 37.78736),,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - SF Van Ness,101 New Montgomery St. 3rd Floor,,San Francisco,San Francisco,CA,94105,00069-1101-20,Renal Paxlovid,5,POINT (-122.40018 37.78736),,2022-06-17T00:00:00.000,ACTIVE,
SAFEWAY PHARMACY,2020 MARKET STREET,,San Francisco,San Francisco,CA,94114,00069-1101-20,Renal Paxlovid,4,POINT (-122.42783 37.76897),1528004124,2022-06-17T00:00:00.000,ACTIVE,
UCSF MEDICAL CENTER,505 PARNASSUS AVE,ROOM M39C,San Francisco,San Francisco,CA,94143,00069-1101-20,Renal Paxlovid,10,POINT (-122.45823 37.76291),,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #00887,1524 POLK ST,,San Francisco,San Francisco,CA,94109,00069-1101-20,Renal Paxlovid,8,POINT (-122.42048 37.79102),1033125786,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #00890,135 POWELL ST,,San Francisco,San Francisco,CA,94102,00069-1101-20,Renal Paxlovid,5,POINT (-122.40829 37.78601),1134135502,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #00893,1344 STOCKTON ST,,San Francisco,San Francisco,CA,94133,00069-1101-20,Renal Paxlovid,5,POINT (-122.408769 37.798303),1811903461,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #00896,3601 CALIFORNIA ST,,San Francisco,San Francisco,CA,94118,00069-1101-20,Renal Paxlovid,10,POINT (-122.45354 37.78614),1548276199,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01054,3398 MISSION ST,,San Francisco,San Francisco,CA,94110,00069-1101-20,Renal Paxlovid,10,POINT (-122.42219 37.74256),1336154665,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01109,5260 DIAMOND HEIGHTS BLVD,,San Francisco,San Francisco,CA,94131,00069-1101-20,Renal Paxlovid,9,POINT (-122.438622 37.744082),1124033220,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01241,1201 TARAVAL ST,,San Francisco,San Francisco,CA,94116,00069-1101-20,Renal Paxlovid,10,POINT (-122.47911 37.74265),1821004490,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01283,500 GEARY ST,,San Francisco,San Francisco,CA,94102,00069-1101-20,Renal Paxlovid,4,POINT (-122.4117 37.78705),1104831437,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01297,670 4TH ST,,San Francisco,San Francisco,CA,94107,00069-1101-20,Renal Paxlovid,10,POINT (-122.395455 37.77718),1487669578,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01327,498 CASTRO ST,,San Francisco,San Francisco,CA,94114,00069-1101-20,Renal Paxlovid,2,POINT (-122.43532 37.7611),1487668711,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01393,1630 OCEAN AVE,,San Francisco,San Francisco,CA,94112,00069-1101-20,Renal Paxlovid,4,POINT (-122.459746 37.724645),1467467795,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01403,3201 DIVISADERO ST,,San Francisco,San Francisco,CA,94123,00069-1101-20,Renal Paxlovid,15,POINT (-122.44303 37.79929),1831104165,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #01626,2494 SAN BRUNO AVE,,San Francisco,San Francisco,CA,94134,00069-1101-20,Renal Paxlovid,2,POINT (-122.40478 37.73014),1699780924,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02088,1333 CASTRO ST,,San Francisco,San Francisco,CA,94114,00069-1101-20,Renal Paxlovid,5,POINT (-122.43366 37.75076),1285640987,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02152,1899 FILLMORE ST,,San Francisco,San Francisco,CA,94115,00069-1101-20,Renal Paxlovid,4,POINT (-122.4337 37.78676),1417962788,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02521,300 MONTGOMERY ST,,San Francisco,San Francisco,CA,94104,00069-1101-20,Renal Paxlovid,10,POINT (-122.402385 37.79235),1649285917,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02705,2050 IRVING ST,,San Francisco,San Francisco,CA,94122,00069-1101-20,Renal Paxlovid,9,POINT (-122.48016 37.76368),1932115508,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02866,1363 DIVISADERO ST,,San Francisco,San Francisco,CA,94115,00069-1101-20,Renal Paxlovid,4,POINT (-122.43958 37.78223),1588670954,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #03185,825 MARKET ST,,San Francisco,San Francisco,CA,94103,00069-1101-20,Renal Paxlovid,5,POINT (-122.40607 37.7848),1639185283,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #03358,1301 FRANKLIN ST,,San Francisco,San Francisco,CA,94109,00069-1101-20,Renal Paxlovid,10,POINT (-122.42339 37.78657),1932115581,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #03475,25 POINT LOBOS AVE,,San Francisco,San Francisco,CA,94121,00069-1101-20,Renal Paxlovid,4,POINT (-122.50356 37.77943),1891700167,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #03624,275 SACRAMENTO ST,,San Francisco,San Francisco,CA,94111,00069-1101-20,Renal Paxlovid,5,POINT (-122.39858 37.79414),1396751798,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #03707,2100 WEBSTER ST,STE 105,San Francisco,San Francisco,CA,94115,00069-1101-20,Renal Paxlovid,10,POINT (-122.43214 37.79053),1942216346,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #03869,1750 NORIEGA ST,,San Francisco,San Francisco,CA,94122,00069-1101-20,Renal Paxlovid,10,POINT (-122.48264 37.75427),1245245521,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #04231,2690 MISSION ST,,San Francisco,San Francisco,CA,94110,00069-1101-20,Renal Paxlovid,10,POINT (-122.41897 37.75403),1154337525,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #04275,456 MISSION ST,,San Francisco,San Francisco,CA,94105,00069-1101-20,Renal Paxlovid,5,POINT (-122.39754 37.79016),1578578845,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #04318,4129 18TH ST,,San Francisco,San Francisco,CA,94114,00069-1101-20,Renal Paxlovid,15,POINT (-122.43565 37.76066),1194731760,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #04529,2145 MARKET ST,,San Francisco,San Francisco,CA,94114,00069-1101-20,Renal Paxlovid,4,POINT (-122.42955 37.76653),1720094378,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #04570,3001 TARAVAL ST,,San Francisco,San Francisco,CA,94116,00069-1101-20,Renal Paxlovid,5,POINT (-122.498484 37.74184),1699780965,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #04609,1301 MARKET ST,,San Francisco,San Francisco,CA,94103,00069-1101-20,Renal Paxlovid,4,POINT (-122.41639 37.77674),1104831478,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #05599,2120 POLK ST,,San Francisco,San Francisco,CA,94109,00069-1101-20,Renal Paxlovid,5,POINT (-122.42151 37.79637),1013922343,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #06557,199 PARNASSUS AVE,,San Francisco,San Francisco,CA,94117,00069-1101-20,Renal Paxlovid,5,POINT (-122.45226 37.76429),1710994777,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #06625,2141 CHESTNUT ST,,San Francisco,San Francisco,CA,94123,00069-1101-20,Renal Paxlovid,5,POINT (-122.43854 37.800325),1124034871,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #07043,459 POWELL ST,,San Francisco,San Francisco,CA,94102,00069-1101-20,Renal Paxlovid,4,POINT (-122.40884 37.78899),1629085683,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #07150,965 GENEVA AVE,,San Francisco,San Francisco,CA,94112,00069-1101-20,Renal Paxlovid,3,POINT (-122.439605 37.716035),1336156330,2022-06-17T00:00:00.000,ACTIVE,
ZUCKERBERG SAN FRANCISCO GENERAL HO,1001 Poterero Avenue,"Building 5, Room GR1",San Francisco,San Francisco,CA,94110,00069-1101-20,Renal Paxlovid,24,POINT (-122.40644 37.75536),,2022-06-15T00:00:00.000,ACTIVE,
CVS Store #09243,1000 W KETTLEMAN LN,CVS Pharmacy,Lodi,San Joaquin,CA,95240,00069-1101-20,Renal Paxlovid,5,POINT (-121.2847 38.11431),1972546745,2022-06-17T00:00:00.000,ACTIVE,
Omnicare of N California #48214,850 South Guild Ave. Suite 100,,Lodi,San Joaquin,CA,95240,00069-1101-20,Renal Paxlovid,14,POINT (-121.24534 38.124075),1356429369,2022-06-17T00:00:00.000,ACTIVE,
Optum Serve - Lodi,415 S Sacramento St,ATTN: COVID Testing,Lodi,San Joaquin,CA,95240,00069-1101-20,Renal Paxlovid,,POINT (-121.27311 38.12856),,,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Rite Aid 06000,520 WEST LODI AVENUE,,Lodi,San Joaquin,CA,95240,00069-1101-20,Renal Paxlovid,4,POINT (-121.28001 38.12915),2093682702,2022-06-19T00:00:00.000,ACTIVE,
WALGREENS STORE #02961,75 N HAM LN,,Lodi,San Joaquin,CA,95242,00069-1101-20,Renal Paxlovid,10,POINT (-121.28836 38.136055),1881609162,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #05403,1175 W. LATHROP RD.,CVS Pharmacy,Manteca,San Joaquin,CA,95336,00069-1101-20,Renal Paxlovid,5,POINT (-121.235225 37.82685),1215167242,2022-06-17T00:00:00.000,ACTIVE,
Rite Aid 06005,1245 WEST YOSEMITE AVENUE,,Manteca,San Joaquin,CA,95337,00069-1101-20,Renal Paxlovid,5,POINT (-121.236147 37.797393),2098230716,2022-06-19T00:00:00.000,ACTIVE,
CVS Store #09830,6632 PACIFIC AVE.,CVS Pharmacy,Stockton,San Joaquin,CA,95207,00069-1101-20,Renal Paxlovid,2,POINT (-121.31954 38.01095),1609819432,2022-06-17T00:00:00.000,ACTIVE,
Rite Aid 05996,1050 NORTH WILSON WAY,,Stockton,San Joaquin,CA,95205,00069-1101-20,Renal Paxlovid,5,POINT (-121.27389 37.966685),2099486539,2022-06-19T00:00:00.000,ACTIVE,
WALGREENS STORE #02680,15 W HARDING WAY,,Stockton,San Joaquin,CA,95204,00069-1101-20,Renal Paxlovid,5,POINT (-121.29583 37.9676),1952316234,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02770,7929 LOWER SACRAMENTO RD,,Stockton,San Joaquin,CA,95210,00069-1101-20,Renal Paxlovid,12,POINT (-121.3231 38.02191),1851306120,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09855,3320 N TRACY BLVD,CVS Pharmacy,Tracy,San Joaquin,CA,95376,00069-1101-20,Renal Paxlovid,5,POINT (-121.43346 37.76098),1740222553,2022-06-17T00:00:00.000,ACTIVE,
WALGREENS STORE #02434,1830 W 11TH ST,,Tracy,San Joaquin,CA,95376,00069-1101-20,Renal Paxlovid,4,POINT (-121.45083 37.7383),1255346524,2022-06-17T00:00:00.000,ACTIVE,
CVS Store #09592,1435 E GRAND AVE,CVS Pharmacy,Arroyo Grande,San Luis Obispo,CA,93420,00069-1101-20,Renal Paxlovid,5,POINT (-120.60635 35.12034),1346282175,2022-06-17T00:00:00.000,ACTIVE,
Rite Aid 05825,1690 EAST GRAND AVENUE,,Arroyo Grande,San Luis Obispo,CA,93420,00069-1101-20,Renal Paxlovid,4,POINT (-120.607875 35.120946),8054749436,2022-06-19T00:00:00.000,ACTIVE,
