Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address
Kaiser Foundation Hospital,3288 MOANALUA RD,,"HONOLULU,",HONOLULU,HI,96819,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/29/2021 12:00:00 AM,48,24,01/03/2022 12:00:00 AM,POINT (-157.900297 21.362447)
Walmart Pharmacy #420,2700 Central Fwy,,Wichita Falls,WICHITA,TX,76306,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-98.526582 33.951504)
LUMINIS HEALTH ANNE ARUNDEL MEDICAL,2001 Medical Parkway,3rd Floor Pharmacy,Annapolis,ANNE ARUNDEL,MD,21401,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,120,119,01/03/2022 12:00:00 AM,POINT (-76.536256 38.989388)
SAN ANTONIO REGIONAL HOSPITAL,999 San Bernardino Rd.,,Upland,SAN BERNARDINO,CA,91786,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/03/2022 12:00:00 AM,POINT (-117.637034 34.101004)
Walgreens Store #10876,323 S WALKER ST,,PRINCETON,MERCER,WV,24740,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,0,01/04/2022 12:00:00 AM,POINT (-81.105016 37.361459)
Meijer Store 108,7300 EASTMAN AVE,,Midland,MIDLAND,MI,48642,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,0,01/03/2022 12:00:00 AM,POINT (-84.247125 43.662933)
HEB Pharmacy 419,2135 E MAIN ST,,EAGLE PASS,MAVERICK,TX,78852-4718,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,40,40,01/03/2022 12:00:00 AM,POINT (-100.485102 28.708806)
Walmart Pharmacy #901,550 S Highway 123 Byp,,Seguin,GUADALUPE,TX,78155,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-97.941151 29.565831)
Walmart Pharmacy #5145,1603 Vance Jackson Rd,,San Antonio,BEXAR,TX,78213,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-98.534973 29.487844)
Walmart Pharmacy #5925,2305 Jordan Ln SW,,Huntsville,MADISON,AL,35805,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-86.626982 34.713565)
Pardee Cancer Center,"805 6th Ave West, Suite 100",,Hendersonville,HENDERSON,NC,28739,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,72,72,12/28/2021 12:00:00 AM,POINT (-82.470551 35.318834)
Walgreens Store #04192,1017 E ADMIRAL DOYLE DR,,NEW IBERIA,IBERIA,LA,70560,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-91.821103 29.985762)
VIRGINIA PHARMACEUTICAL SERVICES,11832 Canon Blvd,Suite A,Newport News,NEWPORT NEWS CITY,VA,23606,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/28/2021 12:00:00 AM,96,,,POINT (-76.471506 37.089722)
Walmart Pharmacy #4673,1810 SHUG JORDAN PKWY,,AUBURN,LEE,AL,36830,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-85.497099 32.631299)
Walmart Pharmacy #1006,1215 E 16TH AVE,,CORDELE,CRISP,GA,31015,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,40,,,POINT (-83.762849 31.962221)
PARKVIEW REGIONAL MEDICAL CENTER,11109 Parkview Plaza Drive,,Fort Wayne,ALLEN,IN,46845,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/28/2021 12:00:00 AM,40,40,01/03/2022 12:00:00 AM,POINT (-85.099458 41.187123)
Cheyenne Regional Medical Center,214 East 23rd Street,Attn: Pharmacy,Cheyenne,LARAMIE,WY,82001,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,24,01/04/2022 12:00:00 AM,POINT (-104.816525 41.139981)
BLAKES PHARMACY,213 MAIN ST,,LOUISVILLE,CASS,NE,68037,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,,,POINT (-96.161986 41.000524)
VALLEY HEALTH CENTER AT MOORPARK PH,2400 Moorpark Ave,Suite 101,San Jose,SANTA CLARA,CA,95111,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,180,,,POINT (-121.937093 37.316098)
Walmart Pharmacy #904,2200 S Mckenzie St,,Foley,BALDWIN,AL,36535,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-87.68338 30.382936)
East Valley CHC W Covina,420 S. Glendora Ave,,West Covina,LOS ANGELES,CA,91790,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,160,,,POINT (-117.925218 34.067529)
Baptist Memorial Pharmacy - Desoto,7601 Southcrest Parkway,"West Entrance, Suite 100",Southaven,DE SOTO,MS,38671,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,,,POINT (-89.996738 34.97018)
VALLEY MEDICAL CENTER HOSPITAL,400 SOUTH 43RD STREET,,Renton,KING,WA,98055,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,0,01/04/2022 12:00:00 AM,POINT (-122.214182 47.441021)
OU MEDICAL CENTER,700 NE 13TH ST,Pharmacy 1st Floor,OKLAHOMA CITY,OKLAHOMA,OK,73104,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/23/2021 12:00:00 AM,144,144,12/30/2021 12:00:00 AM,POINT (-97.501002 35.482317)
Walmart Pharmacy #1148,3130 Lawrence Rd,,Wichita Falls,WICHITA,TX,76308,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-98.539919 33.876145)
City Pharmacy of Zebulon PC,460 Thomaston Street,,Zebulon,PIKE,GA,30295,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,180,,,POINT (-84.3427 33.101871)
GRIFFIN HOSPITAL,130 DIVISION ST,,DERBY,NEW HAVEN,CT,06418,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,12/28/2021 12:00:00 AM,POINT (-73.088689 41.335978)
SACRED HEART MEDICAL CENTER,101 W. 8TH AVE,ATTN: INPATIENT PHARMACY,SPOKANE,SPOKANE,WA,99204,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,20,01/03/2022 12:00:00 AM,POINT (-117.412168 47.64831)
MARKET STREET PHARMACY,4450 Buffalo Gap Road,,Abilene,TAYLOR,TX,79606,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,19,01/04/2022 12:00:00 AM,POINT (-99.761224 32.396505)
Primary Health Network Punxsutawney,200 Prushnok Dr.,,Punxsutawney,JEFFERSON,PA,15767,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,POINT (-78.961583 40.945909)
Giant Eagle Inc.,1606 North Center Avenue,Giant Eagle Pharmacy #0054,Somerset,SOMERSET,PA,15501,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,,POINT (-79.075239 40.036589)
Tallapoosa Drug,2066 US HIGHWAY 78,,Tallapoosa,HARALSON,GA,30176,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,,POINT (-85.291342 33.744472)
INFUSION SOLUTIONS LLC - N358,7110 FOREST AVENUE SUITE 203B,,Richmond,HENRICO,VA,23226,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,264,,,POINT (-77.527804 37.604944)
TEXAS ONCOLOGY WICHITA FALLAS,5400 KELL BLVD,,WICHITA FALLS,WICHITA,TX,76310,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-98.578795 33.872379)
Walgreens Store #03198,7634 BELLAIRE BLVD,,HOUSTON,HARRIS,TX,77036,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,220,220,01/04/2022 12:00:00 AM,POINT (-95.520833 29.705277)
"V10 655 Saginaw, MI",1500 WEISS STREET,,SAGINAW,SAGINAW,MI,48602,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-83.961853 43.443659)
ST. BERNARD MEDICAL CENTER,225 E WASHINGTON AVE,,JONESBORO,CRAIGHEAD,AR,72401,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,0,12/28/2021 12:00:00 AM,POINT (-90.703102 35.838397)
CVS Store #09610,12280 PERRIS BLVD,CVS Pharmacy,MORENO VALLEY,RIVERSIDE,CA,92557,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,17,01/04/2022 12:00:00 AM,POINT (-117.226299 33.941994)
CVS Store #09847,29985 CANYON HILLS RD,CVS Pharmacy,LAKE ELSINORE,RIVERSIDE,CA,92532,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,18,01/04/2022 12:00:00 AM,POINT (-117.263185 33.668035)
Walmart Pharmacy #992,2019 E 81ST ST,,TULSA,TULSA,OK,74137,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,,POINT (-95.961175 36.04643)
Walgreens Store #04978,111 S HALSTED ST,,CHICAGO,COOK,IL,60661,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,27,01/04/2022 12:00:00 AM,POINT (-87.647294 41.87986)
Walmart Pharmacy #987,14821 Six Mile Cypress Pkwy,,Fort Myers,LEE,FL,33912,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,160,,,POINT (-81.868835 26.52545)
Kinney Drugs #62-Auburn,62 Owasco St,,Auburn,CAYUGA,NY,13021,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,39,01/04/2022 12:00:00 AM,POINT (-76.557728 42.929674)
ALTA BATES SUMMIT MEDICAL CENTER,2450 ASHBY AVENUE,,BERKELEY,ALAMEDA,CA,94705,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,01/03/2022 12:00:00 AM,POINT (-122.257994 37.856408)
CaroMont Health,2525 Court Drive,,Gastonia,GASTON,NC,28054,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-81.143023 35.274593)
Walmart Pharmacy #279,926 E Collin Raye Dr,,De Queen,SEVIER,AR,71832,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-94.319063 34.045551)
CVS Store #05054,100 EAST LAKE BLVD,CVS Pharmacy,MAHOPAC,PUTNAM,NY,10541,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,60,01/04/2022 12:00:00 AM,POINT (-73.72964 41.373758)
ASCENSION ST. JOHN HOSPITAL,22101 MOROSS RD,,DETROIT,WAYNE,MI,48236,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,336,,,POINT (-82.914914 42.418972)
SUMMA HEALTH SYSTEM - AKRON CITY,525 EAST MARKET STREET,ATTN PHARMACY,AKRON,SUMMIT,OH,44304,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,60,,,POINT (-81.500173 41.07838)
SOUTHWEST GENERAL HEALTH CENTER,18697 Bagley Rd,Inpatient Pharmacy,Middleburg Heights,CUYAHOGA,OH,44130,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,40,,,POINT (-81.83291 41.37208)
Walmart Pharmacy #4216,2025 Merchant Mile,,Columbus,BARTHOLOMEW,IN,47201,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-85.945922 39.197875)
PROVIDENCE CENTRALIA,914 S SCHEUBER RD,ATN PHCY-360-3308564 H AND SW RET,CENTRALIA,LEWIS,WA,98531-9027,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-122.986989 46.712362)
Rite Aid 11127,9773 ROOSEVELT BLVD,,PHILADELPHIA,PHILADELPHIA,PA,19114-1010,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-75.024214 40.085057)
SANTA CLARA VALLEY MEDICAL CENTER -,751 S BASCOM AVE,,SAN JOSE,SANTA CLARA,CA,95128,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,,48,24,01/03/2022 12:00:00 AM,POINT (-121.931903 37.314046)
SAINT FRANCIS HOSPITAL SOUTH,10501 E 91ST ST,,TULSA,TULSA,OK,74133-5790,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,144,,,POINT (-95.857857 36.031925)
IVINSON MEMORIAL HOSPITAL,255 North 30th Street,,Laramie,ALBANY,WY,82072,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-105.557514 41.311605)
ALBERTSONS MARKET PHARMACY,3317 N Midland Drive,,Midland,MIDLAND,TX,79707,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/04/2022 12:00:00 AM,POINT (-102.14166 32.01659)
Walmart Pharmacy #2,161 N Walmart Dr,,Harrison,BOONE,AR,72601,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-93.138832 36.266212)
Rite Aid 11131,2545 ARAMINGO AVENUE.,,PHILADELPHIA,PHILADELPHIA,PA,19125-3728,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,,POINT (-75.119156 39.977697)
PHARMSCRIPT OF OH LLC,1685 WESTBELT DR,,COLUMBUS,FRANKLIN,OH,43228,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-83.124932 39.988638)
ST JOSEPHS HOSP HLTH CTR,301 Prospect Ave,,Syracuse,ONONDAGA,NY,13203,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/28/2021 12:00:00 AM,POINT (-76.14934 43.055797)
DRUGCO DISCOUNT PHARMACY,107 SMITH CHURCH RD,,ROANOKE RAPIDS,HALIFAX,NC,27870,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-77.646401 36.435733)
George County Pharmacy,92 West Ratliff St,,Lucedale,GEORGE,MS,39452,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,60,,,POINT (-88.595936 30.922762)
BETHESDA NORTH HOSPITAL,10500 MONTGOMERY ROAD,ATTN PHARMACY -KELLY FROST,CINCINNATI,HAMILTON,OH,45242,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,192,,,POINT (-84.343886 39.252501)
Walmart Pharmacy #3058,918 Bandera Rd,,San Antonio,BEXAR,TX,78228,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-98.555044 29.457306)
Walmart Pharmacy #412,1405 E Tyler St,,Athens,HENDERSON,TX,75751,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-95.831194 32.20902)
Ingles Pharmacy 031,151 Smokey Park Hwy,,Asheville,BUNCOMBE,NC,28806,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-82.628297 35.564194)
U OF U REDWOOD,1525 W 2100 S,,SALT LAKE CITY,SALT LAKE,UT,84119,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,17,01/04/2022 12:00:00 AM,POINT (-111.932695 40.725903)
Rite Aid 11127,9773 ROOSEVELT BLVD,,PHILADELPHIA,PHILADELPHIA,PA,19114-1010,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,,,POINT (-75.024214 40.085057)
Moose Professional Pharmacy,270 Copperfield Blvd,,Concord,CABARRUS,NC,28025,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,,POINT (-80.599321 35.446017)
CVS Store #10360,474 WINTON PKWY,CVS Pharmacy,LIVINGSTON,MERCED,CA,95334,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-120.737108 37.386414)
Walgreens Store #09810,1357 E COURT ST,,SEGUIN,GUADALUPE,TX,78155,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,0,01/04/2022 12:00:00 AM,POINT (-97.944297 29.56908)
Ellis Hospital,1101 Nott Street,,Schenectady,SCHENECTADY,NY,12308,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/30/2021 12:00:00 AM,POINT (-73.917988 42.819574)
THR TEXAS HEALTH RESOURCES MedSuprt,1100 Bridgewood,Suite 107,Fort Worth,TARRANT,TX,76112,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,288,144,01/03/2022 12:00:00 AM,POINT (-97.217364 32.763704)
WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON ST,,WATSONVILLE,SANTA CRUZ,CA,95076,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/22/2021 12:00:00 AM,24,,,
Walmart Pharmacy #662,2800 Spring Ave SW,,Decatur,MORGAN,AL,35603,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-87.000176 34.556666)
Walgreens Store #13457,500 MEADOW CREEK DR,,WESTMINSTER,CARROLL,MD,21158,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,0,01/04/2022 12:00:00 AM,POINT (-77.01076 39.589795)
AU Medical Center Inpatient Pharm,1481 Laney Walker Blvd Professional,"Building One, Suite 1400",Augusta,RICHMOND,GA,30912,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,168,24,12/31/2021 12:00:00 AM,POINT (-81.990978 33.469927)
Garnet Health Medical Center,707 East Main St,,Middletown,ORANGE,NY,10940,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,01/03/2022 12:00:00 AM,POINT (-74.369415 41.439962)
CHEYENNE RIVER HEALTH CENTER,24276 166 ST AIRPORT RD,,Eagle Butte,DEWEY,SD,57625,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,160,,,
CHRISTUS ST. VINCENT CANCER CENTER,490 A W ZIA RD,,Santa Fe,SANTA FE,NM,87505,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,48,32,01/03/2022 12:00:00 AM,POINT (-105.952305 35.645937)
HEB Pharmacy 229,6607 SOUTH IH 35,,AUSTIN,TRAVIS,TX,78744-3410,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,20,01/03/2022 12:00:00 AM,POINT (-97.770323 30.189956)
UC DAVIS MEDICAL CENTER,2315 Stockton Blvd,Central Pharmacy,Sacramento,SACRAMENTO,CA,95817,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,,720,,,POINT (-121.457535 38.554375)
Meijer Store 026,0550 BALDWIN ST,,Jenison,OTTAWA,MI,49428,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,40,01/04/2022 12:00:00 AM,POINT (-85.794658 42.907144)
MED SA-1 Vaccine Distro,45085 Old Ox Rd #100,,Sterling,LOUDOUN,VA,20166,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/24/2021 12:00:00 AM,20,,,POINT (-77.442693 38.979155)
Rite Aid 06105,1615 MAIN STREET,,SUSANVILLE,LASSEN,CA,96130-4730,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-120.649536 40.415628)
COSTWISE PHARMACY,712-A WASHINGTON ST,,WILLIAMSTON,MARTIN,NC,27892,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,,POINT (-77.060662 35.845247)
Walgreens Store #11138,1415 SAINT CHARLES ST,,HOUMA,TERREBONNE,LA,70360,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-90.745775 29.584226)
SNIPPER HEALTH LTD/EXCELLYON CLINIC,7470 S DEAN MARTIN DR. #101,,LAS VEGAS,CLARK,NV,89139,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,,,POINT (-115.183575 36.053931)
BROOKSHIRES PHARMACY 109 PILOT POIN,750 S HIGHWAY 377,,PILOT POINT,DENTON,TX,76258,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,16,01/04/2022 12:00:00 AM,POINT (-96.952531 33.388657)
Kinney Drugs #27-Illion,40 1st St,,Ilion,HERKIMER,NY,13357,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,40,01/04/2022 12:00:00 AM,POINT (-75.036964 43.01432)
SAV-ON PHARMACY,715 12TH AVE S,,Nampa,CANYON,ID,83651,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,180,,,POINT (-116.566366 43.573693)
ADVENTIST HEALTHCARE WHITE OAK MEDI,11890 HEALING WAY,,SILVER SPRING,MONTGOMERY,MD,20904-7917,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,48,48,01/03/2022 12:00:00 AM,POINT (-76.956948 39.0506)
HEB Pharmacy 672,1821 S VALLEY MILLS DR,,WACO,MCLENNAN,TX,76711-2119,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,20,01/03/2022 12:00:00 AM,POINT (-97.137116 31.524563)
Walmart Pharmacy #2690,8650 Madison Blvd,,Madison,MADISON,AL,35758,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-86.741153 34.68098)
Walmart Pharmacy #963,1836 S MAIN ST,,WEATHERFORD,PARKER,TX,76086,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-97.792913 32.733104)
COMMUNITY HOSPITAL MUNSTER,901 MACARTHUR BLVD,Pharmacy,MUNSTER,LAKE,IN,46321,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/30/2021 12:00:00 AM,POINT (-87.506294 41.549736)
MULTICARE MED CTR ED PHARM.,315 MARTIN LUTHER KING JR WAY,,Tacoma,PIERCE,WA,98405,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,168,,,POINT (-122.453527 47.25985)
CVS Store #01467,2020 W. BRIGGSMORE AVE.,CVS Pharmacy,MODESTO,STANISLAUS,CA,95350,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,100,01/04/2022 12:00:00 AM,POINT (-121.02976 37.670779)
Anderson Medical Center Pharmacy,2024 15th Street,,Meridian,LAUDERDALE,MS,39301,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,,,POINT (-88.700033 32.37197)
PROMEDICA HEALTH - THE TOLEDO HOSP,2142 N. COVE BOULEVARD,ATTN  PHARMACY,TOLEDO,LUCAS,OH,43606,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,192,,,POINT (-83.594786 41.670849)
Rite Aid 05591,18993 COLIMA ROAD,,ROWLAND HEIGHTS,LOS ANGELES,CA,91748-2942,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-117.889789 33.987608)
VALLEY HEALTH CENTER SUNNYVALE PH,660 S. FAIR OAKS AVE,Suite 1057,SUNNYVALE,SANTA CLARA,CA,94086,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,180,,,POINT (-122.023995 37.364693)
SCMC - EL MONTE,12100 VALLEY BLVD. STE 109A,,EL MONTE,LOS ANGELES,CA,91732,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,40,,,POINT (-118.016382 34.061337)
Walgreens Store #05234,5435 S KEDZIE AVE,,CHICAGO,COOK,IL,60632,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,80,01/04/2022 12:00:00 AM,POINT (-87.70357 41.794161)
Walgreens Store #00082,35 AVE LOS DOMINICOS,,TOA BAJA,Toa Baja,PR,00949,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,19,01/04/2022 12:00:00 AM,
Walmart Pharmacy #601,5501 SHERWOOD WAY,,SAN ANGELO,TOM GREEN,TX,76904,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-100.511582 31.42797)
DENTON APOTHECARY LP,306 N LOOP 288 STE 210,,DENTON,DENTON,TX,76209,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-97.090487 33.216786)
CVS Store #09115,645 SATURN BLVD,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92154,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/04/2022 12:00:00 AM,POINT (-117.092669 32.584723)
Family Fare 1513,784 S Cedar St,,Kalkaska,KALKASKA,MI,49646,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-85.186408 44.721082)
COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVE - ATTN PHARMACY,,HUDSON,COLUMBIA,NY,12534-2907,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,,POINT (-73.777067 42.24599)
HCA HOUSTON MEDICAL CENTER,1313 HERMANN DR,PHARMACY - South Tower LL,HOUSTON,HARRIS,TX,77004,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,96,,,POINT (-95.387875 29.72227)
Walgreens Store #15000,153 MAIN ST,,LINCOLN PARK,MORRIS,NJ,07035,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/04/2022 12:00:00 AM,POINT (-74.308208 40.922893)
OHSU Richmond,3930 SE Division Street,,Portland,MULTNOMAH,OR,97202,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-122.622204 45.504795)
MERCY HOSPITAL - OKC,4300 W. Memorial RD,,Oklahoma City,OKLAHOMA,OK,73120,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/28/2021 12:00:00 AM,144,144,01/04/2022 12:00:00 AM,POINT (-97.600512 35.609023)
Walgreens Store #10414,10090 RUSHING RD,,EL PASO,EL PASO,TX,79924,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,16,01/04/2022 12:00:00 AM,POINT (-106.421301 31.901914)
TOOLEYS CLINIC PHARMACY,4306 38TH STREET,,COLUMBUS,PLATTE,NE,68601,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-97.38142 41.453269)
Aspirus Keweenaw Pharmacy,205 Osceola Street,,Laurium,HOUGHTON,MI,49913,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-88.443435 47.238348)
American HCS DBA Randolph Health,364 White Oak Street,,Asheboro,RANDOLPH,NC,27203,0006-5055-06,Molnupiravir,12/31/2021 12:00:00 AM,,40,,,POINT (-79.814809 35.712008)
