Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
Walmart Pharmacy #433,2200 Sparkman Dr NW,,Huntsville,MADISON,AL,35810,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,19,02/02/2022 12:00:00 AM,POINT (-86.593214 34.762942),1710904016
MEDICAP PHARMACY #8256,10 S WARRIOR LANE,,WAUKEE,DALLAS,IA,50263,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,,60,,,POINT (-93.87219 41.613871),1023044179
CVS Store #06793,3020 GREEN VALLEY RD STE B,CVS Pharmacy,CAMERON PARK,EL DORADO,CA,95682,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,120,51,02/03/2022 12:00:00 AM,POINT (-121.001171 38.697979),1841483187
HMH JFK UNIVERSITY MEDICAL CENTER,65 JAMES ST,Pharmacy Department,EDISON,MIDDLESEX,NJ,08820,0310-7442-02,Evusheld,01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,72,144,02/03/2022 12:00:00 AM,POINT (-74.349586 40.557869),
LAWRENCE COUNTY HOSPITAL,1065 East Broad Street,,Monticello,LAWRENCE,MS,39654,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/18/2022 12:00:00 AM,40,59,02/03/2022 12:00:00 AM,POINT (-90.099852 31.553398),
TOM THUMB PHARMACY,921 S WESTGATE WAY,,Wylie,DALLAS,TX,75098,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,60,27,02/03/2022 12:00:00 AM,POINT (-96.554603 33.005746),1760420897
"SGHS, Brunswick",2415 Parkwood Drive,,Brunswick,GLYNN,GA,31520,0310-7442-02,Evusheld,01/11/2022 12:00:00 AM,01/18/2022 12:00:00 AM,168,,,POINT (-81.484664 31.173805),1598784720
SANTIAM MEMORIAL HOSPITAL,1401 N 10TH AVE,PHARMACY MAIN FLOOR,STAYTON,MARION,OR,97383-1399,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/20/2022 12:00:00 AM,40,,,POINT (-122.784124 44.80524),
BOUDREAUXS NEW DRUG STORE,404 E. PRIEN LAKE RD,,LAKE CHARLES,CALCASIEU,LA,70601,0310-7442-02,Evusheld,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,24,,,POINT (-93.215882 30.198275),
Ingles Pharmacy 025,2060 US Hwy 19,,Murphy,CHEROKEE,NC,28906,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,11,02/03/2022 12:00:00 AM,POINT (-84.008985 35.106709),1538668496
Walgreens Store #07446,1014 MONTAGUE AVE,,GREENWOOD,GREENWOOD,SC,29649,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/14/2022 12:00:00 AM,240,189,02/03/2022 12:00:00 AM,POINT (-82.177343 34.211025),1558376640
KROGER PHARMACY 03400128,"14221 E. SAM HOUSTON PKWY, N.",,HOUSTON,HARRIS,TX,77044,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/14/2022 12:00:00 AM,100,74,02/02/2022 12:00:00 AM,POINT (-95.201068 29.926271),1760844401
Cnty of Monterey - Laurel Fam Prac,1441 Constitution Blvd Bldg 400,Suite 300,Salinas,MONTEREY,CA,93906,0006-5055-06,Molnupiravir,01/07/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,40,01/19/2022 12:00:00 AM,POINT (-121.631371 36.695362),
Walmart Pharmacy #2761,13320 Governor G C Peery Hwy,,Pounding Mill,TAZEWELL,VA,24637,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,,,POINT (-81.731801 37.065641),1205854965
Walgreens Store #07710,CALLE PUBLICA AND CARR. 2,,VEGA BAJA,Vega Baja,PR,00693,0069-1085-30,Paxlovid,01/21/2022 12:00:00 AM,01/26/2022 12:00:00 AM,40,16,02/03/2022 12:00:00 AM,,1841205911
Walmart Pharmacy #5353,24809 Aldine Westfield Rd,,Spring,HARRIS,TX,77373,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,40,19,02/02/2022 12:00:00 AM,POINT (-95.404522 30.065029),1164895629
Walgreens Store #01319,2130 S 17TH ST,,WILMINGTON,NEW HANOVER,NC,28401,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,40,02/03/2022 12:00:00 AM,POINT (-77.924054 34.205179),1265694228
Rite Aid 00245,2 CUMBERLAND STREET,,LEBANON,LEBANON,PA,17042-5444,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,220,219,02/03/2022 12:00:00 AM,POINT (-76.412522 40.340333),
SAFEWAY PHARMACY,15332 Aurora Ave N,,SEATTLE,KING,WA,98133,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,01/10/2022 12:00:00 AM,20,20,02/03/2022 12:00:00 AM,POINT (-122.345253 47.740908),1821453655
SAV-ON PHARMACY,9300 CLIFFORD STREET,,Fort Worth,TARRANT,TX,76108,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,20,18,02/03/2022 12:00:00 AM,POINT (-97.47788 32.765841),1811934375
CVS Store #09558,320 S TWIN OAKS VALLEY RD,CVS Pharmacy,SAN MARCOS,SAN DIEGO,CA,92078,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,30,02/03/2022 12:00:00 AM,POINT (-117.164934 33.130207),1629010442
SCMC Van Nuys,14550 Haynes st,3rd Floor,Van Nuys,LOS ANGELES,CA,91411,0069-1085-30,Paxlovid,01/31/2022 12:00:00 AM,01/21/2022 12:00:00 AM,180,175,02/02/2022 12:00:00 AM,POINT (-118.450631 34.189686),1255729661
NMMC Eupora,70 Medical Plaza,,Eupora,WEBSTER,MS,39744,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,59,02/02/2022 12:00:00 AM,POINT (-89.26652 33.534753),
Walgreens Store #17672,30283 TRIANGLE DR,,CHARLOTTE HALL,SAINT MARYS,MD,20622,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,80,58,02/03/2022 12:00:00 AM,POINT (-76.773375 38.500196),1770007445
MEMORIAL HOSPITAL CHESTER,1900 STATE ST,,CHESTER,RANDOLPH,IL,62233-1116,0310-7442-02,Evusheld,01/18/2022 12:00:00 AM,01/25/2022 12:00:00 AM,72,72,02/03/2022 12:00:00 AM,POINT (-89.813389 37.918325),
OSH - Hammond,5818 Columbia Ave,,Hammond,LAKE,IN,46320,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,20,,,POINT (-87.50002 41.607778),1891061990
RUSSELL MEDICAL CENTER,3316 Highway 280,,Alexander City,TALLAPOOSA,AL,35010,0310-7442-02,Evusheld,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,94,02/02/2022 12:00:00 AM,POINT (-85.968394 32.93103),1881849024
PROVIDENCE SAINT MARY MED CTR,401 W. POPLAR STREET,,WALLA WALLA,WALLA WALLA,WA,99362,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/13/2022 12:00:00 AM,60,58,02/01/2022 12:00:00 AM,POINT (-118.343522 46.062783),
Walmart Pharmacy #1196,460 Hospital Rd,,New Roads,POINTE COUPEE,LA,70760,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,36,02/02/2022 12:00:00 AM,POINT (-91.466538 30.68758),1609893965
Walgreens Store #18124,9501 STAPLES MILL RD,,RICHMOND,HENRICO,VA,23228,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,75,02/03/2022 12:00:00 AM,POINT (-77.517635 37.644136),1073036406
Pharmerica Reno,4690 Longley Lane,#204,Reno,WASHOE,NV,89502,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,01/05/2022 12:00:00 AM,40,,,POINT (-119.757519 39.489692),
Walmart Pharmacy #3645,200 W Interstate 20,,Midland,MIDLAND,TX,79701,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,14,02/02/2022 12:00:00 AM,POINT (-102.074714 31.972907),1902823073
Walmart Pharmacy #930,3801 Eastern Blvd,,Montgomery,MONTGOMERY,AL,36116,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,100,80,02/02/2022 12:00:00 AM,POINT (-86.234579 32.328429),1639196918
TRI-STATE MEMORIAL HOSPITAL,1221 Highland Ave,,Clarkston,ASOTIN,WA,99403,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,24,,,POINT (-117.054507 46.40364),
Walmart Pharmacy #1129,13201 RANCH ROAD 620 N,,AUSTIN,WILLIAMSON,TX,78717,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,40,26,02/02/2022 12:00:00 AM,POINT (-97.792176 30.469525),1881611044
PELHAM PHARMACY,6555 GREENE ST STE 3,,PHILADELPHIA,PHILADELPHIA,PA,19119,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/13/2022 12:00:00 AM,240,235,01/31/2022 12:00:00 AM,POINT (-75.190997 40.043251),1083994925
VIDANT MEDICAL CENTER,Department of Pharmacy,2100 Stantonsburg Road,Greenville,PITT,NC,27835,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/13/2022 12:00:00 AM,280,41,02/03/2022 12:00:00 AM,,
Walmart Pharmacy #435,12495 STATE ROUTE 143,,HIGHLAND,MADISON,IL,62249,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,35,02/02/2022 12:00:00 AM,POINT (-89.685257 38.758728),1528085883
KROGER PHARMACY 03400136,341 S LOOP 336 W,,CONROE,MONTGOMERY,TX,77304,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,20,14,02/02/2022 12:00:00 AM,POINT (-95.464841 30.27901),1689747107
JEFFERSON HEALTHCARE,834 Sheridan,,Port Townsend,JEFFERSON,WA,98368,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,72,70,01/19/2022 12:00:00 AM,POINT (-122.790294 48.106132),
SHAW AFB,420 Polifka Dr,Bdlg 1042,Shaw AFB,SUMTER,SC,29152,0069-1085-30,Paxlovid,01/19/2022 12:00:00 AM,01/24/2022 12:00:00 AM,20,,,POINT (-80.488492 33.969951),
PureView Health Center,1930 9th Ave,,Helena,LEWIS AND CLARK,MT,59601,0006-5055-06,Molnupiravir,01/18/2022 12:00:00 AM,01/31/2022 12:00:00 AM,100,,,POINT (-112.005894 46.589185),1740390756
NORMAN REGIONAL HOSPITAL AUTHORITY,901 N PORTER AVE,,NORMAN,CLEVELAND,OK,73071-6404,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,140,140,01/31/2022 12:00:00 AM,POINT (-97.441117 35.230256),1285739045
LAUGHLIN AFB,590 Mitchell Blvd,Bldg 375,Laughlin AFB,VAL VERDE,TX,78843,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,20,,,POINT (-100.791116 29.354756),
Amerita,"2079 SE Otis Corley Dr,",Suite 19,Bentonville,BENTON,AR,72712,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,60,01/21/2022 12:00:00 AM,,
Giant Eagle Inc.,510 East Pitt St.,Giant Eagle Pharmacy #2414,Bedford,BEDFORD,PA,15522,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,100,98,02/03/2022 12:00:00 AM,POINT (-78.495077 40.019327),1881609709
AMERICARE PHARMACY CONSULTANTS,1185 Charlotte Highway,SUITE M,FAIRVIEW,BUNCOMBE,NC,28730,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,20,1,02/02/2022 12:00:00 AM,POINT (-82.424797 35.525868),
Piedmont Columbus Regional Midtown,710 Center Street,Dept of Pharmacy,Columbus,MUSCOGEE,GA,31901,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,168,117,02/02/2022 12:00:00 AM,POINT (-84.981978 32.481714),
Walmart Pharmacy #1301,5350 Clearbrook Village Ln,,Roanoke,ROANOKE CITY,VA,24014,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/02/2022 12:00:00 AM,POINT (-79.951667 37.20522),1962420711
"V07 534 Charleston, SC",109 BEE STREET,Attention:  Pharmacy (Urgent),CHARLESTON,CHARLESTON,SC,29401,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,,,POINT (-79.953687 32.783692),
BOSCOBEL PHARMACY,1028 Wisconsin Ave,,Boscobel W,GRANT,WI,53805,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/02/2022 12:00:00 AM,POINT (-90.705784 43.134106),1245249614
"V17 756 El Paso OPC, TX",5001 N PIEDRAS ST,,EL PASO,EL PASO,TX,79930,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/13/2022 12:00:00 AM,20,,,POINT (-106.461461 31.822388),
BAPTIST MEMORIAL HOSPITAL - UNION C,200 HWY 30 WEST,,NEW ALBANY,UNION,MS,38652,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,4,01/25/2022 12:00:00 AM,,
University of Kansas Hospital,11300 Corporate Ave Suite 180,,Lenexa,JOHNSON,KS,66219,0310-7442-02,Evusheld,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,432,330,02/03/2022 12:00:00 AM,POINT (-94.773494 38.921426),
CVS Store #09871,1317 N H ST,CVS Pharmacy,LOMPOC,SANTA BARBARA,CA,93436,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,11,02/03/2022 12:00:00 AM,POINT (-120.457732 34.659994),1740223098
PHARMACY DEL CENTRO ARARAT  PONCE,8169 CONDOMINIO SAN VICENTE,SUITE 412 EDIFICIO CONCORDIA,PONCE,Ponce,PR,00717,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/02/2022 12:00:00 AM,,1003134602
Walgreens Store #17936,5571 COLLINS HWY,,PIKEVILLE,PIKE,KY,41501,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,200,373,02/03/2022 12:00:00 AM,POINT (-82.538684 37.387196),1023531159
Walmart Pharmacy #2438,217 Garrisonville Rd,,Stafford,STAFFORD,VA,22554,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/02/2022 12:00:00 AM,POINT (-77.415138 38.472052),1447277546
Michaels Pharmacy,101 Charwood Dr,,Abingdon,WASHINGTON,VA,24210,0310-7442-02,Evusheld,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,48,,,POINT (-82.004684 36.701731),
Walmart Pharmacy #658,2510 Redmond Cir NW,,Rome,FLOYD,GA,30165,0006-5055-06,Molnupiravir,02/02/2022 12:00:00 AM,01/10/2022 12:00:00 AM,200,40,02/02/2022 12:00:00 AM,POINT (-85.228072 34.27464),1740207067
KHN PHARMACY - HUBER,8701 OLD TROY PIKE,Attn: Outpatient Pharmacy,HUBER HEIGHTS,MONTGOMERY,OH,45424,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,36,02/03/2022 12:00:00 AM,POINT (-84.136708 39.878793),1609940089
SAINT MARYS COMMUNITY PHARMACY,5801 BREMO ROAD,,RICHMOND,HENRICO,VA,23226,0006-5055-06,Molnupiravir,01/19/2022 12:00:00 AM,01/25/2022 12:00:00 AM,80,,,POINT (-77.513364 37.584313),1427139716
Rite Aid 11110,96 NORTH FLOWERS MILL ROAD,,LANGHORNE,BUCKS,PA,19047-1601,0006-5055-06,Molnupiravir,02/02/2022 12:00:00 AM,,40,,,POINT (-74.907517 40.180029),
Walmart Pharmacy #1073,1710 Central Texas Expy,,Lampasas,LAMPASAS,TX,76550,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,19,02/02/2022 12:00:00 AM,POINT (-98.160243 31.064553),1891712063
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,MAIN CAMPUS PHARMACY,BOSTON,SUFFOLK,MA,02114,0069-1085-30,Paxlovid,01/17/2022 12:00:00 AM,01/20/2022 12:00:00 AM,180,103,02/03/2022 12:00:00 AM,POINT (-71.068777 42.3624),
CHRIST HOSPITAL-JERSEY CITY,176 Palisade Ave,,JERSEY CITY,HUDSON,NJ,07306,0310-7442-02,Evusheld,01/20/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,72,02/03/2022 12:00:00 AM,POINT (-74.050249 40.73471),
Walmart Pharmacy #4526,4412 North Fwy,,Houston,HARRIS,TX,77022,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,19,02/02/2022 12:00:00 AM,POINT (-95.381515 29.830194),1679880637
Walgreens Store #02225,1008 N MULBERRY ST,,ELIZABETHTOWN,HARDIN,KY,42701,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,40,02/03/2022 12:00:00 AM,POINT (-85.839192 37.708962),1609882166
Riverside Neighborhood Hlth Ctr,7140 INDIANA AVE,,RIVERSIDE,RIVERSIDE,CA,92504,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/26/2022 12:00:00 AM,100,,,POINT (-117.397815 33.938907),
Walgreens Store #10841,1660 MAIN ST,,BUDA,HAYS,TX,78610,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,18,02/03/2022 12:00:00 AM,POINT (-97.822587 30.088848),1700073368
AUGUSTA HEALTH PRESCRIPTION SERVICE,12 PARKWAY LANE,,FISHERVILLE,AUGUSTA,VA,22939,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,40,27,02/03/2022 12:00:00 AM,POINT (-78.983517 38.087505),1902949852
CVS Store #05319,5889 AIRLINE HWY,CVS Pharmacy,BATON ROUGE,EAST BATON ROUGE,LA,70805,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,01/10/2022 12:00:00 AM,40,40,02/03/2022 12:00:00 AM,POINT (-91.131351 30.502577),1861596793
Meijer Store 134,5325 E Southport Road,Deliver to Pharmacy,Indianapolis,MARION,IN,46237,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,02/02/2022 12:00:00 AM,40,40,02/03/2022 12:00:00 AM,POINT (-86.076775 39.666017),1366712168
PRIMARY CARE CENTERS OF EKY HAZARD,101 TOWN AND COUNTRY LN,B,HAZARD,PERRY,KY,41701,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,320,131,02/03/2022 12:00:00 AM,POINT (-83.208972 37.267446),1396974234
Rite Aid 07878,1050 NORTHERN BLVD,,CLARKS SUMMIT,LACKAWANNA,PA,18411-2220,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,40,02/03/2022 12:00:00 AM,POINT (-75.693215 41.484919),
Klingensmiths Drug Store #5,650 Main St.,,Rimersburg,CLARION,PA,16248,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,200,196,02/03/2022 12:00:00 AM,POINT (-79.50219 41.042718),1609881556
Walmart Pharmacy #2940,5251 Cypress St,,West Monroe,OUACHITA,LA,71291,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,40,27,02/02/2022 12:00:00 AM,POINT (-92.189894 32.515996),1427455500
Walmart Pharmacy #1327,567 IVY TECH DR,,MADISON,JEFFERSON,IN,47250,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,78,02/02/2022 12:00:00 AM,POINT (-85.376802 38.782125),1396762605
COUNTY PHARMACY 2,233 W CARLETON RD,,HILLSDALE,HILLSDALE,MI,49242,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,100,20,01/20/2022 12:00:00 AM,POINT (-84.641422 41.930227),
Walgreens Store #00655,121 CALLE CRUZ ORTIZ STELLA S,,HUMACAO,Humacao,PR,00791,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/22/2022 12:00:00 AM,20,18,02/03/2022 12:00:00 AM,POINT (-65.825774 18.146087),1538175930
Sea Mar CHC - Seattle 8720 14th Ave,8720 14th Ave S,,Seattle,KING,WA,98108,0006-5055-06,Molnupiravir,01/18/2022 12:00:00 AM,01/28/2022 12:00:00 AM,800,,,POINT (-122.31494 47.524991),1356487318
Walgreens Store #15475,1519 N MAIN ST,,TARBORO,EDGECOMBE,NC,27886,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,40,02/03/2022 12:00:00 AM,POINT (-77.540983 35.907133),1457775454
ATRIUM HEALTH PHARMACY KENILWORTH,1225 HARDING PLACE SUITE 1400,,Charlotte,MECKLENBURG,NC,28204,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,60,108,02/02/2022 12:00:00 AM,POINT (-80.839102 35.209639),1982710554
BERKSHIRE MEDICAL CENTER,725 North Street,INPATIENT PARMACY,Pittsfield,BERKSHIRE,MA,01201,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,240,166,02/03/2022 12:00:00 AM,POINT (-73.248269 42.459415),
HEB Pharmacy 334,3601 PECAN BLVD,,MCALLEN,HIDALGO,TX,78501-3512,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,60,17,02/02/2022 12:00:00 AM,POINT (-98.258338 26.219398),
SAFEWAY PHARMACY,3033 Vintage Blvd.,,Juneau,JUNEAU,AK,99801,0006-5055-06,Molnupiravir,01/31/2022 12:00:00 AM,01/05/2022 12:00:00 AM,40,19,02/03/2022 12:00:00 AM,POINT (-134.597386 58.371733),1386673325
SAFEWAY PHARMACY,1302 S 38TH ST,,Tacoma,PIERCE,WA,98418,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,01/10/2022 12:00:00 AM,20,20,02/03/2022 12:00:00 AM,POINT (-122.4511 47.223146),1588693501
Meijer Store 285,5600 E NEW MARGARET DR,Deliver to Pharmacy,Terre Haute,VIGO,IN,47803,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/03/2022 12:00:00 AM,POINT (-87.331403 39.433783),1659750842
SUMMA HEALTH ROOTSTOWN PHARMACY,"4211 STATE ROUTE 44, SUITE 1500",,ROOTSTOWN,PORTAGE,OH,44272,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,40,20,01/31/2022 12:00:00 AM,POINT (-81.242459 41.10414),1174997118
Med Care of Ashland #48532,12509 Rebecca Ave.,,Ashland,BOYD,KY,41102,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/31/2022 12:00:00 AM,140,140,02/03/2022 12:00:00 AM,POINT (-82.740303 38.396861),1184729980
Walgreens Store #07595,6101 W 70TH ST,,SHREVEPORT,CADDO,LA,71129,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,80,58,02/03/2022 12:00:00 AM,POINT (-93.862524 32.44221),1023023298
SENTARA VIRGINIA BEACH GENERAL HOSP,1060 FIRST COLONIAL ROAD,,Virginia Beach,VIRGINIA BEACH CITY,VA,23454,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,48,48,02/03/2022 12:00:00 AM,POINT (-76.028381 36.864242),
Walmart Pharmacy #1148,3130 Lawrence Rd,,Wichita Falls,WICHITA,TX,76308,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,80,28,02/02/2022 12:00:00 AM,POINT (-98.539919 33.876145),1972520138
PharMerica Simpson,749 A Simpson Street,,Simpson,PITT,NC,27879,0310-7442-02,Evusheld,01/21/2022 12:00:00 AM,01/27/2022 12:00:00 AM,24,,,POINT (-77.276404 35.574138),
1782-FARMACIA BORINQUEN LLC,CARR 107 KM 35 BO BORINQUEN,,AGUADILLA,Aguadilla,PR,00604,0006-5055-06,Molnupiravir,01/21/2022 12:00:00 AM,01/26/2022 12:00:00 AM,60,,,,1346381712
GUILBEAUS PHARMACY,208 EAST ST PETER STREET,,CARENCRO,LAFAYETTE,LA,70520,0310-7442-02,Evusheld,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,24,,,POINT (-92.047205 30.317695),1922012913
Walmart Pharmacy #5290,1515 S Ellison Dr,,San Antonio,BEXAR,TX,78245,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,40,16,02/02/2022 12:00:00 AM,POINT (-98.678267 29.416932),1164846200
TEXAS ONCOLOGY DENISON,5125 Texoma Medical Center Dr,Suite 100,Denison,GRAYSON,TX,75020,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/20/2022 12:00:00 AM,72,48,01/20/2022 12:00:00 AM,POINT (-96.603837 33.787325),
Walmart Pharmacy #976,3360 Front St,,Winnsboro,FRANKLIN,LA,71295,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,60,7,02/02/2022 12:00:00 AM,POINT (-91.714827 32.156472),1326065665
CLARKS PHARMACY,1946 42nd St. NE,,Cedar Rapids,LINN,IA,52402,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/01/2022 12:00:00 AM,POINT (-91.66721 42.021565),1285732503
Kaleida - Degraff Memorial Hospital,445 Tremont Street,,North Tonawanda,NIAGARA,NY,14120,0310-7442-02,Evusheld,01/20/2022 12:00:00 AM,01/25/2022 12:00:00 AM,72,72,01/25/2022 12:00:00 AM,POINT (-78.862424 43.026221),
Meijer Store 046,8650 W GRAND RIVER AVE,Deliver to Pharmacy,Brighton,LIVINGSTON,MI,48116,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/09/2022 12:00:00 AM,40,35,02/03/2022 12:00:00 AM,POINT (-83.785995 42.539935),1730229287
"V22 664 San Diego, CA",3350 LA JOLLA VILLAGE DR,Pharmacy Service - 119,SAN DIEGO,SAN DIEGO,CA,92161,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,,,,
Summa Retail Pharmacy- Barberton,155 5th street,,Barberton,SUMMIT,OH,44312,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,60,59,02/03/2022 12:00:00 AM,POINT (-81.589824 41.014721),1326597063
