Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address
AURORA RETAIL PHARMACY 1090,2900 W OKLAHOMA AVE,STE 1001,MILWAUKEE,MILWAUKEE,WI,53215,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-87.949132 42.988612)
Walmart Pharmacy #904,2200 S Mckenzie St,,Foley,BALDWIN,AL,36535,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-87.68338 30.382936)
CONE HEALTH CANCER CENTER,2400 W FRIENDLY AVE,,GREENSBORO,GUILFORD,NC,27403,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,144,,,POINT (-79.828696 36.08146)
ST VINCENT HOSPITAL AND HEALTH CARE,2001 WEST 86TH STREET,Pharmacy Department,INDIANAPOLIS,MARION,IN,46260,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,168,118,01/05/2022 12:00:00 AM,POINT (-86.196008 39.911996)
Walmart Pharmacy #471,150 N Beckley St,,Lancaster,DALLAS,TX,75146,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-96.822052 32.591845)
Weis Markets Inc,1075 WEST KING STREET,Weis Pharmacy #38,SHIPPENSBURG,CUMBERLAND,PA,17257,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-77.532775 40.044182)
Walgreens Store #18425,599 MOUNT CLINTON PIKE,,HARRISONBURG,ROCKINGHAM,VA,22802,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,11,01/05/2022 12:00:00 AM,POINT (-78.87075 38.468665)
UNITED PHARMACY,3301 South 14th,,Abilene,TAYLOR,TX,79605,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,20,01/05/2022 12:00:00 AM,POINT (-99.766232 32.432288)
BROOKSHIRES PHARMACY 33 HUNTSVILLE,2601 11TH ST,,HUNTSVILLE,WALKER,TX,77340,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,40,01/05/2022 12:00:00 AM,POINT (-95.564722 30.719174)
EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,,EL CENTRO,IMPERIAL,CA,92243,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/28/2021 12:00:00 AM,20,20,01/05/2022 12:00:00 AM,POINT (-115.56862 32.781498)
ALLINA HEALTH NEW ULM MED CTR,1217 N 8th St,,NEW ULM,BROWN,MN,56073,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-94.476224 44.316352)
NORTHBAY MEDICAL CENTER,1200 B GALE WILSON BLVD DEPARTMENT,OF PHARMACY,FAIRFIELD,SOLANO,CA,94533,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/28/2021 12:00:00 AM,20,20,01/05/2022 12:00:00 AM,POINT (-122.0476 38.261104)
AMITA SAINTS MARY AND ELIZABETH MED,Pharmacy,2233 W division Street,Chicago,COOK,IL,60622,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,12/30/2021 12:00:00 AM,48,,,
Walmart Pharmacy #5740,2570 Government Blvd,,Mobile,MOBILE,AL,36606,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-88.103634 30.668978)
DEACONESS GATEWAY HOSPITAL,600 Mary St,,Evansville,VANDERBURGH,IN,47710,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,168,144,01/03/2022 12:00:00 AM,POINT (-87.570729 37.983147)
PRISMA HEALTH - MIDLANDS,5 RICHLAND MEDICAL PARK DR,PHARMACY DEPT,COLUMBIA,RICHLAND,SC,29203-6863,0310-7442-02,Evusheld,12/31/2021 12:00:00 AM,12/21/2021 12:00:00 AM,288,144,01/03/2022 12:00:00 AM,POINT (-81.030118 34.027109)
Rite Aid 06099,975 EAST CYPRESS AVENUE,,REDDING,SHASTA,CA,96002-1001,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,40,01/05/2022 12:00:00 AM,POINT (-122.353992 40.570947)
ST CATHERINE OF SIENA MED CTR,50 RTE 25A,,SMITHTOWN,SUFFOLK,NY,11787-0000,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,,POINT (-73.220131 40.867667)
ISABELLA CITIZENS FOR HEALTH,2790 HEALTH PKWY,,MOUNT PLEASANT,ISABELLA,MI,48858,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,
PRIME HEALTH,1035 STERLING RD STE 104,,HERNDON,FAIRFAX,VA,20170,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,,POINT (-77.395904 38.96878)
Walmart Pharmacy #1101,4538 US Highway 231,,Wetumpka,ELMORE,AL,36092,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-86.214362 32.5076)
SOUTHWEST GENERAL HEALTH CENTER,18697 Bagley Rd,Inpatient Pharmacy,Middleburg Heights,CUYAHOGA,OH,44130,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-81.83291 41.37208)
"V10 655 Saginaw, MI",1500 WEISS STREET,,SAGINAW,SAGINAW,MI,48602,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-83.961853 43.443659)
CVS Store #09270,2033 W WICKENBURG WAY,CVS Pharmacy,WICKENBURG,MARICOPA,AZ,85390,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,80,,,
UNITED PHARMACY,6313 4th St,,Lubbock,LUBBOCK,TX,79416,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,14,01/05/2022 12:00:00 AM,POINT (-101.952362 33.592313)
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,MAIN CAMPUS PHARMACY,BOSTON,SUFFOLK,MA,02114,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,920,0,01/05/2022 12:00:00 AM,POINT (-71.068777 42.3624)
NORTHERN DUTCHESS HOSPITAL-BIRTH,6511 Spring Brook Ave,,RHINEBECK,DUTCHESS,NY,12572,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,24,,,POINT (-73.911774 41.934571)
Fort Mojave Indian Health Center,1607 E Plantation Rd,,Mohave Valley,MOHAVE,AZ,86440,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,,,POINT (-114.593906 34.851571)
Walmart Pharmacy #314,1224 Huntsville Hwy,,Fayetteville,LINCOLN,TN,37334,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,,POINT (-86.567147 35.136613)
Walgreens Store #15937,2203 LANCASTER PIKE,,READING,BERKS,PA,19607,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,40,37,01/05/2022 12:00:00 AM,POINT (-75.975243 40.305745)
Walgreens Store #19380,6970 CRESTWOOD BLVD,,FREDERICK,FREDERICK,MD,21703,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,200,0,01/05/2022 12:00:00 AM,POINT (-77.422906 39.390102)
"Wellstar Health System, Inc",2200 THORNTON RD,SUITE 200,LITHIA SPRINGS,DOUGLAS,GA,30122,0310-7442-02,Evusheld,12/31/2021 12:00:00 AM,,192,0,12/28/2021 12:00:00 AM,POINT (-84.589476 33.745311)
GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,PHARMACY,DANVILLE,MONTOUR,PA,17822,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,432,,,POINT (-76.603393 40.966741)
StarMed Healthcare,4001 Tuckaseegee road,,Charlotte,MECKLENBURG,NC,28208,0006-5055-06,Molnupiravir,12/31/2021 12:00:00 AM,,240,,,POINT (-80.891913 35.246642)
Highland Hospital,1411 East 31st Street,,Oakland,ALAMEDA,CA,94602,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,12/21/2021 12:00:00 AM,336,46,01/04/2022 12:00:00 AM,POINT (-122.231125 37.79922)
Memorial Health Care Systems,250 N Columbia,,Seward,SEWARD,NE,68434,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-97.091915 40.910073)
ASHTABULA CO MEDICAL CENTER (ACMC),2420 LAKE AVENUE,Department of Pharmacy,ASHTABULA,ASHTABULA,OH,44004,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,60,0,12/24/2021 12:00:00 AM,POINT (-80.795674 41.880148)
Hoola Lahui Hawaii,4491 Rice Street Suite 105A,,Lihue,KAUAI,HI,96766,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,,,POINT (-159.370319 21.975416)
ABSOLUTE PHARMACY INC,7167 Keck Park Cir NW,,North Canton,STARK,OH,44720,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,
ASCENSION ST. FRANCIS PHARMACY,3237 S 16TH ST,,MILWAUKEE,MILWAUKEE,WI,53215,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-87.933837 42.98536)
OMNICARE of Annapolis Junction,9036 Junction Drive,,Annapolis Junction,HOWARD,MD,20701,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-76.805217 39.126032)
Walmart Pharmacy #1329,240 Mall Rd,,Logansport,CASS,IN,46947,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-86.316906 40.761264)
Rite Aid 05846,2938 WEST ROSAMOND BLVD.,,ROSAMOND,KERN,CA,93560-6266,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,01/05/2022 12:00:00 AM,POINT (-118.184251 34.864104)
M HEALTH FAIRVIEW CLINICS,711 Kasota Ave SE,,Minneapolis,HENNEPIN,MN,55414,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,400,,,POINT (-93.214642 44.981561)
St. Patricks Hospital,500 W Broadway St,(Inpatient Pharmacy),Missoula,MISSOULA,MT,59802,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/22/2021 12:00:00 AM,24,24,01/02/2022 12:00:00 AM,POINT (-114.00063 46.874103)
Northside Hospital Atlanta,1000 Johnson Ferry Road,,Atlanta,FULTON,GA,30342,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,264,,,POINT (-84.354756 33.907895)
RANDALLS PHARMACY,5219 FM 1960 RD W,,Houston,HARRIS,TX,77069,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,17,01/05/2022 12:00:00 AM,POINT (-95.510063 29.98133)
ARBOR HEALTH MORTON HOSPITAL,521 Adams Ave,,Morton,LEWIS,WA,98356,0069-1085-30,Paxlovid,12/31/2021 12:00:00 AM,,20,,,POINT (-122.279878 46.555953)
Walmart Pharmacy #508,1216 Junction Hwy,,Kerrville,KERR,TX,78028,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-99.167731 30.06065)
PROVIDENCE MOUNT CARMEL HOSPITAL,982 E. COLUMBIA AVE,ATTN: INPATIENT PHARMACY,COLVILLE,STEVENS,WA,99114,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,12/27/2021 12:00:00 AM,POINT (-117.892385 48.541303)
Walgreens Store #17593,507 AMHERST ST,,WINCHESTER,WINCHESTER CITY,VA,22601,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,11,01/05/2022 12:00:00 AM,POINT (-78.174588 39.187103)
ALBANY DRUGS,19067 Florida Blvd,,Albany,LIVINGSTON,LA,70711,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,18,12/31/2021 12:00:00 AM,
UHSSA UNIVERSITY HOSPITAL,4502 MEDICAL DR,,SAN ANTONIO,BEXAR,TX,78229,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,144,72,01/05/2022 12:00:00 AM,POINT (-98.576959 29.509462)
MANET COMMUNITY HEALTH CENTER-NORTH,110 WEST SQUANTUM ST,DELIVER TO NURSE,QUINCY,NORFOLK,MA,02171-0000,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-71.031315 42.27269)
Meijer Store 279,15 Caberfae Hwy,,Manistee,MANISTEE,MI,49660,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,20,01/05/2022 12:00:00 AM,POINT (-86.295728 44.267898)
UTMB CLEAR LAKE,200 BLOSSOM ST,,WEBSTER,HARRIS,TX,77598,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-95.124954 29.544386)
Walmart Pharmacy #4115,602 Cibolo Valley Dr,,Cibolo,GUADALUPE,TX,78108,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-98.237002 29.571813)
Walmart Pharmacy #4193,1900 East SE Loop 323,,Tyler,SMITH,TX,75701,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-95.277484 32.309496)
Rite Aid 02264,2722 WEST 9TH STREET,,CHESTER,DELAWARE,PA,19013-2043,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,40,01/05/2022 12:00:00 AM,POINT (-75.394803 39.836063)
Cameron Memorial Community Hospital,306 E MAUMEE ST STE 106,,ANGOLA,STEUBEN,IN,46703,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,,24,24,01/05/2022 12:00:00 AM,POINT (-84.996428 41.634879)
Walgreens Store #10476,1583 ATWOOD AVE,,JOHNSTON,PROVIDENCE,RI,02919,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,140,119,01/05/2022 12:00:00 AM,POINT (-71.50054 41.829451)
Walmart Pharmacy #1204,3451 Nelson Rd,,Lake Charles,CALCASIEU,LA,70605,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-93.249441 30.195358)
CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVE INPATIENT,PHARMACY,SAN FRANCISCO,SAN FRANCISCO,CA,94109,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,,,POINT (-122.421584 37.786347)
HEB Pharmacy 449,7811 MCPHERSON RD.,,LAREDO,WEBB,TX,78045-2802,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,13,01/04/2022 12:00:00 AM,POINT (-99.473431 27.576397)
Rite Aid 05860,2640 FLORAL AVENUE,,SELMA,FRESNO,CA,93662-2602,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,01/05/2022 12:00:00 AM,POINT (-119.624108 36.576349)
HEB Pharmacy 671,2030 N. 1ST STREET,,CARRIZO SPRINGS,DIMMIT,TX,78834-2028,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,40,40,01/04/2022 12:00:00 AM,POINT (-99.851134 28.535613)
Rite Aid 10817,459 SOUTH TRANSIT STREET,,LOCKPORT,NIAGARA,NY,14094-5506,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,100,100,01/05/2022 12:00:00 AM,POINT (-78.696872 43.154547)
TEXAS ONCOLOGY MCKINNEY,5236 W UNIVERSITY DR,Suite 1000,MCKINNEY,COLLIN,TX,75071,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/29/2021 12:00:00 AM,144,,,POINT (-96.684108 33.218178)
Rite Aid 06016,855 MONO WAY,,SONORA,TUOLUMNE,CA,95370-5202,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,40,01/05/2022 12:00:00 AM,POINT (-120.368269 37.975369)
SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DR,,MUSKOGEE,MUSKOGEE,OK,74401-5075,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/28/2021 12:00:00 AM,144,144,01/05/2022 12:00:00 AM,POINT (-95.406186 35.753621)
Walgreens Store #05763,8193 MALL RD,,FLORENCE,BOONE,KY,41042,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,560,557,01/05/2022 12:00:00 AM,POINT (-84.650089 38.98241)
Meijer Store 032,45001 Ford Road,,Canton,WAYNE,MI,48187,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,20,01/05/2022 12:00:00 AM,POINT (-83.484346 42.322021)
HCMC Hennepin Healthcare Medical Ct,730 South 8th St.,RL120 Pharmacy,Minneapolis,HENNEPIN,MN,55415,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,240,0,01/04/2022 12:00:00 AM,POINT (-93.263009 44.971667)
Walmart Pharmacy #3136,13900 Horizon Blvd,,Horizon City,EL PASO,TX,79928,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-106.200743 31.682734)
Rite Aid 10931,2501 BANKSVILLE ROAD,,PITTSBURGH,ALLEGHENY,PA,15216-2853,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,100,01/05/2022 12:00:00 AM,POINT (-80.034708 40.406722)
COTTON O NEIL CANCER CENTER (9008),1500 SW 10th Avenue,Attn:  Pharmacy Buyer,TOPEKA,SHAWNEE,KS,66604,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,72,48,01/05/2022 12:00:00 AM,POINT (-95.696021 39.051231)
ESSENTIA HEALTH DETROIT LAKES,ESSENTIA HEALTH DETROIT LAKES,1027 WASHINGTON AVE,DETROIT LAKES,BECKER,MN,56501,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,20,20,01/04/2022 12:00:00 AM,
PORTER ADVENTIST HOSPITAL,2525 S Downing St,Porter Pharmacy,Denver,DENVER,CO,80210,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,100,87,01/04/2022 12:00:00 AM,POINT (-104.973482 39.670627)
NICHOLAS H NOYES HOSPITAL,111 Clara Barton St,Attn: Dept of Pharmacy,Dansville,LIVINGSTON,NY,14437,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,0,01/04/2022 12:00:00 AM,POINT (-77.700314 42.552038)
JEFFERSON REGIONAL MEDICAL CTR,1600 W 40TH AVE,,PINE BLUFF,JEFFERSON,AR,71603,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-92.017788 34.188045)
Meijer Store 174,550 Hull Road,,Mason,INGHAM,MI,48854,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,40,01/05/2022 12:00:00 AM,POINT (-84.442989 42.565627)
BERKSHIRE MEDICAL CENTER,725 North Street,INPATIENT PARMACY,Pittsfield,BERKSHIRE,MA,01201,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,POINT (-73.248269 42.459415)
ST JOSEPHS HOSP HLTH CTR,301 Prospect Ave,,Syracuse,ONONDAGA,NY,13203,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,24,12/28/2021 12:00:00 AM,POINT (-76.14934 43.055797)
Walgreens Store #00174,65 INFANTRY AND JESUS FARGOSO,,CAROLINA,Carolina,PR,00983,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/25/2021 12:00:00 AM,20,0,01/05/2022 12:00:00 AM,
CVS Store #05809,4775 W. ROSECRANS AVE.,CVS Pharmacy,HAWTHORNE,LOS ANGELES,CA,90250,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,13,01/05/2022 12:00:00 AM,POINT (-118.360333 33.901876)
CCN Saint Catherine Hospital,4321 FIR ST,Inpatient Pharmacy 3rd Floor,EAST CHICAGO,LAKE,IN,46312,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,24,01/05/2022 12:00:00 AM,POINT (-87.448542 41.634064)
UTMB UNIVERSITY OF TEXAS MED BRANCH,301 UNIVERSITY BLVD,PHARMACY,GALVESTON,GALVESTON,TX,77555,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,96,,,POINT (-94.776261 29.311443)
OSCO PHARMACY,1313 NORTH 1ST STREET,,Hamilton,RAVALLI,MT,59840,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-114.157219 46.263018)
CVS Store #00323,1 GRAND UNION PLAZA,CVS Pharmacy,SAUGERTIES,ULSTER,NY,12477,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,224,01/05/2022 12:00:00 AM,POINT (-73.967838 42.083785)
GOOD SHEPHERD MEDICAL CENTER,610 NW 11TH ST,,HERMISTON,,OR,97838-6601,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-119.310948 45.84631)
BAYLOR HEALTH ENTERPRISES LP DBA BA,1250 8TH AVENUE,SUITE 125,FORT WORTH,TARRANT,TX,76104,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-97.343731 32.729659)
NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY AVE,,KIRKSVILLE,ADAIR,MO,63501-6401,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-92.590847 40.192468)
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,FARMINGTON,HARTFORD,CT,06032,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,40,39,01/05/2022 12:00:00 AM,POINT (-72.79582 41.73509)
CVS Store #09714,26861 SIERRA HWY,CVS Pharmacy,SANTA CLARITA,LOS ANGELES,CA,91321,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,140,,,
UCSF MEDICAL CENTER,505 PARNASSUS AVE,ROOM M39C,SAN FRANCISCO,SAN FRANCISCO,CA,94143,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,12/21/2021 12:00:00 AM,72,1,01/05/2022 12:00:00 AM,POINT (-122.45772 37.763535)
CARVAJAL PHARMACY LTC LLC,119 HUIZAR,,SAN ANTONIO,BEXAR,TX,78214,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-98.480324 29.357884)
Walmart Pharmacy #789,200 US Highway 80 E,,Mesquite,DALLAS,TX,75149,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-96.598693 32.790668)
Cayuga Medical Center of Ithaca,101 Dates Drive,,Ithaca,TOMPKINS,NY,14850,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,,,POINT (-76.536276 42.46843)
SANFORD BEMIDJI PHARM 1611 ANNE St.,1611 ANNE STREET NW,SUITE 1,BEMIDJI,BELTRAMI,MN,56601,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,60,,,POINT (-94.903325 47.505033)
Walmart Pharmacy #2861,7319 W State St,,Boise,ADA,ID,83714,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-116.281945 43.670156)
BRONSON METHODIST HOSPITAL,601 John St.,,Kalamazoo,KALAMAZOO,MI,49007,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,96,,,POINT (-85.58133 42.286125)
LUMINIS HEALTH ANNE ARUNDEL MEDICAL,2001 Medical Parkway,3rd Floor Pharmacy,Annapolis,ANNE ARUNDEL,MD,21401,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/22/2021 12:00:00 AM,120,118,01/05/2022 12:00:00 AM,POINT (-76.536256 38.989388)
CVS Store #05046,839 RTE 146,CVS Pharmacy,CLIFTON PARK,SARATOGA,NY,12065,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,76,01/05/2022 12:00:00 AM,POINT (-73.785833 42.863959)
"V07 534 Charleston, SC",109 BEE STREET,Attention:  Pharmacy (Urgent),CHARLESTON,CHARLESTON,SC,29401,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,24,,,POINT (-79.953687 32.783692)
Walgreens Store #01657,3333 MASONIC DR,,ALEXANDRIA,RAPIDES,LA,71301,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/05/2022 12:00:00 AM,POINT (-92.460062 31.283318)
SAFEWAY PHARMACY,6850 NE Bothell Way,,Kenmore,KING,WA,98028,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-122.247856 47.758164)
MID-COLUMBIA MEDICAL CENTER,1700 E 19TH ST,ATTN: PHARMACY,THE DALLES,,OR,97058-3317,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-121.165224 45.588019)
LIBERTY HILL PHARMACY,13740 W STATE HWY 29,Suite 4,LIBERTY HILL,WILLIAMSON,TX,78642,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,,POINT (-97.911557 30.668095)
EXETER HOSPITAL,5 ALUMNI DR,,EXETER,ROCKINGHAM,NH,03833-2128,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,24,01/04/2022 12:00:00 AM,POINT (-70.934896 42.983614)
ROCHESTER GENERAL HOSPITAL,1425 Portland Ave,Inpatient Pharmacy,ROCHESTER,MONROE,NY,14621-0000,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,,POINT (-77.584428 43.192588)
MERCY HOSPITAL LINCOLN,1000 E CHERRY ST,,TROY,LINCOLN,MO,63379,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-90.964676 38.984003)
PORTER ADVENTIST HOSPITAL,2525 S Downing St,Porter Pharmacy,Denver,DENVER,CO,80210,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,440,438,01/04/2022 12:00:00 AM,POINT (-104.973482 39.670627)
IOWA METHODIST MEDICAL CENTER,1200 PLEASANT ST,ATTENTION PHARMACY,DES MOINES,POLK,IA,50309,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,72,,,POINT (-93.633188 41.590795)
Walgreens Store #00361,4145 AVE ARCADIO ESTRADA,,SAN SEBASTIAN,San Sebastian,PR,00685,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/25/2021 12:00:00 AM,20,10,01/05/2022 12:00:00 AM,
Weis Markets Inc,1100 N FOURTH STREET,Weis Pharmacy #36,SUNBURY,NORTHUMBERLAND,PA,17801,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-76.784799 40.873019)
Walmart Pharmacy #1,2110 W WALNUT ST,,ROGERS,BENTON,AR,72756,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,,POINT (-94.148981 36.334114)
General Meyer Pharmacy,3510 General Meyer Ave,Suite B,New Orleans,ORLEANS,LA,70114,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,,,POINT (-90.019702 29.939276)
