Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date
CVS Store #08943,102 S. SANDERSON AVE.,CVS Pharmacy,SAN JACINTO,RIVERSIDE,CA,92582,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #09986,"1400 HOWARD RD.,",CVS Pharmacy,MADERA,MADERA,CA,93637,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #09565,14830 HIGHWAY 4,CVS Pharmacy,DISCOVERY BAY,CONTRA COSTA,CA,94505,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
CVS Store #09574,883 S. SANTA FE AVENUE,CVS Pharmacy,VISTA,SAN DIEGO,CA,92083,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
CVS Store #09583,102 NORTH MAIN STREET,CVS Pharmacy,SANTA ANA,ORANGE,CA,92701,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,
CVS Store #09233,515 S STATE HIGHWAY 49,CVS Pharmacy,JACKSON,AMADOR,CA,95642,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
CVS Store #09763,1080 SPERRY AVE,CVS Pharmacy,PATTERSON,STANISLAUS,CA,95363,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,19,12/30/2021 12:00:00 AM
CVS Store #10578,11506 SOUTH 4000 WEST,CVS Pharmacy,SOUTH JORDAN,SALT LAKE,UT,84095,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #09705,13181 PEYTON DRIVE,CVS Pharmacy,CHINO HILLS,SAN BERNARDINO,CA,91709,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #10508,4949 SANTA MONICA AVE.,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92107,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
Walmart Pharmacy #4299,6315 82ND ST,,LUBBOCK,LUBBOCK,TX,79424,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3826,1911 Marsha Sharp Fwy,,Lubbock,LUBBOCK,TX,79415,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,
Walmart Pharmacy #5416,915 E Randol Mill Rd,,Arlington,TARRANT,TX,76011,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3500,5655 E Sam Houston Pkwy N,,Houston,HARRIS,TX,77015,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #5105,10 Riverton Commons Dr,,Front Royal,WARREN,VA,22630,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #09818,572 FLETCHER PKWY,CVS Pharmacy,EL CAJON,SAN DIEGO,CA,92020,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,240,,
Walmart Pharmacy #2564,1036 US Highway 211 W,,Luray,PAGE,VA,22835,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #879,419 HIGHWAY 52 BYP W,,LAFAYETTE,MACON,TN,37083,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #2805,303 Market Dr,,Emporia,EMPORIA CITY,VA,23847,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #4130,5754 Kyle Pkwy,,Kyle,HAYS,TX,78640,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
CVS Store #09794,5200 N UNIVERSITY PARKWAY,CVS Pharmacy,SAN BERNARDINO,SAN BERNARDINO,CA,92407,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,
CVS Store #07653,5120 WESTON ROAD,CVS Pharmacy,EVANSVILLE,VANDERBURGH,IN,47712,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,
Walmart Pharmacy #546,5330 FM 1640 RD,,RICHMOND,FORT BEND,TX,77469,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #2662,313 THACKER AVE,,COVINGTON,COVINGTON CITY,VA,24426,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
CVS Store #10370,7777 S. REDWOOD RD.,CVS Pharmacy,WEST JORDAN,SALT LAKE,UT,84084,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
Walmart Pharmacy #4102,1151 US HIGHWAY 90 E,,CASTROVILLE,MEDINA,TX,78009,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3614,2141 Dale Ave SE,,Roanoke,ROANOKE CITY,VA,24013,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3614,2141 Dale Ave SE,,Roanoke,ROANOKE CITY,VA,24013,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Walmart Pharmacy #461,496 S BIBB AVE,,EAGLE PASS,MAVERICK,TX,78852,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #2984,3745 SW Lee Blvd,,Lawton,COMANCHE,OK,73505,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,
Walmart Pharmacy #3170,1320 HIGHWAY 290 W,,ELGIN,BASTROP,TX,78621,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CVS Store #06713,4444 STATE RD. WEST 46,CVS Pharmacy,BLOOMINGTON,MONROE,IN,47404,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,
Walmart Pharmacy #5962,4716 Hondo Pass Dr,,El Paso,EL PASO,TX,79904,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #500,4530 Woodrow Bean,,El Paso,EL PASO,TX,79924,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #1803,4331 Thousand Oaks Dr,,San Antonio,BEXAR,TX,78217,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #458,2501 W WHEELER AVE,,ARANSAS PASS,SAN PATRICIO,TX,78336,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #7349,7251 Arden Rd,,Amarillo,RANDALL,TX,79109,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3383,4215 Canyon Dr,,Amarillo,RANDALL,TX,79110,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #738,2200 Highway 641 N,,Camden,BENTON,TN,38320,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #1253,710 E Ben White Blvd,,Austin,TRAVIS,TX,78704,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #3015,2827 S Buckner Blvd,,Dallas,DALLAS,TX,75227,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #3014,200 SHORT BLVD,,DALLAS,DALLAS,TX,75232,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #5092,190 E Fm 3040,,Lewisville,DENTON,TX,75067,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #940,6770 Westworth Blvd,,Westworth Village,TARRANT,TX,76114,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #457,1360 NORTH MAIN,,VIDOR,ORANGE,TX,77662,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #2724,1107 Shaver St,,Pasadena,HARRIS,TX,77506,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #314,1224 Huntsville Hwy,,Fayetteville,LINCOLN,TN,37334,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #314,1224 Huntsville Hwy,,Fayetteville,LINCOLN,TN,37334,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #687,168 Obed Plz Ste 108,,Crossville,CUMBERLAND,TN,38555,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #4483,225 Wilkinson Ln,,White House,ROBERTSON,TN,37188,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #4483,225 Wilkinson Ln,,White House,ROBERTSON,TN,37188,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,100,,
Walmart Pharmacy #675,1601 W REELFOOT AVE,,UNION CITY,OBION,TN,38261,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #3136,13900 Horizon Blvd,,Horizon City,EL PASO,TX,79928,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #2310,3051 Kinzel Way,,Knoxville,KNOX,TN,37924,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #599,3200 Fort Henry Dr,,Kingsport,SULLIVAN,TN,37664,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #4373,200 Wake Village Rd,,Wake Village,BOWIE,TX,75501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #404,1015 HIGHWAY 80,,SAN MARCOS,HAYS,TX,78666,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #1296,1126 W US Highway 77,,San Benito,CAMERON,TX,78586,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
Walmart Pharmacy #465,305 10TH ST,,FLORESVILLE,WILSON,TX,78114,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Walmart Pharmacy #5175,589 W Main St,,Cookeville,PUTNAM,TN,38506,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,120,,
Walmart Pharmacy #6467,450 S Southeast Loop 323,,Tyler,SMITH,TX,75702,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Walmart Pharmacy #1044,5050 Troup Hwy,,Tyler,SMITH,TX,75707,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
KROGER PHARMACY 03500509,4901 MAPLE AVE,,DALLAS,DALLAS,TX,75235,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
CVS Store #06719,44274 WEST-SMITH ENKE RD.,CVS Pharmacy,MARICOPA,PINAL,AZ,85138,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,40,12/30/2021 12:00:00 AM
Giant Eagle Inc.,6204 State Route 30,Giant Eagle Pharmacy #0009,Greensburg,WESTMORELAND,PA,15601,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,,
Brookshire Grocery Company,105 EAST OVILLA RD,Brookshires,RED OAK,ELLIS,TX,75154,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
Brookshire Grocery Company,2020 ROSELAND BLVD,BROOKSHIRE PHARMACY #09,TYLER,SMITH,TX,75701,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
K-VA-T FOOD STORES INC.,100 BONHAM RD,,BRISTOL,BRISTOL,VA,24202,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,
CVS Store #05958,14220 SCHLEISMAN RD,CVS Pharmacy,EASTVALE,RIVERSIDE,CA,92880,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,
CVS Store #07088,16961 BEACH BOULEVARD,CVS Pharmacy,HUNTINGTON BEACH,ORANGE,CA,92647,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,18,12/30/2021 12:00:00 AM
CVS Store #05350,182 SOUTH RIDGE ST,CVS Pharmacy,RYE BROOK,WESTCHESTER,NY,10573,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,27,12/30/2021 12:00:00 AM
CVS Store #05369,6279 E. STATE BLVD.,CVS Pharmacy,FORT WAYNE,ALLEN,IN,46815,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
CVS Store #03661,2401 SW 27TH AVE.,CVS Pharmacy,OCALA,MARION,FL,34471,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,100,,
CVS Store #03749,2840 N. DYSART RD.,CVS Pharmacy,GOODYEAR,MARICOPA,AZ,85395,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,80,80,12/30/2021 12:00:00 AM
CVS Store #03056,2293 H DELA ROSA SR ST,CVS Pharmacy,SOLEDAD,MONTEREY,CA,93960,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
CVS Store #04326,4028 LONE TREE WAY,CVS Pharmacy,ANTIOCH,CONTRA COSTA,CA,94531,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,120,,
CVS Store #06674,505 WEST MAIN STREET,CVS Pharmacy,DELPHI,CARROLL,IN,46923,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #06795,201 W HIGH ST,CVS Pharmacy,LIBERTY,UNION,IN,47353,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
GIANT EAGLE INC.,1521 N MAIN STREET EXT,,BUTLER,BUTLER,PA,16001,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,
Brookshire Grocery Company,213 NORTH US HWY 69,BROOKSHIRE PHARMACY #70,BULLARD,SMITH,TX,75757,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
Weis Markets Inc,6901 WESTBRANCH HIGHWAY,Weis Pharmacy #31,LEWISBURG,UNION,PA,17837,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,
K-VA-T Food Stores Inc.,955-A East Stuart Drive,Food City Pharmacy #865,GALAX,GALAX CITY,VA,24333,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Brookshire Grocery Company,5118 E I-20 SVC RD SOUTH,BROOKSHIRE PHARMACY #97,ALEDO,PARKER,TX,76008,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
HEB Pharmacy 557,801 NORTH I-H 35,,BELLMEAD,MCLENNAN,TX,76705-2874,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,20,12/31/2021 12:00:00 AM
HALE CENTER CLINICAL PHARMACY,601 AVE G,,HALE CENTER,HALE,TX,79041,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
NEW DIMENSION PHARMACY,1102 PINEMONT DR STE F,,HOUSTON,HARRIS,TX,77018,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
RICHLANDS PHARMACY,2625 FRONT ST,,RICHLANDS,TAZEWELL,VA,24641,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
ASTIS SOUTH HILLS PHARMACY,250 MOUNT LEBANON BLVD,,PITTSBURGH,ALLEGHENY,PA,15234,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,,
COLUMBIA PHARMACY INC,214 MAIN ST,,COLUMBIA,TYRRELL,NC,27925,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,
HARVEST DRUG and GIFT,4426 Kell Blvd,,Wichita Falls,WICHITA,TX,76309,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
DRUGCO PHARMACY,163 NASHVILLE COMMONS DR,,NASHVILLE,NASH,NC,27856,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
38TH STREET PHARMACY,711 W 38TH ST C-3,ST C-3,AUSTIN,TRAVIS,TX,78705,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
CUMBERLAND PHARMACY,1756 ANDERSON HWY,,CUMBERLAND,CUMBERLAND,VA,23040,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,
Eastman Drugs,1221 Plaza Avenue Suite B,,Eastman,DODGE,GA,31023,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,180,,
Beekman pharmacy,2540 Route 55,,Poughquag,,NY,12570,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
HOMETOWN PHARMACY OCEANA SHELBY,178 N MICHIGAN AVE,,SHELBY,OCEANA,MI,49455,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
CVS Store #02908,488 ROUTE 17M,CVS Pharmacy,MONROE,ORANGE,NY,10950,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,140,,
"V23 636A8 Iowa City, IA",601 HIGHWAY 6 W,,IOWA CITY,JOHNSON,IA,52246,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,
Walgreens Store #11238,615 RANDOLPH AVE,,ELKINS,RANDOLPH,WV,26241,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Walgreens Store #10718,1202 W UNION AVE,,LITCHFIELD,MONTGOMERY,IL,62056,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,
Walgreens Store #11757,3925 PEACHTREE RD NE,,BROOKHAVEN,DEKALB,GA,30319,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,120,,
Walgreens Store #17672,30283 TRIANGLE DR,,CHARLOTTE HALL,SAINT MARYS,MD,20622,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,200,,
Walgreens Store #06382,1138 MAIN AVE,,CLIFTON,PASSAIC,NJ,07011,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,,
Walgreens Store #10591,305 W MAIN ST,,MALONE,FRANKLIN,NY,12953,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,
Walgreens Store #17951,1021 3RD ST,,NEW MARTINSVILLE,WETZEL,WV,26155,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
Walgreens Store #10329,901 S 5TH ST,,HARTSVILLE,DARLINGTON,SC,29550,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,100,,
Walgreens Store #10825,1730 CARR 506,,COTO LAUREL,Ponce,PR,00780,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/25/2021 12:00:00 AM,20,,
KINGMAN REGIONAL MEDICAL CENTER,3269 N STOCKTON HILL RD,INPATIENT HOSPITAL,KINGMAN,MOHAVE,AZ,86409,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/28/2021 12:00:00 AM,120,,
Baptist Health Medical Center - LR,9601 BAPTISIT HEALTH DR,,LITTLE ROCK,PULASKI,AR,72205,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,
NYP-WEILL CORNELL MEDICAL CTR,512 E 71ST STREET,,NEW YORK,NEW YORK,NY,10021,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/23/2021 12:00:00 AM,288,144,12/30/2021 12:00:00 AM
WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON ST,,WATSONVILLE,SANTA CRUZ,CA,95076,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/22/2021 12:00:00 AM,24,,
PIONEERS MEMORIAL HEALTHCARE DISTRI,207 W Legion Rd,,Brawley,IMPERIAL,CA,92227,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/28/2021 12:00:00 AM,20,20,01/01/2022 12:00:00 AM
BANNER FT COLLINS MEDICAL CENTER HO,4700 LADY MOON DR,,FORT COLLINS,LARIMER,CO,80528,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,200,,
WATERBURY HOSPITAL,64 Robbins Street,,Waterbury,NEW HAVEN,CT,06708,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
STAMFORD HOSPITAL,1 HOSPITAL PLAZA,GROUND FLOOR,STAMFORD,FAIRFIELD,CT,06902,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,20,01/02/2022 12:00:00 AM
UNIVERSITY OF ILLINOIS HOSPITAL,912 S PAULINA ST,Room C323,CHICAGO,COOK,IL,60612-4333,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,12/30/2021 12:00:00 AM,96,72,12/31/2021 12:00:00 AM
MOFFITT CANCER - MAGNOLIA,12902 MAGNOLIA DRIVE,ATTN: INFUSION PHARMACY,TAMPA,HILLSBOROUGH,FL,33612,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,144,0,12/27/2021 12:00:00 AM
ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,,EVANSVILLE,VANDERBURGH,IN,47714,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,20,12/28/2021 12:00:00 AM
GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,,Linton,GREENE,IN,47441,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
MAJOR HOSPITAL,2451 INTELLIPLEX DR.,,SHELBYVILLE,SHELBY,IN,46176,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/02/2022 12:00:00 AM
KENS THRIFTY WAY PHARMACY,517 E PRUDHOMME STREET,,OPELOUSAS,SAINT LANDRY,LA,70570,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
Rays Apothecary Pharmacy,78 A Versailles Blvd,,Alexandria,RAPIDES,LA,71303,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
COVERED BRIDGE HEALTHCARE,658 E MAIN ST,,CENTREVILLE,SAINT JOSEPH,MI,49032,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
GLENS 1523,1570 N CLARE AVE,,HARRISON,CLARE,MI,48625,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
FREDERICK HEALTH HOSPITAL,400 W 7TH ST,,FREDERICK,FREDERICK,MD,21701-4506,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,48,12/31/2021 12:00:00 AM
BERKSHIRE MEDICAL CENTER,725 North Street,INPATIENT PARMACY,Pittsfield,BERKSHIRE,MA,01201,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
BRIGHAM AND WOMENS HOSPITAL OCCUPAT,75 FRANCIS STREET,MAIN CAMPUS PHARMACY,BOSTON,SUFFOLK,MA,02115,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,144,,
CHILDRENS MERCY HOSPITAL - GILLHAM,2401 GILLHAM RD,,KANSAS CITY,JACKSON,MO,64108-4619,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,,
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,PETTIS,MO,65301,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,PETTIS,MO,65301,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
MERCY HOSPITAL WASHINGTON,901 E 5TH ST,,WASHINGTON,FRANKLIN,MO,63090-3127,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
FREEMAN HOSPITAL WEST,1102 W 32ND ST,,JOPLIN,JASPER,MO,64804-3503,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,01/02/2022 12:00:00 AM
PHELPS HEALTH COVID CLINIC,1000 West TENTH ST,,ROLLA,PHELPS,MO,65401,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,0,12/29/2021 12:00:00 AM
CHILDRENS MN-MINNEAPOLIS,2525 CHICAGO AVE S,,MINNEAPOLIS,HENNEPIN,MN,55404,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,
CAROLINAEAST MEDICAL CENTER,2000 NEUSE BLVD,Pharmacy Department,NEW BERN,CRAVEN,NC,28560,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/28/2021 12:00:00 AM,20,20,12/31/2021 12:00:00 AM
CAROLINAEAST MEDICAL CENTER,2000 NEUSE BLVD,Pharmacy Department,NEW BERN,CRAVEN,NC,28560,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/31/2021 12:00:00 AM
ST DOMINIC JACKSON MEMORIAL HOSP,969 LAKELAND DRIVE,,JACKSON,HINDS,MS,39216,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,48,,
SNIPPER HEALTH LTD/EXCELLYON CLINIC,7470 S DEAN MARTIN DR. #101,,LAS VEGAS,CLARK,NV,89139,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,,
HIGHLAND HOSPITAL,1000 SOUTH AVE,ATTN PHARMACY,ROCHESTER,MONROE,NY,14620-0000,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
Kinney Drugs #42- Alexandria Bay,21 NY-12,,Alexandria Bay,JEFFERSON,NY,13607,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
GENESIS HOSPITAL,2951 Maple Ave.,2951 Maple Ave,Zanesville,MUSKINGUM,OH,43701,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,,
WESTFIELD MEMORIAL HOSPITAL,189 EAST MAIN ST,,WESTFIELD,CHAUTAUQUA,NY,14787,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,
NORTH SHORE UNIV HOSP,225 Community Dr. Suite 140,,Great Neck,NASSAU,NY,11021,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/29/2021 12:00:00 AM
Kaleida-Millard Fillmor,1540 MAPLE RD,,WILLIAMSVILLE,ERIE,NY,14221-0000,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,,
