Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
Eastman Drugs,1221 Plaza Avenue Suite B,,Eastman,DODGE,GA,31023,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/18/2022 12:00:00 AM,560,315,01/31/2022 12:00:00 AM,POINT (-83.179196 32.182461),1700830387
FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,,FORKS,CLALLAM,WA,98331,0310-7442-02,Evusheld,01/19/2022 12:00:00 AM,01/27/2022 12:00:00 AM,48,,,POINT (-124.393471 47.946356),
PRAIRIE LAKES HEALTHCARE SYSTEM,401 9TH AVENUE NORTHWEST,,WATERTOWN,CODINGTON,SD,57201-0000,0310-7442-02,Evusheld,01/10/2022 12:00:00 AM,01/18/2022 12:00:00 AM,96,,,POINT (-97.120811 44.910837),
SMITHS PHARMACY 70600082,1080 W HWY 40,,VERNAL,UINTAH,UT,84078,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,01/04/2022 12:00:00 AM,80,80,01/31/2022 12:00:00 AM,POINT (-109.547085 40.452879),1962427591
SALEM HOSPITAL PHARMACY,665 WINTER ST SE,BUILDING B PHARMACY DEPT,SALEM,MARION,OR,97301,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,120,53,01/26/2022 12:00:00 AM,POINT (-123.035112 44.932695),1265431829
KANSAS MEDICAL CENTER,1124 W 21ST ST,,ANDOVER,BUTLER,KS,67002,0310-7442-02,Evusheld,01/27/2022 12:00:00 AM,,48,,,POINT (-97.14648 37.72324),
JONES MEMORIAL HOSPITAL,191 N MAIN ST,,WELLSVILLE,ALLEGANY,NY,14895-0000,0310-7442-02,Evusheld,01/20/2022 12:00:00 AM,01/25/2022 12:00:00 AM,120,58,01/28/2022 12:00:00 AM,POINT (-77.950013 42.123016),
Polaris Pharmacy Services of NC,3300 Monroe Road,Unit E and F,Charlotte,MECKLENBURG,NC,28205,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,,40,,,POINT (-80.80063 35.20332),
Walmart Pharmacy #940,6770 Westworth Blvd,,Westworth Village,TARRANT,TX,76114,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/18/2022 12:00:00 AM,80,12,01/31/2022 12:00:00 AM,POINT (-97.430683 32.753187),1902823149
Walgreens Store #11230,"CARRETERA 861, KM. 3.1, INT.",CARRETERA 862 BO. PAJARO AMERICANO,BAYAMON,Bayamon,PR,00956,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/22/2022 12:00:00 AM,20,18,01/31/2022 12:00:00 AM,,1700059953
IRON COUNTY MEDICAL CENTER,301 N HWY 21,,PILOT KNOB,IRON,MO,63663,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,16,01/27/2022 12:00:00 AM,POINT (-90.62919 37.608757),
Walgreens Store #10140,14440 WARWICK BLVD,,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23608,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,34,01/31/2022 12:00:00 AM,POINT (-76.537299 37.129328),1073744249
Galloway-Sands Pharmacy 1,58 Physicians Dr. NW,Suite 5,Supply,BRUNSWICK,NC,28462,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/17/2022 12:00:00 AM,80,15,01/27/2022 12:00:00 AM,POINT (-78.283256 34.014514),1366488389
PROMEDICA TOLEDO HOSPITAL,2142 N. COVE BOULEVARD,ATTN  PHARMACY,TOLEDO,LUCAS,OH,43606,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,01/14/2022 12:00:00 AM,360,40,01/31/2022 12:00:00 AM,POINT (-83.594786 41.670849),1407854771
Walgreens Store #06165,10595 N MICHIGAN RD,,CARMEL,HAMILTON,IN,46032,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,,20,0,01/31/2022 12:00:00 AM,POINT (-86.23609 39.93944),1427065465
Walmart Pharmacy #362,2575 US Highway 43,,Winfield,MARION,AL,35594,0006-5055-06,Molnupiravir,01/17/2022 12:00:00 AM,01/20/2022 12:00:00 AM,160,49,01/31/2022 12:00:00 AM,POINT (-87.838856 33.93712),1235157751
Walgreens Store #06152,925 S GREEN RIVER RD,,EVANSVILLE,VANDERBURGH,IN,47715,0006-5055-06,Molnupiravir,01/18/2022 12:00:00 AM,01/20/2022 12:00:00 AM,60,0,01/31/2022 12:00:00 AM,POINT (-87.492726 37.963703),1306851431
NHC Patuxent River MD,47149 Buse road,,Patuxent River,SAINT MARYS,MD,20670,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,40,,,POINT (-76.450779 38.27608),
Walmart Pharmacy #1328,700 Mikes Pike St,,Winslow,NAVAJO,AZ,86047,0006-5055-06,Molnupiravir,01/18/2022 12:00:00 AM,01/20/2022 12:00:00 AM,300,199,01/31/2022 12:00:00 AM,POINT (-110.70201 35.040856),1346267556
ST LUKES PHARMACY CENTRAL BOISE,800 E PARK BLVD,STE 150,BOISE,ADA,ID,83712,0310-7442-02,Evusheld,01/27/2022 12:00:00 AM,01/26/2022 12:00:00 AM,2064,623,01/31/2022 12:00:00 AM,POINT (-116.190405 43.603923),
CHARLES DREW HEALTH CENTER,2915 GRANT STREET,,Omaha,DOUGLAS,NE,68111,0006-5055-06,Molnupiravir,01/31/2022 12:00:00 AM,01/18/2022 12:00:00 AM,260,178,01/25/2022 12:00:00 AM,POINT (-95.956047 41.280005),
OMRO PHARMACY,328 EAST MAIN STREET,,OMRO,WINNEBAGO,WI,54963,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,100,80,01/31/2022 12:00:00 AM,POINT (-88.739982 44.039426),1275521528
PROVIDENCE REGIONAL MED CTR EVERETT,1820 14th St,,EVERETT,SNOHOMISH,WA,98201,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,0,01/31/2022 12:00:00 AM,POINT (-122.205029 47.999022),
HEB Pharmacy 419,2135 E MAIN ST,,EAGLE PASS,MAVERICK,TX,78852-4718,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/19/2022 12:00:00 AM,220,96,01/27/2022 12:00:00 AM,POINT (-100.485102 28.708806),
White Oak Pharmacy LLC,501 Health Park Drive,Suite 170,Garner,WAKE,NC,27529,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,140,78,01/27/2022 12:00:00 AM,POINT (-78.576561 35.685197),1679058077
NORTH OTTAWA COMMUNITY HOSPITAL,1309 SHELDON RD,,GRAND HAVEN,OTTAWA,MI,49417,0310-7442-02,Evusheld,01/27/2022 12:00:00 AM,,24,,,POINT (-86.227945 43.051235),
Kinney Drugs #27-Illion,40 1st St,,Ilion,HERKIMER,NY,13357,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,0,01/31/2022 12:00:00 AM,POINT (-75.036964 43.01432),1699882878
Walmart Pharmacy #673,3050 Wilma Rudolph Blvd,,Clarksville,MONTGOMERY,TN,37040,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,01/19/2022 12:00:00 AM,140,5,01/31/2022 12:00:00 AM,POINT (-87.288806 36.5938),1831116003
CAPE PHARMACY,17252 N VILLAGE MAIN,UNIT 3,LEWES,SUSSEX,DE,19958,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,160,,,POINT (-75.168278 38.751547),
MD2,1101 MADISON ST STE 1501,,SEATTLE,KING,WA,98104,0310-7442-02,Evusheld,01/07/2022 12:00:00 AM,01/19/2022 12:00:00 AM,48,24,01/31/2022 12:00:00 AM,POINT (-122.324593 47.609587),
GRADY MEMORIAL HOSPITAL,2220 W. Iowa Ave,,Chickasha,GRADY,OK,73018,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,40,12,01/28/2022 12:00:00 AM,POINT (-97.961942 35.047707),1578592788
DOMINICAN HOSPITAL,1555 Soquel Dr.,,Santa Cruz,SANTA CRUZ,CA,95065,0006-5055-06,Molnupiravir,01/19/2022 12:00:00 AM,01/21/2022 12:00:00 AM,120,57,01/28/2022 12:00:00 AM,POINT (-121.983612 36.988413),1427181007
Iliuliuk Family and Health Services,34 Lavelle Ct,,Unalaska,ALEUTIANS WEST,AK,99685,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/25/2022 12:00:00 AM,40,0,01/05/2022 12:00:00 AM,POINT (-166.538408 53.87232),1609313816
HASLET PHARMACY,1205 AVONDALE HASLET RD STE 200,,HASLET,TARRANT,TX,76052,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,20,,,POINT (-97.384136 32.968962),1336536218
Sinclair Pharmacy,75 North Main Street,,Warsaw,WYOMING,NY,14569,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/27/2022 12:00:00 AM,140,98,01/31/2022 12:00:00 AM,POINT (-78.132581 42.741446),
DEPART STATE HOSPITALS - ATASCADERO,10333 EL CAMINO REAL,,ATASCADERO,SAN LUIS OBISPO,CA,93422,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,01/10/2022 12:00:00 AM,40,19,01/28/2022 12:00:00 AM,POINT (-120.643647 35.460186),1174573802
Walgreens Store #17956,201 S MAIN ST,,GREENVILLE,MUHLENBERG,KY,42345,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,40,01/31/2022 12:00:00 AM,POINT (-87.178101 37.198701),1861915068
INSPIRA MEDICAL CENTER MULLICA HILL,700 MULLICA HILL RD,,MULLICA HILL,GLOUCESTER,NJ,08062,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,01/13/2022 12:00:00 AM,168,108,01/31/2022 12:00:00 AM,POINT (-75.149563 39.717915),
PELLA REGIONAL HEALTH CENTER,404 Jefferson St,,Pella,MARION,IA,50219,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,01/11/2022 12:00:00 AM,48,,,POINT (-92.911575 41.412337),
DWAYNES FRIENDLY PHARMACY,644 W. LINE ST.,,BISHOP,INYO,CA,93514,0069-1085-30,Paxlovid,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,60,,,POINT (-118.401007 37.361349),1336125236
Walgreens Store #11271,2525 W ANDERSON LN,BLDG 2,AUSTIN,TRAVIS,TX,78757,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,560,375,01/31/2022 12:00:00 AM,POINT (-97.732239 30.356679),1902089667
SAFEWAY PHARMACY,253 High School Rd N E,,Bainbridge Island,KITSAP,WA,98110,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,01/10/2022 12:00:00 AM,40,20,01/31/2022 12:00:00 AM,POINT (-122.519258 47.635771),1952330979
MERCY HOSPITAL LINCOLN,1000 E CHERRY ST,,TROY,LINCOLN,MO,63379,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/13/2022 12:00:00 AM,280,0,01/15/2022 12:00:00 AM,POINT (-90.964676 38.984003),1265942619
Meijer Store 243,40445 S Groesbeck Hwy,Deliver to Pharmacy,Clinton Twp.,MACOMB,MI,48036,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,60,39,01/31/2022 12:00:00 AM,POINT (-82.900309 42.595913),1780849349
WELLS HOMETOWN DRUG,208 E FRANKLIN ST,,BLOOMFIELD,DAVIS,IA,52537,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,,20,,,POINT (-92.412917 40.750653),1053896399
GENOA /COVENTRY/HTFD/INTERCOMMUNITY,56 Coventry Street,Suite B,Harford,HARTFORD,CT,06112-1524,0006-5055-06,Molnupiravir,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,440,100,01/21/2022 12:00:00 AM,POINT (-72.690084 41.797578),
CVHS- Buckingham,25892,,New Canton,BUCKINGHAM,VA,23123,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,,40,0,01/18/2022 12:00:00 AM,,1356302988
MED SA-1 Vaccine Distro,45085 Old Ox Rd #100,,Sterling,LOUDOUN,VA,20166,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,140,,,POINT (-77.442693 38.979155),
Sams Pharmacy #6365,970 Hilton Heights Rd,,Charlottesville,ALBEMARLE,VA,22901,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,20,,,POINT (-78.466756 38.098607),1184641292
MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,Inpatient Pharmacy,SAINT LOUIS,SAINT LOUIS,MO,63131,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,100,0,01/30/2022 12:00:00 AM,POINT (-90.443636 38.635613),
Carlie Cs Benson,604 South Wall Street,,Benson,JOHNSTON,NC,27504,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,,40,,,POINT (-78.552642 35.377671),1700024528
Rite Aid 10811,1166 CENTRAL AVENUE,,DUNKIRK,CHAUTAUQUA,NY,14048-3603,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,01/15/2022 12:00:00 AM,100,22,01/31/2022 12:00:00 AM,POINT (-79.333852 42.458411),
St. Elizabeth Dearborn,600 Wilson Creek Road,,Lawrenceburg,DEARBORN,IN,47025,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM,POINT (-84.884409 39.112413),
Meijer Store 023,5125 W SAGINAW HWY,Deliver to Pharmacy,Lansing,EATON,MI,48917,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,200,80,01/31/2022 12:00:00 AM,POINT (-84.623562 42.741008),1447399407
BROOKSHIRES PHARMACY 73 MONTGOMERY,21005 EVA ST,,MONTGOMERY,MONTGOMERY,TX,77356,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/14/2022 12:00:00 AM,60,0,01/27/2022 12:00:00 AM,POINT (-95.69604 30.388688),1023117348
CVS Store #02576,190 HWY 31,CVS Pharmacy,FLEMINGTON,HUNTERDON,NJ,08822,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,60,,,POINT (-74.857309 40.53196),1942392543
CVHS-PETERSBURG,321-C Poplar Dr,Attention Pharmacy,Petersburg,PETERSBURG CITY,VA,23805,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,,40,0,01/18/2022 12:00:00 AM,POINT (-77.362818 37.189403),1467413880
Brookshire Grocery Company,3828 TROUP HWY,SUPER 1 GROCERY # 605,TYLER,SMITH,TX,75703,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,40,800,01/31/2022 12:00:00 AM,POINT (-95.271689 32.30729),
EXETER HOSPITAL,5 ALUMNI DR,,EXETER,ROCKINGHAM,NH,03833-2128,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,40,20,01/28/2022 12:00:00 AM,POINT (-70.934896 42.983614),
HOMETOWN PHARMACY - LODI,801 N MAIN ST,SUITE A,LODI,COLUMBIA,WI,53555,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,,,POINT (-89.535571 43.32198),1144770553
CVS Store #09270,2033 W WICKENBURG WAY,CVS Pharmacy,WICKENBURG,MARICOPA,AZ,85390,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,40,01/31/2022 12:00:00 AM,,1962446211
Walgreens Store #10087,3911 CAPITAL BLVD,,RALEIGH,WAKE,NC,27604,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,0,01/31/2022 12:00:00 AM,POINT (-78.582795 35.834824),1740463405
Walgreens Store #01456,CAPR. PR-2 KM 87.7 INT. PR 130,BO PUEBLO,HATILLO,Hatillo,PR,00659,0069-1085-30,Paxlovid,01/21/2022 12:00:00 AM,01/26/2022 12:00:00 AM,40,16,01/31/2022 12:00:00 AM,,1598162125
Walgreens Store #05358,11297 LAKE FOREST BLVD,,NEW ORLEANS,ORLEANS,LA,70128,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,0,01/31/2022 12:00:00 AM,POINT (-89.955993 30.038341),1952316127
TULSA ER AND HOSPITAL,717 W 71ST ST,,TULSA,TULSA,OK,74132,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,200,122,01/31/2022 12:00:00 AM,POINT (-96.001828 36.061091),1386101202
HARNEY DISTRICT HOSPITAL,557 W WASHINGTON ST,,BURNS,HARNEY,OR,97720-1441,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,01/06/2022 12:00:00 AM,20,,,POINT (-119.06057 43.588723),
FIRST CHOICE HEALTH CENTER PHARMACY,110 Connecticut Boulevard,PHARMACY,EAST HARTFORD,HARTFORD,CT,06108,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,200,100,01/18/2022 12:00:00 AM,POINT (-72.649157 41.769429),1164055810
Riverside - San Bernardino County,11555 1/2 Potrero Road,,Banning,RIVERSIDE,CA,92220,0310-7442-02,Evusheld,01/07/2022 12:00:00 AM,01/18/2022 12:00:00 AM,48,,,POINT (-116.828962 33.953645),
Walmart Pharmacy #3509,11755 Beechnut St,,Houston,HARRIS,TX,77072,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/17/2022 12:00:00 AM,120,18,01/31/2022 12:00:00 AM,POINT (-95.586424 29.688818),1487671525
CVS Store #09147,2605 WEST MARCH LANE,CVS Pharmacy,STOCKTON,SAN JOAQUIN,CA,95207,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,,20,,,POINT (-121.340642 37.98488),1538102868
THUNDER BAY COMM HLTH SRVC - ATL,11899 M 32 W,,Atlanta,MONTMORENCY,MI,49709,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/26/2022 12:00:00 AM,40,,,POINT (-84.14962 45.007296),
Walmart Pharmacy #5738,3553 E Robinson Ave,,Springdale,WASHINGTON,AR,72764,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,5,01/31/2022 12:00:00 AM,POINT (-94.091244 36.165298),1457596587
Wind River Pharmacy,280 SW 2nd St,,Stevenson,SKAMANIA,WA,98648,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,60,,,POINT (-121.884925 45.693031),
THE DRUG STORE - IRON MOUNTAIN,1112 S Stephenson Ave,,Iron Mountain,DICKINSON,MI,49801,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,,40,,,POINT (-88.060665 45.812471),1811974488
THE RINEHART CLINIC,230 ROWE RD,,WHEELER,TILLAMOOK,OR,97147-0035,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,,,POINT (-123.884328 45.686916),
Walgreens Store #05103,5932 W CERMAK RD,,CICERO,COOK,IL,60804,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,40,80,01/31/2022 12:00:00 AM,POINT (-87.772753 41.850919),1770590762
LAnse Pharmacy,18341 US HWY 41,,Lanse,BARAGA,MI,49946,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,56,01/25/2022 12:00:00 AM,POINT (-88.428047 46.73198),
PROMEDICA TOLEDO HOSPITAL,2142 N. COVE BOULEVARD,ATTN  PHARMACY,TOLEDO,LUCAS,OH,43606,0310-7442-02,Evusheld,01/19/2022 12:00:00 AM,01/25/2022 12:00:00 AM,480,117,01/31/2022 12:00:00 AM,POINT (-83.594786 41.670849),1407854771
Walgreens Store #00524,580 AVE SAN LUIS,,ARECIBO,Arecibo,PR,00612,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,01/22/2022 12:00:00 AM,60,17,01/31/2022 12:00:00 AM,,1336337807
Walgreens Store #10975,815 BRASHEAR AVE,,MORGAN CITY,SAINT MARY,LA,70380,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,80,80,01/31/2022 12:00:00 AM,POINT (-91.203063 29.701175),1063683712
SAFEWAY PHARMACY,1227 15TH AVENUE,,Longview,COWLITZ,WA,98632,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,01/10/2022 12:00:00 AM,40,18,01/31/2022 12:00:00 AM,POINT (-122.937472 46.136452),1982640579
Walmart Pharmacy #6226,1832 Kempsville Rd Suite 100,,Virginia Beach,VIRGINIA BEACH CITY,VA,23464,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,20,,,POINT (-76.19011 36.782096),1487061453
Walmart Pharmacy #2778,1695 N Arizona Blvd,,Coolidge,PINAL,AZ,85128,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,01/21/2022 12:00:00 AM,160,,,POINT (-111.523982 33.000159),1518984731
Farmacia Hospital- San Francisco,De Diego 371 Rio Piedras,,SAN JUAN,San Juan,PR,00925,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,,,,1598798811
WEKA COVID Treatment Center,1000 E. 36TH AVE.,,ANCHORAGE,ANCHORAGE,AK,99508,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,01/13/2022 12:00:00 AM,48,0,01/04/2022 12:00:00 AM,POINT (-149.863023 61.187999),1396858437
CVS Store #04326,4028 LONE TREE WAY,CVS Pharmacy,ANTIOCH,CONTRA COSTA,CA,94531,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,340,192,01/31/2022 12:00:00 AM,POINT (-121.803319 37.977689),1669775110
Walgreens Store #10133,1505 E INNES ST,,SALISBURY,ROWAN,NC,28146,0006-5055-06,Molnupiravir,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,20,01/31/2022 12:00:00 AM,POINT (-80.456953 35.654052),1033239330
CAVALIER PHARMACY,301 CHURCH ST,301 CHURCH ST,WISE,WISE,VA,24293,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,120,,,POINT (-82.781223 36.908321),
NORTH COLORADO MEDICAL CENTER,1801 16TH ST.,,GREELEY,WELD,CO,80631,0310-7442-02,Evusheld,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,48,24,01/25/2022 12:00:00 AM,POINT (-104.709429 40.413834),
V10 515BY Grand Rapids (OPC),5838 METRO WAY SW,Pharmacy Service,WYOMING,KENT,MI,49519,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/13/2022 12:00:00 AM,20,,,POINT (-85.714236 42.858297),
MID-COLUMBIA MEDICAL CENTER,1700 E 19TH ST,ATTN: PHARMACY,THE DALLES,WASCO,OR,97058-3317,0310-7442-02,Evusheld,01/21/2022 12:00:00 AM,01/26/2022 12:00:00 AM,192,,,POINT (-121.165224 45.588019),
Oconto Pharmacy,1008 Main St,,Oconto,OCONTO,WI,54153,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,,,POINT (-87.869208 44.888085),1912997081
Walmart Pharmacy #1243,976 Commonwealth Blvd,,Martinsville,MARTINSVILLE CITY,VA,24112,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,,20,,,POINT (-79.901479 36.693024),1063439263
CVS Store #09728,1322 W. 6TH ST.,CVS Pharmacy,CORONA,RIVERSIDE,CA,92882,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,280,210,01/31/2022 12:00:00 AM,POINT (-117.58911 33.877826),1760426019
CVS Store #08436,27310 BASELINE,CVS Pharmacy,HIGHLAND,SAN BERNARDINO,CA,92346,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,300,139,01/31/2022 12:00:00 AM,POINT (-117.208264 34.121305),1790947950
Dallas County Hospital District,4811 Harry Hines,,Dallas,DALLAS,TX,75235,0006-5055-06,Molnupiravir,01/18/2022 12:00:00 AM,01/25/2022 12:00:00 AM,100,100,01/25/2022 12:00:00 AM,POINT (-96.833343 32.808583),
HEB Pharmacy 433,105 S BOUNDARY ST,,BURNET,BURNET,TX,78611-3201,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,27,01/27/2022 12:00:00 AM,POINT (-98.224378 30.75848),
WI Veterans Home Pharmacy,N2665 County Rd QQ,,King,WAUPACA,WI,54946,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,19,01/28/2022 12:00:00 AM,POINT (-89.141543 44.338076),1235151267
Walgreens Store #07572,2323 E NORTH ST,,GREENVILLE,GREENVILLE,SC,29607,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/14/2022 12:00:00 AM,120,0,01/31/2022 12:00:00 AM,POINT (-82.358976 34.86897),1467467555
Walgreens Store #13011,132 N MAIN ST,,PAYSON,UTAH,UT,84651,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,660,517,01/31/2022 12:00:00 AM,POINT (-111.732275 40.044933),1659500056
Walmart Pharmacy #6459,960 E FM 2410 RD,,HARKER HEIGHTS,BELL,TX,76548,0006-5055-06,Molnupiravir,01/27/2022 12:00:00 AM,01/04/2022 12:00:00 AM,40,14,01/31/2022 12:00:00 AM,POINT (-97.655581 31.056694),1558779314
Walmart Pharmacy #98,6091 Mer Rouge Rd,,Bastrop,MOREHOUSE,LA,71220,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,80,30,01/31/2022 12:00:00 AM,POINT (-91.87027 32.773429),1518984871
TEXAS ONCOLOGY DALLAS SAMMONS CTR,3410 WORTH ST,ste 350,DALLAS,DALLAS,TX,75246,0310-7442-02,Evusheld,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,168,205,01/28/2022 12:00:00 AM,POINT (-96.779294 32.788382),
FSM DEPARTMENT OF HEALTH AND SOCIAL,"CAPITOL ROAD, PALIKIR, POHNPEI","Capitol Suites Offices, Rm 103 PS07",POHNPEI,Federated States of Micronesia,FM,96941,0006-5055-06,Molnupiravir,01/14/2022 12:00:00 AM,01/25/2022 12:00:00 AM,100,,,,
EDWARD M KENNEDY Comm Hlth Ctr,19 Tacoma St,,Worcester,WORCESTER,MA,01605,0006-5055-06,Molnupiravir,01/25/2022 12:00:00 AM,,60,,,POINT (-71.765907 42.302433),
WEST PARK HOSPITAL,707 Sheridan Ave,,Cody,PARK,WY,82414,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/03/2022 12:00:00 AM,20,,,POINT (-109.073576 44.526071),
CVS Store #09972,7465 RUSH RIVER DR STE 500,CVS Pharmacy,SACRAMENTO,SACRAMENTO,CA,95831,0006-5055-06,Molnupiravir,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,240,18,01/31/2022 12:00:00 AM,POINT (-121.53529 38.485198),1356384689
REGIONAL WEST MEDICAL CENTER,4021 Avenue B,,Scottsbluff,SCOTTS BLUFF,NE,69361,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,140,20,01/31/2022 12:00:00 AM,POINT (-103.665837 41.885055),
