Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
PULASKI HOSPITAL,616 E 13TH ST,,WINAMAC,PULASKI,IN,46996,0310-7442-02,Evusheld,02/09/2022 12:00:00 AM,12/30/2021 12:00:00 AM,24,24,02/09/2022 12:00:00 AM,POINT (-86.596093 41.057369),
CVS Store #00323,1 GRAND UNION PLAZA,CVS Pharmacy,SAUGERTIES,ULSTER,NY,12477,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,48,02/11/2022 12:00:00 AM,POINT (-73.968302 42.083708),1730283490
Pharmacare LTC,3375 Koapaka St. F251,,Honolulu,HONOLULU,HI,96819,0069-1085-30,Paxlovid,01/20/2022 12:00:00 AM,01/19/2022 12:00:00 AM,20,19,01/31/2022 12:00:00 AM,POINT (-157.917412 21.336366),1780660191
Rite Aid 06105,1615 MAIN STREET,,SUSANVILLE,LASSEN,CA,96130-4730,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/01/2022 12:00:00 AM,100,87,02/11/2022 12:00:00 AM,POINT (-120.649536 40.415628),
SAMARITAN PHARMACY CORVALLIS,3521 NE SAMARITAN DR,SUITE 202,CORVALLIS,BENTON,OR,97330,0006-5055-06,Molnupiravir [Qty 24],01/31/2022 12:00:00 AM,,0,71,02/09/2022 12:00:00 AM,POINT (-123.249563 44.602256),
CVS Store #07141,291 S. COOMBS ST,CVS Pharmacy,NAPA,NAPA,CA,94559,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,12/29/2021 12:00:00 AM,20,1,02/11/2022 12:00:00 AM,POINT (-122.289016 38.282078),1083854822
PROVIDENCE INTERNAL MEDICINE,380 Chase Ave,,Walla Walla,WALLA WALLA,WA,99362,0310-7442-02,Evusheld,,,0,6,02/10/2022 12:00:00 AM,POINT (-118.340631 46.060892),1922259738
SENTARA NORTHERN VA MC,2300 OPITZ BOULEVARD,INPATIENT PHARMACY,WOODBRIDGE,PRINCE WILLIAM,VA,22191,0310-7442-02,Evusheld,01/19/2022 12:00:00 AM,01/25/2022 12:00:00 AM,96,72,02/02/2022 12:00:00 AM,POINT (-77.284211 38.634953),
LUMINIS HEALTH DOCTORS COMMUNITY ME,8118 Good Luck Road,,Lanham,PRINCE GEORGES,MD,20706,0310-7442-02,Evusheld,02/02/2022 12:00:00 AM,02/08/2022 12:00:00 AM,192,160,02/10/2022 12:00:00 AM,POINT (-76.864736 38.980439),
Walgreens Store #09405,969 MAIN ST,,WEYMOUTH,NORFOLK,MA,02190,0069-1085-30,Paxlovid,02/03/2022 12:00:00 AM,02/08/2022 12:00:00 AM,180,177,02/11/2022 12:00:00 AM,POINT (-70.955395 42.171753),1255346458
UMC EL PASO EAST PHARMACY,1485 GEORGE DIETER DR,STE 107,EL PASO,EL PASO,TX,79936,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,24,40,02/11/2022 12:00:00 AM,POINT (-106.301825 31.743446),
CHI ST ALEXIUS MED CNTR,900 East Broadway Ave,,Bismarck,BURLEIGH,ND,58501,0006-5055-06,Molnupiravir [Qty 24],,,0,36,02/11/2022 12:00:00 AM,POINT (-100.777075 46.806369),
Walgreens Store #13114,1418 E UNIVERSITY DR,,EDINBURG,HIDALGO,TX,78539,0069-1085-30,Paxlovid,,,0,1,02/11/2022 12:00:00 AM,POINT (-98.147884 26.299276),1841505161
Brookshire Grocery Company,501 E HIGHWAY 199,BROOKSHIRE PHARMACY # 126,SPRINGTOWN,PARKER,TX,76082,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,20,01/31/2022 12:00:00 AM,POINT (-97.677051 32.961722),
Condo Pharmacy,28 Montcalm Ave,,Plattsburgh,CLINTON,NY,12901,0069-1085-30,Paxlovid,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,80,21,02/11/2022 12:00:00 AM,POINT (-73.460535 44.699954),1811985161
REALO DISCOUNT DRUGS- 1897 LIVE OAK,1897 LIVE OAK ST,,BEAUFORT,CARTERET,NC,28516,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,24,24,02/03/2022 12:00:00 AM,POINT (-76.636162 34.734094),1104265248
ALAMEDA HEALTH SYSTEM-SAN LEANDRO H,13855 East 14th Street,,San Leandro,ALAMEDA,CA,94578,0006-5055-06,Molnupiravir [Qty 24],,,0,5,02/11/2022 12:00:00 AM,POINT (-122.141964 37.714626),
Walmart Pharmacy #1218,1741 E FLORENCE BLVD,,CASA GRANDE,PINAL,AZ,85122,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,120,79,02/11/2022 12:00:00 AM,POINT (-111.712506 32.879601),1083631295
DRISCOLL HEALTH SYSTEM,3533 S. Alameda Street,ATTN PHARMACY,Corpus Christi,NUECES,TX,78411,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,01/13/2022 12:00:00 AM,40,35,02/11/2022 12:00:00 AM,POINT (-97.385905 27.750695),
PULLMAN REGIONAL HOSPITAL,835 SE Bishop Blvd,,PULLMAN,WHITMAN,WA,99163,0310-7442-02,Evusheld,01/11/2022 12:00:00 AM,12/29/2021 12:00:00 AM,24,35,02/08/2022 12:00:00 AM,POINT (-117.169845 46.713462),
CABOT EMERGENCY HOSPITAL,212 WILLIE RAY DR,,CABOT,LONOKE,AR,72023,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,,24,90,02/11/2022 12:00:00 AM,POINT (-92.010551 34.996757),
CDCR Central Fill Pharm,8364 Rovana Circle,,Sacramento,SACRAMENTO,CA,95828,0310-7442-02,Evusheld,02/11/2022 12:00:00 AM,12/22/2021 12:00:00 AM,960,558,02/10/2022 12:00:00 AM,POINT (-121.392891 38.507195),
Giant Eagle Inc.,223 Grove City Rd.,Giant Eagle Pharmacy #4008,Slippery Rock,BUTLER,PA,16057,0006-5055-06,Molnupiravir [Qty 24],01/28/2022 12:00:00 AM,,0,60,02/11/2022 12:00:00 AM,POINT (-80.051839 41.070254),1316952245
PETALUMA HEALTH CENTER PHARMACY,1179 North Mcdowell Blvd,,Petaluma,SONOMA,CA,94954,0069-1085-30,Paxlovid,02/01/2022 12:00:00 AM,02/07/2022 12:00:00 AM,20,20,02/07/2022 12:00:00 AM,POINT (-122.660031 38.268976),1548689961
DBA Phillips Pharmacy,123 E. State St,,Mauston,JUNEAU,WI,53948,0006-5055-06,Molnupiravir [Qty 24],01/26/2022 12:00:00 AM,,0,38,02/09/2022 12:00:00 AM,POINT (-90.07641 43.797134),1629520879
Walgreens Store #10127,625 CAREW ST,,SPRINGFIELD,HAMPDEN,MA,01104,0069-1085-30,Paxlovid,02/03/2022 12:00:00 AM,02/08/2022 12:00:00 AM,100,96,02/11/2022 12:00:00 AM,POINT (-72.588207 42.122307),1851453021
Ingles Pharmacy 031,151 Smokey Park Hwy,,Asheville,BUNCOMBE,NC,28806,0006-5055-06,Molnupiravir [Qty 24],01/12/2022 12:00:00 AM,,0,37,02/11/2022 12:00:00 AM,POINT (-82.628297 35.564194),1578128880
Centro Medico Menonita Cayey (OPD),Bo. Rinc¢n Sector Lomas,Carr. #14 Km 12 Interior,CAYEY,Cayey,PR,00736,0069-1085-30,Paxlovid,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,19,02/11/2022 12:00:00 AM,,1548390511
Walgreens Store #15558,2313 HIGHWAY 33,,ROBBINSVILLE,MERCER,NJ,08691,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,17,02/11/2022 12:00:00 AM,POINT (-74.633924 40.220324),1487080248
SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DR,,MUSKOGEE,MUSKOGEE,OK,74401-5075,0006-5055-06,Molnupiravir [Qty 24],01/26/2022 12:00:00 AM,,0,139,02/10/2022 12:00:00 AM,POINT (-95.406186 35.753621),1386188837
CHARLES DREW HEALTH CENTER,2915 GRANT STREET,,Omaha,DOUGLAS,NE,68111,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/02/2022 12:00:00 AM,160,73,01/25/2022 12:00:00 AM,POINT (-95.956047 41.280005),
Walmart Pharmacy #1596,200 S Bolingbrook Dr,,Bolingbrook,WILL,IL,60440,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,24,02/11/2022 12:00:00 AM,POINT (-88.068119 41.69564),1013934389
SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,INPATIENT PHARMACY,HAMPTON,HAMPTON CITY,VA,23666,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,01/13/2022 12:00:00 AM,48,48,02/11/2022 12:00:00 AM,POINT (-76.392331 37.056027),
Kinney Drugs #108 James St.,2912 James St,,Syracuse,ONONDAGA,NY,13206,0006-5055-06,Molnupiravir [Qty 24],02/08/2022 12:00:00 AM,,0,156,02/11/2022 12:00:00 AM,POINT (-76.105751 43.068871),1487996377
PMG FAMILY MED CHICAGO CICERO,2259 N CICERO AVE,,CHICAGO,COOK,IL,60639-3327,0006-5055-06,Molnupiravir [Qty 24],01/14/2022 12:00:00 AM,,0,20,02/10/2022 12:00:00 AM,POINT (-87.746139 41.921671),1588978365
Hospital Menonita Guayama (OPD),Ave. Pedro Albizu Campos,Urb. La Hacienda,Guayama,Aibonito,PR,00786,0006-5055-06,Molnupiravir [Qty 24],01/18/2022 12:00:00 AM,,0,20,02/07/2022 12:00:00 AM,,1639631435
CHRISTUS MOTHER FRANCES HOSP TYLER,800 E DAWSON,PHARMACY,TYLER,SMITH,TX,75701,0310-7442-02,Evusheld,01/23/2022 12:00:00 AM,01/26/2022 12:00:00 AM,384,96,01/13/2022 12:00:00 AM,POINT (-95.291198 32.341703),
OCHSNER PHARMACY AND WELLNESS-BAPTI,2820 Napoleon Ave Suite 220,,New Orleans,ORLEANS,LA,70115,0006-5055-06,Molnupiravir [Qty 24],12/30/2021 12:00:00 AM,,0,19,02/09/2022 12:00:00 AM,POINT (-90.103413 29.938587),1962955658
ANN ROBERT H. LURIE CHILDRENS HOSP,225 E Chicago Ave,9th Floor,Chicago,COOK,IL,60611,0069-1085-30,Paxlovid,01/31/2022 12:00:00 AM,02/02/2022 12:00:00 AM,100,78,02/09/2022 12:00:00 AM,POINT (-87.622034 41.89677),1235234535
TEXAS ONCOLOGY FLOWER MOUND,4370 MEDICAL ARTS DRIVE,Suite 100,FLOWER MOUND,DENTON,TX,75028,0310-7442-02,Evusheld,01/23/2022 12:00:00 AM,01/27/2022 12:00:00 AM,24,41,02/10/2022 12:00:00 AM,POINT (-97.067429 33.045871),
ST LUKES HOSP KC WORNAL,4401 WORNALL RD,,KANSAS CITY,JACKSON,MO,64111-3220,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,02/09/2022 12:00:00 AM,48,52,02/10/2022 12:00:00 AM,POINT (-94.590127 39.046477),
Walmart Pharmacy #3774,1840 S Black Horse Pike,,Williamstown,GLOUCESTER,NJ,08094,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,19,02/09/2022 12:00:00 AM,POINT (-74.962975 39.660627),1902162316
47160-HOSPITAL MENONITA HUMACAO,Ave. Font Martelo 300 Tejas,,Humacao,Humacao,PR,00792,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,20,02/11/2022 12:00:00 AM,,1619569043
DEPARTMENT OF STATE HOSPITALS - COA,24511 W JAYNE AVE,,COALINGA,FRESNO,CA,93210,0310-7442-02,Evusheld,01/19/2022 12:00:00 AM,01/21/2022 12:00:00 AM,48,48,02/10/2022 12:00:00 AM,,
AURORA RETAIL PHARMACY 1263,N84 W16889 MENOMONEE AVE,STE 1408,MENOMONEE FALLS,WAUKESHA,WI,53051,0006-5055-06,Molnupiravir [Qty 24],01/26/2022 12:00:00 AM,,0,79,02/11/2022 12:00:00 AM,,
Walgreens Store #00156,5984 AVE ISLA VERDE,,CAROLINA,Carolina,PR,00979,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/11/2022 12:00:00 AM,,1700891868
Ascension Rx 1111,1506 S Oneida St,,Appleton,OUTAGAMIE,WI,54915,0069-1085-30,Paxlovid,,,0,20,02/10/2022 12:00:00 AM,POINT (-88.404139 44.24814),1619453990
WESTERLY HOSPITAL,25 Wells Street,,Westerly,WASHINGTON,RI,02891,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,01/11/2022 12:00:00 AM,48,24,12/21/2021 12:00:00 AM,POINT (-71.826103 41.362757),
CVS Store #08436,27310 BASELINE,CVS Pharmacy,HIGHLAND,SAN BERNARDINO,CA,92346,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,24,02/11/2022 12:00:00 AM,POINT (-117.208264 34.121305),1790947950
ST LUKES HOSPITAL,915 EAST 1ST STREET,ATTN: ST. LUKES PHARMACY BUYERS,DULUTH,SAINT LOUIS,MN,55805,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/01/2022 12:00:00 AM,80,26,02/10/2022 12:00:00 AM,,
MONROE COUNTY HOSPITAL,6580 165th St.,Attn: Pharmacy Department,Albia,MONROE,IA,52531,0006-5055-06,Molnupiravir [Qty 24],01/06/2022 12:00:00 AM,,0,24,02/10/2022 12:00:00 AM,POINT (-92.796674 41.044816),
HU HU KAM MEMORIAL HOSPITAL,483 W SEED FARM RD,,SACATON,PINAL,AZ,85147,0069-1085-30,Paxlovid,02/02/2022 12:00:00 AM,,0,10,02/10/2022 12:00:00 AM,POINT (-111.759025 33.074121),
Walgreens Store #15944,530 OLD STEESE HWY,,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/11/2022 12:00:00 AM,POINT (-147.697323 64.850131),1841688314
LIBERTY HOSPITAL,2525 GLENN HENDREN DR,,Liberty,CLAY,MO,64068,0310-7442-02,Evusheld,02/09/2022 12:00:00 AM,01/26/2022 12:00:00 AM,72,21,02/11/2022 12:00:00 AM,POINT (-94.424547 39.276633),
Ingles Pharmacy 028,5580 Hwy 25/70,,Marshall,MADISON,NC,28753,0006-5055-06,Molnupiravir [Qty 24],01/12/2022 12:00:00 AM,,0,40,02/11/2022 12:00:00 AM,,1679588529
HARRY RACE PHARMACY,106 LINCOLN STREET,,Sitka,SITKA,AK,99835,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,01/18/2022 12:00:00 AM,20,19,02/10/2022 12:00:00 AM,POINT (-135.338005 57.049391),1205979127
Walgreens Store #09586,1210 WILMINGTON AVE,,NEW CASTLE,LAWRENCE,PA,16105,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,39,02/11/2022 12:00:00 AM,POINT (-80.351059 41.013356),1528163565
DELL CHILDRENS MEDICAL CENTER,4900 MUELLER BLVD,,AUSTIN,TRAVIS,TX,78723,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,120,120,01/20/2022 12:00:00 AM,POINT (-97.704884 30.302662),
UW MEDICAL CENTER,1550 N 115TH ST.,B-210,SEATTLE,KING,WA,98133,0310-7442-02,Evusheld,02/08/2022 12:00:00 AM,01/13/2022 12:00:00 AM,240,211,02/10/2022 12:00:00 AM,POINT (-122.335826 47.712278),
BRIGHAM AND WOMENS HOSPITAL OCCUPAT,75 FRANCIS STREET,MAIN CAMPUS PHARMACY,BOSTON,SUFFOLK,MA,02115,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,1104,858,02/11/2022 12:00:00 AM,POINT (-71.107661 42.335954),
SILETZ COMMUNITY HEALTH CENTER,200 GWEE SHUT RD,,SILETZ,LINCOLN,OR,97380-2036,0069-1085-30,Paxlovid,01/31/2022 12:00:00 AM,02/02/2022 12:00:00 AM,40,13,02/01/2022 12:00:00 AM,POINT (-123.905913 44.721516),1952403990
AMIGOS PHARMACY,2403 N COLUMBIA ST,,PLAINVIEW,HALE,TX,79072,0069-1085-30,Paxlovid,02/01/2022 12:00:00 AM,01/28/2022 12:00:00 AM,40,16,02/10/2022 12:00:00 AM,POINT (-101.707438 34.205655),1972594422
Total Care Pharmacy,2479 S Church St,,Burlington,ALAMANCE,NC,27215,0006-5055-06,Molnupiravir [Qty 24],,,0,55,02/10/2022 12:00:00 AM,POINT (-79.479464 36.080956),1386077634
The Elliot Lewis Center,110 Cedar Street,Suite 110,Wellesley,NORFOLK,MA,02481,0310-7442-02,Evusheld,02/03/2022 12:00:00 AM,02/09/2022 12:00:00 AM,48,46,02/10/2022 12:00:00 AM,POINT (-71.247561 42.317552),
RAMSEY DRUG,401 COLLEGE DR S,,DEVILS LAKE,RAMSEY,ND,58301,0069-1085-30,Paxlovid,,,0,2,02/09/2022 12:00:00 AM,POINT (-98.864805 48.105535),1588686539
ANGELES COMMUNITY HEALTH CENTER,6120 SEVILLE AVE,,HUNTINGTON PARK,LOS ANGELES,CA,90255,0310-7442-02,Evusheld,02/11/2022 12:00:00 AM,,0,,01/12/2022 12:00:00 AM,POINT (-118.222639 33.984416),1295288348
BEDDINGFIELD DRUGS,95 SPRINGBROOK AVE,SUITE 101,CLAYTON,JOHNSTON,NC,27520,0006-5055-06,Molnupiravir [Qty 24],02/11/2022 12:00:00 AM,,0,84,02/10/2022 12:00:00 AM,POINT (-78.506056 35.628748),1841607223
Logan Heights Family Health Center,1809 National Ave,,San Diego,SAN DIEGO,CA,92113,0310-7442-02,Evusheld,02/07/2022 12:00:00 AM,,0,24,02/04/2022 12:00:00 AM,POINT (-117.146485 32.701635),1467596619
Rite Aid 05827,7025 EL CAMINO REAL,,ATASCADERO,SAN LUIS OBISPO,CA,93422-0000,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,15,02/11/2022 12:00:00 AM,POINT (-120.66461 35.486026),
KELSEY PHARMACY (KS PHARM LLC),2727 W HOLCOMBE BLVD,STE 110,HOUSTON,HARRIS,TX,77025,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,48,5,02/09/2022 12:00:00 AM,POINT (-95.421432 29.706063),
NEIGHBORHOOD HEALTH CENTER,510 NORTH ST,SUITE 1,PITTSFIELD,BERKSHIRE,MA,01201-0000,0069-1085-30,Paxlovid,01/18/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,17,02/11/2022 12:00:00 AM,POINT (-73.251561 42.45567),1649408899
MT SINAI HOSPITAL MEDICAL CENTER,2750 W 15th Place,,Chicago,COOK,IL,60608,0069-1085-30,Paxlovid,01/31/2022 12:00:00 AM,02/02/2022 12:00:00 AM,60,60,02/09/2022 12:00:00 AM,POINT (-87.694611 41.860184),
Rite Aid 05860,2640 FLORAL AVENUE,,SELMA,FRESNO,CA,93662-2602,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,80,32,02/11/2022 12:00:00 AM,POINT (-119.624108 36.576349),
Walgreens Store #16059,44001 STERLING HWY,,SOLDOTNA,KENAI PENINSULA,AK,99669,0069-1085-30,Paxlovid,02/08/2022 12:00:00 AM,02/11/2022 12:00:00 AM,60,20,02/11/2022 12:00:00 AM,POINT (-151.057448 60.486135),1992186746
COTTON O NEIL CANCER CENTER (9008),1500 SW 10th Avenue,Attn:  Pharmacy Buyer,TOPEKA,SHAWNEE,KS,66604,0310-7442-02,Evusheld,01/25/2022 12:00:00 AM,01/26/2022 12:00:00 AM,120,80,02/11/2022 12:00:00 AM,POINT (-95.696021 39.051231),
UMC EL PASO PHARMACY 6,1521 JOE BATTLE BLVD,,EL PASO,EL PASO,TX,79936,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,24,36,02/11/2022 12:00:00 AM,POINT (-106.267819 31.736042),
UHSSA ROBERT B GREEN PHARMACY,903 W MARTIN ST,,SAN ANTONIO,BEXAR,TX,78207,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,24,114,02/10/2022 12:00:00 AM,POINT (-98.501576 29.429952),
Walmart Pharmacy #2262,5054 STATE HIGHWAY 23,,ONEONTA,OTSEGO,NY,13820,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,9,02/11/2022 12:00:00 AM,POINT (-75.039669 42.448891),1245257302
WEST SIDE PHARMACY,620 W SOUTH ST,,BENTON,SALINE,AR,72015,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,12,02/10/2022 12:00:00 AM,POINT (-92.593674 34.563662),1013922541
Town and Country Drugs,53 East Main Avenue,,Taylorsville,ALEXANDER,NC,28681,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,19,02/10/2022 12:00:00 AM,POINT (-81.174505 35.923158),
BROOKSHIRES PHARMACY 29,333 HIGHWAY 96 S,,SILSBEE,HARDIN,TX,77656,0006-5055-06,Molnupiravir [Qty 24],01/26/2022 12:00:00 AM,,0,57,02/07/2022 12:00:00 AM,POINT (-94.179758 30.346682),1427157742
AVERA HOLY FAMILY HOSPITAL,826 N 8TH ST,AVERA HOLY FAMILY,Estherville,EMMET,IA,51334,0310-7442-02,Evusheld,01/06/2022 12:00:00 AM,01/13/2022 12:00:00 AM,48,48,02/10/2022 12:00:00 AM,POINT (-94.833994 43.410538),
COMMONWEALTH HEALTH CENTER,1 Lower Navy Hill,Commonwealth Health Center,SAIPAN,SAIPAN,MP,96950,0310-7442-02,Evusheld,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,192,209,02/07/2022 12:00:00 AM,,
Walmart Pharmacy #5962,4716 Hondo Pass Dr,,El Paso,EL PASO,TX,79904,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,8,02/11/2022 12:00:00 AM,POINT (-106.432203 31.869794),1831464791
Queen City Pharmacy,4123 Rose Lake Drive,Suite E and F,Charlotte,MECKLENBURG,NC,28217,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,01/07/2022 12:00:00 AM,20,20,01/18/2022 12:00:00 AM,POINT (-80.928128 35.180042),
Indian Health Council,50100 Golsh Road,,Valley Center,SAN DIEGO,CA,92082,0069-1085-30,Paxlovid,02/02/2022 12:00:00 AM,,0,5,02/04/2022 12:00:00 AM,POINT (-116.962073 33.277201),
MEDICINE LODGE MEMORIAL HOSPITAL,710 N WALNUT ST,,MEDICINE LODGE,BARBER,KS,67104,0310-7442-02,Evusheld,,,0,,02/11/2022 12:00:00 AM,POINT (-98.577659 37.289877),
MANET COMMUNITY HEALTH CENTER-NORTH,110 WEST SQUANTUM ST,DELIVER TO NURSE,QUINCY,NORFOLK,MA,02171-0000,0006-5055-06,Molnupiravir [Qty 24],01/18/2022 12:00:00 AM,,0,19,02/11/2022 12:00:00 AM,POINT (-71.031315 42.27269),
Baptist Health Medical Center - LR,9601 BAPTISIT HEALTH DR,,LITTLE ROCK,PULASKI,AR,72205,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,,24,60,02/11/2022 12:00:00 AM,POINT (-92.3813 34.745758),
Walgreens Store #11814,101 S WASHINGTON AVE,,CLEVELAND,LIBERTY,TX,77327,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,01/14/2022 12:00:00 AM,20,19,02/11/2022 12:00:00 AM,POINT (-95.090091 30.342651),1902084114
VAIL HEALTH HOSPITAL,181 W MEADOW DR,STE 1055,VAIL,EAGLE,CO,81657,0069-1085-30,Paxlovid,02/04/2022 12:00:00 AM,02/08/2022 12:00:00 AM,100,129,02/11/2022 12:00:00 AM,POINT (-106.382866 39.642949),
Meijer Store 231,28800 Telegraph Rd,Deliver to Pharmacy,Southfield,OAKLAND,MI,48034,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,0,20,02/11/2022 12:00:00 AM,POINT (-83.284942 42.499994),1053476960
Walmart Pharmacy #3386,160 Springville Sta,,Springville,SAINT CLAIR,AL,35146,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,18,02/11/2022 12:00:00 AM,POINT (-86.431131 33.777884),1356408611
CIOLINO DRUGS,7335 Jefferson Highway,Suite 300A,Harahan,JEFFERSON,LA,70123,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,19,02/09/2022 12:00:00 AM,POINT (-90.202611 29.935486),1952866477
Baptist Cancer Center Desoto,7900 Airways Blvd,Bldg B #100,Southaven,DE SOTO,MS,38671,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,01/11/2022 12:00:00 AM,48,37,02/11/2022 12:00:00 AM,POINT (-89.989881 34.976181),
KROGER PHARMACY 03500461,5190 HWY 78,,SACHSE,DALLAS,TX,75048,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,01/28/2022 12:00:00 AM,80,12,02/11/2022 12:00:00 AM,POINT (-96.604758 32.970188),1942373477
PARK PLAZA PHARMACY,1213 HERMANN DR,Suite 140,HOUSTON,HARRIS,TX,77004,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,,0,33,02/10/2022 12:00:00 AM,POINT (-95.38879 29.722823),1407915259
Androscoggin Valley Hospital,59 Page Hill,,Berlin,COOS,NH,03570,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,01/14/2022 12:00:00 AM,40,16,02/11/2022 12:00:00 AM,POINT (-71.156548 44.487099),
Medwiz Solutions LLC,167 Route 304,Unit 101,Bardonia,ROCKLAND,NY,10954,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/03/2022 12:00:00 AM,20,20,02/07/2022 12:00:00 AM,POINT (-73.997116 41.103893),
ESSENTIA HEALTH-VIRGINIA REGIONAL,901 9TH ST N,,VIRGINIA,SAINT LOUIS,MN,55792,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,33,02/11/2022 12:00:00 AM,POINT (-92.548797 47.530711),
CHRISTUS OCHSNER LAKE AREA HOSPITAL,4200 NELSON ROAD,Inpatient Pharmacy,LAKE CHARLES,CALCASIEU,LA,70605,0310-7442-02,Evusheld,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,24,48,01/31/2022 12:00:00 AM,POINT (-93.249344 30.181572),
Walgreens Store #19380,6970 CRESTWOOD BLVD,,FREDERICK,FREDERICK,MD,21703,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,140,104,02/11/2022 12:00:00 AM,POINT (-77.422906 39.390102),1093230583
KP SF Medical Center,2238 Geary Blvd,1st Floor Pharmacy,San Francisco,SAN FRANCISCO,CA,94115,0310-7442-02,Evusheld,02/11/2022 12:00:00 AM,02/08/2022 12:00:00 AM,216,119,02/11/2022 12:00:00 AM,POINT (-122.440565 37.783238),
PIONEERS MEMORIAL HEALTHCARE DISTRI,207 W Legion Rd,,Brawley,IMPERIAL,CA,92227,0069-1085-30,Paxlovid,02/01/2022 12:00:00 AM,02/02/2022 12:00:00 AM,60,37,02/07/2022 12:00:00 AM,POINT (-115.554051 32.95995),1073519443
