Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address
SAFEWAY PHARMACY,4280 MARTIN WAY EAST,,Olympia,THURSTON,WA,98516,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-122.828903 47.048247)
Walgreens Store #05088,300 N MAIN ST,,EAST PEORIA,TAZEWELL,IL,61611,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,120,01/06/2022 12:00:00 AM,POINT (-89.576354 40.668842)
CAROLINA FAMILY HEALTHCARE,11220 ELM LANE,SUITE 102,CHARLOTTE,MECKLENBURG,NC,28277,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,,20,19,01/03/2022 12:00:00 AM,POINT (-80.81726 35.05886)
Walgreens Store #13779,39527 HIGHWAY 42,,PRAIRIEVILLE,ASCENSION,LA,70769,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/06/2022 12:00:00 AM,POINT (-90.939824 30.322332)
CVS Store #05072,"225 MAIN ST.,",CVS Pharmacy,DANSVILLE,LIVINGSTON,NY,14437,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,79,01/06/2022 12:00:00 AM,POINT (-77.697019 42.562052)
Moose Professional Pharmacy,270 Copperfield Blvd,,Concord,CABARRUS,NC,28025,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,,20,14,01/04/2022 12:00:00 AM,POINT (-80.599321 35.446017)
Walgreens Store #10537,916 N PINE ST,,DERIDDER,BEAUREGARD,LA,70634,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/06/2022 12:00:00 AM,POINT (-93.287766 30.860958)
APEX PHARMACY,904 W WILLIAMS ST,,Apex,WAKE,NC,27502,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-78.866577 35.73981)
HEB Pharmacy 168,1103 MORGAN BLVD,,HARLINGEN,CAMERON,TX,78550-5152,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,20,01/05/2022 12:00:00 AM,POINT (-97.676193 26.203426)
KVH-HOSPITAL,603 South Chestnut Street,,Ellensburg,KITTITAS,WA,98926,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,20,0,12/28/2021 12:00:00 AM,POINT (-120.536761 46.987688)
SWEDISH - BALLARD,5300 TALLMAN AVE NW,,SEATTLE,KING,WA,98107,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-122.379975 47.667175)
GIANT EAGLE INC.,1521 N MAIN STREET EXT,,BUTLER,BUTLER,PA,16001,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,60,,,POINT (-79.907848 40.896669)
MONTEFIORE NEW ROCHELLE HOSPITAL,16 Guion Place,,New Rochelle,WESTCHESTER,NY,10801,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,,,POINT (-73.786997 40.912968)
"V12 676 Tomah, WI",500 E VETERANS STREET,,TOMAH,MONROE,WI,54660,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-90.493043 44.001155)
KROGER PHARMACY 03400316,4747 RESEARCH FOREST DR,,SPRING,MONTGOMERY,TX,77381,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-95.488845 30.185795)
NORTH HOUSTON CANCER CLINICS CONROE,3115 College Park Dr,STE 108,CONROE,MONTGOMERY,TX,77384,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,8,01/05/2022 12:00:00 AM,POINT (-95.467149 30.20686)
Rite Aid 02277,1799 THIRD STREET,,BEAVER,BEAVER,PA,15009-2422,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,100,01/06/2022 12:00:00 AM,
Neil Medical Group-Louisville,13040 Eastgate Parkway,Suite 105,Louisville,JEFFERSON,KY,40223,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,40,,,POINT (-85.510752 38.249132)
CVS Store #09341,1540 E HIGHLAND AVE,CVS Pharmacy,SAN BERNARDINO,SAN BERNARDINO,CA,92404,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,18,01/06/2022 12:00:00 AM,POINT (-117.25355 34.135855)
FROEDTERT PHARMACY 200,925 N 87th Street,,Milwaukee,MILWAUKEE,WI,53226,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-88.019939 43.04192)
Rite Aid 05456,11321 NATIONAL BOULEVARD,,LOS ANGELES,LOS ANGELES,CA,90064-3726,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,4,01/06/2022 12:00:00 AM,POINT (-118.432586 34.025697)
Northwest Health Porter,85 E US Highway 6,,Valparaiso,PORTER,IN,46383,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,,,POINT (-87.051179 41.550069)
Walmart Pharmacy #5744,7320 Theodore Dawes Rd,,Theodore,MOBILE,AL,36582,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-88.213858 30.562939)
SAFEWAY PHARMACY,2825 W Kennewick Ave,,Kennewick,BENTON,WA,99336,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-119.161019 46.209516)
UW MEDICAL CENTER,1550 N 115TH ST.,B-210,SEATTLE,KING,WA,98133,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,40,0,01/06/2022 12:00:00 AM,POINT (-122.335826 47.712278)
CVS Store #09794,5200 N UNIVERSITY PARKWAY,CVS Pharmacy,SAN BERNARDINO,SAN BERNARDINO,CA,92407,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM,POINT (-117.330926 34.17637)
Walmart Pharmacy #1044,5050 Troup Hwy,,Tyler,SMITH,TX,75707,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-95.262283 32.296128)
OUR LADY OF THE LAKE REG MED CTR,5000 Hennessey Blvd,Main Pharmacy - First Floor,BATON ROUGE,EAST BATON ROUGE,LA,70808,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,,48,,,POINT (-91.111528 30.401318)
Walgreens Store #17547,590 MADISON RD,,CULPEPER,CULPEPER,VA,22701,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,18,01/06/2022 12:00:00 AM,POINT (-78.013562 38.459192)
Walmart Pharmacy #691,2001 Glenn Blvd SW,,Fort Payne,DE KALB,AL,35968,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-85.761395 34.438609)
BROOKSHIRE GROCERY COMPANY,511 N STEWART ST,,AZLE,TARRANT,TX,76020,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-97.539142 32.892515)
MEDEX PHARMACIES,8441 FOOTHILL BOULEVARD,,SUNLAND,LOS ANGELES,CA,91040,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-118.316953 34.259709)
Pharm406,1410 38th ST W STE A,,Billings,YELLOWSTONE,MT,59102,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-108.611161 45.784675)
HN0080 - CHOP- MAIN HOSP - INPAT,3401 CIVIC CENTER BLVD,PHARMACY,PHILADELPHIA,PHILADELPHIA,PA,19104,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,72,,,POINT (-75.192955 39.94847)
Baptist Cancer Center Grenada,1300 Sunset Drive,Suite Q,Grenada,GRENADA,MS,38901,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-89.823755 33.77557)
Walmart Pharmacy #5021,2275 Gus Thomasson Rd,,Dallas,DALLAS,TX,75228,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-96.676512 32.834876)
Cheyenne Regional Medical Center,214 East 23rd Street,Attn: Pharmacy,Cheyenne,LARAMIE,WY,82001,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,48,24,01/06/2022 12:00:00 AM,POINT (-104.816525 41.139981)
WALLA WALLA URGENT CARE,1025 S. 2nd Ave,,Walla Walla,WALLA WALLA,WA,99324,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-118.331678 46.054253)
Kinney Drugs #64,7065 Manlius Center Rd,,East Syracuse,ONONDAGA,NY,13057,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,11,01/06/2022 12:00:00 AM,POINT (-76.033131 43.062384)
"V16 520 Biloxi, MS",400 VETERANS AVE RM1B102A,,Biloxi,HARRISON,MS,39531,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-88.946948 30.410646)
AURORA RETAIL PHARMACY 1169,2845 GREENBRIER RD,8900,GREEN BAY,BROWN,WI,54311,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,80,,,POINT (-87.940947 44.473351)
Summa Retail Pharmacy- Barberton,155 5th street,,Barberton,SUMMIT,OH,44312,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-81.589824 41.014721)
MERCY PHARMACY SPRINGFIELD,1235 E CHEROKEE ST,,SPRINGFIELD,GREENE,MO,65804-2203,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-93.275276 37.177969)
Walmart Pharmacy #5889,9410 Webb Chapel Rd,,Dallas,DALLAS,TX,75220,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-96.858063 32.86112)
COVENANT HEALTH CARE (HOSPITAL),1447 N HARRISON ST,,SAGINAW,SAGINAW,MI,48602,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,72,,,POINT (-83.955552 43.428435)
SWEDISH - BALLARD,5300 TALLMAN AVE NW,,SEATTLE,KING,WA,98107,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,20,,,POINT (-122.379975 47.667175)
SAMARITAN PHARMACY LEBANON,675 N 5TH ST,,LEBANON,LINN,OR,97355-2875,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-122.914556 44.553137)
DELAUNES PHARMACY AND HOME MED,308 N. Lewis Street,,New Iberia,IBERIA,LA,70563,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,18,01/05/2022 12:00:00 AM,POINT (-91.797844 30.004429)
CVS Store #08861,8850 VALLEY VIEW STREET,CVS Pharmacy,BUENA PARK,ORANGE,CA,90620,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,19,01/06/2022 12:00:00 AM,
Rosebud Community Hospital Pharmacy,383 N 17TH AVE,,FORSYTH,ROSEBUD,MT,59327,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,,,POINT (-106.671076 46.271684)
Walmart Pharmacy #1576,1555 US Highway 41,,Schererville,LAKE,IN,46375,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-87.47085 41.492831)
TEXAS ONCOLOGY PHARMACY - HEB,1609 Hospital Parkway,,Bedford,TARRANT,TX,76022,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-97.125362 32.83425)
BOLTONS PHARMACY,128 W. Main Street,,Watertown,JEFFERSON,NY,13601,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,12,01/06/2022 12:00:00 AM,POINT (-75.907579 43.979464)
StarMed Healthcare,4001 Tuckaseegee road,,Charlotte,MECKLENBURG,NC,28208,0006-5055-06,Molnupiravir,12/31/2021 12:00:00 AM,,240,,,POINT (-80.891913 35.246642)
VONS PHARMACY,481 OLD MAMMOTH RD,,Mammoth Lakes,MONO,CA,93546,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-118.966664 37.638864)
Fancy Face MD,7835 south rainbow blvd,,las vegas,CLARK,NV,89139,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,,,POINT (-115.243429 36.034566)
Walgreens Store #00936,100 BOULEVARD DR,,BAYAMON,Bayamon,PR,959,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,40,01/06/2022 12:00:00 AM,
Walgreens Store #03853,2924 CHAMBERLAYNE AVE,,RICHMOND,RICHMOND CITY,VA,23222,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,11,01/06/2022 12:00:00 AM,POINT (-77.445217 37.571814)
VALLEY HEALTH CENTER AT GILROY PH,7475 CAMINO ARROYO,Suite 1025,GILROY,SANTA CLARA,CA,95020,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,180,,,POINT (-121.556547 37.011289)
Walmart Pharmacy #1024,414 S Main St,,Swainsboro,EMANUEL,GA,30401,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,100,,,POINT (-82.326969 32.588916)
Walmart Pharmacy #3614,2141 Dale Ave SE,,Roanoke,ROANOKE CITY,VA,24013,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-79.910569 37.27408)
Baptist Cancer Center Starkville,104 Doctors Park,,Starkville,OKTIBBEHA,MS,39759,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-88.81824 33.47635)
Walmart Pharmacy #4672,1600 FEDERAL DR,,MONTGOMERY,MONTGOMERY,AL,36107,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-86.267868 32.403579)
CVS Store #08977,3501 STOCKTON HILL RD.,CVS Pharmacy,KINGMAN,MOHAVE,AZ,86409,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,80,,,POINT (-114.03634 35.225325)
CVS Store #04291,12058 PALMDALE RD,CVS Pharmacy,ADELANTO,SAN BERNARDINO,CA,92301,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,17,01/06/2022 12:00:00 AM,POINT (-117.400446 34.506678)
WILSON MEDICAL GROUP,3302 NASH ST N,,WILSON,WILSON,NC,27896,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,,20,,,POINT (-77.938343 35.767119)
Phoenix Indian Medical Center,4212 N. 16th Street,,Phoenix,MARICOPA,AZ,85016,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,72,46,01/06/2022 12:00:00 AM,POINT (-112.047612 33.497163)
Walgreens Store #06908,20 JERSEY AVE,,NEW BRUNSWICK,MIDDLESEX,NJ,8901,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/06/2022 12:00:00 AM,POINT (-74.454782 40.491286)
"V02 632 Northport, NY",79 Middleville Rd,Bldg 200 (Inpatient pharmacy),NORTHPORT,SUFFOLK,NY,11768,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-73.306056 40.89892)
Walmart Pharmacy #1108,705 S Constitution Ave,,Oak Grove,WEST CARROLL,LA,71263,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-91.392929 32.852921)
Walmart Pharmacy #1024,414 S Main St,,Swainsboro,EMANUEL,GA,30401,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,20,,,POINT (-82.326969 32.588916)
Walmart Pharmacy #2402,2944 Mountain City Hwy,,Elko,ELKO,NV,89801,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-115.793362 40.839243)
Walmart Pharmacy #268,175 JI Bell Ln,,Savannah,HARDIN,TN,38372,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-88.216463 35.224691)
Meijer Store 032,45001 Ford Road,,Canton,WAYNE,MI,48187,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,40,01/06/2022 12:00:00 AM,POINT (-83.484346 42.322021)
UPPER CONNECTICUT VALLEY HOSPITAL,181 Corliss Lane,,COLEBROOK,COOS,NH,3576,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,,,
Forward Pharmacy of Cambridge,109 W Main St,,Cambridge,DANE,WI,53523,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-89.017047 43.003666)
RUSSELL MEDICAL CENTER,3316 Highway 280,,Alexander City,TALLAPOOSA,AL,35010,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,,POINT (-85.968394 32.93103)
TOTAL HEALTH CARE - DIVISION HEALTH,1501 Division Street,,Baltimore,BALTIMORE CITY,MD,21217,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,40,,,POINT (-76.632135 39.303226)
CVS Store #05304,4572 HWY 1,CVS Pharmacy,RACELAND,LAFOURCHE,LA,70394,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,,20,,,POINT (-90.565892 29.704473)
NILES WELLCARE PHARMACY,70 E MAIN ST,,Niles,BERRIEN,MI,49120,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,20,01/05/2022 12:00:00 AM,POINT (-86.258571 41.829904)
MORROW COUNTY HOSPITAL,651 West Marion Rd,,Mount Gilead,MORROW,OH,43338,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,,,POINT (-82.849966 40.549373)
HEB Pharmacy 557,801 NORTH I-H 35,,BELLMEAD,MCLENNAN,TX,76705-2874,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM,,20,17,01/05/2022 12:00:00 AM,POINT (-97.109194 31.587645)
Walgreens Store #05234,5435 S KEDZIE AVE,,CHICAGO,COOK,IL,60632,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,200,01/06/2022 12:00:00 AM,POINT (-87.70357 41.794161)
Walmart Pharmacy #516,1200 W Main St,,Gun Barrel City,HENDERSON,TX,75156,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-96.135201 32.330922)
GRITMAN MEDICAL CENTER,700 S MAIN ST,,MOSCOW,LATAH,ID,83843,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,72,71,01/06/2022 12:00:00 AM,POINT (-117.001406 46.728705)
Walmart Pharmacy #2819,2100 N Main St,,Bluffton,WELLS,IN,46714,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-85.165844 40.77258)
MEDICATION MANAGEMENT PARTNERS,13601 Kenton,,CRESTWOOD,COOK,IL,60418,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,0,12/23/2021 12:00:00 AM,POINT (-87.733098 41.644775)
CENTINELA HOSPITAL MEDICAL CENTER,555 East Hardy St,,Inglewood,LOS ANGELES,CA,90301,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,,24,,,POINT (-118.347779 33.949085)
Walmart Pharmacy #1099,501 E PAWNEE ST,,WICHITA,SEDGWICK,KS,67211,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,80,,,POINT (-97.332888 37.649676)
Walmart Pharmacy #4115,602 Cibolo Valley Dr,,Cibolo,GUADALUPE,TX,78108,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-98.237002 29.571813)
MERCY HOSPITAL WASHINGTON,901 E 5TH ST,,WASHINGTON,FRANKLIN,MO,63090-3127,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,,POINT (-91.001539 38.55199)
Walmart Pharmacy #2046,201 Civic Center Dr,,Augusta,KENNEBEC,ME,4330,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,40,,,POINT (-69.792775 44.342752)
Walgreens Store #04219,206 S WALL ST,,CARBONDALE,JACKSON,IL,62901,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,119,01/06/2022 12:00:00 AM,POINT (-89.208639 37.726389)
BOSTON MEDICAL CENTER PHARMACY DOCT,850 HARRISON AVE 1st floor,Yawkey Pharmacy,BOSTON,SUFFOLK,MA,2118,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,72,,,POINT (-71.074855 42.335174)
NEIGHBORHOOD HEALTH CENTER,510 NORTH ST,SUITE 1,PITTSFIELD,BERKSHIRE,MA,01201-0000,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-73.251561 42.45567)
CVS Store #09537,1325 W. SHIELDS AVE.,CVS Pharmacy,FRESNO,FRESNO,CA,93705,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,79,01/06/2022 12:00:00 AM,POINT (-119.827154 36.779248)
CARRS PHARMACY,2920 SEWARD HWY,,ANCHORAGE,ANCHORAGE,AK,99503,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-149.8682 61.194155)
CVS Store #02702,465 SAND CREEK RD.,CVS Pharmacy,COLONIE,ALBANY,NY,12205,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,0,01/06/2022 12:00:00 AM,POINT (-73.811815 42.716045)
GASTON COUNTY JAIL,3301 Candlewick Way,,Gastonia,GASTON,NC,28056,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-81.153027 35.219128)
CVS Store #05319,5889 AIRLINE HWY,CVS Pharmacy,BATON ROUGE,EAST BATON ROUGE,LA,70805,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,,40,,,POINT (-91.131351 30.502577)
Walmart Pharmacy #209,1516 N 18th St,,Ozark,FRANKLIN,AR,72949,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-93.845344 35.503259)
Walgreens Store #07425,890 W MAIN ST,,LANSDALE,MONTGOMERY,PA,19446,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,60,34,01/06/2022 12:00:00 AM,POINT (-75.294706 40.248128)
ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,,EVANSVILLE,VANDERBURGH,IN,47714,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,20,01/05/2022 12:00:00 AM,POINT (-87.504987 37.962405)
DRUGCO DISCOUNT PHARMACY,107 SMITH CHURCH RD,,ROANOKE RAPIDS,HALIFAX,NC,27870,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-77.646401 36.435733)
Walgreens Store #18312,142 CENTRAL AVE,,CLARK,UNION,NJ,7066,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/06/2022 12:00:00 AM,POINT (-74.310502 40.63092)
"V21 662 San Francisco, CA",4150 CLEMENT ST,Outpatient Pharmacy  (119),SAN FRANCISCO,SAN FRANCISCO,CA,94121,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-122.504065 37.781128)
CVS Store #07088,16961 BEACH BOULEVARD,CVS Pharmacy,HUNTINGTON BEACH,ORANGE,CA,92647,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,0,01/06/2022 12:00:00 AM,POINT (-117.98921 33.715969)
Walgreens Store #13970,4300 BACKLICK RD,,ANNANDALE,FAIRFAX,VA,22003,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,0,01/06/2022 12:00:00 AM,POINT (-77.194347 38.830566)
Walmart Pharmacy #499,5505 W Owen K Garriott Rd,,Enid,GARFIELD,OK,73703,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,,POINT (-97.945946 36.390686)
ELKHART GENERAL HOSPITAL,600 EAST BOULEVARD,,ELKHART,ELKHART,IN,46514,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,,,POINT (-85.991823 41.678732)
UNITED MEM MED CTR,127 North Street,,Batavia,GENESEE,NY,14020,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,,,POINT (-78.177183 43.003939)
AURORA RETAIL PHARMACY 1070,8400 WASHINGTON AVE,,MOUNT PLEASANT,RACINE,WI,53406,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-87.890072 42.71965)
Hoag Mem Hosp PNB,1 Hoag Drive,,Newport Beach,ORANGE,CA,92663,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,,216,48,12/28/2021 12:00:00 AM,POINT (-117.931415 33.625136)
CVS Store #08867,7915 FLORENCE AVENUE,CVS Pharmacy,DOWNEY,LOS ANGELES,CA,90240,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,40,53,01/06/2022 12:00:00 AM,POINT (-118.131142 33.954119)
CVS Store #09233,515 S STATE HIGHWAY 49,CVS Pharmacy,JACKSON,AMADOR,CA,95642,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,19,01/06/2022 12:00:00 AM,POINT (-120.769751 38.34455)
BROOKSHIRES PHARMACY 68 MCGREGOR,1250 W MCGREGOR DR,,MCGREGOR,MCLENNAN,TX,76657,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,19,01/06/2022 12:00:00 AM,POINT (-97.419256 31.440784)
Walgreens Store #00053,15 CARR 183,,SAN LORENZO,San Lorenzo,PR,754,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,19,01/06/2022 12:00:00 AM,POINT (-65.971095 18.188697)
CABOT EMERGENCY HOSPITAL,212 WILLIE RAY DR,,CABOT,LONOKE,AR,72023,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,,40,,,POINT (-92.010551 34.996757)
CVS Store #09728,1322 W. 6TH ST.,CVS Pharmacy,CORONA,RIVERSIDE,CA,92882,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,,POINT (-117.58911 33.877826)
FROEDTERT PHARMACY 050,9200 W. WISCONSIN AVE,SUITE 100E,MILWAUKEE,MILWAUKEE,WI,53226,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-88.027316 43.038407)
Walmart Pharmacy #4435,3458 Dickerson Pike,,Nashville,DAVIDSON,TN,37207,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,100,,,POINT (-86.756717 36.247178)
Kenmore Rx Center,2818 Delaware Ave,,KENMORE,ERIE,NY,14217,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,0,01/05/2022 12:00:00 AM,POINT (-78.869838 42.961089)
Primary Health Network Punxsutawney,200 Prushnok Dr.,,Punxsutawney,JEFFERSON,PA,15767,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,POINT (-78.961583 40.945909)
HARTFORD HOSPITAL/MAIN HOSPITAL,75 Jefferson St,,Hartford,HARTFORD,CT,6115,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,336,144,01/05/2022 12:00:00 AM,POINT (-72.680184 41.755412)
CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,,CHINO,SAN BERNARDINO,CA,91710,0006-5055-06,Molnupiravir,01/02/2022 12:00:00 AM,,60,,,POINT (-117.685988 34.02637)
The Christ Hospital,2139 Auburn Avenue,,CINCINNATI,HAMILTON,OH,45219,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,144,,,POINT (-84.511113 39.120839)
SANFORD WORTHINGTON REGIONAL HOSP,1018  Sixth Avenue,,Worthington,NOBLES,MN,56187,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,24,01/05/2022 12:00:00 AM,POINT (-95.599049 43.621947)
CVS Store #02340,2037 STATE STREET,CVS Pharmacy,SCHENECTADY,SCHENECTADY,NY,12304,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM,POINT (-73.897197 42.774328)
LAMAR PLAZA DRUG STORE,1509 S LAMAR BLVD STE 550,STE 550,AUSTIN,TRAVIS,TX,78704,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,,POINT (-97.764498 30.251939)
