Provider Name,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Geopoint
CVS Store #09812,2514 BERRYESSA RD,CVS Pharmacy,SAN JOSE,CA,95132,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-121.85898 37.3872)
CVS Store #10747,11918 AIRPORT RD.,CVS Pharmacy,EVERETT,WA,98204,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.25946 47.88983)
ST CHARLES URGENT CARE - BEND SOUTH,61250 SE COOMBS PL,,BEND,OR,97702,06/10/2022 12:00:00 AM,https://www.stcharleshealthcare.org/covid-19/covid-therapies,,POINT (-121.315495 44.02501)
KROGER PHARMACY 01400759,155 N HEINCKE RD,,MIAMISBURG,OH,45342,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.26628 39.64191)
Optum Serve - Oxnard,800 Hobson Way,COVID Testing Supplies /Hilda Gomez,Oxnard,CA,93030,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-119.18824 34.19533)
WALGREENS STORE #04522,9775 COLERAIN AVE,,CINCINNATI,OH,45251,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-9775+colerain+colerain+ave-cincinnati-oh-45251/id=4522,,POINT (-84.59763 39.24907)
KROGER PHARMACY 02100928,1175 S COLLEGE MALL RD,,BLOOMINGTON,IN,47401,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.49749 39.15449)
CVS Store #05694,9389 DAYTON PIKE,CVS Pharmacy,SODDY-DAISY,TN,37379,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.199135 35.23776)
WELLNESS POINTE - MATERIALS MGT,1011 E Whaley St,,Longview,TX,75601,,,,POINT (-94.726955 32.496635)
CVS Store #04359,5783 DARROW RD.,CVS Pharmacy,HUDSON,OH,44236,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.44024 41.22279)
KROGER PHARMACY 01400920,210 STERLING RUN BLVD,,MOUNT ORAB,OH,45154,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-83.92103 39.03882)
KROGER PHARMACY 02100710,3060 N NATIONAL RD,,COLUMBUS,IN,47201,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.90204 39.228435)
CVS Store #07876,3832 EAST SPEEDWAY,CVS Pharmacy,TUCSON,AZ,85716,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-110.91117 32.235625)
CVS Store #07653,5120 WESTON ROAD,CVS Pharmacy,EVANSVILLE,IN,47712,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.637875 37.976905)
WALGREENS STORE #06496,2321 HAWTHORNE BLVD,,REDONDO BEACH,CA,90278,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-2321+hawthorne+blvd-redondo-beach-ca-90278/id=6496,,POINT (-118.353 33.873425)
CVS Store #02786,255 N. MCLEAN BLVD.,CVS Pharmacy,SOUTH ELGIN,IL,60177,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.31603 41.99631)
WALGREENS STORE #01450,4101 1ST AVE,,LYONS,IL,60534,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-4101+st+1st+ave-lyons-il-60534/id=1450,,POINT (-87.83277 41.81073)
CVS Store #00137,"626 SOUTHERN ARTERY, RTE 3A",CVS Pharmacy,QUINCY,MA,02169,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.9878 42.25277)
Robertson Specialty Pharmacy (Test,1700 s robertson blvd,Optional,los angeles,CA,90035,,,,POINT (-118.38527 34.04857)
Acadian Supreme Health Services,12866 Fort St,,Southgate,MI,48195,05/24/2022 12:00:00 AM,,,POINT (-83.181435 42.214715)
CVS Store #01407,3133 LEE HIGHWAY,CVS Pharmacy,ARLINGTON,VA,22201,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.097 38.89632)
CVS Store #09263,511 W. CORDOVA RD.,CVS Pharmacy,SANTA FE,NM,87505,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-105.94986 35.6732)
IBERIA COMPREHENSIVE COMM HLTH CTR,806 Jefferson Terrace Blvd,,New Iberia,LA,70560,,,,POINT (-91.81126 29.98855)
CVS Store #07933,4701 S FLAMINGO ROAD,CVS Pharmacy,COOPER CITY,FL,33330,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.314447 26.062855)
CVS Store #03701,1410 CRABB RIVER RD.,CVS Pharmacy,RICHMOND,TX,77469,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.69435 29.55419)
CVS Store #02147,2782 NORTH COBB PARKWAY,CVS Pharmacy,KENNESAW,GA,30152,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.62888 34.02368)
MAMMOTH HOSPITAL,85 SIERRA PARK ROAD,,MAMMOTH LAKES,CA,93546,06/01/2022 12:00:00 AM,,,POINT (-118.96319 37.64368)
CVS Store #02569,"3637 PEACHTREE ROAD, NE",CVS Pharmacy,ATLANTA,GA,30319,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.35854 33.853)
NHAN HOA COMP HLTH CARE CLINIC,7761 Garden Grove BLVD,,Garden Grove,CA,92841,06/09/2022 12:00:00 AM,http://www.nhanhoa.org,714-898-8888,POINT (-117.99667 33.77421)
CVS Store #07397,3901 PELHAM RD.,CVS Pharmacy,GREENVILLE,SC,29615,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.26355 34.8598)
MD NOW - N MIAMI BEACH,1770 NE MIAMI GARDENS DR,,N MIAMI BEACH,FL,33179,06/12/2022 12:00:00 AM,,,POINT (-80.165464 25.946033)
VCC VALE TERRACE,1000 vale terrace drive,,Visa,CA,92084,06/10/2022 12:00:00 AM,http://www.vcc.org,760-631-5000,POINT (-117.228725 33.209675)
WALGREENS STORE #04810,601 E COMMERCIAL BLVD,,OAKLAND PARK,FL,33334,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-601+e+commercial+blvd-oakland-park-fl-33334/id=4810,,POINT (-80.13846 26.189295)
CVS Store #05688,1099 W. ARMY TRAIL RD.,CVS Pharmacy,BARTLETT,IL,60103,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.20751 41.94598)
CVS Store #02815,330 RUES LANE,CVS Pharmacy,EAST BRUNSWICK,NJ,08816,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.40988 40.41821)
KROGER PHARMACY 01100672,800 GLENWOOD AVE SE,,ATLANTA,GA,30316,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.36047 33.74006)
ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,,PONTIAC,MI,48341,06/09/2022 12:00:00 AM,,,POINT (-83.27644 42.61465)
Choice Medical Group,13010 Hesperia Rd. Suite 501,Suite 501,VictorVille,CA,92392,02/04/2022 12:00:00 AM,,,POINT (-117.291625 34.488305)
Benson Health,3333 NC Hwy 242 North,,Benson,NC,27504,06/09/2022 12:00:00 AM,,,POINT (-78.536765 35.4196)
WALGREENS STORE #09291,12702 BAMMEL NORTH HOUSTON RD,,HOUSTON,TX,77066,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-12702+bammel+houston+rd-houston-tx-77066/id=9291,,POINT (-95.49793 29.961985)
MD NOW - ROYAL PALM BEACH,11551 SOUTHERN BLVD,STE 4,ROYAL PALM BEACH,FL,33411,06/12/2022 12:00:00 AM,,,POINT (-80.22899 26.68166)
CVS Store #01571,1740 HWY 160 WEST,CVS Pharmacy,FORT MILL,SC,29708,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.97013 35.03388)
CVS Store #17466,449 COMMERCE DR,CVS Pharmacy,WOODBURY,MN,55125,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-92.90915 44.94029)
Optum Serve - Riverside,1011 Orange St.,COVID Testing,Riverside,CA,92501,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-117.3561 34.00723)
BALTIMORE HIGHLANDS PHARMACY,4109 ANNAPOLIS RD,,BALTIMORE,MD,21227,06/07/2022 12:00:00 AM,,,POINT (-76.64053 39.23771)
KING SOOPERS PHARMACY 62000101,13700 COLORADO BLVD,,BRIGHTON,CO,80602,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-104.776993 39.986827)
SANTA MARIA HEALTH CARE CENTER,2115 Centerpointe Pkwy,,Santa Maria,CA,93455,06/06/2022 12:00:00 AM,http://www.sbcphd.org,805-346-8410,POINT (-120.42972 34.92263)
Docs Medical East Haven,317 Foxon Rd,,East Haven,CT,06477,06/09/2022 12:00:00 AM,,,POINT (-72.83638 41.32467)
RIVERSIDE UNIVERSITY HEALTH SYSTEM,26520 CACTUS AVE,Dept of Pharmacy,MORENO VALLEY,CA,92555,06/10/2022 12:00:00 AM,,,POINT (-117.195795 33.911965)
MOUNT CLEMENS,18 Market St Ste C,,Mount Clemens,MI,48043,06/03/2022 12:00:00 AM,http://www.mycarehealthcenter.org,586-783-2222,POINT (-82.875406 42.59829)
CVS Store #05557,6901 MARKET ST,CVS Pharmacy,WILMINGTON,NC,28411,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.829345 34.262945)
CVS Store #01170,3200 CATON FARM,CVS Pharmacy,JOLIET,IL,60431,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.16254 41.56512)
CVS Store #17030,3100 W IL RTE 60,CVS Pharmacy,MUNDELEIN,IL,60060,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.0445 42.28433)
CVS Store #07891,8954 LANTANA RD,CVS Pharmacy,LAKE WORTH,FL,33467,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.188585 26.5901)
CVS Store #00377,915 POQUONNOCK RD.,CVS Pharmacy,GROTON,CT,06340,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-72.05141 41.34595)
CVS Store #00015,5500 N. MACARTHUR,CVS Pharmacy,IRVING,TX,75038,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.963303 32.88555)
CVS Store #04505,5764 PEACHTREE INDUSTRIAL BLVD,CVS Pharmacy,CHAMBLEE,GA,30341,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.295235 33.905815)
Optum Serve - Paso Robles,800 Pine St,,Paso Robles,CA,93446,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-120.688237 35.62297)
VANDERBILT HTH WLK IN CLIN HNDRSNVL,128 Anderson Ln,Attn: Pharmacy Staff,Hendersonville,TN,37075,06/06/2022 12:00:00 AM,,,POINT (-86.5949 36.30908)
CVS Store #08763,1650 FARWELL,CVS Pharmacy,MILWAUKEE,WI,53202,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.89295 43.05212)
Cambria Drug and Gift,2222 Main St,,Cambria,CA,93428,06/02/2022 12:00:00 AM,,,POINT (-121.08219 35.56394)
Docs Medical Orange,521 Boston Post Rd,,Orange,CT,06477,06/09/2022 12:00:00 AM,,,POINT (-72.984369 41.280389)
CVS Store #03838,1405 EAST GREENVILLE STREET,CVS Pharmacy,ANDERSON,SC,29621,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.63747 34.5268)
NEIGHBORHOOD HEALTHCARE ESCONDIDO,460 NORTH ELM STREET,,ESCONDIDO,CA,92025,06/10/2022 12:00:00 AM,http://www.nhcare.org,760-520-8100,POINT (-117.072625 33.128011)
CVS Store #17368,6445 RICHFIELD PKWY,CVS Pharmacy,RICHFIELD,MN,55423,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.25256 44.88548)
CVS Store #09751,5623 KANAN RD.,CVS Pharmacy,AGOURA HILLS,CA,91301,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.75857 34.15259)
CVS Store #10928,909 EAST APACHE BLVD,CVS Pharmacy,TEMPE,AZ,85281,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-111.92589 33.41441)
CVS Store #01043,"525 BUCKLAND RD, TOWN CENTER S/C",CVS Pharmacy,SOUTH WINDSOR,CT,06074,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-72.55574 41.82556)
CVS Store #09723,11428 KENYON WAY,CVS Pharmacy,RANCHO CUCAMONGA,CA,91701,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.555693 34.13551)
CVS Store #08744,9139 BROADWAY,CVS Pharmacy,BROOKFIELD,IL,60513,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.85019 41.82817)
CVS Store #01279,"471 MAIN ST, CHATHAM S/C",CVS Pharmacy,CHATHAM,NJ,07928,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.39306 40.7452)
Wellstreet UC - Garden City,6200 Middlebelt Road,,Garden City,MI,48135,,,,POINT (-83.330282 42.330895)
Optum Serve - Eureka,1 Marina Way,Wharfinger Bldg,Eureka,CA,95501,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-124.18061 40.80161)
CVS Store #07982,520 S. FEDERAL HWY.,CVS Pharmacy,BOCA RATON,FL,33432,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.08568 26.344785)
CVS Store #04108,7599 W SAND LAKE RD,CVS Pharmacy,ORLANDO,FL,32819,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.48696 28.4508)
Optum Serve - Ventura Mitchell Rd,750 Mitchell Rd,Conejo Valley Unified School Distri,Newbury Park,CA,91320,06/08/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-118.89 34.18)
PhysicianOne UrgCare/Bristol,576 Farmington Ave,,Bristol,CT,06010,05/31/2022 12:00:00 AM,,,POINT (-72.92433 41.689985)
CVS Store #00946,323 N. MAIN ST.,CVS Pharmacy,UXBRIDGE,MA,01569,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.642215 42.09068)
CVS Store #07821,5002 W MAIN ST,CVS Pharmacy,LEAGUE CITY,TX,77573,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.15392 29.49042)
CVS Store #00326,120 EDDIE DOWLING HWY.,CVS Pharmacy,NORTH SMITHFIELD,RI,02896,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.51223 41.9802)
CVS Store #08396,1929 BRUCE B. DOWNS BLVD.,CVS Pharmacy,WESLEY CHAPEL,FL,33543,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.35378 28.18498)
UCI Student Health Center Pharmacy,501 Student Health,,Irvine,CA,92697,05/18/2022 12:00:00 AM,,,POINT (-117.84043 33.64816)
CVS Store #06916,560 OLD YORK ROAD,CVS Pharmacy,NEW CUMBERLAND,PA,17070,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.83576 40.186)
VANDERBILT HTH WLK IN CLIN SPRG HIL,"3098 Campbell Station Pkwy, Ste 100",Attn: Pharmacy Staff,Spring Hill,TN,37174,06/10/2022 12:00:00 AM,,,POINT (-86.910675 35.774405)
CVS Store #03749,2840 N. DYSART RD.,CVS Pharmacy,GOODYEAR,AZ,85395,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-112.34168 33.47822)
CVS Store #07074,2240 M ST NW,CVS Pharmacy,WASHINGTON,DC,20037,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.04944 38.90506)
ABC PHARMACY RIALTO,826 e foothill blvd,,rialto,CA,92376,,,,POINT (-117.354768 34.106777)
CVS Store #03281,11241 MIROMAR SQUARE BLVD,CVS Pharmacy,ESTERO,FL,33928,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.77059 26.435255)
CVS Store #00255,1329 KEMPSVILLE RD.,CVS Pharmacy,CHESAPEAKE,VA,23320,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.20446 36.76256)
WALGREENS STORE #04962,128 E BRANDON BLVD,,BRANDON,FL,33511,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-128+e+brandon+blvd-brandon-fl-33511/id=4962,,POINT (-82.28514 27.93806)
CVS Store #02210,1239 EAST PUTNAM AVE.,CVS Pharmacy,RIVERSIDE,CT,06878,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.57955 41.04167)
CVS Store #09647,2037 VERDUGO BLVD.,CVS Pharmacy,MONTROSE,CA,91020,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.22131 34.20482)
CVS Store #08947,1130 W. SUNSET DR.,CVS Pharmacy,WAUKESHA,WI,53189,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.25548 42.98986)
CVS Store #05962,3200 TEASLEY LN.,CVS Pharmacy,DENTON,TX,76210,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.11366 33.17535)
CVS Store #01458,12001 COASTAL HIGHWAY,CVS Pharmacy,OCEAN CITY,MD,21842,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-75.05652 38.426145)
WALGREENS STORE #06330,2464 ROSWELL RD,,MARIETTA,GA,30062,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-2464+roswell+roswell+rd-marietta-ga-30062/id=6330,,POINT (-84.48005 33.97403)
CVS Store #06746,1514 N ALEXANDER,CVS Pharmacy,BAYTOWN,TX,77520,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.953285 29.739265)
FIRST CALL MEDICAL CENTER GAMBRILLS,1071 State Route 3 N,Suite 101,Gambrills,MD,21054,06/07/2022 12:00:00 AM,,,POINT (-76.69365 39.02249)
WALGREENS STORE #07105,11010 BLOOMINGDALE AVE,,RIVERVIEW,FL,33578,06/10/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-82.319325 27.894)
CVS Store #00788,344 WEST HUBBARD,CVS Pharmacy,CHICAGO,IL,60654,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.63745 41.890345)
KROGER PHARMACY 01600851,6095 GENDER RD,,CANAL WINCHESTER,OH,43110,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-82.83156 39.855565)
UGL Family Health Center Marquette,1414 W Fair Ave,Suite 242,Marquette,MI,49855,06/11/2022 12:00:00 AM,,,POINT (-87.41805 46.55779)
WALGREENS STORE #03387,10705 W INDIAN SCHOOL RD,,AVONDALE,AZ,85392,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-10705+w+school+rd-avondale-az-85392/id=3387,,POINT (-112.290717 33.493135)
CVS Store #06363,6005 KINGSTON PIKE,CVS Pharmacy,KNOXVILLE,TN,37919,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.0014 35.93356)
CVS Store #17249,6150 BAYFIELD PKWY,CVS Pharmacy,CONCORD,NC,28027,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.67923 35.41701)
CVS Store #10225,1803 SOUTH HARBOR BLVD,CVS Pharmacy,ANAHEIM,CA,92802,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.9162 33.80288)
KROGER PHARMACY 02600588,4726 TRADERS WAY,,THOMPSONS STATION,TN,37179,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.915095 35.78473)
CVS Store #06161,7470 SAWMILL RD.,CVS Pharmacy,DUBLIN,OH,43016,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.089595 40.118305)
CVS Store #02356,790 TIMBER DRIVE,CVS Pharmacy,GARNER,NC,27529,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.61664 35.6866)
CVS Store #05069,2668 CRAWFORDVILLE HWY,CVS Pharmacy,CRAWFORDVILLE,FL,32327,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.37293 30.19219)
CVS Store #00019,3850 FM 2920,CVS Pharmacy,SPRING,TX,77388,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.47704 30.07125)
WALGREENS STORE #06191,10529 LOVELAND MADEIRA RD,,LOVELAND,OH,45140,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-10529+loveland+madeira+rd-loveland-oh-45140/id=6191,,POINT (-84.29718 39.25241)
CVS Store #03253,1098 MONTGOMERY RD,CVS Pharmacy,ALTAMONTE SPRINGS,FL,32714,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.40403 28.68679)
WALGREENS STORE #04233,5600 W FULLERTON AVE,,CHICAGO,IL,60639,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-5600+w+fullerton+ave-chicago-il-60639/id=4233,,POINT (-87.76657 41.92441)
CVS Store #06811,4140 COUNTY ROAD 101 N,CVS Pharmacy,PLYMOUTH,MN,55446,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.50715 45.03096)
KROGER PHARMACY 01400423,130 PAVILION PKWY,,NEWPORT,KY,41071,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.478275 39.09028)
KROGER PHARMACY 02400728,185 ADAM SHEPHERD PKWY,,SHEPHERDSVILLE,KY,40165,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.65923 38.00805)
Wellstreet UC - Canton,6549 N. Canton Center Rd.,,Canton,MI,48187,,,,POINT (-83.48896 42.33043)
CVS Store #03481,969 WEST 5TH ST,CVS Pharmacy,MARYSVILLE,OH,43040,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.38312 40.23845)
ESCAMBIA COMM CLINICS CORP OFFICES,2315 W Jackson Street,,Pensacola,FL,32505,06/01/2022 12:00:00 AM,http://healthcarewithinreach.org,850-436-4630,POINT (-87.24427 30.41784)
CVS Store #10115,1220 EAST REPUBLIC RD.,CVS Pharmacy,SPRINGFIELD,MO,65804,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.27763 37.13717)
WALGREENS STORE #10818,7929 KIRBY DR,,HOUSTON,TX,77054,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-7929+kirby+kirby+dr-houston-tx-77054/id=10818,,POINT (-95.412807 29.69335)
CVS Store #06596,321A LAFAYETTE RD.,CVS Pharmacy,HAMPTON,NH,03842,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.837495 42.93684)
CVS Store #03766,3027 JIM MOORE ROAD,CVS Pharmacy,DACULA,GA,30019,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.9095 34.03748)
WALGREENS STORE #12739,15450 N TATUM BLVD,,PHOENIX,AZ,85032,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-15450+n+tatum+blvd-phoenix-az-85032/id=12739,,POINT (-111.978416 33.626615)
WAIMANALO HEALTH CENTER,41-1295 Kalanianaole Highway,,Waimanalo,HI,96795,06/11/2022 12:00:00 AM,,,POINT (-157.71434 21.34699)
WALGREENS STORE #02665,3350 CENTRAL AVE,,ST PETERSBURG,FL,33712,06/10/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-82.6789 27.77055)
CVS Store #09528,7740 RANCHO SANTA FE ROAD,CVS Pharmacy,CARLSBAD,CA,92009,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.23728 33.08103)
PETRO HEALTH LLC,724 MAIDEN CHOICE LANE #304,,CATONSVILLE,MD,21228,06/09/2022 12:00:00 AM,,,POINT (-76.70559 39.267685)
"AFC Urgent Care, Fairfield",1918 Black Rock Turnpike,,Fairfield,CT,06825,06/10/2022 12:00:00 AM,,,POINT (-73.24813 41.1809)
DILLON PHARMACY 61500085,225 EAST CLOUD AVE,,ANDOVER,KS,67002,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-97.133175 37.6771)
Optum Serve - Lodi,415 S Sacramento St,ATTN: COVID Testing,Lodi,CA,95240,06/08/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.27311 38.12856)
TGH Urgent Care -Tarpon Springs,40545 US Hwy 19 N,,Tarpon Springs,FL,34689,06/10/2022 12:00:00 AM,,,POINT (-82.739398 28.140745)
WALGREENS STORE #07073,4615 FAIRMONT PKWY,,PASADENA,TX,77504,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-4615+fairmont+fairmont+pkwy-pasadena-tx-77504/id=7073,,POINT (-95.17273 29.650245)
CVS Store #00824,2721 BRUNSWICK PIKE,CVS Pharmacy,LAWRENCEVILLE,NJ,08648,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.71931 40.26523)
PLEXUS HEALTH LANCASTER,838 W MEETING STREET,Medical Arts 5 Ste H,LANCASTER,SC,29720,05/18/2022 12:00:00 AM,http://www.plexushealth.com,803-285-2273,POINT (-80.78773 34.71693)
FLORIDA COMMUNITY HC - FORT PIERCE,1505 Delaware Ave,,Fort Pierce,FL,34950,06/10/2022 12:00:00 AM,http://www.fchcinc.org,772-461-1402,POINT (-80.33937 27.44316)
CVS Store #07026,2770 LEWISVILLE CLEMMONS RD.,CVS Pharmacy,CLEMMONS,NC,27012,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.382565 36.02253)
WALGREENS STORE #07165,5601 N HIAWASSEE RD,,ORLANDO,FL,32818,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-5601+n+hiawassee+rd-orlando-fl-32818/id=7165,,POINT (-81.47564 28.6125)
CVS Store #04345,14440 CEDAR RD,CVS Pharmacy,UNIVERSITY HEIGHTS,OH,44121,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.52068 41.50097)
CVS Store #08616,5566 SOUTH 56TH ST,CVS Pharmacy,LINCOLN,NE,68516,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.64348 40.75667)
HU HU KAM MEMORIAL HOSPITAL,483 W SEED FARM RD,,SACATON,AZ,85147,06/10/2022 12:00:00 AM,,,POINT (-111.73401 33.07673)
Optum Serve - Sonora,220 Southgate Dr,,Sonora,CA,95370,06/08/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-120.389004 37.979889)
Optum Serve - Santa Cruz,701 Ocean Street Room 312,Attn: OptumTesting Bus/Environ Hlth,Santa Cruz,CA,95060,06/09/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-122.02051 36.97733)
KCS HLTH CTR ANAHEIM,W. Lincoln Ave.,,Anaheim,CA,92805,05/24/2022 12:00:00 AM,,714-527-6561,POINT (-117.92653375 33.835985)
